context,perturbation,n_cells,dominant_dose_value,dominant_dose_fraction,n_dose_values,all_dose_values,dominant_time,dominant_time_fraction,n_time_values,all_time_values
HCT116,AZD5591,197,0.0,1.0,1,0.0,24,1.0,1,24
HCT116,Afatinib,56,0.5,1.0,1,0.5,24,1.0,1,24
HCT116,Everolimus,53,10.0,1.0,1,10.0,24,1.0,1,24
HCT116,Gemcitabine,35,0.1,1.0,1,0.1,24,1.0,1,24
HCT116,JQ1,109,2.5,1.0,1,2.5,24,1.0,1,24
HCT116,Prexasertib,94,1.0,1.0,1,1.0,24,1.0,1,24
HCT116,Taselisib,34,1.0,1.0,1,1.0,24,1.0,1,24
HCT116,Trametinib,15,0.1,1.0,1,0.1,24,1.0,1,24
HEC1A,AZD5591,80,0.0,1.0,1,0.0,24,1.0,1,24
HEC1A,Afatinib,35,0.5,1.0,1,0.5,24,1.0,1,24
HEC1A,Everolimus,38,10.0,1.0,1,10.0,24,1.0,1,24
HEC1A,Gemcitabine,29,0.1,1.0,1,0.1,24,1.0,1,24
HEC1A,JQ1,87,2.5,1.0,1,2.5,24,1.0,1,24
HEC1A,Prexasertib,66,1.0,1.0,1,1.0,24,1.0,1,24
HEC1A,Taselisib,22,1.0,1.0,1,1.0,24,1.0,1,24
HEC1A,Trametinib,16,0.1,1.0,1,0.1,24,1.0,1,24
HEC1B,BRD3379,197,0.0,1.0,1,0.0,24,0.5279187817258884,2,24|6
HEC1B,Dabrafenib,149,0.1,1.0,1,0.1,24,1.0,1,24
HEC1B,Navitoclax,92,5.0,1.0,1,5.0,24,1.0,1,24
HEC1B,Trametinib,151,0.1,1.0,1,0.1,24,1.0,1,24
HEP3B217,BRD3379,78,0.0,1.0,1,0.0,6,0.5897435897435898,2,24|6
HEP3B217,Dabrafenib,55,0.1,1.0,1,0.1,24,1.0,1,24
HEP3B217,Navitoclax,33,5.0,1.0,1,5.0,24,1.0,1,24
HEP3B217,Trametinib,30,0.1,1.0,1,0.1,24,1.0,1,24
HPAC,AZD5591,43,0.0,1.0,1,0.0,24,1.0,1,24
HPAC,Afatinib,8,0.5,1.0,1,0.5,24,1.0,1,24
HPAC,Everolimus,16,10.0,1.0,1,10.0,24,1.0,1,24
HPAC,Gemcitabine,14,0.1,1.0,1,0.1,24,1.0,1,24
HPAC,JQ1,39,2.5,1.0,1,2.5,24,1.0,1,24
HPAC,Prexasertib,17,1.0,1.0,1,1.0,24,1.0,1,24
HPAC,Taselisib,8,1.0,1.0,1,1.0,24,1.0,1,24
HPAC,Trametinib,18,0.1,1.0,1,0.1,24,1.0,1,24
HS294T,AZD5591,96,0.0,1.0,1,0.0,24,1.0,1,24
HS294T,Afatinib,42,0.5,1.0,1,0.5,24,1.0,1,24
HS294T,Everolimus,39,10.0,1.0,1,10.0,24,1.0,1,24
HS294T,Gemcitabine,14,0.1,1.0,1,0.1,24,1.0,1,24
HS294T,JQ1,62,2.5,1.0,1,2.5,24,1.0,1,24
HS294T,Prexasertib,33,1.0,1.0,1,1.0,24,1.0,1,24
HS294T,Taselisib,28,1.0,1.0,1,1.0,24,1.0,1,24
HS294T,Trametinib,50,0.1,1.0,1,0.1,24,1.0,1,24
HS766T,BRD3379,165,0.0,1.0,1,0.0,6,0.5575757575757576,2,24|6
HS766T,Dabrafenib,54,0.1,1.0,1,0.1,24,1.0,1,24
HS766T,Navitoclax,28,5.0,1.0,1,5.0,24,1.0,1,24
HS766T,Trametinib,44,0.1,1.0,1,0.1,24,1.0,1,24
HS852T,BRD3379,139,0.0,1.0,1,0.0,6,0.5539568345323741,2,24|6
HS852T,Dabrafenib,50,0.1,1.0,1,0.1,24,1.0,1,24
HS852T,Navitoclax,46,5.0,1.0,1,5.0,24,1.0,1,24
HS852T,Trametinib,51,0.1,1.0,1,0.1,24,1.0,1,24
HT29,AZD5591,99,0.0,1.0,1,0.0,24,1.0,1,24
HT29,Afatinib,43,0.5,1.0,1,0.5,24,1.0,1,24
HT29,Everolimus,32,10.0,1.0,1,10.0,24,1.0,1,24
HT29,Gemcitabine,22,0.1,1.0,1,0.1,24,1.0,1,24
HT29,JQ1,76,2.5,1.0,1,2.5,24,1.0,1,24
HT29,Prexasertib,30,1.0,1.0,1,1.0,24,1.0,1,24
HT29,Taselisib,30,1.0,1.0,1,1.0,24,1.0,1,24
HT29,Trametinib,11,0.1,1.0,1,0.1,24,1.0,1,24
HUCCT1,BRD3379,177,0.0,1.0,1,0.0,24,0.5819209039548022,2,24|6
HUCCT1,Dabrafenib,104,0.1,1.0,1,0.1,24,1.0,1,24
HUCCT1,Navitoclax,88,5.0,1.0,1,5.0,24,1.0,1,24
HUCCT1,Trametinib,109,0.1,1.0,1,0.1,24,1.0,1,24
IALM,AZD5591,84,0.0,1.0,1,0.0,24,1.0,1,24
IALM,Afatinib,47,0.5,1.0,1,0.5,24,1.0,1,24
IALM,Bortezomib,156,2.5,1.0,1,2.5,6,0.5192307692307693,2,24|6
IALM,Everolimus,54,10.0,1.0,1,10.0,24,1.0,1,24
IALM,Gemcitabine,16,0.1,1.0,1,0.1,24,1.0,1,24
IALM,Idasanutlin,230,2.5,1.0,1,2.5,24,0.6130434782608696,2,24|6
IALM,JQ1,63,2.5,1.0,1,2.5,24,1.0,1,24
IALM,Prexasertib,66,1.0,1.0,1,1.0,24,1.0,1,24
IALM,Taselisib,51,1.0,1.0,1,1.0,24,1.0,1,24
IALM,Trametinib,650,0.1,1.0,1,0.1,"3, 6, 12, 24, 48",0.6261538461538462,3,"24|3, 6, 12, 24, 48|6"
IGR1,BRD3379,308,0.0,1.0,1,0.0,24,0.551948051948052,2,24|6
IGR1,Dabrafenib,180,0.1,1.0,1,0.1,24,1.0,1,24
IGR1,Navitoclax,146,5.0,1.0,1,5.0,24,1.0,1,24
IGR1,Trametinib,179,0.1,1.0,1,0.1,24,1.0,1,24
IGROV1,AZD5591,100,0.0,1.0,1,0.0,24,1.0,1,24
IGROV1,Afatinib,28,0.5,1.0,1,0.5,24,1.0,1,24
IGROV1,BRD3379,480,0.0,1.0,1,0.0,24,0.5708333333333333,2,24|6
IGROV1,Dabrafenib,358,0.1,1.0,1,0.1,24,1.0,1,24
IGROV1,Everolimus,41,10.0,1.0,1,10.0,24,1.0,1,24
IGROV1,Gemcitabine,20,0.1,1.0,1,0.1,24,1.0,1,24
IGROV1,JQ1,74,2.5,1.0,1,2.5,24,1.0,1,24
IGROV1,Navitoclax,284,5.0,1.0,1,5.0,24,1.0,1,24
IGROV1,Prexasertib,60,1.0,1.0,1,1.0,24,1.0,1,24
IGROV1,Taselisib,18,1.0,1.0,1,1.0,24,1.0,1,24
IGROV1,Trametinib,321,0.1,1.0,1,0.1,24,1.0,1,24
ISTMES1,BRD3379,195,0.0,1.0,1,0.0,24,0.5076923076923077,2,24|6
ISTMES1,Dabrafenib,114,0.1,1.0,1,0.1,24,1.0,1,24
ISTMES1,Navitoclax,67,5.0,1.0,1,5.0,24,1.0,1,24
ISTMES1,Trametinib,100,0.1,1.0,1,0.1,24,1.0,1,24
J82,BRD3379,417,0.0,1.0,1,0.0,24,0.5539568345323741,2,24|6
J82,Dabrafenib,238,0.1,1.0,1,0.1,24,1.0,1,24
J82,Navitoclax,195,5.0,1.0,1,5.0,24,1.0,1,24
J82,Trametinib,250,0.1,1.0,1,0.1,24,1.0,1,24
JHH5,BRD3379,163,0.0,1.0,1,0.0,6,0.5030674846625767,2,24|6
JHH5,Dabrafenib,83,0.1,1.0,1,0.1,24,1.0,1,24
JHH5,Navitoclax,56,5.0,1.0,1,5.0,24,1.0,1,24
JHH5,Trametinib,75,0.1,1.0,1,0.1,24,1.0,1,24
JHOM1,BRD3379,119,0.0,1.0,1,0.0,6,0.5294117647058824,2,24|6
JHOM1,Dabrafenib,52,0.1,1.0,1,0.1,24,1.0,1,24
JHOM1,Navitoclax,41,5.0,1.0,1,5.0,24,1.0,1,24
JHOM1,Trametinib,52,0.1,1.0,1,0.1,24,1.0,1,24
KMBC2,Taselisib,2,1.0,1.0,1,1.0,24,1.0,1,24
KMBC2,Trametinib,1,0.1,1.0,1,0.1,24,1.0,1,24
KNS42,BRD3379,237,0.0,1.0,1,0.0,6,0.5147679324894515,2,24|6
KNS42,Dabrafenib,149,0.1,1.0,1,0.1,24,1.0,1,24
KNS42,Navitoclax,120,5.0,1.0,1,5.0,24,1.0,1,24
KNS42,Trametinib,131,0.1,1.0,1,0.1,24,1.0,1,24
KNS60,BRD3379,116,0.0,1.0,1,0.0,24,0.5689655172413793,2,24|6
KNS60,Dabrafenib,96,0.1,1.0,1,0.1,24,1.0,1,24
KNS60,Navitoclax,69,5.0,1.0,1,5.0,24,1.0,1,24
KNS60,Trametinib,95,0.1,1.0,1,0.1,24,1.0,1,24
KNS81,BRD3379,175,0.0,1.0,1,0.0,6,0.5142857142857142,2,24|6
KNS81,Dabrafenib,81,0.1,1.0,1,0.1,24,1.0,1,24
KNS81,Navitoclax,61,5.0,1.0,1,5.0,24,1.0,1,24
KNS81,Trametinib,107,0.1,1.0,1,0.1,24,1.0,1,24
KP2,AZD5591,43,0.0,1.0,1,0.0,24,1.0,1,24
KP2,Afatinib,18,0.5,1.0,1,0.5,24,1.0,1,24
KP2,Everolimus,19,10.0,1.0,1,10.0,24,1.0,1,24
KP2,Gemcitabine,11,0.1,1.0,1,0.1,24,1.0,1,24
KP2,JQ1,41,2.5,1.0,1,2.5,24,1.0,1,24
KP2,Prexasertib,28,1.0,1.0,1,1.0,24,1.0,1,24
KP2,Taselisib,11,1.0,1.0,1,1.0,24,1.0,1,24
KP2,Trametinib,6,0.1,1.0,1,0.1,24,1.0,1,24
KU1919,AZD5591,117,0.0,1.0,1,0.0,24,1.0,1,24
KU1919,Afatinib,83,0.5,1.0,1,0.5,24,1.0,1,24
KU1919,Everolimus,48,10.0,1.0,1,10.0,24,1.0,1,24
KU1919,Gemcitabine,33,0.1,1.0,1,0.1,24,1.0,1,24
KU1919,JQ1,47,2.5,1.0,1,2.5,24,1.0,1,24
KU1919,Prexasertib,29,1.0,1.0,1,1.0,24,1.0,1,24
KU1919,Taselisib,69,1.0,1.0,1,1.0,24,1.0,1,24
KU1919,Trametinib,15,0.1,1.0,1,0.1,24,1.0,1,24
KYSE270,BRD3379,231,0.0,1.0,1,0.0,24,0.5281385281385281,2,24|6
KYSE270,Dabrafenib,149,0.1,1.0,1,0.1,24,1.0,1,24
KYSE270,Navitoclax,128,5.0,1.0,1,5.0,24,1.0,1,24
KYSE270,Trametinib,151,0.1,1.0,1,0.1,24,1.0,1,24
KYSE510,AZD5591,146,0.0,1.0,1,0.0,24,1.0,1,24
KYSE510,Afatinib,97,0.5,1.0,1,0.5,24,1.0,1,24
KYSE510,Everolimus,51,10.0,1.0,1,10.0,24,1.0,1,24
KYSE510,Gemcitabine,36,0.1,1.0,1,0.1,24,1.0,1,24
KYSE510,JQ1,119,2.5,1.0,1,2.5,24,1.0,1,24
KYSE510,Prexasertib,108,1.0,1.0,1,1.0,24,1.0,1,24
KYSE510,Taselisib,59,1.0,1.0,1,1.0,24,1.0,1,24
KYSE510,Trametinib,25,0.1,1.0,1,0.1,24,1.0,1,24
LI7,BRD3379,128,0.0,1.0,1,0.0,6,0.5234375,2,24|6
LI7,Dabrafenib,76,0.1,1.0,1,0.1,24,1.0,1,24
LI7,Navitoclax,55,5.0,1.0,1,5.0,24,1.0,1,24
LI7,Trametinib,54,0.1,1.0,1,0.1,24,1.0,1,24
LK2,BRD3379,235,0.0,1.0,1,0.0,6,0.5106382978723404,2,24|6
LK2,Dabrafenib,134,0.1,1.0,1,0.1,24,1.0,1,24
LK2,Navitoclax,115,5.0,1.0,1,5.0,24,1.0,1,24
LK2,Trametinib,99,0.1,1.0,1,0.1,24,1.0,1,24
LMSU,BRD3379,275,0.0,1.0,1,0.0,24,0.5563636363636364,2,24|6
LMSU,Dabrafenib,185,0.1,1.0,1,0.1,24,1.0,1,24
LMSU,Navitoclax,162,5.0,1.0,1,5.0,24,1.0,1,24
LMSU,Trametinib,202,0.1,1.0,1,0.1,24,1.0,1,24
LN229,BRD3379,211,0.0,1.0,1,0.0,6,0.5639810426540285,2,24|6
LN229,Dabrafenib,131,0.1,1.0,1,0.1,24,1.0,1,24
LN229,Navitoclax,112,5.0,1.0,1,5.0,24,1.0,1,24
LN229,Trametinib,134,0.1,1.0,1,0.1,24,1.0,1,24
LNCAPCLONEFGC,AZD5591,85,0.0,1.0,1,0.0,24,1.0,1,24
LNCAPCLONEFGC,Afatinib,27,0.5,1.0,1,0.5,24,1.0,1,24
LNCAPCLONEFGC,BRD3379,224,0.0,1.0,1,0.0,6,0.5446428571428571,2,24|6
LNCAPCLONEFGC,Bortezomib,325,2.5,1.0,1,2.5,24,0.52,2,24|6
LNCAPCLONEFGC,Dabrafenib,136,0.1,1.0,1,0.1,24,1.0,1,24
LNCAPCLONEFGC,Everolimus,36,10.0,1.0,1,10.0,24,1.0,1,24
LNCAPCLONEFGC,Gemcitabine,25,0.1,1.0,1,0.1,24,1.0,1,24
LNCAPCLONEFGC,Idasanutlin,286,2.5,1.0,1,2.5,6,0.6048951048951049,2,24|6
LNCAPCLONEFGC,JQ1,63,2.5,1.0,1,2.5,24,1.0,1,24
LNCAPCLONEFGC,Navitoclax,109,5.0,1.0,1,5.0,24,1.0,1,24
LNCAPCLONEFGC,Prexasertib,56,1.0,1.0,1,1.0,24,1.0,1,24
LNCAPCLONEFGC,Taselisib,42,1.0,1.0,1,1.0,24,1.0,1,24
LNCAPCLONEFGC,Trametinib,975,0.1,1.0,1,0.1,"3, 6, 12, 24, 48",0.5415384615384615,3,"24|3, 6, 12, 24, 48|6"
LOVO,AZD5591,47,0.0,1.0,1,0.0,24,1.0,1,24
LOVO,Afatinib,21,0.5,1.0,1,0.5,24,1.0,1,24
LOVO,BRD3379,378,0.0,1.0,1,0.0,6,0.5185185185185185,2,24|6
LOVO,Dabrafenib,259,0.1,1.0,1,0.1,24,1.0,1,24
LOVO,Everolimus,32,10.0,1.0,1,10.0,24,1.0,1,24
LOVO,Gemcitabine,17,0.1,1.0,1,0.1,24,1.0,1,24
LOVO,JQ1,72,2.5,1.0,1,2.5,24,1.0,1,24
LOVO,Navitoclax,210,5.0,1.0,1,5.0,24,1.0,1,24
LOVO,Prexasertib,48,1.0,1.0,1,1.0,24,1.0,1,24
LOVO,Taselisib,37,1.0,1.0,1,1.0,24,1.0,1,24
LOVO,Trametinib,160,0.1,1.0,1,0.1,24,1.0,1,24
LOXIMVI,AZD5591,97,0.0,1.0,1,0.0,24,1.0,1,24
LOXIMVI,Afatinib,97,0.5,1.0,1,0.5,24,1.0,1,24
LOXIMVI,Everolimus,83,10.0,1.0,1,10.0,24,1.0,1,24
LOXIMVI,Gemcitabine,39,0.1,1.0,1,0.1,24,1.0,1,24
LOXIMVI,JQ1,45,2.5,1.0,1,2.5,24,1.0,1,24
LOXIMVI,Prexasertib,56,1.0,1.0,1,1.0,24,1.0,1,24
LOXIMVI,Taselisib,49,1.0,1.0,1,1.0,24,1.0,1,24
LOXIMVI,Trametinib,27,0.1,1.0,1,0.1,24,1.0,1,24
LS1034,AZD5591,55,0.0,1.0,1,0.0,24,1.0,1,24
LS1034,Afatinib,13,0.5,1.0,1,0.5,24,1.0,1,24
LS1034,Bortezomib,240,2.5,1.0,1,2.5,6,0.5333333333333333,2,24|6
LS1034,Everolimus,23,10.0,1.0,1,10.0,24,1.0,1,24
LS1034,Gemcitabine,12,0.1,1.0,1,0.1,24,1.0,1,24
LS1034,Idasanutlin,225,2.5,1.0,1,2.5,24,0.5244444444444445,2,24|6
LS1034,JQ1,31,2.5,1.0,1,2.5,24,1.0,1,24
LS1034,Prexasertib,34,1.0,1.0,1,1.0,24,1.0,1,24
LS1034,Taselisib,20,1.0,1.0,1,1.0,24,1.0,1,24
LS1034,Trametinib,758,0.1,1.0,1,0.1,"3, 6, 12, 24, 48",0.7005277044854882,3,"24|3, 6, 12, 24, 48|6"
LU99,AZD5591,115,0.0,1.0,1,0.0,24,1.0,1,24
LU99,Afatinib,69,0.5,1.0,1,0.5,24,1.0,1,24
LU99,Everolimus,42,10.0,1.0,1,10.0,24,1.0,1,24
LU99,Gemcitabine,34,0.1,1.0,1,0.1,24,1.0,1,24
LU99,JQ1,50,2.5,1.0,1,2.5,24,1.0,1,24
LU99,Prexasertib,34,1.0,1.0,1,1.0,24,1.0,1,24
LU99,Taselisib,65,1.0,1.0,1,1.0,24,1.0,1,24
LU99,Trametinib,46,0.1,1.0,1,0.1,24,1.0,1,24
LUDLU1,BRD3379,193,0.0,1.0,1,0.0,6,0.538860103626943,2,24|6
LUDLU1,Dabrafenib,83,0.1,1.0,1,0.1,24,1.0,1,24
LUDLU1,Navitoclax,64,5.0,1.0,1,5.0,24,1.0,1,24
LUDLU1,Trametinib,87,0.1,1.0,1,0.1,24,1.0,1,24
MALME3M,BRD3379,169,0.0,1.0,1,0.0,6,0.5857988165680473,2,24|6
MALME3M,Dabrafenib,41,0.1,1.0,1,0.1,24,1.0,1,24
MALME3M,Navitoclax,53,5.0,1.0,1,5.0,24,1.0,1,24
MALME3M,Trametinib,50,0.1,1.0,1,0.1,24,1.0,1,24
MCAS,AZD5591,63,0.0,1.0,1,0.0,24,1.0,1,24
MCAS,Afatinib,30,0.5,1.0,1,0.5,24,1.0,1,24
MCAS,Everolimus,17,10.0,1.0,1,10.0,24,1.0,1,24
MCAS,Gemcitabine,16,0.1,1.0,1,0.1,24,1.0,1,24
MCAS,JQ1,49,2.5,1.0,1,2.5,24,1.0,1,24
MCAS,Prexasertib,32,1.0,1.0,1,1.0,24,1.0,1,24
MCAS,Taselisib,12,1.0,1.0,1,1.0,24,1.0,1,24
MCAS,Trametinib,7,0.1,1.0,1,0.1,24,1.0,1,24
MDAMB435S,AZD5591,100,0.0,1.0,1,0.0,24,1.0,1,24
MDAMB435S,Afatinib,50,0.5,1.0,1,0.5,24,1.0,1,24
MDAMB435S,BRD3379,268,0.0,1.0,1,0.0,24,0.5634328358208955,2,24|6
MDAMB435S,Dabrafenib,133,0.1,1.0,1,0.1,24,1.0,1,24
MDAMB435S,Everolimus,83,10.0,1.0,1,10.0,24,1.0,1,24
MDAMB435S,Gemcitabine,24,0.1,1.0,1,0.1,24,1.0,1,24
MDAMB435S,JQ1,75,2.5,1.0,1,2.5,24,1.0,1,24
MDAMB435S,Navitoclax,114,5.0,1.0,1,5.0,24,1.0,1,24
MDAMB435S,Prexasertib,35,1.0,1.0,1,1.0,24,1.0,1,24
MDAMB435S,Taselisib,65,1.0,1.0,1,1.0,24,1.0,1,24
MDAMB435S,Trametinib,232,0.1,1.0,1,0.1,24,1.0,1,24
MDAMB468,BRD3379,227,0.0,1.0,1,0.0,6,0.5022026431718062,2,24|6
MDAMB468,Dabrafenib,143,0.1,1.0,1,0.1,24,1.0,1,24
MDAMB468,Navitoclax,98,5.0,1.0,1,5.0,24,1.0,1,24
MDAMB468,Trametinib,137,0.1,1.0,1,0.1,24,1.0,1,24
MESSA,AZD5591,87,0.0,1.0,1,0.0,24,1.0,1,24
MESSA,Afatinib,56,0.5,1.0,1,0.5,24,1.0,1,24
MESSA,Everolimus,24,10.0,1.0,1,10.0,24,1.0,1,24
MESSA,Gemcitabine,17,0.1,1.0,1,0.1,24,1.0,1,24
MESSA,JQ1,64,2.5,1.0,1,2.5,24,1.0,1,24
MESSA,Prexasertib,30,1.0,1.0,1,1.0,24,1.0,1,24
MESSA,Taselisib,27,1.0,1.0,1,1.0,24,1.0,1,24
MESSA,Trametinib,24,0.1,1.0,1,0.1,24,1.0,1,24
MIAPACA2,BRD3379,245,0.0,1.0,1,0.0,6,0.5306122448979592,2,24|6
MIAPACA2,Dabrafenib,164,0.1,1.0,1,0.1,24,1.0,1,24
MIAPACA2,Navitoclax,142,5.0,1.0,1,5.0,24,1.0,1,24
MIAPACA2,Trametinib,188,0.1,1.0,1,0.1,24,1.0,1,24
MSTO211H,BRD3379,187,0.0,1.0,1,0.0,24,0.5614973262032086,2,24|6
MSTO211H,Dabrafenib,158,0.1,1.0,1,0.1,24,1.0,1,24
MSTO211H,Navitoclax,112,5.0,1.0,1,5.0,24,1.0,1,24
MSTO211H,Trametinib,145,0.1,1.0,1,0.1,24,1.0,1,24
NCIH23,BRD3379,234,0.0,1.0,1,0.0,6,0.5128205128205128,2,24|6
NCIH23,Dabrafenib,146,0.1,1.0,1,0.1,24,1.0,1,24
NCIH23,Navitoclax,128,5.0,1.0,1,5.0,24,1.0,1,24
NCIH23,Trametinib,129,0.1,1.0,1,0.1,24,1.0,1,24
NCIH226,AZD5591,80,0.0,1.0,1,0.0,24,1.0,1,24
NCIH226,Afatinib,33,0.5,1.0,1,0.5,24,1.0,1,24
NCIH226,Bortezomib,234,2.5,1.0,1,2.5,6,0.5170940170940171,2,24|6
NCIH226,Everolimus,41,10.0,1.0,1,10.0,24,1.0,1,24
NCIH226,Gemcitabine,14,0.1,1.0,1,0.1,24,1.0,1,24
NCIH226,Idasanutlin,237,2.5,1.0,1,2.5,6,0.6033755274261603,2,24|6
NCIH226,JQ1,45,2.5,1.0,1,2.5,24,1.0,1,24
NCIH226,Prexasertib,36,1.0,1.0,1,1.0,24,1.0,1,24
NCIH226,Taselisib,30,1.0,1.0,1,1.0,24,1.0,1,24
NCIH226,Trametinib,1155,0.1,1.0,1,0.1,"3, 6, 12, 24, 48",0.7506493506493507,3,"24|3, 6, 12, 24, 48|6"
NCIH322,AZD5591,38,0.0,1.0,1,0.0,24,1.0,1,24
NCIH322,Afatinib,32,0.5,1.0,1,0.5,24,1.0,1,24
NCIH322,BRD3379,121,0.0,1.0,1,0.0,6,0.5785123966942148,2,24|6
NCIH322,Dabrafenib,66,0.1,1.0,1,0.1,24,1.0,1,24
NCIH322,Everolimus,33,10.0,1.0,1,10.0,24,1.0,1,24
NCIH322,Gemcitabine,22,0.1,1.0,1,0.1,24,1.0,1,24
NCIH322,JQ1,39,2.5,1.0,1,2.5,24,1.0,1,24
NCIH322,Navitoclax,44,5.0,1.0,1,5.0,24,1.0,1,24
NCIH322,Prexasertib,30,1.0,1.0,1,1.0,24,1.0,1,24
NCIH322,Taselisib,27,1.0,1.0,1,1.0,24,1.0,1,24
NCIH322,Trametinib,100,0.1,1.0,1,0.1,24,1.0,1,24
NCIH522,BRD3379,168,0.0,1.0,1,0.0,6,0.5119047619047619,2,24|6
NCIH522,Dabrafenib,80,0.1,1.0,1,0.1,24,1.0,1,24
NCIH522,Navitoclax,52,5.0,1.0,1,5.0,24,1.0,1,24
NCIH522,Trametinib,99,0.1,1.0,1,0.1,24,1.0,1,24
NCIH838,BRD3379,237,0.0,1.0,1,0.0,6,0.7341772151898734,2,24|6
NCIH838,Dabrafenib,271,0.1,1.0,1,0.1,24,1.0,1,24
NCIH838,Navitoclax,237,5.0,1.0,1,5.0,24,1.0,1,24
NCIH838,Trametinib,297,0.1,1.0,1,0.1,24,1.0,1,24
NCIH841,BRD3379,331,0.0,1.0,1,0.0,24,0.5830815709969789,2,24|6
NCIH841,Dabrafenib,199,0.1,1.0,1,0.1,24,1.0,1,24
NCIH841,Navitoclax,199,5.0,1.0,1,5.0,24,1.0,1,24
NCIH841,Trametinib,198,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1048,BRD3379,180,0.0,1.0,1,0.0,6,0.55,2,24|6
NCIH1048,Dabrafenib,98,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1048,Navitoclax,63,5.0,1.0,1,5.0,24,1.0,1,24
NCIH1048,Trametinib,81,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1299,BRD3379,417,0.0,1.0,1,0.0,24,0.592326139088729,2,24|6
NCIH1299,Dabrafenib,251,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1299,Navitoclax,233,5.0,1.0,1,5.0,24,1.0,1,24
NCIH1299,Trametinib,277,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1339,AZD5591,14,0.0,1.0,1,0.0,24,1.0,1,24
NCIH1339,Afatinib,47,0.5,1.0,1,0.5,24,1.0,1,24
NCIH1339,Everolimus,42,10.0,1.0,1,10.0,24,1.0,1,24
NCIH1339,Gemcitabine,28,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1339,JQ1,44,2.5,1.0,1,2.5,24,1.0,1,24
NCIH1339,Prexasertib,16,1.0,1.0,1,1.0,24,1.0,1,24
NCIH1339,Taselisib,34,1.0,1.0,1,1.0,24,1.0,1,24
NCIH1339,Trametinib,28,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1355,AZD5591,78,0.0,1.0,1,0.0,24,1.0,1,24
NCIH1355,Afatinib,43,0.5,1.0,1,0.5,24,1.0,1,24
NCIH1355,BRD3379,210,0.0,1.0,1,0.0,6,0.5476190476190477,2,24|6
NCIH1355,Dabrafenib,126,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1355,Everolimus,62,10.0,1.0,1,10.0,24,1.0,1,24
NCIH1355,Gemcitabine,21,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1355,JQ1,66,2.5,1.0,1,2.5,24,1.0,1,24
NCIH1355,Navitoclax,100,5.0,1.0,1,5.0,24,1.0,1,24
NCIH1355,Prexasertib,52,1.0,1.0,1,1.0,24,1.0,1,24
NCIH1355,Taselisib,44,1.0,1.0,1,1.0,24,1.0,1,24
NCIH1355,Trametinib,170,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1437,AZD5591,58,0.0,1.0,1,0.0,24,1.0,1,24
NCIH1437,Afatinib,53,0.5,1.0,1,0.5,24,1.0,1,24
NCIH1437,Everolimus,43,10.0,1.0,1,10.0,24,1.0,1,24
NCIH1437,Gemcitabine,29,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1437,JQ1,66,2.5,1.0,1,2.5,24,1.0,1,24
NCIH1437,Prexasertib,25,1.0,1.0,1,1.0,24,1.0,1,24
NCIH1437,Taselisib,35,1.0,1.0,1,1.0,24,1.0,1,24
NCIH1437,Trametinib,21,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1573,BRD3379,137,0.0,1.0,1,0.0,24,0.5547445255474452,2,24|6
NCIH1573,Dabrafenib,79,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1573,Navitoclax,52,5.0,1.0,1,5.0,24,1.0,1,24
NCIH1573,Trametinib,73,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1581,BRD3379,375,0.0,1.0,1,0.0,6,0.5173333333333333,2,24|6
NCIH1581,Dabrafenib,216,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1581,Navitoclax,182,5.0,1.0,1,5.0,24,1.0,1,24
NCIH1581,Trametinib,205,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1648,Afatinib,1,0.5,1.0,1,0.5,24,1.0,1,24
NCIH1648,Gemcitabine,1,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1648,Prexasertib,1,1.0,1.0,1,1.0,24,1.0,1,24
NCIH1650,AZD5591,111,0.0,1.0,1,0.0,24,1.0,1,24
NCIH1650,Afatinib,62,0.5,1.0,1,0.5,24,1.0,1,24
NCIH1650,BRD3379,128,0.0,1.0,1,0.0,6,0.5703125,2,24|6
NCIH1650,Dabrafenib,74,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1650,Everolimus,63,10.0,1.0,1,10.0,24,1.0,1,24
NCIH1650,Gemcitabine,24,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1650,JQ1,69,2.5,1.0,1,2.5,24,1.0,1,24
NCIH1650,Navitoclax,46,5.0,1.0,1,5.0,24,1.0,1,24
NCIH1650,Prexasertib,62,1.0,1.0,1,1.0,24,1.0,1,24
NCIH1650,Taselisib,58,1.0,1.0,1,1.0,24,1.0,1,24
