context,drug,dose_nM,n_cells,dataset_name,role,task_key,dose_cpa,target_perturbed_expression_used_for_selection
B cells,RVX-208,1000.0,242,OpenProblems2023,target_test,OpenProblems2023::B cells::RVX-208::dose_nM=1000.0,3.0,False
B cells,Raloxifene,1000.0,234,OpenProblems2023,target_test,OpenProblems2023::B cells::Raloxifene::dose_nM=1000.0,3.0,False
B cells,Resminostat,1000.0,259,OpenProblems2023,target_test,OpenProblems2023::B cells::Resminostat::dose_nM=1000.0,3.0,False
B cells,Ricolinostat,1000.0,295,OpenProblems2023,target_test,OpenProblems2023::B cells::Ricolinostat::dose_nM=1000.0,3.0,False
B cells,Riociguat,1000.0,256,OpenProblems2023,target_test,OpenProblems2023::B cells::Riociguat::dose_nM=1000.0,3.0,False
B cells,Ruxolitinib,1000.0,205,OpenProblems2023,target_test,OpenProblems2023::B cells::Ruxolitinib::dose_nM=1000.0,3.0,False
B cells,SB525334,1000.0,256,OpenProblems2023,target_test,OpenProblems2023::B cells::SB525334::dose_nM=1000.0,3.0,False
B cells,SCH-58261,1000.0,265,OpenProblems2023,target_test,OpenProblems2023::B cells::SCH-58261::dose_nM=1000.0,3.0,False
B cells,SLx-2119,1000.0,292,OpenProblems2023,target_test,OpenProblems2023::B cells::SLx-2119::dose_nM=1000.0,3.0,False
B cells,STK219801,1000.0,279,OpenProblems2023,target_test,OpenProblems2023::B cells::STK219801::dose_nM=1000.0,3.0,False
B cells,Saracatinib,1000.0,253,OpenProblems2023,target_test,OpenProblems2023::B cells::Saracatinib::dose_nM=1000.0,3.0,False
B cells,Scriptaid,1000.0,247,OpenProblems2023,target_test,OpenProblems2023::B cells::Scriptaid::dose_nM=1000.0,3.0,False
B cells,Selumetinib,1000.0,254,OpenProblems2023,target_test,OpenProblems2023::B cells::Selumetinib::dose_nM=1000.0,3.0,False
B cells,Sgc-cbp30,1000.0,267,OpenProblems2023,target_test,OpenProblems2023::B cells::Sgc-cbp30::dose_nM=1000.0,3.0,False
B cells,Sunitinib,1000.0,242,OpenProblems2023,target_test,OpenProblems2023::B cells::Sunitinib::dose_nM=1000.0,3.0,False
B cells,TGX 221,1000.0,269,OpenProblems2023,target_test,OpenProblems2023::B cells::TGX 221::dose_nM=1000.0,3.0,False
B cells,TIE2 Kinase Inhibitor,1000.0,273,OpenProblems2023,target_test,OpenProblems2023::B cells::TIE2 Kinase Inhibitor::dose_nM=1000.0,3.0,False
B cells,TL_HRAS26,1000.0,217,OpenProblems2023,target_test,OpenProblems2023::B cells::TL_HRAS26::dose_nM=1000.0,3.0,False
B cells,TPCA-1,1000.0,217,OpenProblems2023,target_test,OpenProblems2023::B cells::TPCA-1::dose_nM=1000.0,3.0,False
B cells,TR-14035,1000.0,254,OpenProblems2023,target_test,OpenProblems2023::B cells::TR-14035::dose_nM=1000.0,3.0,False
B cells,Tacalcitol,1000.0,258,OpenProblems2023,target_test,OpenProblems2023::B cells::Tacalcitol::dose_nM=1000.0,3.0,False
B cells,Tamatinib,1000.0,247,OpenProblems2023,target_test,OpenProblems2023::B cells::Tamatinib::dose_nM=1000.0,3.0,False
B cells,Tipifarnib,1000.0,235,OpenProblems2023,target_test,OpenProblems2023::B cells::Tipifarnib::dose_nM=1000.0,3.0,False
B cells,Tivantinib,1000.0,217,OpenProblems2023,target_test,OpenProblems2023::B cells::Tivantinib::dose_nM=1000.0,3.0,False
B cells,Tivozanib,1000.0,231,OpenProblems2023,target_test,OpenProblems2023::B cells::Tivozanib::dose_nM=1000.0,3.0,False
B cells,Topotecan,1000.0,314,OpenProblems2023,target_test,OpenProblems2023::B cells::Topotecan::dose_nM=1000.0,3.0,False
B cells,Tosedostat,1000.0,219,OpenProblems2023,target_test,OpenProblems2023::B cells::Tosedostat::dose_nM=1000.0,3.0,False
B cells,Trametinib,1000.0,309,OpenProblems2023,target_test,OpenProblems2023::B cells::Trametinib::dose_nM=1000.0,3.0,False
B cells,UNII-BXU45ZH6LI,1000.0,98,OpenProblems2023,target_test,OpenProblems2023::B cells::UNII-BXU45ZH6LI::dose_nM=1000.0,3.0,False
B cells,Vandetanib,1000.0,219,OpenProblems2023,target_test,OpenProblems2023::B cells::Vandetanib::dose_nM=1000.0,3.0,False
B cells,Vanoxerine,1000.0,244,OpenProblems2023,target_test,OpenProblems2023::B cells::Vanoxerine::dose_nM=1000.0,3.0,False
B cells,Vardenafil,1000.0,245,OpenProblems2023,target_test,OpenProblems2023::B cells::Vardenafil::dose_nM=1000.0,3.0,False
B cells,Vorinostat,1000.0,227,OpenProblems2023,target_test,OpenProblems2023::B cells::Vorinostat::dose_nM=1000.0,3.0,False
B cells,YK 4-279,1000.0,270,OpenProblems2023,target_test,OpenProblems2023::B cells::YK 4-279::dose_nM=1000.0,3.0,False
Myeloid cells,5-(9-Isopropyl-8-methyl-2-morpholino-9H-purin-6-yl)pyrimidin-2-amine,1000.0,29,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::5-(9-Isopropyl-8-methyl-2-morpholino-9H-purin-6-yl)pyrimidin-2-amine::dose_nM=1000.0,3.0,False
Myeloid cells,ABT-199 (GDC-0199),1000.0,402,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::ABT-199 (GDC-0199)::dose_nM=1000.0,3.0,False
Myeloid cells,ABT737,1000.0,228,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::ABT737::dose_nM=1000.0,3.0,False
Myeloid cells,AMD-070 (hydrochloride),1000.0,242,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::AMD-070 (hydrochloride)::dose_nM=1000.0,3.0,False
Myeloid cells,AT 7867,1000.0,367,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::AT 7867::dose_nM=1000.0,3.0,False
Myeloid cells,AVL-292,1000.0,133,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::AVL-292::dose_nM=1000.0,3.0,False
Myeloid cells,AZ628,1000.0,77,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::AZ628::dose_nM=1000.0,3.0,False
Myeloid cells,AZD-8330,1000.0,109,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::AZD-8330::dose_nM=1000.0,3.0,False
Myeloid cells,AZD3514,1000.0,229,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::AZD3514::dose_nM=1000.0,3.0,False
Myeloid cells,AZD4547,1000.0,234,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::AZD4547::dose_nM=1000.0,3.0,False
Myeloid cells,Alogliptin,1000.0,259,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Alogliptin::dose_nM=1000.0,3.0,False
Myeloid cells,Amiodarone,1000.0,256,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Amiodarone::dose_nM=1000.0,3.0,False
Myeloid cells,Atorvastatin,1000.0,258,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Atorvastatin::dose_nM=1000.0,3.0,False
Myeloid cells,Azacitidine,1000.0,327,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Azacitidine::dose_nM=1000.0,3.0,False
Myeloid cells,BAY 61-3606,1000.0,177,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::BAY 61-3606::dose_nM=1000.0,3.0,False
Myeloid cells,BAY 87-2243,1000.0,242,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::BAY 87-2243::dose_nM=1000.0,3.0,False
Myeloid cells,BI-D1870,1000.0,262,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::BI-D1870::dose_nM=1000.0,3.0,False
Myeloid cells,BMS-265246,1000.0,432,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::BMS-265246::dose_nM=1000.0,3.0,False
Myeloid cells,BMS-536924,1000.0,53,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::BMS-536924::dose_nM=1000.0,3.0,False
Myeloid cells,BMS-777607,1000.0,197,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::BMS-777607::dose_nM=1000.0,3.0,False
Myeloid cells,BX 912,1000.0,169,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::BX 912::dose_nM=1000.0,3.0,False
Myeloid cells,Bosutinib,1000.0,101,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Bosutinib::dose_nM=1000.0,3.0,False
Myeloid cells,Buspirone,1000.0,460,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Buspirone::dose_nM=1000.0,3.0,False
Myeloid cells,CC-401,1000.0,363,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::CC-401::dose_nM=1000.0,3.0,False
Myeloid cells,CEP-37440,1000.0,422,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::CEP-37440::dose_nM=1000.0,3.0,False
Myeloid cells,CGM-097,1000.0,240,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::CGM-097::dose_nM=1000.0,3.0,False
Myeloid cells,CHIR-99021,1000.0,254,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::CHIR-99021::dose_nM=1000.0,3.0,False
Myeloid cells,Cabozantinib,1000.0,292,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Cabozantinib::dose_nM=1000.0,3.0,False
Myeloid cells,Canertinib,1000.0,173,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Canertinib::dose_nM=1000.0,3.0,False
Myeloid cells,Ceritinib,1000.0,257,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Ceritinib::dose_nM=1000.0,3.0,False
Myeloid cells,Chlorpheniramine,1000.0,269,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Chlorpheniramine::dose_nM=1000.0,3.0,False
Myeloid cells,Clemastine,1000.0,318,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Clemastine::dose_nM=1000.0,3.0,False
Myeloid cells,Clomipramine,1000.0,297,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Clomipramine::dose_nM=1000.0,3.0,False
Myeloid cells,Clotrimazole,1000.0,281,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Clotrimazole::dose_nM=1000.0,3.0,False
Myeloid cells,Colchicine,1000.0,262,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Colchicine::dose_nM=1000.0,3.0,False
Myeloid cells,Colforsin,1000.0,319,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Colforsin::dose_nM=1000.0,3.0,False
Myeloid cells,Crizotinib,1000.0,113,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Crizotinib::dose_nM=1000.0,3.0,False
Myeloid cells,Dactolisib,1000.0,87,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Dactolisib::dose_nM=1000.0,3.0,False
Myeloid cells,Dasatinib,1000.0,47,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Dasatinib::dose_nM=1000.0,3.0,False
Myeloid cells,Decitabine,1000.0,266,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Decitabine::dose_nM=1000.0,3.0,False
Myeloid cells,Defactinib,1000.0,249,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Defactinib::dose_nM=1000.0,3.0,False
Myeloid cells,Desloratadine,1000.0,295,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Desloratadine::dose_nM=1000.0,3.0,False
Myeloid cells,Disulfiram,1000.0,173,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Disulfiram::dose_nM=1000.0,3.0,False
Myeloid cells,Dovitinib,1000.0,170,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Dovitinib::dose_nM=1000.0,3.0,False
Myeloid cells,Doxorubicin,1000.0,129,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Doxorubicin::dose_nM=1000.0,3.0,False
Myeloid cells,FK 866,1000.0,195,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::FK 866::dose_nM=1000.0,3.0,False
Myeloid cells,Flutamide,1000.0,210,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Flutamide::dose_nM=1000.0,3.0,False
Myeloid cells,Foretinib,1000.0,85,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Foretinib::dose_nM=1000.0,3.0,False
Myeloid cells,GLPG0634,1000.0,171,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::GLPG0634::dose_nM=1000.0,3.0,False
Myeloid cells,GO-6976,1000.0,199,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::GO-6976::dose_nM=1000.0,3.0,False
Myeloid cells,GSK-1070916,1000.0,319,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::GSK-1070916::dose_nM=1000.0,3.0,False
Myeloid cells,GSK256066,1000.0,509,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::GSK256066::dose_nM=1000.0,3.0,False
Myeloid cells,GW843682X,1000.0,299,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::GW843682X::dose_nM=1000.0,3.0,False
Myeloid cells,Ganetespib (STA-9090),1000.0,29,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Ganetespib (STA-9090)::dose_nM=1000.0,3.0,False
Myeloid cells,HMN-214,1000.0,451,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::HMN-214::dose_nM=1000.0,3.0,False
Myeloid cells,HYDROXYUREA,1000.0,221,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::HYDROXYUREA::dose_nM=1000.0,3.0,False
Myeloid cells,I-BET151,1000.0,126,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::I-BET151::dose_nM=1000.0,3.0,False
Myeloid cells,IKK Inhibitor VII,1000.0,67,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::IKK Inhibitor VII::dose_nM=1000.0,3.0,False
Myeloid cells,IMD-0354,1000.0,140,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::IMD-0354::dose_nM=1000.0,3.0,False
Myeloid cells,IN1451,1000.0,158,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::IN1451::dose_nM=1000.0,3.0,False
Myeloid cells,Idelalisib,1000.0,129,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Idelalisib::dose_nM=1000.0,3.0,False
Myeloid cells,Imatinib,1000.0,257,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Imatinib::dose_nM=1000.0,3.0,False
Myeloid cells,Isoniazid,1000.0,216,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Isoniazid::dose_nM=1000.0,3.0,False
Myeloid cells,Ixabepilone,1000.0,255,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Ixabepilone::dose_nM=1000.0,3.0,False
Myeloid cells,K-02288,1000.0,328,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::K-02288::dose_nM=1000.0,3.0,False
Myeloid cells,Ketoconazole,1000.0,175,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Ketoconazole::dose_nM=1000.0,3.0,False
Myeloid cells,LDN 193189,1000.0,315,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::LDN 193189::dose_nM=1000.0,3.0,False
Myeloid cells,LY2090314,1000.0,397,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::LY2090314::dose_nM=1000.0,3.0,False
Myeloid cells,Lamivudine,1000.0,229,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Lamivudine::dose_nM=1000.0,3.0,False
Myeloid cells,Lapatinib,1000.0,358,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Lapatinib::dose_nM=1000.0,3.0,False
Myeloid cells,Linagliptin,1000.0,228,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Linagliptin::dose_nM=1000.0,3.0,False
Myeloid cells,MGCD-265,1000.0,226,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::MGCD-265::dose_nM=1000.0,3.0,False
Myeloid cells,MK-5108,1000.0,356,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::MK-5108::dose_nM=1000.0,3.0,False
Myeloid cells,Masitinib,1000.0,312,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Masitinib::dose_nM=1000.0,3.0,False
Myeloid cells,Methotrexate,1000.0,423,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Methotrexate::dose_nM=1000.0,3.0,False
Myeloid cells,Midostaurin,1000.0,233,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Midostaurin::dose_nM=1000.0,3.0,False
Myeloid cells,Mometasone Furoate,1000.0,160,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Mometasone Furoate::dose_nM=1000.0,3.0,False
Myeloid cells,Mubritinib (TAK 165),1000.0,294,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Mubritinib (TAK 165)::dose_nM=1000.0,3.0,False
Myeloid cells,Navitoclax,1000.0,265,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Navitoclax::dose_nM=1000.0,3.0,False
Myeloid cells,Nefazodone,1000.0,263,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Nefazodone::dose_nM=1000.0,3.0,False
Myeloid cells,Nilotinib,1000.0,118,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Nilotinib::dose_nM=1000.0,3.0,False
Myeloid cells,O-Demethylated Adapalene,1000.0,201,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::O-Demethylated Adapalene::dose_nM=1000.0,3.0,False
Myeloid cells,OSI-930,1000.0,330,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::OSI-930::dose_nM=1000.0,3.0,False
Myeloid cells,Oxybenzone,1000.0,287,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Oxybenzone::dose_nM=1000.0,3.0,False
Myeloid cells,PD-0325901,1000.0,109,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::PD-0325901::dose_nM=1000.0,3.0,False
Myeloid cells,PF-03814735,1000.0,101,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::PF-03814735::dose_nM=1000.0,3.0,False
Myeloid cells,PF-04691502,1000.0,46,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::PF-04691502::dose_nM=1000.0,3.0,False
Myeloid cells,PRT-062607,1000.0,74,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::PRT-062607::dose_nM=1000.0,3.0,False
Myeloid cells,Palbociclib,1000.0,230,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Palbociclib::dose_nM=1000.0,3.0,False
Myeloid cells,Penfluridol,1000.0,291,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Penfluridol::dose_nM=1000.0,3.0,False
Myeloid cells,Perhexiline,1000.0,60,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Perhexiline::dose_nM=1000.0,3.0,False
Myeloid cells,Phenylbutazone,1000.0,321,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Phenylbutazone::dose_nM=1000.0,3.0,False
Myeloid cells,Pitavastatin Calcium,1000.0,260,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Pitavastatin Calcium::dose_nM=1000.0,3.0,False
Myeloid cells,Pomalidomide,1000.0,340,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Pomalidomide::dose_nM=1000.0,3.0,False
Myeloid cells,Porcn Inhibitor III,1000.0,317,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Porcn Inhibitor III::dose_nM=1000.0,3.0,False
Myeloid cells,Prednisolone,1000.0,271,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Prednisolone::dose_nM=1000.0,3.0,False
Myeloid cells,Proscillaridin A;Proscillaridin-A,1000.0,153,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Proscillaridin A;Proscillaridin-A::dose_nM=1000.0,3.0,False
Myeloid cells,Protriptyline,1000.0,268,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Protriptyline::dose_nM=1000.0,3.0,False
Myeloid cells,Quizartinib,1000.0,271,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Quizartinib::dose_nM=1000.0,3.0,False
Myeloid cells,R428,1000.0,207,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::R428::dose_nM=1000.0,3.0,False
Myeloid cells,RG7090,1000.0,296,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::RG7090::dose_nM=1000.0,3.0,False
Myeloid cells,RG7112,1000.0,462,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::RG7112::dose_nM=1000.0,3.0,False
Myeloid cells,RN-486,1000.0,221,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::RN-486::dose_nM=1000.0,3.0,False
Myeloid cells,RVX-208,1000.0,234,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::RVX-208::dose_nM=1000.0,3.0,False
Myeloid cells,Raloxifene,1000.0,222,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Raloxifene::dose_nM=1000.0,3.0,False
Myeloid cells,Resminostat,1000.0,161,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Resminostat::dose_nM=1000.0,3.0,False
Myeloid cells,Ricolinostat,1000.0,345,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Ricolinostat::dose_nM=1000.0,3.0,False
Myeloid cells,Riociguat,1000.0,278,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Riociguat::dose_nM=1000.0,3.0,False
Myeloid cells,Ruxolitinib,1000.0,94,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Ruxolitinib::dose_nM=1000.0,3.0,False
Myeloid cells,SB525334,1000.0,378,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::SB525334::dose_nM=1000.0,3.0,False
Myeloid cells,SCH-58261,1000.0,312,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::SCH-58261::dose_nM=1000.0,3.0,False
Myeloid cells,SLx-2119,1000.0,411,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::SLx-2119::dose_nM=1000.0,3.0,False
Myeloid cells,STK219801,1000.0,357,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::STK219801::dose_nM=1000.0,3.0,False
Myeloid cells,Saracatinib,1000.0,212,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Saracatinib::dose_nM=1000.0,3.0,False
Myeloid cells,Scriptaid,1000.0,102,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Scriptaid::dose_nM=1000.0,3.0,False
Myeloid cells,Selumetinib,1000.0,127,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Selumetinib::dose_nM=1000.0,3.0,False
Myeloid cells,Sgc-cbp30,1000.0,306,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Sgc-cbp30::dose_nM=1000.0,3.0,False
Myeloid cells,Sunitinib,1000.0,198,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Sunitinib::dose_nM=1000.0,3.0,False
Myeloid cells,TGX 221,1000.0,204,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::TGX 221::dose_nM=1000.0,3.0,False
Myeloid cells,TIE2 Kinase Inhibitor,1000.0,308,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::TIE2 Kinase Inhibitor::dose_nM=1000.0,3.0,False
Myeloid cells,TL_HRAS26,1000.0,208,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::TL_HRAS26::dose_nM=1000.0,3.0,False
Myeloid cells,TPCA-1,1000.0,43,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::TPCA-1::dose_nM=1000.0,3.0,False
Myeloid cells,TR-14035,1000.0,269,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::TR-14035::dose_nM=1000.0,3.0,False
Myeloid cells,Tacalcitol,1000.0,400,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Tacalcitol::dose_nM=1000.0,3.0,False
Myeloid cells,Tamatinib,1000.0,45,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Tamatinib::dose_nM=1000.0,3.0,False
Myeloid cells,Tipifarnib,1000.0,312,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Tipifarnib::dose_nM=1000.0,3.0,False
Myeloid cells,Tivantinib,1000.0,201,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Tivantinib::dose_nM=1000.0,3.0,False
Myeloid cells,Tivozanib,1000.0,290,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Tivozanib::dose_nM=1000.0,3.0,False
Myeloid cells,Topotecan,1000.0,324,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Topotecan::dose_nM=1000.0,3.0,False
Myeloid cells,Tosedostat,1000.0,240,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Tosedostat::dose_nM=1000.0,3.0,False
Myeloid cells,Trametinib,1000.0,146,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Trametinib::dose_nM=1000.0,3.0,False
Myeloid cells,UNII-BXU45ZH6LI,1000.0,28,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::UNII-BXU45ZH6LI::dose_nM=1000.0,3.0,False
Myeloid cells,Vandetanib,1000.0,229,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Vandetanib::dose_nM=1000.0,3.0,False
Myeloid cells,Vanoxerine,1000.0,288,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Vanoxerine::dose_nM=1000.0,3.0,False
Myeloid cells,Vardenafil,1000.0,266,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Vardenafil::dose_nM=1000.0,3.0,False
Myeloid cells,Vorinostat,1000.0,108,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::Vorinostat::dose_nM=1000.0,3.0,False
Myeloid cells,YK 4-279,1000.0,327,OpenProblems2023,target_test,OpenProblems2023::Myeloid cells::YK 4-279::dose_nM=1000.0,3.0,False
NK cells,5-(9-Isopropyl-8-methyl-2-morpholino-9H-purin-6-yl)pyrimidin-2-amine,1000.0,131,OpenProblems2023,target_test,OpenProblems2023::NK cells::5-(9-Isopropyl-8-methyl-2-morpholino-9H-purin-6-yl)pyrimidin-2-amine::dose_nM=1000.0,3.0,False
NK cells,ABT-199 (GDC-0199),1000.0,115,OpenProblems2023,target_test,OpenProblems2023::NK cells::ABT-199 (GDC-0199)::dose_nM=1000.0,3.0,False
NK cells,ABT737,1000.0,54,OpenProblems2023,target_test,OpenProblems2023::NK cells::ABT737::dose_nM=1000.0,3.0,False
NK cells,AMD-070 (hydrochloride),1000.0,116,OpenProblems2023,target_test,OpenProblems2023::NK cells::AMD-070 (hydrochloride)::dose_nM=1000.0,3.0,False
NK cells,AT 7867,1000.0,151,OpenProblems2023,target_test,OpenProblems2023::NK cells::AT 7867::dose_nM=1000.0,3.0,False
NK cells,AT13387,1000.0,78,OpenProblems2023,target_test,OpenProblems2023::NK cells::AT13387::dose_nM=1000.0,3.0,False
NK cells,AVL-292,1000.0,131,OpenProblems2023,target_test,OpenProblems2023::NK cells::AVL-292::dose_nM=1000.0,3.0,False
NK cells,AZ628,1000.0,109,OpenProblems2023,target_test,OpenProblems2023::NK cells::AZ628::dose_nM=1000.0,3.0,False
NK cells,AZD-8330,1000.0,127,OpenProblems2023,target_test,OpenProblems2023::NK cells::AZD-8330::dose_nM=1000.0,3.0,False
NK cells,AZD3514,1000.0,105,OpenProblems2023,target_test,OpenProblems2023::NK cells::AZD3514::dose_nM=1000.0,3.0,False
NK cells,AZD4547,1000.0,92,OpenProblems2023,target_test,OpenProblems2023::NK cells::AZD4547::dose_nM=1000.0,3.0,False
NK cells,Alogliptin,1000.0,122,OpenProblems2023,target_test,OpenProblems2023::NK cells::Alogliptin::dose_nM=1000.0,3.0,False
