dataset,modality,fold_id,heldout_context,source_contexts,split,setting,context,cell_line,perturbation,n_cells,perturbation_seen_in_training,context_seen_in_training,selected_without_expression_values,in_train_fraction_25,in_train_fraction_50,in_train_fraction_75,in_train_fraction_100
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,CCNC,82,True,True,True,True,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,ORC6,52,True,True,True,False,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,EXOC5,102,True,True,True,False,True,False,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,LAMTOR1,293,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,USP14,175,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,TGS1,157,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,WDR74,138,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,DYNLL2,164,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,DNAJC19,114,True,True,True,False,False,False,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,RPL37A,68,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,PIAS1,60,True,True,True,False,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,CNOT10,100,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,DDX1,116,True,True,True,True,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,GTF2F2,121,True,True,True,False,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,SMARCB1,204,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,NPLOC4,136,True,True,True,False,False,False,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,WDR75,149,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,LSG1,167,True,True,True,True,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,EIF2B1,257,True,True,True,False,True,False,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,RPL7L1,76,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,BAP1,200,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RHOQ,313,True,True,True,True,True,False,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,TFAM,2555,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,SEC61A1,163,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RSL1D1,274,True,True,True,False,True,False,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RPL9,50,True,True,True,True,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,SRP54,171,True,True,True,True,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RPS13,290,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,ADAM10,290,True,True,True,True,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,FCF1,86,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,SART3,201,True,True,True,False,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,IST1,122,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,ABCF1,145,True,True,True,True,False,False,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,TUBGCP2,58,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,TAF8,174,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,SIRT7,271,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,KIF18B,90,True,True,True,False,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,RNGTT,62,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,MICOS10,150,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,MED11,95,True,True,True,True,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,TAZ,92,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,POLRMT,190,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,RCL1,199,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,CDIPT,175,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,EXOSC7,74,True,True,True,True,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,PFN1,133,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,MRPL24,147,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,DBR1,155,True,True,True,False,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,ELP3,210,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,DNTTIP2,70,True,True,True,True,True,False,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,ATP11B,192,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,C17orf58,151,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,ELL,92,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,NOL11,151,True,True,True,False,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,COPZ1,133,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,DDX51,295,True,True,True,False,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RPP14,224,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,CSNK2B,149,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,TAF10,120,True,True,True,False,False,False,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,GON4L,69,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,SKA3,57,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,YRDC,96,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,DNAJC17,60,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,PPIA,51,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,UBE2L3,53,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,CCT4,87,True,True,True,True,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,GNB1L,55,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,DHX37,124,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,NAA38,96,True,True,True,True,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,NAA50,65,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,MRPL41,52,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,BPTF,242,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,MRPL38,55,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,MNAT1,69,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,RCCD1,52,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,COPS2,78,True,True,True,False,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,GINS1,86,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,WDR33,63,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,MKRN1,73,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,PNN,170,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,EHMT2,101,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,PPP6C,459,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,ARMC7,66,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,RBM15,75,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,INO80C,52,True,True,True,False,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,LSM12,69,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,ENY2,77,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,MRPL54,55,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,MTG2,86,True,True,True,True,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,IGBP1,61,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,ESF1,165,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,ACTR2,79,True,True,True,True,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,DRAP1,52,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,MPHOSPH6,83,True,True,True,False,True,False,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,TTC1,76,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,TACC3,68,True,True,True,True,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,CCNC,52,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,ORC6,52,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,EXOC5,64,True,True,True,True,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,LAMTOR1,126,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,USP14,93,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,TGS1,55,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,WDR74,79,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,DYNLL2,81,True,True,True,False,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,DNAJC19,52,True,True,True,False,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,RPL37A,76,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,PIAS1,50,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,CNOT10,86,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,DDX1,55,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,GTF2F2,76,True,True,True,False,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,SMARCB1,81,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,NPLOC4,54,True,True,True,True,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,WDR75,50,True,True,True,False,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,LSG1,83,True,True,True,True,False,False,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,EIF2B1,189,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,RPL7L1,56,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,BAP1,100,True,True,True,False,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,RHOQ,149,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,TFAM,1213,True,True,True,False,False,False,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,SEC61A1,110,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,RSL1D1,166,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,RPL9,63,True,True,True,False,True,False,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,SRP54,118,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,RPS13,148,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,ADAM10,161,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,FCF1,65,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,SART3,355,True,True,True,True,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,IST1,52,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,ABCF1,96,True,True,True,True,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,TUBGCP2,64,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,TAF8,68,True,True,True,True,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,SIRT7,242,True,True,True,True,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,KIF18B,80,True,True,True,False,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,RNGTT,51,True,True,True,False,False,False,False
