perturbation,guide_id,n_guide_cells,eligible_guide,target_split,cell_count_quartile,guide_count_stratum,selection_hash,task_id,target_cluster_id,truth_access_phase,primary_task_unit,cell_cycle_phase_is_primary_context,selection_used_expression_matrix_or_truth_effect
ENO2,ENO2_3,331,True,supervised_train,Q4,THREE_PLUS_GUIDES,9b09eceabda58d11854f32f6f3af068bcc9772952b04b615b322739f5035d734,E180::ENO2::ENO2_3,ENO2,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
ERCC2,ERCC2_2,199,True,conformal_calibration,Q2,TWO_GUIDES,1cbe4293bc82e7f5485130700943efa7cc9cb1de702f873b9c705faac249f7ad,E180::ERCC2::ERCC2_2,ERCC2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
ERCC2,ERCC2_3,267,True,conformal_calibration,Q2,TWO_GUIDES,1cbe4293bc82e7f5485130700943efa7cc9cb1de702f873b9c705faac249f7ad,E180::ERCC2::ERCC2_3,ERCC2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
ERCC3,ERCC3_1,132,True,model_validation,Q2,THREE_PLUS_GUIDES,b6350331a453e1486c58cc1e7dc648d25a1a5e97716867a68d96c7eb40ccc2f4,E180::ERCC3::ERCC3_1,ERCC3,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
ERCC3,ERCC3_2,54,True,model_validation,Q2,THREE_PLUS_GUIDES,b6350331a453e1486c58cc1e7dc648d25a1a5e97716867a68d96c7eb40ccc2f4,E180::ERCC3::ERCC3_2,ERCC3,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
ERCC3,ERCC3_3,177,True,model_validation,Q2,THREE_PLUS_GUIDES,b6350331a453e1486c58cc1e7dc648d25a1a5e97716867a68d96c7eb40ccc2f4,E180::ERCC3::ERCC3_3,ERCC3,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
ETF1,ETF1_1,212,True,conformal_calibration,Q2,TWO_GUIDES,8e4a6d13e17ae1f25fb01734426453ff75ad9e81adee0d95167172fa72fa2143,E180::ETF1::ETF1_1,ETF1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
ETF1,ETF1_3,158,True,conformal_calibration,Q2,TWO_GUIDES,8e4a6d13e17ae1f25fb01734426453ff75ad9e81adee0d95167172fa72fa2143,E180::ETF1::ETF1_3,ETF1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
EXOSC2,EXOSC2_1,124,True,conformal_calibration,Q1,THREE_PLUS_GUIDES,b94697ed325bc1a249b0bb755c889bf5ade4f04e57dc2daef09823d69b6e79e3,E180::EXOSC2::EXOSC2_1,EXOSC2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
EXOSC2,EXOSC2_2,99,True,conformal_calibration,Q1,THREE_PLUS_GUIDES,b94697ed325bc1a249b0bb755c889bf5ade4f04e57dc2daef09823d69b6e79e3,E180::EXOSC2::EXOSC2_2,EXOSC2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
EXOSC2,EXOSC2_3,28,True,conformal_calibration,Q1,THREE_PLUS_GUIDES,b94697ed325bc1a249b0bb755c889bf5ade4f04e57dc2daef09823d69b6e79e3,E180::EXOSC2::EXOSC2_3,EXOSC2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
EXOSC5,EXOSC5_1,124,True,supervised_train,Q1,TWO_GUIDES,057e6c1850cc3379db52cc50d1b667cdbb565a91e54892ec2ef23a0f81ab1ccf,E180::EXOSC5::EXOSC5_1,EXOSC5,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
EXOSC5,EXOSC5_3,41,True,supervised_train,Q1,TWO_GUIDES,057e6c1850cc3379db52cc50d1b667cdbb565a91e54892ec2ef23a0f81ab1ccf,E180::EXOSC5::EXOSC5_3,EXOSC5,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
EXOSC6,EXOSC6_1,112,True,prospective_evaluation,Q2,THREE_PLUS_GUIDES,728868448f8d2af425d40556ea9b3403f688b21a2d5c011391e59acd7fe4421b,E180::EXOSC6::EXOSC6_1,EXOSC6,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
EXOSC6,EXOSC6_2,134,True,prospective_evaluation,Q2,THREE_PLUS_GUIDES,728868448f8d2af425d40556ea9b3403f688b21a2d5c011391e59acd7fe4421b,E180::EXOSC6::EXOSC6_2,EXOSC6,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
EXOSC6,EXOSC6_3,106,True,prospective_evaluation,Q2,THREE_PLUS_GUIDES,728868448f8d2af425d40556ea9b3403f688b21a2d5c011391e59acd7fe4421b,E180::EXOSC6::EXOSC6_3,EXOSC6,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
FH,FH_1,218,True,supervised_train,Q3,THREE_PLUS_GUIDES,2ab6fcf179c7d20ac345d7aa8c376d46b1ca02c4ae84cf17b38e113f4c90202e,E180::FH::FH_1,FH,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
FH,FH_2,224,True,supervised_train,Q3,THREE_PLUS_GUIDES,2ab6fcf179c7d20ac345d7aa8c376d46b1ca02c4ae84cf17b38e113f4c90202e,E180::FH::FH_2,FH,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
FH,FH_3,123,True,supervised_train,Q3,THREE_PLUS_GUIDES,2ab6fcf179c7d20ac345d7aa8c376d46b1ca02c4ae84cf17b38e113f4c90202e,E180::FH::FH_3,FH,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
FOS,FOS_1,348,True,prospective_evaluation,Q4,THREE_PLUS_GUIDES,91befec558013a332649dfa9ecc458157d0b51b9905da98ec25dbff08f0598ab,E180::FOS::FOS_1,FOS,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
FOS,FOS_2,301,True,prospective_evaluation,Q4,THREE_PLUS_GUIDES,91befec558013a332649dfa9ecc458157d0b51b9905da98ec25dbff08f0598ab,E180::FOS::FOS_2,FOS,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
FOS,FOS_3,304,True,prospective_evaluation,Q4,THREE_PLUS_GUIDES,91befec558013a332649dfa9ecc458157d0b51b9905da98ec25dbff08f0598ab,E180::FOS::FOS_3,FOS,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
FOXK1,FOXK1_1,256,True,conformal_calibration,Q4,THREE_PLUS_GUIDES,344b3423fcd1571096c5403c5afbb8c934c44bbf8f82a9cbc64a773a86e0a9e8,E180::FOXK1::FOXK1_1,FOXK1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
FOXK1,FOXK1_2,155,True,conformal_calibration,Q4,THREE_PLUS_GUIDES,344b3423fcd1571096c5403c5afbb8c934c44bbf8f82a9cbc64a773a86e0a9e8,E180::FOXK1::FOXK1_2,FOXK1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
FOXK1,FOXK1_3,567,True,conformal_calibration,Q4,THREE_PLUS_GUIDES,344b3423fcd1571096c5403c5afbb8c934c44bbf8f82a9cbc64a773a86e0a9e8,E180::FOXK1::FOXK1_3,FOXK1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
GAPDH,GAPDH_1,87,True,model_validation,Q1,THREE_PLUS_GUIDES,af57c758a369ddddc6eb08d336e4dda78bae1d358f26171fa11a839c20af8c12,E180::GAPDH::GAPDH_1,GAPDH,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
GAPDH,GAPDH_2,59,True,model_validation,Q1,THREE_PLUS_GUIDES,af57c758a369ddddc6eb08d336e4dda78bae1d358f26171fa11a839c20af8c12,E180::GAPDH::GAPDH_2,GAPDH,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
GAPDH,GAPDH_3,103,True,model_validation,Q1,THREE_PLUS_GUIDES,af57c758a369ddddc6eb08d336e4dda78bae1d358f26171fa11a839c20af8c12,E180::GAPDH::GAPDH_3,GAPDH,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
GTF2A1,GTF2A1_1,191,True,prospective_evaluation,Q2,TWO_GUIDES,24d457afd05913ff399bfebe512326c4920433d3ace7d26bbd6e24e8e47f98a5,E180::GTF2A1::GTF2A1_1,GTF2A1,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
GTF2A1,GTF2A1_3,243,True,prospective_evaluation,Q2,TWO_GUIDES,24d457afd05913ff399bfebe512326c4920433d3ace7d26bbd6e24e8e47f98a5,E180::GTF2A1::GTF2A1_3,GTF2A1,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
GTF2A2,GTF2A2_1,243,True,model_validation,Q2,THREE_PLUS_GUIDES,53d7255a0feb85a1f843aaad21b12342980b47d3a8b30ab608d8a50e3da5157f,E180::GTF2A2::GTF2A2_1,GTF2A2,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
GTF2A2,GTF2A2_2,114,True,model_validation,Q2,THREE_PLUS_GUIDES,53d7255a0feb85a1f843aaad21b12342980b47d3a8b30ab608d8a50e3da5157f,E180::GTF2A2::GTF2A2_2,GTF2A2,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
GTF2A2,GTF2A2_3,93,True,model_validation,Q2,THREE_PLUS_GUIDES,53d7255a0feb85a1f843aaad21b12342980b47d3a8b30ab608d8a50e3da5157f,E180::GTF2A2::GTF2A2_3,GTF2A2,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
GTF2H3,GTF2H3_1,170,True,model_validation,Q2,THREE_PLUS_GUIDES,0e871aa559bc99d74e3b44baa4152c81f2e9371d94f94125ab5676441b4992b1,E180::GTF2H3::GTF2H3_1,GTF2H3,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
GTF2H3,GTF2H3_2,39,True,model_validation,Q2,THREE_PLUS_GUIDES,0e871aa559bc99d74e3b44baa4152c81f2e9371d94f94125ab5676441b4992b1,E180::GTF2H3::GTF2H3_2,GTF2H3,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
GTF2H3,GTF2H3_3,183,True,model_validation,Q2,THREE_PLUS_GUIDES,0e871aa559bc99d74e3b44baa4152c81f2e9371d94f94125ab5676441b4992b1,E180::GTF2H3::GTF2H3_3,GTF2H3,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
HDAC1,HDAC1_1,132,True,supervised_train,Q4,THREE_PLUS_GUIDES,16343ea44fdd5c4ea9c712dbfd315478797fa33c856daa29004a46d01bc62ac6,E180::HDAC1::HDAC1_1,HDAC1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
HDAC1,HDAC1_2,486,True,supervised_train,Q4,THREE_PLUS_GUIDES,16343ea44fdd5c4ea9c712dbfd315478797fa33c856daa29004a46d01bc62ac6,E180::HDAC1::HDAC1_2,HDAC1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
HDAC1,HDAC1_3,219,True,supervised_train,Q4,THREE_PLUS_GUIDES,16343ea44fdd5c4ea9c712dbfd315478797fa33c856daa29004a46d01bc62ac6,E180::HDAC1::HDAC1_3,HDAC1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
HDAC2,HDAC2_1,279,True,model_validation,Q4,THREE_PLUS_GUIDES,a7efedc5088174a684ecfdede402b05943cda3137a8d6a5e76247c825d4c4031,E180::HDAC2::HDAC2_1,HDAC2,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
HDAC2,HDAC2_2,526,True,model_validation,Q4,THREE_PLUS_GUIDES,a7efedc5088174a684ecfdede402b05943cda3137a8d6a5e76247c825d4c4031,E180::HDAC2::HDAC2_2,HDAC2,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
HDAC2,HDAC2_3,73,True,model_validation,Q4,THREE_PLUS_GUIDES,a7efedc5088174a684ecfdede402b05943cda3137a8d6a5e76247c825d4c4031,E180::HDAC2::HDAC2_3,HDAC2,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
IDH3A,IDH3A_1,199,True,supervised_train,Q3,THREE_PLUS_GUIDES,7c43b4ffc1273cf647d48cb4cdf012bc3ad2c75931cc3968259139156f7ff431,E180::IDH3A::IDH3A_1,IDH3A,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
IDH3A,IDH3A_2,232,True,supervised_train,Q3,THREE_PLUS_GUIDES,7c43b4ffc1273cf647d48cb4cdf012bc3ad2c75931cc3968259139156f7ff431,E180::IDH3A::IDH3A_2,IDH3A,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
IDH3A,IDH3A_3,152,True,supervised_train,Q3,THREE_PLUS_GUIDES,7c43b4ffc1273cf647d48cb4cdf012bc3ad2c75931cc3968259139156f7ff431,E180::IDH3A::IDH3A_3,IDH3A,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
IGF2BP1,IGF2BP1_1,199,True,conformal_calibration,Q3,TWO_GUIDES,c15fe6548068d1c66ded9f7591d2e600b327f01845972225d2c113e3b519d50c,E180::IGF2BP1::IGF2BP1_1,IGF2BP1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
IGF2BP1,IGF2BP1_3,396,True,conformal_calibration,Q3,TWO_GUIDES,c15fe6548068d1c66ded9f7591d2e600b327f01845972225d2c113e3b519d50c,E180::IGF2BP1::IGF2BP1_3,IGF2BP1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
IGF2BP2,IGF2BP2_1,48,True,supervised_train,Q2,THREE_PLUS_GUIDES,9573d97b20d6d3de7f56ffba21799c7d6095d2edcfa75e5392483e7166227d6e,E180::IGF2BP2::IGF2BP2_1,IGF2BP2,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
IGF2BP2,IGF2BP2_2,189,True,supervised_train,Q2,THREE_PLUS_GUIDES,9573d97b20d6d3de7f56ffba21799c7d6095d2edcfa75e5392483e7166227d6e,E180::IGF2BP2::IGF2BP2_2,IGF2BP2,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
IGF2BP2,IGF2BP2_3,267,True,supervised_train,Q2,THREE_PLUS_GUIDES,9573d97b20d6d3de7f56ffba21799c7d6095d2edcfa75e5392483e7166227d6e,E180::IGF2BP2::IGF2BP2_3,IGF2BP2,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
INO80,INO80_1,224,True,model_validation,Q3,THREE_PLUS_GUIDES,445d2e1e7b72efa0d25e352a33fe10955c1dc6cbfca4e27f2ba41ff6ad800649,E180::INO80::INO80_1,INO80,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
INO80,INO80_2,276,True,model_validation,Q3,THREE_PLUS_GUIDES,445d2e1e7b72efa0d25e352a33fe10955c1dc6cbfca4e27f2ba41ff6ad800649,E180::INO80::INO80_2,INO80,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
INO80,INO80_3,87,True,model_validation,Q3,THREE_PLUS_GUIDES,445d2e1e7b72efa0d25e352a33fe10955c1dc6cbfca4e27f2ba41ff6ad800649,E180::INO80::INO80_3,INO80,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
JUN,JUN_1,143,True,prospective_evaluation,Q1,THREE_PLUS_GUIDES,bfa6e8ead469be8261a31c91080d361c57ca5cbef7d55c3225655b28b6adf5de,E180::JUN::JUN_1,JUN,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
JUN,JUN_2,80,True,prospective_evaluation,Q1,THREE_PLUS_GUIDES,bfa6e8ead469be8261a31c91080d361c57ca5cbef7d55c3225655b28b6adf5de,E180::JUN::JUN_2,JUN,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
JUN,JUN_3,49,True,prospective_evaluation,Q1,THREE_PLUS_GUIDES,bfa6e8ead469be8261a31c91080d361c57ca5cbef7d55c3225655b28b6adf5de,E180::JUN::JUN_3,JUN,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
KDM1A,KDM1A_1,113,True,supervised_train,Q3,THREE_PLUS_GUIDES,7bb9aa81acf3c1130a939584b2b3a19ce60e5ee43be6ca38be37484c9cfee23f,E180::KDM1A::KDM1A_1,KDM1A,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
KDM1A,KDM1A_2,160,True,supervised_train,Q3,THREE_PLUS_GUIDES,7bb9aa81acf3c1130a939584b2b3a19ce60e5ee43be6ca38be37484c9cfee23f,E180::KDM1A::KDM1A_2,KDM1A,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
KDM1A,KDM1A_3,438,True,supervised_train,Q3,THREE_PLUS_GUIDES,7bb9aa81acf3c1130a939584b2b3a19ce60e5ee43be6ca38be37484c9cfee23f,E180::KDM1A::KDM1A_3,KDM1A,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
KDM4A,KDM4A_1,351,True,supervised_train,Q4,THREE_PLUS_GUIDES,096ffb9ce987aee384173713ddf44d2fcec30f3d8599a4a95db8112002a8e0e0,E180::KDM4A::KDM4A_1,KDM4A,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
KDM4A,KDM4A_2,311,True,supervised_train,Q4,THREE_PLUS_GUIDES,096ffb9ce987aee384173713ddf44d2fcec30f3d8599a4a95db8112002a8e0e0,E180::KDM4A::KDM4A_2,KDM4A,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
KDM4A,KDM4A_3,468,True,supervised_train,Q4,THREE_PLUS_GUIDES,096ffb9ce987aee384173713ddf44d2fcec30f3d8599a4a95db8112002a8e0e0,E180::KDM4A::KDM4A_3,KDM4A,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
KMT2A,KMT2A_1,362,True,supervised_train,Q4,THREE_PLUS_GUIDES,5b460197129c7bdebe9e720106cf410725b6359924f93fc5398fb1270f151ab1,E180::KMT2A::KMT2A_1,KMT2A,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
KMT2A,KMT2A_2,414,True,supervised_train,Q4,THREE_PLUS_GUIDES,5b460197129c7bdebe9e720106cf410725b6359924f93fc5398fb1270f151ab1,E180::KMT2A::KMT2A_2,KMT2A,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
KMT2A,KMT2A_3,271,True,supervised_train,Q4,THREE_PLUS_GUIDES,5b460197129c7bdebe9e720106cf410725b6359924f93fc5398fb1270f151ab1,E180::KMT2A::KMT2A_3,KMT2A,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
LDB1,LDB1_1,738,True,supervised_train,Q4,TWO_GUIDES,21844c29e6132b0e9d0686c5d1eaaaf0ac6907f9ceb0f3342d934bbe2c5f8069,E180::LDB1::LDB1_1,LDB1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
LDB1,LDB1_3,411,True,supervised_train,Q4,TWO_GUIDES,21844c29e6132b0e9d0686c5d1eaaaf0ac6907f9ceb0f3342d934bbe2c5f8069,E180::LDB1::LDB1_3,LDB1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
LDHA,LDHA_1,806,True,supervised_train,Q4,THREE_PLUS_GUIDES,3b7c83e5d06157cff03ed73e03fe89980c68970c2edd5abe9260cfe7b643b468,E180::LDHA::LDHA_1,LDHA,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
LDHA,LDHA_2,148,True,supervised_train,Q4,THREE_PLUS_GUIDES,3b7c83e5d06157cff03ed73e03fe89980c68970c2edd5abe9260cfe7b643b468,E180::LDHA::LDHA_2,LDHA,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
LDHA,LDHA_3,483,True,supervised_train,Q4,THREE_PLUS_GUIDES,3b7c83e5d06157cff03ed73e03fe89980c68970c2edd5abe9260cfe7b643b468,E180::LDHA::LDHA_3,LDHA,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
LIG1,LIG1_1,366,True,supervised_train,Q4,THREE_PLUS_GUIDES,f4d16fec695e28566bdeccdd9b37e2b4188a857fed7a6b1bc13a4503a28d93d2,E180::LIG1::LIG1_1,LIG1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
LIG1,LIG1_2,536,True,supervised_train,Q4,THREE_PLUS_GUIDES,f4d16fec695e28566bdeccdd9b37e2b4188a857fed7a6b1bc13a4503a28d93d2,E180::LIG1::LIG1_2,LIG1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
LIG1,LIG1_3,164,True,supervised_train,Q4,THREE_PLUS_GUIDES,f4d16fec695e28566bdeccdd9b37e2b4188a857fed7a6b1bc13a4503a28d93d2,E180::LIG1::LIG1_3,LIG1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
LRPPRC,LRPPRC_1,92,True,conformal_calibration,Q2,THREE_PLUS_GUIDES,d1cf3bf3af705381519c94c28774557ce4ecc72589192272fc3f1a105d725480,E180::LRPPRC::LRPPRC_1,LRPPRC,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
LRPPRC,LRPPRC_2,292,True,conformal_calibration,Q2,THREE_PLUS_GUIDES,d1cf3bf3af705381519c94c28774557ce4ecc72589192272fc3f1a105d725480,E180::LRPPRC::LRPPRC_2,LRPPRC,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
LRPPRC,LRPPRC_3,120,True,conformal_calibration,Q2,THREE_PLUS_GUIDES,d1cf3bf3af705381519c94c28774557ce4ecc72589192272fc3f1a105d725480,E180::LRPPRC::LRPPRC_3,LRPPRC,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
LSM4,LSM4_2,21,True,model_validation,Q1,TWO_GUIDES,d81dde41459ebcf6ee13cfcbf19192d58a7d413b2b6645db3cad3922420c8ed9,E180::LSM4::LSM4_2,LSM4,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
LSM4,LSM4_3,160,True,model_validation,Q1,TWO_GUIDES,d81dde41459ebcf6ee13cfcbf19192d58a7d413b2b6645db3cad3922420c8ed9,E180::LSM4::LSM4_3,LSM4,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
LSM6,LSM6_1,24,True,conformal_calibration,Q1,TWO_GUIDES,09a6be445ce37cb8f3d53b966adb22b4f17056b8d8dc3e3df8f29951f2ad0cf0,E180::LSM6::LSM6_1,LSM6,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
LSM6,LSM6_3,54,True,conformal_calibration,Q1,TWO_GUIDES,09a6be445ce37cb8f3d53b966adb22b4f17056b8d8dc3e3df8f29951f2ad0cf0,E180::LSM6::LSM6_3,LSM6,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
MCM2,MCM2_2,39,True,model_validation,Q1,TWO_GUIDES,b4959d97b93c98400e1fa19460aee8b94ef5c866d29505bcbc257747c6888ec2,E180::MCM2::MCM2_2,MCM2,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
MCM2,MCM2_3,30,True,model_validation,Q1,TWO_GUIDES,b4959d97b93c98400e1fa19460aee8b94ef5c866d29505bcbc257747c6888ec2,E180::MCM2::MCM2_3,MCM2,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
MCM3,MCM3_1,189,True,prospective_evaluation,Q2,THREE_PLUS_GUIDES,42ccd0ece735e0f0e334b4eba2bbea61cd951748e16191b0ea3e308b422cf8c0,E180::MCM3::MCM3_1,MCM3,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
MCM3,MCM3_2,79,True,prospective_evaluation,Q2,THREE_PLUS_GUIDES,42ccd0ece735e0f0e334b4eba2bbea61cd951748e16191b0ea3e308b422cf8c0,E180::MCM3::MCM3_2,MCM3,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
MCM3,MCM3_3,174,True,prospective_evaluation,Q2,THREE_PLUS_GUIDES,42ccd0ece735e0f0e334b4eba2bbea61cd951748e16191b0ea3e308b422cf8c0,E180::MCM3::MCM3_3,MCM3,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
MCM6,MCM6_1,31,True,prospective_evaluation,Q1,TWO_GUIDES,d25df6f49d062bd2b21f69f751c5c75065033eb6bf4a0280cc728ea10548557e,E180::MCM6::MCM6_1,MCM6,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
MCM6,MCM6_2,96,True,prospective_evaluation,Q1,TWO_GUIDES,d25df6f49d062bd2b21f69f751c5c75065033eb6bf4a0280cc728ea10548557e,E180::MCM6::MCM6_2,MCM6,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
MED21,MED21_2,38,True,conformal_calibration,Q1,TWO_GUIDES,38a052bc0699d6f972474dbd82aa87d8538910534960040d3f273e5c4777ab25,E180::MED21::MED21_2,MED21,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
MED21,MED21_3,93,True,conformal_calibration,Q1,TWO_GUIDES,38a052bc0699d6f972474dbd82aa87d8538910534960040d3f273e5c4777ab25,E180::MED21::MED21_3,MED21,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
METTL14,METTL14_2,69,True,supervised_train,Q1,TWO_GUIDES,d4e5bab48c3e7bca997cfde2599df2fe1136ee0a8d7121a19255951117d7c8a5,E180::METTL14::METTL14_2,METTL14,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
METTL14,METTL14_3,121,True,supervised_train,Q1,TWO_GUIDES,d4e5bab48c3e7bca997cfde2599df2fe1136ee0a8d7121a19255951117d7c8a5,E180::METTL14::METTL14_3,METTL14,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
METTL16,METTL16_1,193,True,model_validation,Q3,THREE_PLUS_GUIDES,1ef775a60a1d5c3af0d580ea0c59d54fbef1ce97193432a6100bf1cac9010a42,E180::METTL16::METTL16_1,METTL16,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
METTL16,METTL16_2,153,True,model_validation,Q3,THREE_PLUS_GUIDES,1ef775a60a1d5c3af0d580ea0c59d54fbef1ce97193432a6100bf1cac9010a42,E180::METTL16::METTL16_2,METTL16,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
METTL16,METTL16_3,320,True,model_validation,Q3,THREE_PLUS_GUIDES,1ef775a60a1d5c3af0d580ea0c59d54fbef1ce97193432a6100bf1cac9010a42,E180::METTL16::METTL16_3,METTL16,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
