target_selection_rank,ensembl_core,perturbed_gene_name,n_identity_complete_guides,eligible_guide_ids,expression_axis_id_unique,expression_axis_gene_name,target_name_matches_expression_axis,expression_axis_name_unique,scgpt_token,in_scgpt_vocabulary,eligible_target,target_selection_sha256,column_unseen_sha256,target_stratum,perturbation_support_contexts_pretruth,selected_from_label_free_identity_availability_without_abundance_or_expression
85,ENSG00000008311,AASS,2,AASS-1+AASS-2,True,AASS,True,True,AASS,True,True,03eaf93f3f578d0b85493ed705b5f1701ad0621d4b13fb5741503f2ef6a50ca3,1f0f1a3b309752873be77206c220dc4c4af5e946919d5c310d018601b3e712fc,COLUMN_UNSEEN,0,True
86,ENSG00000137409,MTCH1,2,MTCH1-1+MTCH1-2,True,MTCH1,True,True,MTCH1,True,True,03fee8d66b801f2b52cf3dcd9c51eafca7a62da49f6e40822bfcd3ae5427d936,197b59e36fa4990743812056c377038f58b88e90f704cd1d227ad07a91f2a542,COLUMN_UNSEEN,0,True
87,ENSG00000122884,P4HA1,2,P4HA1-1+P4HA1-2,True,P4HA1,True,True,P4HA1,True,True,042bac095e6d0082b4cb3d4791f3c7c2963a1eeb349c12db0cd28932c08e6a4b,1f8f30d4d5c523668ba818466aca2baa473958c0d63671fc7d14b3d0e6c6d588,COLUMN_UNSEEN,0,True
88,ENSG00000000938,FGR,2,FGR-1+FGR-2,True,FGR,True,True,FGR,True,True,043ed06f7a4ded1473add0a5db423f624b0d61773ebefecc753673c6696e6c68,a9f84a65f93e2d485bb007c1427b14c979401db20660e8cc5c25ea82a965058e,DONOR_UNSEEN_ONLY,6,True
89,ENSG00000100804,PSMB5,2,PSMB5-1+PSMB5-2,True,PSMB5,True,True,PSMB5,True,True,047ac9946ff7e5d0b0b1a97ff3a3a77972a317b1327417b39fbd193cf196e61d,e466969f19745bdc9b55c2b84415d34950acdd4ec2cf8802be1130796c6ded21,DONOR_UNSEEN_ONLY,6,True
90,ENSG00000183856,IQGAP3,2,IQGAP3-1+IQGAP3-2,True,IQGAP3,True,True,IQGAP3,True,True,049036634985437bb732824389d6c674da9fe8e0657de4d7f21e3f6a65204c42,dd51c318453f5530ed0a6320dc52efdb1e528526defd3470cdb7b7f8ce81cd3b,DONOR_UNSEEN_ONLY,6,True
91,ENSG00000178445,GLDC,2,GLDC-1+GLDC-2,True,GLDC,True,True,GLDC,True,True,04a3d010fbc15d805795f9856e3f65b14e1e531a6bc19ddf4e5d5d62c52e778d,f30170f00685f6e343aa23cd1c7b0e9f6076067ed2a16a405f00bdf696cebb13,DONOR_UNSEEN_ONLY,6,True
92,ENSG00000004866,ST7,2,ST7-1+ST7-2,True,ST7,True,True,ST7,True,True,04a93ef09a61a797c6947d172a691274156157ee11c6a66bd797bee6d42164aa,47aea774df59823c86c96454068216d948283de34fcf6d60c5d0a2b54ff99bd0,DONOR_UNSEEN_ONLY,6,True
93,ENSG00000162909,CAPN2,2,CAPN2-1+CAPN2-2,True,CAPN2,True,True,CAPN2,True,True,04b0375ac3a4806ff92bea2e58d828bebcbeaa406bd5444e2d24359a91b750a3,73ed02ff27a3f9748a7429a90ca43ed7a9af8686a3d685c9f59bd1394a1b14a2,DONOR_UNSEEN_ONLY,6,True
94,ENSG00000047230,CTPS2,2,CTPS2-1+CTPS2-2,True,CTPS2,True,True,CTPS2,True,True,04b7ab75ca89bca5aab8cf8197412fc7cc8250eb772729d7a6383b5f959de2e1,7eb92e82c80329cbf620c35dcb77465d55535c42530eb78a0ab4c4cdde24a1c0,DONOR_UNSEEN_ONLY,6,True
95,ENSG00000125810,CD93,2,CD93-1+CD93-2,True,CD93,True,True,CD93,True,True,04c3478fcb1880d5da2cd36cf1b6d60f61693988e11016346b2863e341693417,4d4aa563e5cb14c9ecd33c613ca0772d64bbf4cff6f2e24a932c20c959773f31,DONOR_UNSEEN_ONLY,6,True
96,ENSG00000124507,PACSIN1,2,PACSIN1-1+PACSIN1-2,True,PACSIN1,True,True,PACSIN1,True,True,04c8f61d8f94ad340e71a15d2788a615cdb57277ce82f00a7363cef076d09824,c982016de26bf7751be3eb16c6565f4cb10f6878ae516d2c128a024a11da3afe,DONOR_UNSEEN_ONLY,6,True
97,ENSG00000196684,HSH2D,2,HSH2D-1+HSH2D-2,True,HSH2D,True,True,HSH2D,True,True,04d8de01bac207eb955048686e04c45c3bbd37e495717a7cf9586c9d9196dafa,94147d0a60583c7aef1499ba086699a15f8b6e973177b52b5207db26e291fcba,DONOR_UNSEEN_ONLY,6,True
98,ENSG00000157388,CACNA1D,2,CACNA1D-1+CACNA1D-2,True,CACNA1D,True,True,CACNA1D,True,True,04e1f080018a25076ca2a5376dffd9b130bdb67dcbda107a3c7ecf7d0bcc6cd0,7b1a91223fd1eb3119d78e9de5adbed2845040411422ed36dbc4a2960f04618b,DONOR_UNSEEN_ONLY,6,True
99,ENSG00000091527,CDV3,2,CDV3-1+CDV3-2,True,CDV3,True,True,CDV3,True,True,04e77699585b3ad6c95c246f6361dc93bd59219f763b3d6531aa9423745f3e8d,9e2caa35e6317992da5db3039f91b94f094b5eb4811a800bb393a66fa84c97d1,DONOR_UNSEEN_ONLY,6,True
100,ENSG00000149418,ST14,2,ST14-1+ST14-2,True,ST14,True,True,ST14,True,True,0522dab9b3dda70bde3f15008a2ef7d0df356388ff4462b4c3e525cebd4eeec6,f7c40ee78fc02b1852b0baa97ed62de09cb44a3093f56be4e125701eae2917d1,DONOR_UNSEEN_ONLY,6,True
101,ENSG00000163617,CCDC191,2,CCDC191-1+CCDC191-2,True,CCDC191,True,True,CCDC191,True,True,0524346d4e030b83f786d8b56a4309b6c548bd14ee8a139942eae562b02ac788,f2c38c82d915b3875eca3eb7b7af18393243366ab9af3442be75d5c655493a1e,DONOR_UNSEEN_ONLY,6,True
102,ENSG00000242802,AP5Z1,2,AP5Z1-1+AP5Z1-2,True,AP5Z1,True,True,AP5Z1,True,True,0526594a78e065030b60ff7d9f2f9027ce83802f89d6c89e586e112adeba28dd,065bc6bb1e19a4b6f4d3adc2c7164a1956273f59f2540b77388bad6ef2e98594,COLUMN_UNSEEN,0,True
103,ENSG00000166086,JAM3,2,JAM3-1+JAM3-2,True,JAM3,True,True,JAM3,True,True,052699dddf0c53607fe459b91f51146408e1e24c4cc963f2642b539640c28d64,798caea75e8c348be644bbeb9b240c4e5b0bd9cb9cfabe462005ebb74a69be8c,DONOR_UNSEEN_ONLY,6,True
104,ENSG00000158458,NRG2,2,NRG2-1+NRG2-2,True,NRG2,True,True,NRG2,True,True,052b90a957c5fb83e7e47288ee976ac43904f37be62e9ee68fabe2e20ae3f797,c715453258baf1da6ceb9fb58eeede7fef93d0dbc86572c31c4f5826ac07123c,DONOR_UNSEEN_ONLY,6,True
105,ENSG00000029993,HMGB3,2,HMGB3-1+HMGB3-2,True,HMGB3,True,True,HMGB3,True,True,052c122ee89b8fc5c3492ce89f0b046497f01b914ebd71bc9b257b6bc52bc878,0febadb79260e3b48ff6108867a84c66111b6b240d38efa24a9c561edfb50c5e,COLUMN_UNSEEN,0,True
106,ENSG00000158156,XKR8,2,XKR8-1+XKR8-2,True,XKR8,True,True,XKR8,True,True,0537c98ffbca7f247abaa5b687fe0174a127d6357f6f893506b918f0080c81e8,665b58c44cc508a813d1f889774eac7b04aac598f7a47ff687433b5e7f7102a1,DONOR_UNSEEN_ONLY,6,True
107,ENSG00000185246,PRPF39,2,PRPF39-1+PRPF39-2,True,PRPF39,True,True,PRPF39,True,True,0539fed7f7ba5a7c704b0f58bb7f1cc3d1b9eeb9624b7cb228e3ec732e54de33,1baa22e024244b9d00a1750544b0031d751f00fb434a47d3386548abc8e98ba8,COLUMN_UNSEEN,0,True
108,ENSG00000135503,ACVR1B,2,ACVR1B-1+ACVR1B-2,True,ACVR1B,True,True,ACVR1B,True,True,055b0fc2f35192ac510e35c44234ee75a92b829f80bdb316cb4ac67127bdc6ba,2ca16584af3a97ca6a06b2d314247a2ed916d6894a310a94397af87596dab800,COLUMN_UNSEEN,0,True
109,ENSG00000178177,LCORL,2,LCORL-1+LCORL-2,True,LCORL,True,True,LCORL,True,True,055cb992cecec5f485ec29c99585747942204d9ed8c65b8b64502e21b973c3b4,3fb3287b50d207e000539d0c22b2f376c9b9043c7b1147cd0bf21b83c4ebd13a,DONOR_UNSEEN_ONLY,6,True
110,ENSG00000090104,RGS1,2,RGS1-1+RGS1-2,True,RGS1,True,True,RGS1,True,True,055d275d872dcc59c37890dc035e55b85416e96121344eab777ba38c82d093d6,1b8c3256cc28f2cd0a821eae7ebccd26f28ea280d8d2109bc142aecc8e8c1f01,COLUMN_UNSEEN,0,True
111,ENSG00000138134,STAMBPL1,2,STAMBPL1-1+STAMBPL1-2,True,STAMBPL1,True,True,STAMBPL1,True,True,056d51f271937fd017655a3c8c42ccea6e5d286de8b006bf13f1bb66c5145133,7828c3ca31687a4d4571327b28cdafce5c9b3e97a5545f60da855947a8f64951,DONOR_UNSEEN_ONLY,6,True
112,ENSG00000115694,STK25,2,STK25-1+STK25-2,True,STK25,True,True,STK25,True,True,0574a04cc756e3eaac114b32d9bacefc69be2faf4bc46af3ae2b94dc862ef0ef,71f696d2502bc80524001613aa0d1513c749ea71957f4ca4279904071160c245,DONOR_UNSEEN_ONLY,6,True
113,ENSG00000164897,TMUB1,2,TMUB1-1+TMUB1-2,True,TMUB1,True,True,TMUB1,True,True,05798940c87bcdaff504fcabc7fecfb847adb07eaae3f3f47328973413859102,6f9a1cb55f08c85741f3c63d8e9417b1f06d5a91544e27800efe65becfc3b062,DONOR_UNSEEN_ONLY,6,True
114,ENSG00000119514,GALNT12,2,GALNT12-1+GALNT12-2,True,GALNT12,True,True,GALNT12,True,True,05808830deea799a03e175c95bcf21de007081d0a1d4a15a63f8d3650097bb81,6b2b379cc32013ed04c11161941b475699775cee3c2d9d2c7e8e635ab34faea9,DONOR_UNSEEN_ONLY,6,True
115,ENSG00000104267,CA2,2,CA2-1+CA2-2,True,CA2,True,True,CA2,True,True,0584a125655a0be79c1f0d15294cc4d4f7a3de65d257c80f633dbb96057ba140,d3b76ff70b5f3e232440e77dbb83e29f796f2d5d6e496bd76daa5813b88c7d41,DONOR_UNSEEN_ONLY,6,True
116,ENSG00000135127,BICDL1,2,BICDL1-1+BICDL1-2,True,BICDL1,True,True,BICDL1,True,True,058937b0538de0c5bb00302649121c08e83d31a590a1b9e373aba4459ec8d59b,5866df5ccc95f6b2dff336a8b3b964b245644c472df5b8188a3d3f52a2c7fd79,DONOR_UNSEEN_ONLY,6,True
117,ENSG00000100034,PPM1F,2,PPM1F-1+PPM1F-2,True,PPM1F,True,True,PPM1F,True,True,058c89084641c42d1f495ed959f4817ec0a7f1797566b69fe6db8b24fc6c3dd5,9dbb01387ee96d5b720d23ed005cb790e1d793f3ab10480ed6763fd08e894c1d,DONOR_UNSEEN_ONLY,6,True
118,ENSG00000163050,COQ8A,2,COQ8A-1+COQ8A-2,True,COQ8A,True,True,COQ8A,True,True,0591d4754c53bbd69e6f32367ce0679fd44c00a6af27827d05d7f545ab698f45,3e23bd2c3313274af6306f61f787cc21f74fad73d56eef852c1240a3afeba85b,DONOR_UNSEEN_ONLY,6,True
119,ENSG00000164924,YWHAZ,2,YWHAZ-1+YWHAZ-2,True,YWHAZ,True,True,YWHAZ,True,True,0592145bc78c214f6bc396b6503dd9521bfa511f78b0d8ddd8a6e8285a565326,1a3ac1e2cd46494331d18e7c54c68c562c1661342625f07cb480b62e09c117dd,COLUMN_UNSEEN,0,True
120,ENSG00000065457,ADAT1,2,ADAT1-1+ADAT1-2,True,ADAT1,True,True,ADAT1,True,True,059c34b47dbcc41fb80ddfeebd3f0592dc7289f12d6638eab8cb06797a05101c,e2e77a507f82a56e96acb4915378d7d63cb5cb99d62996637a9ce46347118b81,DONOR_UNSEEN_ONLY,6,True
121,ENSG00000111716,LDHB,2,LDHB-1+LDHB-2,True,LDHB,True,True,LDHB,True,True,059f389ba88bccc353dc37344732094732fa038a249cea25dd73bab79182008f,edc5aa456549c0f7f024e4334dbb499248d025daa64fcc71276cd07828c55380,DONOR_UNSEEN_ONLY,6,True
122,ENSG00000076108,BAZ2A,2,BAZ2A-1+BAZ2A-2,True,BAZ2A,True,True,BAZ2A,True,True,05a6ca77439901dca5136f6138126d19525236120b357f305ceda69ba31af3b9,f9147109fae0c9662b2778327b04413c606b756d53c670a6995c84202b2ccc9c,DONOR_UNSEEN_ONLY,6,True
123,ENSG00000152778,IFIT5,2,IFIT5-1+IFIT5-2,True,IFIT5,True,True,IFIT5,True,True,05ac133741948943b1a00c8f4f7bd82c601c0386fdd4e1f586deda387b4fe083,6253b670d325ce6df309dbcd93b352c6eae5758a9f12bcace87d8d0d5c427f22,DONOR_UNSEEN_ONLY,6,True
124,ENSG00000083807,SLC27A5,2,SLC27A5-1+SLC27A5-2,True,SLC27A5,True,True,SLC27A5,True,True,05f1db529393c9aaf3a1d11a49228ae9f20396c93139b25fd5b3f0bb7a59ef6c,2bd7f3974304201ce491ce169a46b0d9c0956c9703649c28c62a998d68441774,COLUMN_UNSEEN,0,True
125,ENSG00000134954,ETS1,2,ETS1-1+ETS1-2,True,ETS1,True,True,ETS1,True,True,05f515e28acdb3c3c90c4e6c1cdbb1a74e931add7c5cdda5f04bf5fdf38cfab3,4b4d93dfdaddb9df657fde93d67771970136f207e7bc85b32a0a5eb2bf175337,DONOR_UNSEEN_ONLY,6,True
126,ENSG00000156042,CFAP70,2,CFAP70-1+CFAP70-2,True,CFAP70,True,True,CFAP70,True,True,05f52e2717c10045d2902cdbedf166798563c72d7c1feb825edbcb0c9920afa1,4e80e3adb7e84414dd56ed32a8218bb3555e1a605effff7a729074ee1a916837,DONOR_UNSEEN_ONLY,6,True
127,ENSG00000177156,TALDO1,2,TALDO1-1+TALDO1-2,True,TALDO1,True,True,TALDO1,True,True,05f91d285c881611e057d67d0c6e40e9bb59839122cfb1b95e650c127e35ee65,27977a796d5f2f827632d6bb5ff4dfe497291771d1d104ffed3f45d024fe627a,COLUMN_UNSEEN,0,True
128,ENSG00000198298,ZNF485,2,ZNF485-1+ZNF485-2,True,ZNF485,True,True,ZNF485,True,True,05fa5528ee6cdff32c512c293789363409f73fca33cbf5589331894bd3744409,66f66a6c8530eb5d158ed7fe6eba20e7eecf4ce059b46dbe868f9f0b8a4fd430,DONOR_UNSEEN_ONLY,6,True
129,ENSG00000126561,STAT5A,2,STAT5A-1+STAT5A-2,True,STAT5A,True,True,STAT5A,True,True,06035a3cc072b3f12e7a834bef09652eb6581b912175e60df6255d454a8ee5d0,f0dc5d1c44f3aec0237be9eee4232a98f6bbd389c342f32a4b40e68fe779e331,DONOR_UNSEEN_ONLY,6,True
130,ENSG00000120709,FAM53C,2,FAM53C-1+FAM53C-2,True,FAM53C,True,True,FAM53C,True,True,0604c2f1274b783ac336e390ad71d5ce98f296195b31442d6722543b9a21c940,d1eff4c92ecec3874818f8799823ce1825138808bdc931b83a813ac81c22303e,DONOR_UNSEEN_ONLY,6,True
131,ENSG00000118620,ZNF430,2,ZNF430-1+ZNF430-2,True,ZNF430,True,True,ZNF430,True,True,0604c56d89201186038facbb2b9b90dfd45c630d97b489bcb009092edee9cba1,7126f5b09a1f975188b32afe379d3b73f34cd926f75449552e2a339bdfaf0991,DONOR_UNSEEN_ONLY,6,True
132,ENSG00000104835,SARS2,2,SARS2-1+SARS2-2,True,SARS2,True,True,SARS2,True,True,0607b1cbadd8e0cc668d4b698a523a961980953128cf5b4af33e46b7c1b5ab82,39e80971bfa9bb320da02c1b2ebad5595eef533a1b309002c6badec5c0663c5a,DONOR_UNSEEN_ONLY,6,True
133,ENSG00000095319,NUP188,2,NUP188-1+NUP188-2,True,NUP188,True,True,NUP188,True,True,060b2a1dd12bc568a1a1f5b1af67809c9d8a089d39c18550bc7b9c462ef33abf,0308a3bcff2f9542f2d69c0593e1b440dc599cfc01a61e3127e05cf222f6fe55,COLUMN_UNSEEN,0,True
134,ENSG00000114812,VIPR1,2,VIPR1-1+VIPR1-2,True,VIPR1,True,True,VIPR1,True,True,061071ac261db01f7501a2b11d92f2844cfe4b3e821ab79ea756adc306ada41c,d5ad3f8e0f271bfd653d45d867e01b0b39abe5a9a32c4a9c7cae1500c1aa53a1,DONOR_UNSEEN_ONLY,6,True
135,ENSG00000148346,LCN2,2,LCN2-1+LCN2-2,True,LCN2,True,True,LCN2,True,True,061661b4f426ee665b0b81871a43f2300b13c79d17cfc7f203f3acdbc630c946,a83a6043725d1afca060bbbda6ea0e21a8debf9e0e3254df04845375c503adc3,DONOR_UNSEEN_ONLY,6,True
136,ENSG00000167202,TBC1D2B,2,TBC1D2B-1+TBC1D2B-2,True,TBC1D2B,True,True,TBC1D2B,True,True,0628e0b76bc007a3670a33b0e29ce1950fe3800f9cfaf73c07aca3d8b95c7dd0,3c6fc510f4241706ca8cb3f149fc56f9b6bc43e5e7af59fe44a805e96cf84eea,DONOR_UNSEEN_ONLY,6,True
137,ENSG00000090889,KIF4A,2,KIF4A-1+KIF4A-2,True,KIF4A,True,True,KIF4A,True,True,0635362f545f28877249dde1a585a3322225a42d4d4ebbd76a03871db1b6bfad,eb8b0e97c5fe3217692936e76c326ffecc5295e662910f63631aa3bffa7d5eed,DONOR_UNSEEN_ONLY,6,True
138,ENSG00000012124,CD22,2,CD22-1+CD22-2,True,CD22,True,True,CD22,True,True,0635d58dc9df5b9809c1887e4978bafdaae8327db4580b39636486c41a353e7c,ae9ffd5c5886cd45a9f103c43759b178aee838925f8149fffa57deb64b587bff,DONOR_UNSEEN_ONLY,6,True
139,ENSG00000173171,MTX1,2,MTX1-1+MTX1-2,True,MTX1,True,True,MTX1,True,True,0639ae1166a1f3b156966de0bb1c81b6a7514030bba649e30ce96b261f10117d,9eeae7cc12df01f109ae425e9e32559fc3a5afea99ed7efecbd1759f0419c05f,DONOR_UNSEEN_ONLY,6,True
140,ENSG00000213347,MXD3,2,MXD3-1+MXD3-2,True,MXD3,True,True,MXD3,True,True,06576c86ca66a6bceb0267155760dea1f1a3945214a83d1a93213b7d93a2a988,9d3aa1fda1ca35923b2c09678f6925dfcda8c25eab9cdc42c9b93612e250a3e4,DONOR_UNSEEN_ONLY,6,True
141,ENSG00000121578,B4GALT4,2,B4GALT4-1+B4GALT4-2,True,B4GALT4,True,True,B4GALT4,True,True,065e873cbf7e6d0ea4c9b0fc6aa51eb50d5df83fe94a3959b803f5a91f7952d8,9bcd6bf88be524f3550d8573db79cb61c4930c86f9e497ed842113292a48b8a9,DONOR_UNSEEN_ONLY,6,True
142,ENSG00000166801,FAM111A,2,FAM111A-1+FAM111A-2,True,FAM111A,True,True,FAM111A,True,True,066968cc221fa493f93faebd8565f2b838b43e3d8db9dd15ce335672efc7bf02,62195f1dd4c9533329593ea698f33772690a3809d81a44cc528e2a311045fa9d,DONOR_UNSEEN_ONLY,6,True
143,ENSG00000205302,SNX2,2,SNX2-1+SNX2-2,True,SNX2,True,True,SNX2,True,True,066e027d10f1083176f274758b2fd6aab8bc5afbb8507e936585cf611067dc44,cc970d9d6cf9196bccf50aa3a5aa69c0017ad31932bd20904e4a09800c29c52e,DONOR_UNSEEN_ONLY,6,True
144,ENSG00000101265,RASSF2,2,RASSF2-1+RASSF2-2,True,RASSF2,True,True,RASSF2,True,True,0670f9309e1e0d199a7fe802492ae0dcb5189fb87eced8cb80fd10fd8bc3ac6b,64bbd88a7dc3030aed32431f168f536a584724154ec52da65547c64c74490752,DONOR_UNSEEN_ONLY,6,True
145,ENSG00000160712,IL6R,2,IL6R-1+IL6R-2,True,IL6R,True,True,IL6R,True,True,067108e4d75ad19480406b25f073aee51a170a560e03bf3275875bab7f3fd705,e4be4cefec9625ec5f8e98b08e07f4c03af8af76d347b250fef3adb05dbc9b6b,DONOR_UNSEEN_ONLY,6,True
146,ENSG00000129657,SEC14L1,2,SEC14L1-1+SEC14L1-2,True,SEC14L1,True,True,SEC14L1,True,True,06780316e6dea7fb7068d545414721fbab79369aa9af20cf1ae15ee811151999,28737c3688bf5028d2d7ee4cc2de26b62c4582ce3cab5e02fd5dbb38f33f4991,COLUMN_UNSEEN,0,True
147,ENSG00000077157,PPP1R12B,2,PPP1R12B-1+PPP1R12B-2,True,PPP1R12B,True,True,PPP1R12B,True,True,06957afb324fd9146f9c6bda59fcfe571421dd330aeaf92b80e408284d7d25b3,b86e8f024ee42faa8d50839fcf287c88d5f88daf51f0f8e30bddf28fb482e793,DONOR_UNSEEN_ONLY,6,True
148,ENSG00000077150,NFKB2,2,NFKB2-1+NFKB2-2,True,NFKB2,True,True,NFKB2,True,True,069d34d15416eb6c1e7c2671c6ed9e2cef53b789b211df19739947b3c5422b92,26b17c6070edc25a0ce82d76721fefe76f221e34cda1a303a9f999c0d3facaa5,COLUMN_UNSEEN,0,True
149,ENSG00000185989,RASA3,2,RASA3-1+RASA3-2,True,RASA3,True,True,RASA3,True,True,06a8cedb767826feb26abe9dde9c26367e3a95ccb4721acb205dbc11bfcc316f,d0c4be6274f4d76522f7cdbdc4ee77e07f0329b34f9126d2d81a18d4057b36eb,DONOR_UNSEEN_ONLY,6,True
150,ENSG00000288722,F8A1,2,F8A1-1+F8A1-2,True,F8A1,True,True,F8A1,True,True,06ddc9219c12ac4d75d7bfcbc58bae10ff0a4c66ab891bee667b65fd42268436,238366598988a100f24672c69f186da9ff1f867ee8b9477672d1b32a6569d2f6,COLUMN_UNSEEN,0,True
151,ENSG00000077044,DGKD,2,DGKD-1+DGKD-2,True,DGKD,True,True,DGKD,True,True,06df38a6395d82f13d125cccffa8dcf84d7472dfd1f83617ea400ec674adf64a,0c507736df13f6f5a150662568bce66b764cde1523dda388b159346a9afdbf7f,COLUMN_UNSEEN,0,True
152,ENSG00000182871,COL18A1,2,COL18A1-1+COL18A1-2,True,COL18A1,True,True,COL18A1,True,True,06e77744a3220df16ad7d8878510d846afa616d6ff3a66ed44d74298c2e11e67,5ba69370e68c2f58493d655038935761d759bf2ac48366dc556bacbfa5a9545a,DONOR_UNSEEN_ONLY,6,True
153,ENSG00000106100,NOD1,2,NOD1-1+NOD1-2,True,NOD1,True,True,NOD1,True,True,06ea3013c87a1acb864767bfe54a0e15e8ffb145ea9061141c620587417f6115,33589da0dc1a00ed04f739f2b0af900d1980ea5f458077d258669e600e10c804,DONOR_UNSEEN_ONLY,6,True
154,ENSG00000118985,ELL2,2,ELL2-1+ELL2-2,True,ELL2,True,True,ELL2,True,True,06f53a9914634a42ecb28224ab8ba7963a4c4795a35ce5d6c6520c7942f70eaf,6b5be5f556f16d446906f0fe74656480c2e6b521044e01b04cae00553e263ceb,DONOR_UNSEEN_ONLY,6,True
155,ENSG00000167136,ENDOG,2,ENDOG-1+ENDOG-2,True,ENDOG,True,True,ENDOG,True,True,0706ec1a82f1646471dd11e1cb0c61cb049431df292bdea781590b8fc4b91a16,f4b0768cd977a87fb02d0db89604c787d3998059d358d78c75ca2815a7c2a262,DONOR_UNSEEN_ONLY,6,True
156,ENSG00000124145,SDC4,2,SDC4-1+SDC4-2,True,SDC4,True,True,SDC4,True,True,070846363e2518a310f8f4eee95cebfafd88dff9fa28dbf29990949e7c925242,ce352db1442fcaf1a5f075cf885c34c9fb035f2f2a73f8a3f4e179978cfd3099,DONOR_UNSEEN_ONLY,6,True
157,ENSG00000180448,ARHGAP45,2,ARHGAP45-1+ARHGAP45-2,True,ARHGAP45,True,True,ARHGAP45,True,True,070fe491c128690d2768ad40b98c1b165e34b0726ab1290d4d702948cf1fe61e,93cabaaf2577c66cd0c397d44eeae845b315aed0e3f17e5a7871b5cfc2f28dc1,DONOR_UNSEEN_ONLY,6,True
158,ENSG00000184205,TSPYL2,2,TSPYL2-1+TSPYL2-2,True,TSPYL2,True,True,TSPYL2,True,True,07117a6e5dfd9fc6654fddb029338559ccb8787f037f93110969fc340e60cf05,c86e2c066d936e82ae180952dbb454fca811c40a80369145391fd4df10a31d85,DONOR_UNSEEN_ONLY,6,True
159,ENSG00000179111,HES7,2,HES7-1+HES7-2,True,HES7,True,True,HES7,True,True,073c4879d42e3f76e946e2075618022180779051136a29e0658721c10b5b7b01,c71af9fce97d3a162abce98ed40af985a46f1e678d6340b856ce1232fa89d6a2,DONOR_UNSEEN_ONLY,6,True
160,ENSG00000196535,MYO18A,2,MYO18A-1+MYO18A-2,True,MYO18A,True,True,MYO18A,True,True,073f424be4c8c810f6deeb2eed7cc9193c9a1bbc375b821da499f87b402547d2,012c8ec224e3d9fa58f4653cfaab117651034b785d5ad9db938172f1ed8edda9,COLUMN_UNSEEN,0,True
161,ENSG00000126249,PDCD2L,2,PDCD2L-1+PDCD2L-2,True,PDCD2L,True,True,PDCD2L,True,True,0743abd44506de746e7d2c374d9ec122e73c755cd8fcf28b7c3b7015146d698b,0dc3147b614f2d88faa28fc5fac714bb68c77a76f546b63db15181816dde1fcd,COLUMN_UNSEEN,0,True
162,ENSG00000170540,ARL6IP1,2,ARL6IP1-1+ARL6IP1-2,True,ARL6IP1,True,True,ARL6IP1,True,True,075e1fc92a41c45ed1edbaa494ebb2691137bb6014825e00094abb240a7babc3,c4e6ca9370af4d7876a342a9c06304b190533b6d23fb09a2b56fb9fd179e6867,DONOR_UNSEEN_ONLY,6,True
163,ENSG00000145743,FBXL17,2,FBXL17-1+FBXL17-2,True,FBXL17,True,True,FBXL17,True,True,07674a5515041a8cf9e98d3e26d18ef21a62fffdc32f345d9551eabea6efa43d,10aa3182e0b40669f932890a8a3b3c737057ecbb45ca0b6025473c57867d75c3,COLUMN_UNSEEN,0,True
164,ENSG00000108591,DRG2,2,DRG2-1+DRG2-2,True,DRG2,True,True,DRG2,True,True,0768d957e96df112f2116f44c8d5e164eeac80762fc1a9964779f987c38e9103,7d87b521a34f44e32a2e20486dd0b694e0f8f2aa97124ef3b70dc363d0a4f995,DONOR_UNSEEN_ONLY,6,True
165,ENSG00000167914,GSDMA,2,GSDMA-1+GSDMA-2,True,GSDMA,True,True,GSDMA,True,True,076a15b70b6e98cf08eaf138b833d21ba582af910b11cef056a10364dbac3e47,7d4d09c765c5e318caed7018b4170e2a699582dd97d346305f4fae01ee864eeb,DONOR_UNSEEN_ONLY,6,True
166,ENSG00000137642,SORL1,2,SORL1-1+SORL1-2,True,SORL1,True,True,SORL1,True,True,0776e84ac68c82c70609b0ab16cf891eaea8975d0f9399df6e7f01562d4b702d,996381b65fc79ba5289da51ec1fabb60c7211de7035b583ef2660004722e9b83,DONOR_UNSEEN_ONLY,6,True
167,ENSG00000138435,CHRNA1,2,CHRNA1-1+CHRNA1-2,True,CHRNA1,True,True,CHRNA1,True,True,07868d8aa0059706431c1cab3e234fb3700c9b120c40731e532a480157ccaa95,2e18ca80fcb2b3750aa5d08059ab84d7c4f8cc36d77abcefb8f4180059bd45f7,DONOR_UNSEEN_ONLY,6,True
168,ENSG00000108468,CBX1,2,CBX1-1+CBX1-2,True,CBX1,True,True,CBX1,True,True,0792d96c083def516cfa384a06cf82e0398c9db81cd9f4750876d241437e2eca,cfd723113750beaa271df49ba45520320f92767807d68426c44425dfcd28c4da,DONOR_UNSEEN_ONLY,6,True
169,ENSG00000186283,TOR3A,2,TOR3A-1+TOR3A-2,True,TOR3A,True,True,TOR3A,True,True,0795a844ecfad183892c3ca38d38db37194f753a3630028bfdf6d6eaa7cd1b56,bc1a232990fab34945d12dc92fcc547332adb7d7f21e0c5f873bbb46e3d10d58,DONOR_UNSEEN_ONLY,6,True
170,ENSG00000101608,MYL12A,2,MYL12A-1+MYL12A-2,True,MYL12A,True,True,MYL12A,True,True,0798d53ea960953c658dc4ce2f7eabc92405f63d8fc40a74146cf1346148bdf9,6d0614662394e2ed9ecb9252af1b597ec64f0b5cf0d37277c3567d3d4c27d72c,DONOR_UNSEEN_ONLY,6,True
