task_id,graph_role,target_split,contains_y
E180::RNMT::RNMT_3,supervised_train,supervised_train,True
E180::RPL30::RPL30_1,query,model_validation,False
E180::RPL30::RPL30_1,supervised_validation,model_validation,True
E180::RPL30::RPL30_2,query,model_validation,False
E180::RPL30::RPL30_2,supervised_validation,model_validation,True
E180::RPS9::RPS9_1,query,supervised_train,False
E180::RPS9::RPS9_1,supervised_train,supervised_train,True
E180::RPS9::RPS9_2,query,supervised_train,False
E180::RPS9::RPS9_2,supervised_train,supervised_train,True
E180::SCO1::SCO1_1,query,conformal_calibration,False
E180::SCO1::SCO1_2,query,conformal_calibration,False
E180::SCO1::SCO1_3,query,conformal_calibration,False
E180::SCO2::SCO2_1,query,conformal_calibration,False
E180::SCO2::SCO2_2,query,conformal_calibration,False
E180::SCO2::SCO2_3,query,conformal_calibration,False
E180::SDHA::SDHA_1,query,prospective_evaluation,False
E180::SDHA::SDHA_2,query,prospective_evaluation,False
E180::SDHA::SDHA_3,query,prospective_evaluation,False
E180::SDHAF1::SDHAF1_1,query,supervised_train,False
E180::SDHAF1::SDHAF1_1,supervised_train,supervised_train,True
E180::SDHAF1::SDHAF1_2,query,supervised_train,False
E180::SDHAF1::SDHAF1_2,supervised_train,supervised_train,True
E180::SDHAF1::SDHAF1_3,query,supervised_train,False
E180::SDHAF1::SDHAF1_3,supervised_train,supervised_train,True
E180::SDHB::SDHB_2,query,conformal_calibration,False
E180::SDHB::SDHB_3,query,conformal_calibration,False
E180::SDHC::SDHC_1,query,model_validation,False
E180::SDHC::SDHC_1,supervised_validation,model_validation,True
E180::SDHC::SDHC_2,query,model_validation,False
E180::SDHC::SDHC_2,supervised_validation,model_validation,True
E180::SDHC::SDHC_3,query,model_validation,False
E180::SDHC::SDHC_3,supervised_validation,model_validation,True
E180::SEC61G::SEC61G_1,query,model_validation,False
E180::SEC61G::SEC61G_1,supervised_validation,model_validation,True
E180::SEC61G::SEC61G_3,query,model_validation,False
E180::SEC61G::SEC61G_3,supervised_validation,model_validation,True
E180::SEC62::SEC62_1,query,supervised_train,False
E180::SEC62::SEC62_1,supervised_train,supervised_train,True
E180::SEC62::SEC62_2,query,supervised_train,False
E180::SEC62::SEC62_2,supervised_train,supervised_train,True
E180::SEC62::SEC62_3,query,supervised_train,False
E180::SEC62::SEC62_3,supervised_train,supervised_train,True
E180::SETD2::SETD2_1,query,supervised_train,False
E180::SETD2::SETD2_1,supervised_train,supervised_train,True
E180::SETD2::SETD2_2,query,supervised_train,False
E180::SETD2::SETD2_2,supervised_train,supervised_train,True
E180::SLC25A1::SLC25A1_1,query,model_validation,False
E180::SLC25A1::SLC25A1_1,supervised_validation,model_validation,True
E180::SLC25A1::SLC25A1_2,query,model_validation,False
E180::SLC25A1::SLC25A1_2,supervised_validation,model_validation,True
E180::SLC25A1::SLC25A1_3,query,model_validation,False
E180::SLC25A1::SLC25A1_3,supervised_validation,model_validation,True
E180::SLC28A1::SLC28A1_1,query,conformal_calibration,False
E180::SLC28A1::SLC28A1_3,query,conformal_calibration,False
E180::SLC28A3::SLC28A3_1,query,prospective_evaluation,False
E180::SLC28A3::SLC28A3_2,query,prospective_evaluation,False
E180::SLC28A3::SLC28A3_3,query,prospective_evaluation,False
E180::SLC29A1::SLC29A1_1,query,conformal_calibration,False
E180::SLC29A1::SLC29A1_2,query,conformal_calibration,False
E180::SLC29A1::SLC29A1_3,query,conformal_calibration,False
E180::SLC29A2::SLC29A2_1,query,supervised_train,False
E180::SLC29A2::SLC29A2_1,supervised_train,supervised_train,True
E180::SLC29A2::SLC29A2_2,query,supervised_train,False
E180::SLC29A2::SLC29A2_2,supervised_train,supervised_train,True
E180::SLC29A2::SLC29A2_3,query,supervised_train,False
E180::SLC29A2::SLC29A2_3,supervised_train,supervised_train,True
E180::SLC29A3::SLC29A3_1,query,supervised_train,False
E180::SLC29A3::SLC29A3_1,supervised_train,supervised_train,True
E180::SLC29A3::SLC29A3_2,query,supervised_train,False
E180::SLC29A3::SLC29A3_2,supervised_train,supervised_train,True
E180::SLC29A3::SLC29A3_3,query,supervised_train,False
E180::SLC29A3::SLC29A3_3,supervised_train,supervised_train,True
E180::SLC29A4::SLC29A4_1,query,model_validation,False
E180::SLC29A4::SLC29A4_1,supervised_validation,model_validation,True
E180::SLC29A4::SLC29A4_2,query,model_validation,False
E180::SLC29A4::SLC29A4_2,supervised_validation,model_validation,True
E180::SLC29A4::SLC29A4_3,query,model_validation,False
E180::SLC29A4::SLC29A4_3,supervised_validation,model_validation,True
E180::SLC2A1::SLC2A1_1,query,conformal_calibration,False
E180::SLC2A1::SLC2A1_2,query,conformal_calibration,False
E180::SLC2A1::SLC2A1_3,query,conformal_calibration,False
E180::SMARCA4::SMARCA4_1,query,supervised_train,False
E180::SMARCA4::SMARCA4_1,supervised_train,supervised_train,True
E180::SMARCA4::SMARCA4_2,query,supervised_train,False
E180::SMARCA4::SMARCA4_2,supervised_train,supervised_train,True
E180::SMARCA4::SMARCA4_3,query,supervised_train,False
E180::SMARCA4::SMARCA4_3,supervised_train,supervised_train,True
E180::SMARCB1::SMARCB1_1,query,model_validation,False
E180::SMARCB1::SMARCB1_1,supervised_validation,model_validation,True
E180::SMARCB1::SMARCB1_2,query,model_validation,False
E180::SMARCB1::SMARCB1_2,supervised_validation,model_validation,True
E180::SMARCB1::SMARCB1_3,query,model_validation,False
E180::SMARCB1::SMARCB1_3,supervised_validation,model_validation,True
E180::SMARCD1::SMARCD1_1,query,conformal_calibration,False
E180::SMARCD1::SMARCD1_2,query,conformal_calibration,False
E180::SMARCD1::SMARCD1_3,query,conformal_calibration,False
E180::SMC1A::SMC1A_1,query,model_validation,False
E180::SMC1A::SMC1A_1,supervised_validation,model_validation,True
E180::SMC1A::SMC1A_3,query,model_validation,False
E180::SMC1A::SMC1A_3,supervised_validation,model_validation,True
E180::SMC3::SMC3_1,query,supervised_train,False
E180::SMC3::SMC3_1,supervised_train,supervised_train,True
E180::SMC3::SMC3_2,query,supervised_train,False
E180::SMC3::SMC3_2,supervised_train,supervised_train,True
E180::SMC3::SMC3_3,query,supervised_train,False
E180::SMC3::SMC3_3,supervised_train,supervised_train,True
E180::SMG5::SMG5_1,query,conformal_calibration,False
E180::SMG5::SMG5_2,query,conformal_calibration,False
E180::SMG7::SMG7_1,query,prospective_evaluation,False
E180::SMG7::SMG7_3,query,prospective_evaluation,False
E180::SOX2::SOX2_1,query,prospective_evaluation,False
E180::SOX2::SOX2_2,query,prospective_evaluation,False
E180::SOX2::SOX2_3,query,prospective_evaluation,False
E180::STAG2::STAG2_1,query,conformal_calibration,False
E180::STAG2::STAG2_2,query,conformal_calibration,False
E180::STAG2::STAG2_3,query,conformal_calibration,False
E180::SURF1::SURF1_1,query,model_validation,False
E180::SURF1::SURF1_1,supervised_validation,model_validation,True
E180::SURF1::SURF1_2,query,model_validation,False
E180::SURF1::SURF1_2,supervised_validation,model_validation,True
E180::TAF2::TAF2_1,query,supervised_train,False
E180::TAF2::TAF2_1,supervised_train,supervised_train,True
E180::TAF2::TAF2_2,query,supervised_train,False
E180::TAF2::TAF2_2,supervised_train,supervised_train,True
E180::TAF2::TAF2_3,query,supervised_train,False
E180::TAF2::TAF2_3,supervised_train,supervised_train,True
E180::TAF5::TAF5_1,query,supervised_train,False
E180::TAF5::TAF5_1,supervised_train,supervised_train,True
E180::TAF5::TAF5_3,query,supervised_train,False
E180::TAF5::TAF5_3,supervised_train,supervised_train,True
E180::TAF8::TAF8_1,query,model_validation,False
E180::TAF8::TAF8_1,supervised_validation,model_validation,True
E180::TAF8::TAF8_2,query,model_validation,False
E180::TAF8::TAF8_2,supervised_validation,model_validation,True
E180::TAF8::TAF8_3,query,model_validation,False
E180::TAF8::TAF8_3,supervised_validation,model_validation,True
E180::TIAL1::TIAL1_1,query,conformal_calibration,False
E180::TIAL1::TIAL1_2,query,conformal_calibration,False
E180::TIAL1::TIAL1_3,query,conformal_calibration,False
E180::TPI1::TPI1_1,query,prospective_evaluation,False
E180::TPI1::TPI1_2,query,prospective_evaluation,False
E180::TPI1::TPI1_3,query,prospective_evaluation,False
E180::UCK2::UCK2_1,query,model_validation,False
E180::UCK2::UCK2_1,supervised_validation,model_validation,True
E180::UCK2::UCK2_2,query,model_validation,False
E180::UCK2::UCK2_2,supervised_validation,model_validation,True
E180::UCK2::UCK2_3,query,model_validation,False
E180::UCK2::UCK2_3,supervised_validation,model_validation,True
E180::UPF1::UPF1_1,query,supervised_train,False
E180::UPF1::UPF1_1,supervised_train,supervised_train,True
E180::UPF1::UPF1_2,query,supervised_train,False
E180::UPF1::UPF1_2,supervised_train,supervised_train,True
E180::UPF1::UPF1_3,query,supervised_train,False
E180::UPF1::UPF1_3,supervised_train,supervised_train,True
E180::UPF2::UPF2_1,query,conformal_calibration,False
E180::UPF2::UPF2_2,query,conformal_calibration,False
E180::UPF2::UPF2_3,query,conformal_calibration,False
E180::UPRT::UPRT_1,query,supervised_train,False
E180::UPRT::UPRT_1,supervised_train,supervised_train,True
E180::UPRT::UPRT_3,query,supervised_train,False
E180::UPRT::UPRT_3,supervised_train,supervised_train,True
E180::WDR12::WDR12_1,query,supervised_train,False
E180::WDR12::WDR12_1,supervised_train,supervised_train,True
E180::WDR12::WDR12_2,query,supervised_train,False
E180::WDR12::WDR12_2,supervised_train,supervised_train,True
E180::WDR12::WDR12_3,query,supervised_train,False
E180::WDR12::WDR12_3,supervised_train,supervised_train,True
E180::XPO5::XPO5_1,query,prospective_evaluation,False
E180::XPO5::XPO5_2,query,prospective_evaluation,False
E180::XPO5::XPO5_3,query,prospective_evaluation,False
E180::XRN2::XRN2_1,query,prospective_evaluation,False
E180::XRN2::XRN2_2,query,prospective_evaluation,False
E180::XRN2::XRN2_3,query,prospective_evaluation,False
E180::ZC3H13::ZC3H13_1,query,model_validation,False
E180::ZC3H13::ZC3H13_1,supervised_validation,model_validation,True
E180::ZC3H13::ZC3H13_3,query,model_validation,False
E180::ZC3H13::ZC3H13_3,supervised_validation,model_validation,True
