task_id,graph_role,target_split,contains_y
E177::G1::ATG14,supervised_train,train,True
E177::G2::ATG14,query,train,False
E177::G2::ATG14,supervised_train,train,True
E177::G3::ATG14,query,train,False
E177::G3::ATG14,supervised_train,train,True
E177::G4::ATG14,query,train,False
E177::G4::ATG14,supervised_train,train,True
E177::G5::ATG14,query,train,False
E177::G5::ATG14,supervised_train,train,True
E177::G6::ATG14,query,train,False
E177::G6::ATG14,supervised_train,train,True
E177::G7::ATG14,query,train,False
E177::G7::ATG14,supervised_train,train,True
E177::G8::ATG14,query,train,False
E177::G8::ATG14,supervised_train,train,True
E177::G1::BAX,query,train,False
E177::G1::BAX,supervised_train,train,True
E177::G2::BAX,query,train,False
E177::G2::BAX,supervised_train,train,True
E177::G3::BAX,query,train,False
E177::G3::BAX,supervised_train,train,True
E177::G4::BAX,query,train,False
E177::G4::BAX,supervised_train,train,True
E177::G5::BAX,query,train,False
E177::G5::BAX,supervised_train,train,True
E177::G6::BAX,query,train,False
E177::G6::BAX,supervised_train,train,True
E177::G7::BAX,query,train,False
E177::G7::BAX,supervised_train,train,True
E177::G8::BAX,query,train,False
E177::G8::BAX,supervised_train,train,True
E177::G1::BCL2,query,train,False
E177::G1::BCL2,supervised_train,train,True
E177::G2::BCL2,query,train,False
E177::G2::BCL2,supervised_train,train,True
E177::G3::BCL2,query,train,False
E177::G3::BCL2,supervised_train,train,True
E177::G4::BCL2,query,train,False
E177::G4::BCL2,supervised_train,train,True
E177::G5::BCL2,query,train,False
E177::G5::BCL2,supervised_train,train,True
E177::G6::BCL2,query,train,False
E177::G6::BCL2,supervised_train,train,True
E177::G7::BCL2,query,train,False
E177::G7::BCL2,supervised_train,train,True
E177::G8::BCL2,query,train,False
E177::G8::BCL2,supervised_train,train,True
E177::G1::BECN1,query,train,False
E177::G1::BECN1,supervised_train,train,True
E177::G2::BECN1,query,train,False
E177::G2::BECN1,supervised_train,train,True
E177::G3::BECN1,query,train,False
E177::G3::BECN1,supervised_train,train,True
E177::G4::BECN1,query,train,False
E177::G4::BECN1,supervised_train,train,True
E177::G5::BECN1,query,train,False
E177::G5::BECN1,supervised_train,train,True
E177::G6::BECN1,query,train,False
E177::G6::BECN1,supervised_train,train,True
E177::G7::BECN1,query,train,False
E177::G7::BECN1,supervised_train,train,True
E177::G8::BECN1,query,train,False
E177::G8::BECN1,supervised_train,train,True
E177::G1::BID,query,train,False
E177::G1::BID,supervised_train,train,True
E177::G2::BID,query,train,False
E177::G2::BID,supervised_train,train,True
E177::G3::BID,query,train,False
E177::G3::BID,supervised_train,train,True
E177::G4::BID,query,train,False
E177::G4::BID,supervised_train,train,True
E177::G5::BID,query,train,False
E177::G5::BID,supervised_train,train,True
E177::G6::BID,query,train,False
E177::G6::BID,supervised_train,train,True
E177::G7::BID,query,train,False
E177::G7::BID,supervised_train,train,True
E177::G8::BID,query,train,False
E177::G8::BID,supervised_train,train,True
E177::G1::BST2,query,train,False
E177::G1::BST2,supervised_train,train,True
E177::G2::BST2,query,train,False
E177::G2::BST2,supervised_train,train,True
E177::G3::BST2,query,train,False
E177::G3::BST2,supervised_train,train,True
E177::G4::BST2,query,train,False
E177::G4::BST2,supervised_train,train,True
E177::G5::BST2,query,train,False
E177::G5::BST2,supervised_train,train,True
E177::G6::BST2,query,train,False
E177::G6::BST2,supervised_train,train,True
E177::G7::BST2,query,train,False
E177::G7::BST2,supervised_train,train,True
E177::G8::BST2,query,train,False
E177::G8::BST2,supervised_train,train,True
E177::G1::BTF3,query,train,False
E177::G1::BTF3,supervised_train,train,True
E177::G2::BTF3,query,train,False
E177::G2::BTF3,supervised_train,train,True
E177::G3::BTF3,query,train,False
E177::G3::BTF3,supervised_train,train,True
E177::G4::BTF3,query,train,False
E177::G4::BTF3,supervised_train,train,True
E177::G5::BTF3,query,train,False
E177::G5::BTF3,supervised_train,train,True
E177::G6::BTF3,query,train,False
E177::G6::BTF3,supervised_train,train,True
E177::G7::BTF3,query,train,False
E177::G7::BTF3,supervised_train,train,True
E177::G8::BTF3,query,train,False
E177::G8::BTF3,supervised_train,train,True
E177::G1::BZW2,query,train,False
E177::G1::BZW2,supervised_train,train,True
E177::G2::BZW2,query,train,False
E177::G2::BZW2,supervised_train,train,True
E177::G3::BZW2,query,train,False
E177::G3::BZW2,supervised_train,train,True
E177::G4::BZW2,query,train,False
E177::G4::BZW2,supervised_train,train,True
E177::G5::BZW2,query,train,False
E177::G5::BZW2,supervised_train,train,True
E177::G6::BZW2,query,train,False
E177::G6::BZW2,supervised_train,train,True
E177::G7::BZW2,query,train,False
E177::G7::BZW2,supervised_train,train,True
E177::G8::BZW2,query,train,False
E177::G8::BZW2,supervised_train,train,True
E177::G1::CASP3,query,train,False
E177::G1::CASP3,supervised_train,train,True
E177::G2::CASP3,query,train,False
E177::G2::CASP3,supervised_train,train,True
E177::G3::CASP3,query,train,False
E177::G3::CASP3,supervised_train,train,True
E177::G4::CASP3,query,train,False
E177::G4::CASP3,supervised_train,train,True
E177::G5::CASP3,query,train,False
E177::G5::CASP3,supervised_train,train,True
E177::G6::CASP3,query,train,False
E177::G6::CASP3,supervised_train,train,True
E177::G7::CASP3,query,train,False
E177::G7::CASP3,supervised_train,train,True
E177::G8::CASP3,query,train,False
E177::G8::CASP3,supervised_train,train,True
E177::G1::CASP8,query,train,False
E177::G1::CASP8,supervised_train,train,True
E177::G2::CASP8,query,train,False
E177::G2::CASP8,supervised_train,train,True
E177::G3::CASP8,query,train,False
E177::G3::CASP8,supervised_train,train,True
E177::G4::CASP8,query,train,False
E177::G4::CASP8,supervised_train,train,True
E177::G5::CASP8,query,train,False
E177::G5::CASP8,supervised_train,train,True
E177::G6::CASP8,query,train,False
E177::G6::CASP8,supervised_train,train,True
E177::G7::CASP8,query,train,False
E177::G7::CASP8,supervised_train,train,True
E177::G8::CASP8,query,train,False
E177::G8::CASP8,supervised_train,train,True
E177::G1::CCZ1,query,train,False
E177::G1::CCZ1,supervised_train,train,True
E177::G2::CCZ1,query,train,False
E177::G2::CCZ1,supervised_train,train,True
E177::G3::CCZ1,query,train,False
E177::G3::CCZ1,supervised_train,train,True
E177::G4::CCZ1,query,train,False
E177::G4::CCZ1,supervised_train,train,True
E177::G5::CCZ1,query,train,False
E177::G5::CCZ1,supervised_train,train,True
E177::G6::CCZ1,query,train,False
E177::G6::CCZ1,supervised_train,train,True
E177::G7::CCZ1,query,train,False
E177::G7::CCZ1,supervised_train,train,True
E177::G8::CCZ1,query,train,False
E177::G8::CCZ1,supervised_train,train,True
E177::G1::CNBP,query,train,False
E177::G1::CNBP,supervised_train,train,True
E177::G2::CNBP,query,train,False
E177::G2::CNBP,supervised_train,train,True
E177::G3::CNBP,query,train,False
E177::G3::CNBP,supervised_train,train,True
E177::G4::CNBP,query,train,False
E177::G4::CNBP,supervised_train,train,True
E177::G5::CNBP,query,train,False
E177::G5::CNBP,supervised_train,train,True
E177::G6::CNBP,query,train,False
E177::G6::CNBP,supervised_train,train,True
E177::G7::CNBP,query,train,False
E177::G7::CNBP,supervised_train,train,True
E177::G8::CNBP,query,train,False
E177::G8::CNBP,supervised_train,train,True
E177::G1::COG6,query,train,False
E177::G1::COG6,supervised_train,train,True
E177::G2::COG6,query,train,False
E177::G2::COG6,supervised_train,train,True
E177::G3::COG6,query,train,False
E177::G3::COG6,supervised_train,train,True
E177::G4::COG6,query,train,False
E177::G4::COG6,supervised_train,train,True
E177::G5::COG6,query,train,False
E177::G5::COG6,supervised_train,train,True
E177::G6::COG6,query,train,False
E177::G6::COG6,supervised_train,train,True
E177::G7::COG6,query,train,False
E177::G7::COG6,supervised_train,train,True
E177::G8::COG6,query,train,False
E177::G8::COG6,supervised_train,train,True
E177::G1::CTSL,query,train,False
E177::G1::CTSL,supervised_train,train,True
E177::G2::CTSL,query,train,False
E177::G2::CTSL,supervised_train,train,True
E177::G3::CTSL,query,train,False
E177::G3::CTSL,supervised_train,train,True
E177::G4::CTSL,query,train,False
E177::G4::CTSL,supervised_train,train,True
E177::G5::CTSL,query,train,False
E177::G5::CTSL,supervised_train,train,True
E177::G6::CTSL,query,train,False
E177::G6::CTSL,supervised_train,train,True
E177::G7::CTSL,query,train,False
E177::G7::CTSL,supervised_train,train,True
E177::G8::CTSL,query,train,False
E177::G8::CTSL,supervised_train,train,True
E177::G1::CWC27,query,train,False
E177::G1::CWC27,supervised_train,train,True
E177::G2::CWC27,query,train,False
E177::G2::CWC27,supervised_train,train,True
E177::G3::CWC27,query,train,False
E177::G3::CWC27,supervised_train,train,True
E177::G4::CWC27,query,train,False
E177::G4::CWC27,supervised_train,train,True
E177::G5::CWC27,query,train,False
E177::G5::CWC27,supervised_train,train,True
E177::G6::CWC27,query,train,False
E177::G6::CWC27,supervised_train,train,True
E177::G7::CWC27,query,train,False
E177::G7::CWC27,supervised_train,train,True
E177::G8::CWC27,query,train,False
E177::G8::CWC27,supervised_train,train,True
E177::G1::CYB5B,query,train,False
E177::G1::CYB5B,supervised_train,train,True
E177::G2::CYB5B,query,train,False
E177::G2::CYB5B,supervised_train,train,True
E177::G3::CYB5B,query,train,False
E177::G3::CYB5B,supervised_train,train,True
E177::G4::CYB5B,query,train,False
E177::G4::CYB5B,supervised_train,train,True
E177::G5::CYB5B,query,train,False
E177::G5::CYB5B,supervised_train,train,True
E177::G6::CYB5B,query,train,False
E177::G6::CYB5B,supervised_train,train,True
E177::G7::CYB5B,query,train,False
E177::G7::CYB5B,supervised_train,train,True
E177::G8::CYB5B,query,train,False
E177::G8::CYB5B,supervised_train,train,True
E177::G1::DDX58,query,train,False
E177::G1::DDX58,supervised_train,train,True
E177::G2::DDX58,query,train,False
E177::G2::DDX58,supervised_train,train,True
E177::G3::DDX58,query,train,False
E177::G3::DDX58,supervised_train,train,True
E177::G4::DDX58,query,train,False
E177::G4::DDX58,supervised_train,train,True
E177::G5::DDX58,query,train,False
E177::G5::DDX58,supervised_train,train,True
E177::G6::DDX58,query,train,False
E177::G6::DDX58,supervised_train,train,True
E177::G7::DDX58,query,train,False
E177::G7::DDX58,supervised_train,train,True
E177::G8::DDX58,query,train,False
E177::G8::DDX58,supervised_train,train,True
E177::G1::DPP4,query,train,False
E177::G1::DPP4,supervised_train,train,True
E177::G2::DPP4,query,train,False
E177::G2::DPP4,supervised_train,train,True
E177::G3::DPP4,query,train,False
E177::G3::DPP4,supervised_train,train,True
E177::G4::DPP4,query,train,False
E177::G4::DPP4,supervised_train,train,True
E177::G5::DPP4,query,train,False
E177::G5::DPP4,supervised_train,train,True
E177::G6::DPP4,query,train,False
E177::G6::DPP4,supervised_train,train,True
E177::G7::DPP4,query,train,False
E177::G7::DPP4,supervised_train,train,True
E177::G8::DPP4,query,train,False
E177::G8::DPP4,supervised_train,train,True
E177::G1::EMC2,query,train,False
E177::G1::EMC2,supervised_train,train,True
E177::G2::EMC2,query,train,False
E177::G2::EMC2,supervised_train,train,True
E177::G3::EMC2,query,train,False
E177::G3::EMC2,supervised_train,train,True
E177::G4::EMC2,query,train,False
E177::G4::EMC2,supervised_train,train,True
E177::G5::EMC2,query,train,False
E177::G5::EMC2,supervised_train,train,True
E177::G6::EMC2,query,train,False
E177::G6::EMC2,supervised_train,train,True
E177::G7::EMC2,query,train,False
E177::G7::EMC2,supervised_train,train,True
E177::G8::EMC2,query,train,False
E177::G8::EMC2,supervised_train,train,True
E177::G1::ERN1,query,train,False
E177::G1::ERN1,supervised_train,train,True
E177::G2::ERN1,query,train,False
E177::G2::ERN1,supervised_train,train,True
E177::G3::ERN1,query,train,False
E177::G3::ERN1,supervised_train,train,True
E177::G4::ERN1,query,train,False
E177::G4::ERN1,supervised_train,train,True
E177::G5::ERN1,query,train,False
E177::G5::ERN1,supervised_train,train,True
E177::G6::ERN1,query,train,False
E177::G6::ERN1,supervised_train,train,True
E177::G7::ERN1,query,train,False
E177::G7::ERN1,supervised_train,train,True
E177::G8::ERN1,query,train,False
E177::G8::ERN1,supervised_train,train,True
E177::G1::FYCO1,query,train,False
E177::G1::FYCO1,supervised_train,train,True
E177::G2::FYCO1,query,train,False
E177::G2::FYCO1,supervised_train,train,True
E177::G3::FYCO1,query,train,False
E177::G3::FYCO1,supervised_train,train,True
E177::G4::FYCO1,query,train,False
E177::G4::FYCO1,supervised_train,train,True
E177::G5::FYCO1,query,train,False
E177::G5::FYCO1,supervised_train,train,True
E177::G6::FYCO1,query,train,False
E177::G6::FYCO1,supervised_train,train,True
E177::G7::FYCO1,query,train,False
E177::G7::FYCO1,supervised_train,train,True
E177::G8::FYCO1,query,train,False
E177::G8::FYCO1,supervised_train,train,True
E177::G1::G3BP1,query,train,False
E177::G1::G3BP1,supervised_train,train,True
E177::G2::G3BP1,query,train,False
E177::G2::G3BP1,supervised_train,train,True
E177::G3::G3BP1,query,train,False
E177::G3::G3BP1,supervised_train,train,True
E177::G4::G3BP1,query,train,False
E177::G4::G3BP1,supervised_train,train,True
E177::G5::G3BP1,query,train,False
E177::G5::G3BP1,supervised_train,train,True
E177::G6::G3BP1,query,train,False
E177::G6::G3BP1,supervised_train,train,True
E177::G7::G3BP1,query,train,False
E177::G7::G3BP1,supervised_train,train,True
E177::G8::G3BP1,query,train,False
E177::G8::G3BP1,supervised_train,train,True
E177::G1::G3BP2,query,train,False
E177::G1::G3BP2,supervised_train,train,True
E177::G2::G3BP2,query,train,False
E177::G2::G3BP2,supervised_train,train,True
E177::G3::G3BP2,query,train,False
E177::G3::G3BP2,supervised_train,train,True
E177::G4::G3BP2,query,train,False
E177::G4::G3BP2,supervised_train,train,True
E177::G5::G3BP2,query,train,False
E177::G5::G3BP2,supervised_train,train,True
E177::G6::G3BP2,query,train,False
E177::G6::G3BP2,supervised_train,train,True
E177::G7::G3BP2,query,train,False
E177::G7::G3BP2,supervised_train,train,True
E177::G8::G3BP2,query,train,False
E177::G8::G3BP2,supervised_train,train,True
E177::G1::GOLGA7,query,train,False
E177::G1::GOLGA7,supervised_train,train,True
E177::G2::GOLGA7,query,train,False
E177::G2::GOLGA7,supervised_train,train,True
E177::G3::GOLGA7,query,train,False
E177::G3::GOLGA7,supervised_train,train,True
E177::G4::GOLGA7,query,train,False
E177::G4::GOLGA7,supervised_train,train,True
E177::G5::GOLGA7,query,train,False
E177::G5::GOLGA7,supervised_train,train,True
E177::G6::GOLGA7,query,train,False
E177::G6::GOLGA7,supervised_train,train,True
E177::G7::GOLGA7,query,train,False
E177::G7::GOLGA7,supervised_train,train,True
E177::G8::GOLGA7,query,train,False
E177::G8::GOLGA7,supervised_train,train,True
E177::G1::GPR89B,query,train,False
E177::G1::GPR89B,supervised_train,train,True
E177::G2::GPR89B,query,train,False
E177::G2::GPR89B,supervised_train,train,True
E177::G3::GPR89B,query,train,False
E177::G3::GPR89B,supervised_train,train,True
E177::G4::GPR89B,query,train,False
E177::G4::GPR89B,supervised_train,train,True
E177::G5::GPR89B,query,train,False
E177::G5::GPR89B,supervised_train,train,True
E177::G6::GPR89B,query,train,False
E177::G6::GPR89B,supervised_train,train,True
E177::G7::GPR89B,query,train,False
E177::G7::GPR89B,supervised_train,train,True
E177::G8::GPR89B,query,train,False
E177::G8::GPR89B,supervised_train,train,True
E177::G1::IFIH1,query,train,False
E177::G1::IFIH1,supervised_train,train,True
E177::G2::IFIH1,query,train,False
E177::G2::IFIH1,supervised_train,train,True
E177::G3::IFIH1,query,train,False
E177::G3::IFIH1,supervised_train,train,True
E177::G4::IFIH1,query,train,False
E177::G4::IFIH1,supervised_train,train,True
E177::G5::IFIH1,query,train,False
E177::G5::IFIH1,supervised_train,train,True
E177::G6::IFIH1,query,train,False
E177::G6::IFIH1,supervised_train,train,True
E177::G7::IFIH1,query,train,False
E177::G7::IFIH1,supervised_train,train,True
E177::G8::IFIH1,query,train,False
E177::G8::IFIH1,supervised_train,train,True
E177::G1::IRF9,query,train,False
E177::G1::IRF9,supervised_train,train,True
E177::G2::IRF9,query,train,False
E177::G2::IRF9,supervised_train,train,True
E177::G3::IRF9,query,train,False
E177::G3::IRF9,supervised_train,train,True
E177::G4::IRF9,query,train,False
E177::G4::IRF9,supervised_train,train,True
E177::G5::IRF9,query,train,False
E177::G5::IRF9,supervised_train,train,True
E177::G6::IRF9,query,train,False
E177::G6::IRF9,supervised_train,train,True
E177::G7::IRF9,query,train,False
E177::G7::IRF9,supervised_train,train,True
E177::G8::IRF9,query,train,False
E177::G8::IRF9,supervised_train,train,True
E177::G1::LARP1,query,train,False
E177::G1::LARP1,supervised_train,train,True
E177::G2::LARP1,query,train,False
E177::G2::LARP1,supervised_train,train,True
E177::G3::LARP1,query,train,False
E177::G3::LARP1,supervised_train,train,True
E177::G4::LARP1,query,train,False
E177::G4::LARP1,supervised_train,train,True
E177::G5::LARP1,query,train,False
E177::G5::LARP1,supervised_train,train,True
E177::G6::LARP1,query,train,False
E177::G6::LARP1,supervised_train,train,True
E177::G7::LARP1,query,train,False
E177::G7::LARP1,supervised_train,train,True
E177::G8::LARP1,query,train,False
E177::G8::LARP1,supervised_train,train,True
E177::G1::LY6E,query,train,False
E177::G1::LY6E,supervised_train,train,True
E177::G2::LY6E,query,train,False
E177::G2::LY6E,supervised_train,train,True
E177::G3::LY6E,query,train,False
E177::G3::LY6E,supervised_train,train,True
E177::G4::LY6E,query,train,False
E177::G4::LY6E,supervised_train,train,True
E177::G5::LY6E,query,train,False
E177::G5::LY6E,supervised_train,train,True
E177::G6::LY6E,query,train,False
E177::G6::LY6E,supervised_train,train,True
E177::G7::LY6E,query,train,False
E177::G7::LY6E,supervised_train,train,True
E177::G8::LY6E,query,train,False
E177::G8::LY6E,supervised_train,train,True
E177::G1::M6PR,query,train,False
E177::G1::M6PR,supervised_train,train,True
E177::G2::M6PR,query,train,False
E177::G2::M6PR,supervised_train,train,True
E177::G3::M6PR,query,train,False
E177::G3::M6PR,supervised_train,train,True
E177::G4::M6PR,query,train,False
E177::G4::M6PR,supervised_train,train,True
E177::G5::M6PR,query,train,False
E177::G5::M6PR,supervised_train,train,True
E177::G6::M6PR,query,train,False
E177::G6::M6PR,supervised_train,train,True
E177::G7::M6PR,query,train,False
E177::G7::M6PR,supervised_train,train,True
E177::G8::M6PR,query,train,False
E177::G8::M6PR,supervised_train,train,True
E177::G1::MAPK8,query,train,False
E177::G1::MAPK8,supervised_train,train,True
E177::G2::MAPK8,query,train,False
E177::G2::MAPK8,supervised_train,train,True
E177::G3::MAPK8,query,train,False
E177::G3::MAPK8,supervised_train,train,True
E177::G4::MAPK8,query,train,False
E177::G4::MAPK8,supervised_train,train,True
E177::G5::MAPK8,query,train,False
E177::G5::MAPK8,supervised_train,train,True
E177::G6::MAPK8,query,train,False
E177::G6::MAPK8,supervised_train,train,True
E177::G7::MAPK8,query,train,False
E177::G7::MAPK8,supervised_train,train,True
E177::G8::MAPK8,query,train,False
E177::G8::MAPK8,supervised_train,train,True
E177::G1::MARK2,query,train,False
E177::G1::MARK2,supervised_train,train,True
E177::G2::MARK2,query,train,False
E177::G2::MARK2,supervised_train,train,True
E177::G3::MARK2,query,train,False
E177::G3::MARK2,supervised_train,train,True
E177::G4::MARK2,query,train,False
E177::G4::MARK2,supervised_train,train,True
E177::G5::MARK2,query,train,False
E177::G5::MARK2,supervised_train,train,True
E177::G6::MARK2,query,train,False
E177::G6::MARK2,supervised_train,train,True
E177::G7::MARK2,query,train,False
E177::G7::MARK2,supervised_train,train,True
E177::G8::MARK2,query,train,False
E177::G8::MARK2,supervised_train,train,True
E177::G1::MBTPS2,query,train,False
E177::G1::MBTPS2,supervised_train,train,True
E177::G2::MBTPS2,query,train,False
E177::G2::MBTPS2,supervised_train,train,True
E177::G3::MBTPS2,query,train,False
E177::G3::MBTPS2,supervised_train,train,True
E177::G4::MBTPS2,query,train,False
E177::G4::MBTPS2,supervised_train,train,True
E177::G5::MBTPS2,query,train,False
E177::G5::MBTPS2,supervised_train,train,True
E177::G6::MBTPS2,query,train,False
E177::G6::MBTPS2,supervised_train,train,True
E177::G7::MBTPS2,query,train,False
E177::G7::MBTPS2,supervised_train,train,True
E177::G8::MBTPS2,query,train,False
E177::G8::MBTPS2,supervised_train,train,True
E177::G1::MEPCE,query,train,False
E177::G1::MEPCE,supervised_train,train,True
E177::G2::MEPCE,query,train,False
E177::G2::MEPCE,supervised_train,train,True
E177::G3::MEPCE,query,train,False
E177::G3::MEPCE,supervised_train,train,True
E177::G4::MEPCE,query,train,False
E177::G4::MEPCE,supervised_train,train,True
E177::G5::MEPCE,query,train,False
E177::G5::MEPCE,supervised_train,train,True
E177::G6::MEPCE,query,train,False
E177::G6::MEPCE,supervised_train,train,True
E177::G7::MEPCE,query,train,False
E177::G7::MEPCE,supervised_train,train,True
E177::G8::MEPCE,query,train,False
E177::G8::MEPCE,supervised_train,train,True
E177::G1::MIB1,query,train,False
E177::G1::MIB1,supervised_train,train,True
E177::G2::MIB1,query,train,False
E177::G2::MIB1,supervised_train,train,True
E177::G3::MIB1,query,train,False
E177::G3::MIB1,supervised_train,train,True
E177::G4::MIB1,query,train,False
E177::G4::MIB1,supervised_train,train,True
E177::G5::MIB1,query,train,False
E177::G5::MIB1,supervised_train,train,True
E177::G6::MIB1,query,train,False
E177::G6::MIB1,supervised_train,train,True
E177::G7::MIB1,query,train,False
E177::G7::MIB1,supervised_train,train,True
E177::G8::MIB1,query,train,False
E177::G8::MIB1,supervised_train,train,True
E177::G1::MPP5,query,train,False
E177::G1::MPP5,supervised_train,train,True
E177::G2::MPP5,query,train,False
E177::G2::MPP5,supervised_train,train,True
E177::G3::MPP5,query,train,False
E177::G3::MPP5,supervised_train,train,True
E177::G4::MPP5,query,train,False
E177::G4::MPP5,supervised_train,train,True
E177::G5::MPP5,query,train,False
E177::G5::MPP5,supervised_train,train,True
E177::G6::MPP5,query,train,False
E177::G6::MPP5,supervised_train,train,True
E177::G7::MPP5,query,train,False
E177::G7::MPP5,supervised_train,train,True
E177::G8::MPP5,query,train,False
E177::G8::MPP5,supervised_train,train,True
E177::G1::RELB,query,train,False
E177::G1::RELB,supervised_train,train,True
E177::G2::RELB,query,train,False
E177::G2::RELB,supervised_train,train,True
E177::G3::RELB,query,train,False
E177::G3::RELB,supervised_train,train,True
E177::G4::RELB,query,train,False
E177::G4::RELB,supervised_train,train,True
E177::G5::RELB,query,train,False
E177::G5::RELB,supervised_train,train,True
E177::G6::RELB,query,train,False
E177::G6::RELB,supervised_train,train,True
E177::G7::RELB,query,train,False
E177::G7::RELB,supervised_train,train,True
E177::G8::RELB,query,train,False
E177::G8::RELB,supervised_train,train,True
E177::G1::RNF41,query,train,False
E177::G1::RNF41,supervised_train,train,True
E177::G2::RNF41,query,train,False
E177::G2::RNF41,supervised_train,train,True
E177::G3::RNF41,query,train,False
E177::G3::RNF41,supervised_train,train,True
E177::G4::RNF41,query,train,False
E177::G4::RNF41,supervised_train,train,True
E177::G5::RNF41,query,train,False
E177::G5::RNF41,supervised_train,train,True
E177::G6::RNF41,query,train,False
E177::G6::RNF41,supervised_train,train,True
E177::G7::RNF41,query,train,False
E177::G7::RNF41,supervised_train,train,True
E177::G8::RNF41,query,train,False
E177::G8::RNF41,supervised_train,train,True
E177::G1::SEC62,query,train,False
E177::G1::SEC62,supervised_train,train,True
E177::G2::SEC62,query,train,False
E177::G2::SEC62,supervised_train,train,True
E177::G3::SEC62,query,train,False
E177::G3::SEC62,supervised_train,train,True
E177::G4::SEC62,query,train,False
E177::G4::SEC62,supervised_train,train,True
E177::G5::SEC62,query,train,False
E177::G5::SEC62,supervised_train,train,True
E177::G6::SEC62,query,train,False
E177::G6::SEC62,supervised_train,train,True
E177::G7::SEC62,query,train,False
E177::G7::SEC62,supervised_train,train,True
E177::G8::SEC62,query,train,False
E177::G8::SEC62,supervised_train,train,True
E177::G1::SMAD3,query,train,False
E177::G1::SMAD3,supervised_train,train,True
E177::G2::SMAD3,query,train,False
E177::G2::SMAD3,supervised_train,train,True
E177::G3::SMAD3,query,train,False
E177::G3::SMAD3,supervised_train,train,True
E177::G4::SMAD3,query,train,False
E177::G4::SMAD3,supervised_train,train,True
E177::G5::SMAD3,query,train,False
E177::G5::SMAD3,supervised_train,train,True
E177::G6::SMAD3,query,train,False
E177::G6::SMAD3,supervised_train,train,True
E177::G7::SMAD3,query,train,False
E177::G7::SMAD3,supervised_train,train,True
E177::G8::SMAD3,query,train,False
E177::G8::SMAD3,supervised_train,train,True
E177::G1::SMOC1,query,train,False
E177::G1::SMOC1,supervised_train,train,True
E177::G2::SMOC1,query,train,False
E177::G2::SMOC1,supervised_train,train,True
E177::G3::SMOC1,query,train,False
E177::G3::SMOC1,supervised_train,train,True
E177::G4::SMOC1,query,train,False
E177::G4::SMOC1,supervised_train,train,True
E177::G5::SMOC1,query,train,False
E177::G5::SMOC1,supervised_train,train,True
E177::G6::SMOC1,query,train,False
E177::G6::SMOC1,supervised_train,train,True
E177::G7::SMOC1,query,train,False
E177::G7::SMOC1,supervised_train,train,True
E177::G8::SMOC1,query,train,False
E177::G8::SMOC1,supervised_train,train,True
E177::G1::TBK1,query,train,False
E177::G1::TBK1,supervised_train,train,True
E177::G2::TBK1,query,train,False
E177::G2::TBK1,supervised_train,train,True
E177::G3::TBK1,query,train,False
E177::G3::TBK1,supervised_train,train,True
E177::G4::TBK1,query,train,False
E177::G4::TBK1,supervised_train,train,True
E177::G5::TBK1,query,train,False
E177::G5::TBK1,supervised_train,train,True
E177::G6::TBK1,query,train,False
E177::G6::TBK1,supervised_train,train,True
E177::G7::TBK1,query,train,False
E177::G7::TBK1,supervised_train,train,True
E177::G8::TBK1,query,train,False
E177::G8::TBK1,supervised_train,train,True
E177::G1::TICAM1,query,train,False
E177::G1::TICAM1,supervised_train,train,True
E177::G2::TICAM1,query,train,False
E177::G2::TICAM1,supervised_train,train,True
E177::G3::TICAM1,query,train,False
E177::G3::TICAM1,supervised_train,train,True
E177::G4::TICAM1,query,train,False
E177::G4::TICAM1,supervised_train,train,True
E177::G5::TICAM1,query,train,False
E177::G5::TICAM1,supervised_train,train,True
E177::G6::TICAM1,query,train,False
E177::G6::TICAM1,supervised_train,train,True
E177::G7::TICAM1,query,train,False
E177::G7::TICAM1,supervised_train,train,True
E177::G8::TICAM1,query,train,False
E177::G8::TICAM1,supervised_train,train,True
E177::G1::TLE1,query,train,False
E177::G1::TLE1,supervised_train,train,True
E177::G2::TLE1,query,train,False
E177::G2::TLE1,supervised_train,train,True
E177::G3::TLE1,query,train,False
E177::G3::TLE1,supervised_train,train,True
E177::G4::TLE1,query,train,False
E177::G4::TLE1,supervised_train,train,True
E177::G5::TLE1,query,train,False
E177::G5::TLE1,supervised_train,train,True
E177::G6::TLE1,query,train,False
E177::G6::TLE1,supervised_train,train,True
E177::G7::TLE1,query,train,False
E177::G7::TLE1,supervised_train,train,True
E177::G8::TLE1,query,train,False
E177::G8::TLE1,supervised_train,train,True
E177::G1::TMEM106B,query,train,False
E177::G1::TMEM106B,supervised_train,train,True
E177::G2::TMEM106B,query,train,False
E177::G2::TMEM106B,supervised_train,train,True
E177::G3::TMEM106B,query,train,False
E177::G3::TMEM106B,supervised_train,train,True
E177::G4::TMEM106B,query,train,False
E177::G4::TMEM106B,supervised_train,train,True
E177::G5::TMEM106B,query,train,False
E177::G5::TMEM106B,supervised_train,train,True
E177::G6::TMEM106B,query,train,False
E177::G6::TMEM106B,supervised_train,train,True
E177::G7::TMEM106B,query,train,False
E177::G7::TMEM106B,supervised_train,train,True
E177::G8::TMEM106B,query,train,False
E177::G8::TMEM106B,supervised_train,train,True
E177::G1::TMPRSS2,query,train,False
E177::G1::TMPRSS2,supervised_train,train,True
E177::G2::TMPRSS2,query,train,False
E177::G2::TMPRSS2,supervised_train,train,True
E177::G3::TMPRSS2,query,train,False
