ensembl_core,perturbed_gene_name,eligible_target
ENSG00000118515,SGK1,True
ENSG00000118518,RNF146,True
ENSG00000118596,SLC16A7,True
ENSG00000118680,MYL12B,True
ENSG00000118690,ARMC2,True
ENSG00000118762,PKD2,True
ENSG00000118785,SPP1,True
ENSG00000118855,MFSD1,True
ENSG00000118900,UBN1,True
ENSG00000118922,KLF12,True
ENSG00000118961,LDAH,True
ENSG00000119004,CYP20A1,True
ENSG00000119318,RAD23B,True
ENSG00000119383,PTPA,True
ENSG00000119508,NR4A3,True
ENSG00000119523,ALG2,True
ENSG00000119547,ONECUT2,True
ENSG00000119614,VSX2,True
ENSG00000119638,NEK9,True
ENSG00000119684,MLH3,True
ENSG00000119714,GPR68,True
ENSG00000119715,ESRRB,True
ENSG00000119725,ZNF410,True
ENSG00000119760,SUPT7L,True
ENSG00000119772,DNMT3A,True
ENSG00000119812,FAM98A,True
ENSG00000119844,AFTPH,True
ENSG00000119929,CUTC,True
ENSG00000119943,PYROXD2,True
ENSG00000119969,HELLS,True
ENSG00000120049,KCNIP2,True
ENSG00000120063,GNA13,True
ENSG00000120094,HOXB1,True
ENSG00000120137,PANK3,True
ENSG00000120149,MSX2,True
ENSG00000120162,MOB3B,True
ENSG00000120217,CD274,True
ENSG00000120256,LRP11,True
ENSG00000120318,ARAP3,True
ENSG00000120675,DNAJC15,True
ENSG00000120696,KBTBD7,True
ENSG00000120708,TGFBI,True
ENSG00000120733,KDM3B,True
ENSG00000120738,EGR1,True
ENSG00000120742,SERP1,True
ENSG00000120885,CLU,True
ENSG00000120915,EPHX2,True
ENSG00000120949,TNFRSF8,True
ENSG00000121039,RDH10,True
ENSG00000121057,AKAP1,True
ENSG00000121058,COIL,True
ENSG00000121210,TMEM131L,True
ENSG00000121281,ADCY7,True
ENSG00000121289,CEP89,True
ENSG00000121413,ZSCAN18,True
ENSG00000121454,LHX4,True
ENSG00000121486,TRMT1L,True
ENSG00000121594,CD80,True
ENSG00000121671,CRY2,True
ENSG00000121680,PEX16,True
ENSG00000121716,PILRB,True
ENSG00000121742,GJB6,True
ENSG00000121749,TBC1D15,True
ENSG00000121775,TMEM39B,True
ENSG00000121879,PIK3CA,True
ENSG00000121900,TMEM54,True
ENSG00000121904,CSMD2,True
ENSG00000121988,ZRANB3,True
ENSG00000122145,TBX22,True
ENSG00000122188,LAX1,True
ENSG00000122203,KIAA1191,True
ENSG00000122390,NAA60,True
ENSG00000122477,LRRC39,True
ENSG00000122483,CCDC18,True
ENSG00000122507,BBS9,True
ENSG00000122515,ZMIZ2,True
ENSG00000122566,HNRNPA2B1,True
ENSG00000122592,HOXA7,True
ENSG00000122687,MRM2,True
ENSG00000122694,GLIPR2,True
ENSG00000122707,RECK,True
ENSG00000122783,CYREN,True
ENSG00000122786,CALD1,True
ENSG00000122852,SFTPA1,True
ENSG00000122862,SRGN,True
ENSG00000122873,CISD1,True
ENSG00000122877,EGR2,True
ENSG00000122966,CIT,True
ENSG00000122986,HVCN1,True
ENSG00000123066,MED13L,True
ENSG00000123091,RNF11,True
ENSG00000123124,WWP1,True
ENSG00000123159,GIPC1,True
ENSG00000123178,SPRYD7,True
ENSG00000123213,NLN,True
ENSG00000123297,TSFM,True
ENSG00000123349,PFDN5,True
ENSG00000123364,HOXC13,True
ENSG00000123388,HOXC11,True
ENSG00000123405,NFE2,True
ENSG00000123411,IKZF4,True
ENSG00000123427,EEF1AKMT3,True
ENSG00000123552,USP45,True
ENSG00000123575,FAM199X,True
ENSG00000123595,RAB9A,True
ENSG00000123600,METTL8,True
ENSG00000123609,NMI,True
ENSG00000123643,SLC36A1,True
ENSG00000123685,BATF3,True
ENSG00000123689,G0S2,True
ENSG00000123843,C4BPB,True
ENSG00000123975,CKS2,True
ENSG00000123992,DNPEP,True
ENSG00000124098,FAM210B,True
ENSG00000124191,TOX2,True
ENSG00000124203,ZNF831,True
ENSG00000124225,PMEPA1,True
ENSG00000124243,BCAS4,True
ENSG00000124251,TP53TG5,True
ENSG00000124256,ZBP1,True
ENSG00000124299,PEPD,True
ENSG00000124357,NAGK,True
ENSG00000124440,HIF3A,True
ENSG00000124491,F13A1,True
ENSG00000124535,WRNIP1,True
ENSG00000124588,NQO2,True
ENSG00000124596,OARD1,True
ENSG00000124664,SPDEF,True
ENSG00000124702,KLHDC3,True
ENSG00000124786,SLC35B3,True
ENSG00000124827,GCM2,True
ENSG00000124882,EREG,True
ENSG00000125089,SH3TC1,True
ENSG00000125170,DOK4,True
ENSG00000125285,SOX21,True
ENSG00000125447,GGA3,True
ENSG00000125457,MIF4GD,True
ENSG00000125458,NT5C,True
ENSG00000125459,MSTO1,True
ENSG00000125505,MBOAT7,True
ENSG00000125520,SLC2A4RG,True
ENSG00000125629,INSIG2,True
ENSG00000125648,SLC25A23,True
ENSG00000125703,ATG4C,True
ENSG00000125726,CD70,True
ENSG00000125730,C3,True
ENSG00000125731,SH2D3A,True
ENSG00000125741,OPA3,True
ENSG00000125817,CENPB,True
ENSG00000125818,PSMF1,True
ENSG00000125827,TMX4,True
ENSG00000125834,STK35,True
ENSG00000125843,AP5S1,True
ENSG00000125844,RRBP1,True
ENSG00000125846,ZNF133,True
ENSG00000125870,SNRPB2,True
ENSG00000125871,MGME1,True
ENSG00000125877,ITPA,True
ENSG00000125878,TCF15,True
ENSG00000125885,MCM8,True
ENSG00000125898,FAM110A,True
ENSG00000125910,S1PR4,True
ENSG00000125912,NCLN,True
ENSG00000126012,KDM5C,True
ENSG00000126062,TMEM115,True
ENSG00000126091,ST3GAL3,True
ENSG00000126214,KLC1,True
ENSG00000126217,MCF2L,True
ENSG00000126243,LRFN3,True
ENSG00000126267,COX6B1,True
ENSG00000126353,CCR7,True
ENSG00000126368,NR1D1,True
ENSG00000126432,PRDX5,True
ENSG00000126453,BCL2L12,True
ENSG00000126522,ASL,True
ENSG00000126550,HTN1,True
ENSG00000126698,DNAJC8,True
ENSG00000126709,IFI6,True
ENSG00000126733,DACH2,True
ENSG00000126746,ZNF384,True
ENSG00000126767,ELK1,True
ENSG00000126773,PCNX4,True
ENSG00000126775,ATG14,True
ENSG00000126777,KTN1,True
ENSG00000126822,PLEKHG3,True
ENSG00000126882,FAM78A,True
ENSG00000126945,HNRNPH2,True
ENSG00000126953,TIMM8A,True
ENSG00000127022,CANX,True
ENSG00000127184,COX7C,True
ENSG00000127328,RAB3IP,True
ENSG00000127415,IDUA,True
ENSG00000127418,FGFRL1,True
ENSG00000127452,FBXL12,True
ENSG00000127481,UBR4,True
ENSG00000127483,HP1BP3,True
ENSG00000127526,SLC35E1,True
ENSG00000127540,UQCR11,True
ENSG00000127720,METTL25,True
ENSG00000127831,VIL1,True
ENSG00000127884,ECHS1,True
ENSG00000127903,ZNF835,True
ENSG00000127952,STYXL1,True
ENSG00000128039,SRD5A3,True
ENSG00000128050,PAICS,True
ENSG00000128203,ASPHD2,True
ENSG00000128228,SDF2L1,True
ENSG00000128284,APOL3,True
ENSG00000128311,TST,True
ENSG00000128383,APOBEC3A,True
ENSG00000128487,SPECC1,True
ENSG00000128536,CDHR3,True
ENSG00000128573,FOXP2,True
ENSG00000128617,OPN1SW,True
ENSG00000128694,OSGEPL1,True
ENSG00000128699,ORMDL1,True
ENSG00000128709,HOXD9,True
ENSG00000128731,HERC2,True
ENSG00000128791,TWSG1,True
ENSG00000128815,WDFY4,True
ENSG00000128829,EIF2AK4,True
ENSG00000128881,TTBK2,True
ENSG00000128891,CCDC32,True
ENSG00000128944,KNSTRN,True
ENSG00000129071,MBD4,True
ENSG00000129219,PLD2,True
ENSG00000129235,TXNDC17,True
ENSG00000129353,SLC44A2,True
ENSG00000129422,MTUS1,True
ENSG00000129437,KLK14,True
ENSG00000129450,SIGLEC9,True
ENSG00000129493,HEATR5A,True
ENSG00000129514,FOXA1,True
ENSG00000130023,ERMARD,True
ENSG00000130159,ECSIT,True
ENSG00000130165,ELOF1,True
ENSG00000130193,THEM6,True
ENSG00000130203,APOE,True
ENSG00000130208,APOC1,True
ENSG00000130227,XPO7,True
ENSG00000130244,FAM98C,True
ENSG00000130270,ATP8B3,True
ENSG00000130294,KIF1A,True
ENSG00000130299,GTPBP3,True
ENSG00000130300,PLVAP,True
ENSG00000130304,SLC27A1,True
ENSG00000130311,DDA1,True
ENSG00000130338,TULP4,True
ENSG00000130340,SNX9,True
ENSG00000130363,RSPH3,True
ENSG00000130429,ARPC1B,True
ENSG00000130449,ZSWIM6,True
ENSG00000130511,SSBP4,True
ENSG00000130545,CRB3,True
ENSG00000130560,UBAC1,True
ENSG00000130592,LSP1,True
ENSG00000130700,GATA5,True
ENSG00000130702,LAMA5,True
ENSG00000130726,TRIM28,True
ENSG00000130734,ATG4D,True
ENSG00000130775,THEMIS2,True
ENSG00000130803,ZNF317,True
ENSG00000130812,ANGPTL6,True
ENSG00000130818,ZNF426,True
ENSG00000130827,PLXNA3,True
ENSG00000130830,MPP1,True
ENSG00000130940,CASZ1,True
ENSG00000131023,LATS1,True
ENSG00000131050,BPIFA2,True
ENSG00000131115,ZNF227,True
ENSG00000131116,ZNF428,True
ENSG00000131127,ZNF141,True
ENSG00000131148,EMC8,True
ENSG00000131165,CHMP1A,True
ENSG00000131188,PRR7,True
ENSG00000131196,NFATC1,True
ENSG00000131263,RLIM,True
ENSG00000131323,TRAF3,True
ENSG00000131378,RFTN1,True
ENSG00000131400,NAPSA,True
ENSG00000131446,MGAT1,True
ENSG00000131473,ACLY,True
ENSG00000131504,DIAPH1,True
ENSG00000131507,NDFIP1,True
ENSG00000131686,CA6,True
ENSG00000131697,NPHP4,True
ENSG00000131724,IL13RA1,True
ENSG00000131748,STARD3,True
ENSG00000131759,RARA,True
ENSG00000131791,PRKAB2,True
ENSG00000131828,PDHA1,True
ENSG00000131831,RAI2,True
ENSG00000131844,MCCC2,True
ENSG00000131873,CHSY1,True
ENSG00000131899,LLGL1,True
ENSG00000131981,LGALS3,True
ENSG00000132002,DNAJB1,True
ENSG00000132005,RFX1,True
ENSG00000132010,ZNF20,True
ENSG00000132185,FCRLA,True
ENSG00000132205,EMILIN2,True
ENSG00000132274,TRIM22,True
ENSG00000132356,PRKAA1,True
ENSG00000132357,CARD6,True
ENSG00000132359,RAP1GAP2,True
ENSG00000132405,TBC1D14,True
ENSG00000132423,COQ3,True
ENSG00000132436,FIGNL1,True
ENSG00000132463,GRSF1,True
ENSG00000132465,JCHAIN,True
ENSG00000132478,UNK,True
ENSG00000132530,XAF1,True
ENSG00000132535,DLG4,True
ENSG00000132589,FLOT2,True
ENSG00000132639,SNAP25,True
ENSG00000132640,BTBD3,True
ENSG00000132670,PTPRA,True
ENSG00000132676,DAP3,True
ENSG00000132680,KHDC4,True
ENSG00000132749,TESMIN,True
ENSG00000132773,TOE1,True
ENSG00000132780,NASP,True
ENSG00000132824,SERINC3,True
ENSG00000132953,XPO4,True
ENSG00000133059,DSTYK,True
ENSG00000133111,RFXAP,True
ENSG00000133243,BTBD2,True
ENSG00000133313,CNDP2,True
ENSG00000133318,RTN3,True
ENSG00000133401,PDZD2,True
ENSG00000133422,MORC2,True
ENSG00000133561,GIMAP6,True
ENSG00000133597,ADCK2,True
ENSG00000133612,AGAP3,True
ENSG00000133657,ATP13A3,True
ENSG00000133739,LRRCC1,True
ENSG00000133742,CA1,True
ENSG00000133805,AMPD3,True
ENSG00000133858,ZFC3H1,True
ENSG00000133937,GSC,True
ENSG00000133943,DGLUCY,True
ENSG00000133961,NUMB,True
ENSG00000134057,CCNB1,True
ENSG00000134265,NAPG,True
ENSG00000134283,PPHLN1,True
ENSG00000134318,ROCK2,True
ENSG00000134321,RSAD2,True
ENSG00000134326,CMPK2,True
ENSG00000134369,NAV1,True
ENSG00000134438,RAX,True
ENSG00000134444,RELCH,True
ENSG00000134460,IL2RA,True
ENSG00000134461,ANKRD16,True
ENSG00000134470,IL15RA,True
ENSG00000134490,TMEM241,True
ENSG00000134590,RTL8C,True
ENSG00000134627,PIWIL4,True
ENSG00000134644,PUM1,True
ENSG00000134758,RNF138,True
ENSG00000134779,TPGS2,True
ENSG00000134852,CLOCK,True
ENSG00000134874,DZIP1,True
ENSG00000134900,TPP2,True
ENSG00000134996,OSTF1,True
ENSG00000135018,UBQLN1,True
ENSG00000135046,ANXA1,True
ENSG00000135047,CTSL,True
ENSG00000135074,ADAM19,True
ENSG00000135090,TAOK3,True
ENSG00000135108,FBXO21,True
ENSG00000135114,OASL,True
ENSG00000135124,P2RX4,True
ENSG00000135144,DTX1,True
ENSG00000135164,DMTF1,True
ENSG00000135245,HILPDA,True
ENSG00000135269,TES,True
ENSG00000135272,MDFIC,True
ENSG00000135297,MTO1,True
ENSG00000135374,ELF5,True
ENSG00000135437,RDH5,True
ENSG00000135447,PPP1R1A,True
ENSG00000135454,B4GALNT1,True
ENSG00000135482,ZC3H10,True
ENSG00000135519,KCNH3,True
ENSG00000135535,CD164,True
ENSG00000135541,AHI1,True
ENSG00000135547,HEY2,True
ENSG00000135587,SMPD2,True
ENSG00000135605,TEC,True
ENSG00000135625,EGR4,True
ENSG00000135631,RAB11FIP5,True
ENSG00000135636,DYSF,True
ENSG00000135637,CCDC142,True
ENSG00000135643,KCNMB4,True
ENSG00000135655,USP15,True
ENSG00000135677,GNS,True
ENSG00000135686,KLHL36,True
ENSG00000135709,KIAA0513,True
ENSG00000135823,STX6,True
ENSG00000135903,PAX3,True
ENSG00000135905,DOCK10,True
ENSG00000135912,TTLL4,True
ENSG00000135924,DNAJB2,True
ENSG00000135926,TMBIM1,True
ENSG00000135932,CAB39,True
ENSG00000135956,TMEM127,True
ENSG00000136014,USP44,True
ENSG00000136021,SCYL2,True
ENSG00000136052,SLC41A2,True
ENSG00000136098,NEK3,True
ENSG00000136141,LRCH1,True
ENSG00000136147,PHF11,True
ENSG00000136169,SETDB2,True
ENSG00000136231,IGF2BP3,True
ENSG00000136238,RAC1,True
ENSG00000136240,KDELR2,True
ENSG00000136247,ZDHHC4,True
ENSG00000136250,AOAH,True
ENSG00000136261,BZW2,True
ENSG00000136279,DBNL,True
ENSG00000136327,NKX2-8,True
ENSG00000136367,ZFHX2,True
ENSG00000136404,TM6SF1,True
ENSG00000136436,CALCOCO2,True
ENSG00000136449,MYCBPAP,True
ENSG00000136451,VEZF1,True
ENSG00000136521,NDUFB5,True
ENSG00000136535,TBR1,True
ENSG00000136560,TANK,True
ENSG00000136634,IL10,True
ENSG00000136695,IL36RN,True
ENSG00000136717,BIN1,True
ENSG00000136754,ABI1,True
ENSG00000136770,DNAJC1,True
ENSG00000136827,TOR1A,True
ENSG00000136861,CDK5RAP2,True
ENSG00000136866,ZFP37,True
ENSG00000136867,SLC31A2,True
ENSG00000136868,SLC31A1,True
ENSG00000136872,ALDOB,True
ENSG00000136929,HEMGN,True
ENSG00000136931,NR5A1,True
ENSG00000136932,TRMO,True
ENSG00000136933,RABEPK,True
ENSG00000136935,GOLGA1,True
ENSG00000136938,ANP32B,True
ENSG00000136940,PDCL,True
ENSG00000136997,MYC,True
ENSG00000137038,DMAC1,True
ENSG00000137040,RANBP6,True
ENSG00000137070,IL11RA,True
ENSG00000137074,APTX,True
ENSG00000137078,SIT1,True
ENSG00000137124,ALDH1B1,True
ENSG00000137145,DENND4C,True
ENSG00000137171,KLC4,True
ENSG00000137198,GMPR,True
ENSG00000137266,SLC22A23,True
ENSG00000137267,TUBB2A,True
ENSG00000137273,FOXF2,True
ENSG00000137275,RIPK1,True
ENSG00000137312,FLOT1,True
ENSG00000137343,ATAT1,True
ENSG00000137364,TPMT,True
ENSG00000137393,RNF144B,True
ENSG00000137414,FAM8A1,True
ENSG00000137462,TLR2,True
ENSG00000137478,FCHSD2,True
ENSG00000137500,CCDC90B,True
ENSG00000137501,SYTL2,True
ENSG00000137522,RNF121,True
ENSG00000137709,POU2F3,True
ENSG00000137731,FXYD2,True
ENSG00000137747,TMPRSS13,True
ENSG00000137770,CTDSPL2,True
ENSG00000137804,NUSAP1,True
ENSG00000137841,PLCB2,True
ENSG00000137877,SPTBN5,True
ENSG00000137942,FNBP1L,True
ENSG00000137944,KYAT3,True
ENSG00000137968,SLC44A5,True
ENSG00000138018,SELENOI,True
ENSG00000138030,KHK,True
ENSG00000138069,RAB1A,True
ENSG00000138078,PREPL,True
ENSG00000138079,SLC3A1,True
ENSG00000138095,LRPPRC,True
ENSG00000138107,ACTR1A,True
ENSG00000138111,MFSD13A,True
ENSG00000138135,CH25H,True
ENSG00000138175,ARL3,True
ENSG00000138182,KIF20B,True
ENSG00000138185,ENTPD1,True
ENSG00000138193,PLCE1,True
ENSG00000138303,ASCC1,True
ENSG00000138311,ZNF365,True
ENSG00000138336,TET1,True
ENSG00000138378,STAT4,True
ENSG00000138399,FASTKD1,True
ENSG00000138434,ITPRID2,True
ENSG00000138448,ITGAV,True
ENSG00000138459,SLC35A5,True
ENSG00000138496,PARP9,True
ENSG00000138593,SECISBP2L,True
ENSG00000138594,TMOD3,True
ENSG00000138604,GLCE,True
ENSG00000138641,HERC3,True
ENSG00000138642,HERC6,True
ENSG00000138670,RASGEF1B,True
ENSG00000138755,CXCL9,True
ENSG00000138760,SCARB2,True
ENSG00000138769,CDKL2,True
ENSG00000138780,GSTCD,True
ENSG00000138795,LEF1,True
ENSG00000138942,RNF185,True
ENSG00000139083,ETV6,True
ENSG00000139187,KLRG1,True
ENSG00000139190,VAMP1,True
ENSG00000139192,TAPBPL,True
ENSG00000139372,TDG,True
ENSG00000139437,TCHP,True
ENSG00000139505,MTMR6,True
ENSG00000139546,TARBP2,True
ENSG00000139631,CSAD,True
ENSG00000139687,RB1,True
ENSG00000139826,ABHD13,True
ENSG00000139921,TMX1,True
ENSG00000139926,FRMD6,True
ENSG00000140006,WDR89,True
ENSG00000140262,TCF12,True
ENSG00000140265,ZSCAN29,True
ENSG00000140280,LYSMD2,True
ENSG00000140284,SLC27A2,True
ENSG00000140368,PSTPIP1,True
ENSG00000140396,NCOA2,True
ENSG00000140406,TLNRD1,True
ENSG00000140416,TPM1,True
ENSG00000140443,IGF1R,True
ENSG00000140471,LINS1,True
ENSG00000140511,HAPLN3,True
ENSG00000140525,FANCI,True
ENSG00000140548,ZNF710,True
ENSG00000140563,MCTP2,True
ENSG00000140564,FURIN,True
ENSG00000140632,GLYR1,True
ENSG00000140678,ITGAX,True
ENSG00000140853,NLRC5,True
ENSG00000140854,KATNB1,True
ENSG00000140859,KIFC3,True
ENSG00000140932,CMTM2,True
ENSG00000140995,DEF8,True
ENSG00000141040,ZNF287,True
ENSG00000141068,KSR1,True
ENSG00000141258,SGSM2,True
ENSG00000141376,BCAS3,True
ENSG00000141441,GAREM1,True
ENSG00000141448,GATA6,True
ENSG00000141452,RMC1,True
ENSG00000141469,SLC14A1,True
ENSG00000141499,WRAP53,True
ENSG00000141504,SAT2,True
ENSG00000141510,TP53,True
ENSG00000141522,ARHGDIA,True
ENSG00000141551,CSNK1D,True
ENSG00000141568,FOXK2,True
ENSG00000141577,CEP131,True
ENSG00000141579,ZNF750,True
ENSG00000141582,CBX4,True
ENSG00000141627,DYM,True
ENSG00000141646,SMAD4,True
ENSG00000141682,PMAIP1,True
ENSG00000141696,P3H4,True
ENSG00000141741,MIEN1,True
ENSG00000141867,BRD4,True
ENSG00000142039,CCDC97,True
ENSG00000142156,COL6A1,True
ENSG00000142188,TMEM50B,True
ENSG00000142192,APP,True
ENSG00000142409,ZNF787,True
ENSG00000142444,TIMM29,True
ENSG00000142552,RCN3,True
ENSG00000142556,ZNF614,True
ENSG00000142632,ARHGEF19,True
ENSG00000142669,SH3BGRL3,True
ENSG00000142687,KIAA0319L,True
ENSG00000142700,DMRTA2,True
ENSG00000142765,SYTL1,True
ENSG00000142794,NBPF3,True
ENSG00000142856,ITGB3BP,True
ENSG00000142945,KIF2C,True
ENSG00000142949,PTPRF,True
ENSG00000142961,MOB3C,True
ENSG00000143006,DMRTB1,True
ENSG00000143032,BARHL2,True
ENSG00000143061,IGSF3,True
ENSG00000143127,ITGA10,True
ENSG00000143149,ALDH9A1,True
ENSG00000143155,TIPRL,True
ENSG00000143167,GPA33,True
ENSG00000143183,TMCO1,True
ENSG00000143184,XCL1,True
ENSG00000143195,ILDR2,True
ENSG00000143258,USP21,True
ENSG00000143337,TOR1AIP1,True
ENSG00000143363,PRUNE1,True
ENSG00000143374,TARS2,True
ENSG00000143379,SETDB1,True
ENSG00000143390,RFX5,True
ENSG00000143398,PIP5K1A,True
ENSG00000143412,ANXA9,True
ENSG00000143450,OAZ3,True
ENSG00000143479,DYRK3,True
ENSG00000143514,TP53BP2,True
ENSG00000143545,RAB13,True
ENSG00000143553,SNAPIN,True
ENSG00000143614,GATAD2B,True
ENSG00000143622,RIT1,True
ENSG00000143653,SCCPDH,True
ENSG00000143674,MAP3K21,True
ENSG00000143702,CEP170,True
ENSG00000143842,SOX13,True
ENSG00000143845,ETNK2,True
ENSG00000143862,ARL8A,True
ENSG00000143867,OSR1,True
ENSG00000143919,CAMKMT,True
ENSG00000143924,EML4,True
ENSG00000143951,WDPCP,True
ENSG00000144021,CIAO1,True
ENSG00000144040,SFXN5,True
ENSG00000144120,TMEM177,True
ENSG00000144152,FBLN7,True
ENSG00000144214,LYG1,True
ENSG00000144290,SLC4A10,True
ENSG00000144306,SCRN3,True
ENSG00000144320,LNPK,True
ENSG00000144355,DLX1,True
ENSG00000144362,PHOSPHO2,True
ENSG00000144451,SPAG16,True
ENSG00000144455,SUMF1,True
ENSG00000144476,ACKR3,True
ENSG00000144567,RETREG2,True
ENSG00000144579,CTDSP1,True
ENSG00000144589,STK11IP,True
ENSG00000144635,DYNC1LI1,True
ENSG00000144711,IQSEC1,True
ENSG00000144736,SHQ1,True
ENSG00000144746,ARL6IP5,True
ENSG00000144791,LIMD1,True
ENSG00000144802,NFKBIZ,True
ENSG00000144843,ADPRH,True
ENSG00000144848,ATG3,True
ENSG00000144909,OSBPL11,True
ENSG00000145194,ECE2,True
ENSG00000145217,SLC26A1,True
ENSG00000145331,TRMT10A,True
ENSG00000145335,SNCA,True
ENSG00000145349,CAMK2D,True
ENSG00000145354,CISD2,True
ENSG00000145491,ROPN1L,True
ENSG00000145494,NDUFS6,True
ENSG00000145545,SRD5A1,True
ENSG00000145604,SKP2,True
ENSG00000145687,SSBP2,True
ENSG00000145723,GIN1,True
ENSG00000145730,PAM,True
ENSG00000145839,IL9,True
ENSG00000145882,PCYOX1L,True
ENSG00000145901,TNIP1,True
ENSG00000145919,BOD1,True
ENSG00000145982,FARS2,True
ENSG00000145990,GFOD1,True
ENSG00000146021,KLHL3,True
ENSG00000146063,TRIM41,True
ENSG00000146072,TNFRSF21,True
ENSG00000146215,CRIP3,True
ENSG00000146243,IRAK1BP1,True
ENSG00000146281,PM20D2,True
ENSG00000146285,SCML4,True
ENSG00000146350,TBC1D32,True
ENSG00000146587,RBAK,True
ENSG00000146676,PURB,True
ENSG00000146776,ATXN7L1,True
ENSG00000146802,TMEM168,True
ENSG00000146834,MEPCE,True
ENSG00000146859,TMEM140,True
ENSG00000146904,EPHA1,True
ENSG00000147010,SH3KBP1,True
ENSG00000147099,HDAC8,True
ENSG00000147123,NDUFB11,True
ENSG00000147124,ZNF41,True
ENSG00000147127,RAB41,True
ENSG00000147140,NONO,True
ENSG00000147166,ITGB1BP2,True
ENSG00000147174,GCNA,True
ENSG00000147180,ZNF711,True
ENSG00000147224,PRPS1,True
ENSG00000147400,CETN2,True
ENSG00000147419,CCDC25,True
ENSG00000147437,GNRH1,True
ENSG00000147471,PLPBP,True
ENSG00000147488,ST18,True
ENSG00000147592,LACTB2,True
ENSG00000147813,NAPRT,True
ENSG00000147889,CDKN2A,True
ENSG00000147955,SIGMAR1,True
ENSG00000148019,CEP78,True
ENSG00000148053,NTRK2,True
ENSG00000148090,AUH,True
ENSG00000148143,ZNF462,True
ENSG00000148218,ALAD,True
ENSG00000148334,PTGES2,True
ENSG00000148343,MIGA2,True
ENSG00000148357,HMCN2,True
ENSG00000148384,INPP5E,True
ENSG00000148481,MINDY3,True
ENSG00000148660,CAMK2G,True
ENSG00000148671,ADIRF,True
ENSG00000148719,DNAJB12,True
ENSG00000148773,MKI67,True
ENSG00000148803,FUOM,True
ENSG00000148814,LRRC27,True
ENSG00000148832,PAOX,True
ENSG00000148834,GSTO1,True
ENSG00000148840,PPRC1,True
ENSG00000148925,BTBD10,True
ENSG00000148943,LIN7C,True
ENSG00000148950,IMMP1L,True
ENSG00000149196,HIKESHI,True
ENSG00000149212,SESN3,True
ENSG00000149483,TMEM138,True
ENSG00000149548,CCDC15,True
ENSG00000149557,FEZ1,True
ENSG00000149564,ESAM,True
ENSG00000149577,SIDT2,True
ENSG00000149591,TAGLN,True
ENSG00000149657,LSM14B,True
ENSG00000149781,FERMT3,True
ENSG00000149782,PLCB3,True
ENSG00000149809,TM7SF2,True
ENSG00000149929,HIRIP3,True
ENSG00000149970,CNKSR2,True
ENSG00000150051,MKX,True
ENSG00000150433,TMEM218,True
ENSG00000150455,TIRAP,True
ENSG00000150456,EEF1AKMT1,True
ENSG00000150625,GPM6A,True
ENSG00000150687,PRSS23,True
ENSG00000150712,MTMR12,True
ENSG00000150787,PTS,True
ENSG00000150938,CRIM1,True
ENSG00000150977,RILPL2,True
ENSG00000151067,CACNA1C,True
ENSG00000151093,OXSM,True
ENSG00000151116,UEVLD,True
ENSG00000151151,IPMK,True
ENSG00000151276,MAGI1,True
ENSG00000151287,TEX30,True
ENSG00000151348,EXT2,True
ENSG00000151466,SCLT1,True
ENSG00000151498,ACAD8,True
ENSG00000151611,MMAA,True
ENSG00000151623,NR3C2,True
ENSG00000151651,ADAM8,True
ENSG00000151665,PIGF,True
ENSG00000151690,MFSD6,True
ENSG00000151694,ADAM17,True
ENSG00000151715,TMEM45B,True
ENSG00000151746,BICD1,True
ENSG00000151748,SAV1,True
ENSG00000151789,ZNF385D,True
ENSG00000151806,GUF1,True
ENSG00000151835,SACS,True
ENSG00000151882,CCL28,True
ENSG00000152102,FAM168B,True
ENSG00000152104,PTPN14,True
ENSG00000152133,GPATCH11,True
ENSG00000152207,CYSLTR2,True
ENSG00000152409,JMY,True
ENSG00000152433,ZNF547,True
ENSG00000152454,ZNF256,True
ENSG00000152475,ZNF837,True
ENSG00000152583,SPARCL1,True
ENSG00000152620,NADK2,True
ENSG00000152642,GPD1L,True
ENSG00000152683,SLC30A6,True
ENSG00000152749,GPR180,True
ENSG00000152767,FARP1,True
ENSG00000152782,PANK1,True
ENSG00000152818,UTRN,True
ENSG00000152990,ADGRA3,True
ENSG00000153015,CWC27,True
ENSG00000153066,TXNDC11,True
ENSG00000153071,DAB2,True
ENSG00000153113,CAST,True
ENSG00000153130,SCOC,True
ENSG00000153162,BMP6,True
ENSG00000153179,RASSF3,True
ENSG00000153250,RBMS1,True
ENSG00000153283,CD96,True
ENSG00000153291,SLC25A27,True
ENSG00000153563,CD8A,True
ENSG00000153885,KCTD15,True
ENSG00000153896,ZNF599,True
ENSG00000153933,DGKE,True
ENSG00000153936,HS2ST1,True
ENSG00000154025,SLC5A10,True
ENSG00000154079,SDHAF4,True
ENSG00000154096,THY1,True
ENSG00000154122,ANKH,True
ENSG00000154146,NRGN,True
ENSG00000154217,PITPNC1,True
ENSG00000154269,ENPP3,True
ENSG00000154429,CCSAP,True
ENSG00000154556,SORBS2,True
ENSG00000154582,ELOC,True
ENSG00000154640,BTG3,True
ENSG00000154655,L3MBTL4,True
ENSG00000154803,FLCN,True
ENSG00000154813,DPH3,True
ENSG00000154822,PLCL2,True
ENSG00000154839,SKA1,True
ENSG00000154930,ACSS1,True
ENSG00000154945,ANKRD40,True
ENSG00000155016,CYP2U1,True
ENSG00000155085,AK9,True
ENSG00000155090,KLF10,True
