fold_id,task_id,split,setting,context,basal_context,perturbation,perturbation_gene,perturbation_gene_index,perturbation_flag_sum,control_pool_size_same_context,target_pool_size,control_row_index,target_row_index
frangieh_context_holdout_1_Co-culture,Co-culture::SLC19A1+ctrl,test,context_unseen_row,Co-culture,Co-culture,SLC19A1+ctrl,SLC19A1,168,1.0,731,187,108566,85431
frangieh_context_holdout_1_Co-culture,Co-culture::SLC25A13+ctrl,test,context_unseen_row,Co-culture,Co-culture,SLC25A13+ctrl,SLC25A13,170,1.0,731,240,110006,86821
frangieh_context_holdout_1_Co-culture,Co-culture::SLC26A2+ctrl,test,context_unseen_row,Co-culture,Co-culture,SLC26A2+ctrl,SLC26A2,171,1.0,731,238,108875,87815
frangieh_context_holdout_1_Co-culture,Co-culture::SLC5A3+ctrl,test,context_unseen_row,Co-culture,Co-culture,SLC5A3+ctrl,SLC5A3,172,1.0,731,261,109800,85106
frangieh_context_holdout_1_Co-culture,Co-culture::SLIRP+ctrl,test,context_unseen_row,Co-culture,Co-culture,SLIRP+ctrl,SLIRP,173,1.0,731,136,110136,88249
frangieh_context_holdout_1_Co-culture,Co-culture::SMAD3+ctrl,test,context_unseen_row,Co-culture,Co-culture,SMAD3+ctrl,SMAD3,174,1.0,731,262,110059,88660
frangieh_context_holdout_1_Co-culture,Co-culture::SMAD4+ctrl,test,context_unseen_row,Co-culture,Co-culture,SMAD4+ctrl,SMAD4,175,1.0,731,198,110090,89342
frangieh_context_holdout_1_Co-culture,Co-culture::SOX4+ctrl,test,context_unseen_row,Co-culture,Co-culture,SOX4+ctrl,SOX4,177,1.0,731,220,108328,89831
frangieh_context_holdout_1_Co-culture,Co-culture::SP100+ctrl,test,context_unseen_row,Co-culture,Co-culture,SP100+ctrl,SP100,178,1.0,731,235,110019,90875
frangieh_context_holdout_1_Co-culture,Co-culture::SPESP1+ctrl,test,context_unseen_row,Co-culture,Co-culture,SPESP1+ctrl,SPESP1,179,1.0,731,233,109692,91288
frangieh_context_holdout_1_Co-culture,Co-culture::SPINT1+ctrl,test,context_unseen_row,Co-culture,Co-culture,SPINT1+ctrl,SPINT1,180,1.0,731,235,109994,91593
frangieh_context_holdout_1_Co-culture,Co-culture::SSR2+ctrl,test,context_unseen_row,Co-culture,Co-culture,SSR2+ctrl,SSR2,181,1.0,731,142,109862,92611
frangieh_context_holdout_1_Co-culture,Co-culture::STAT3+ctrl,test,context_unseen_row,Co-culture,Co-culture,STAT3+ctrl,STAT3,184,1.0,731,185,108482,93914
frangieh_context_holdout_1_Co-culture,Co-culture::STOM+ctrl,test,context_unseen_row,Co-culture,Co-culture,STOM+ctrl,STOM,23,1.0,731,234,109109,94334
frangieh_context_holdout_1_Co-culture,Co-culture::STX7+ctrl,test,context_unseen_row,Co-culture,Co-culture,STX7+ctrl,STX7,185,1.0,731,213,108899,95243
frangieh_context_holdout_1_Co-culture,Co-culture::TAPBP+ctrl,test,context_unseen_row,Co-culture,Co-culture,TAPBP+ctrl,TAPBP,186,1.0,731,170,109923,95955
frangieh_context_holdout_1_Co-culture,Co-culture::TAPBPL+ctrl,test,context_unseen_row,Co-culture,Co-culture,TAPBPL+ctrl,TAPBPL,187,1.0,731,237,108719,96664
frangieh_context_holdout_1_Co-culture,Co-culture::TFAP2A+ctrl,test,context_unseen_row,Co-culture,Co-culture,TFAP2A+ctrl,TFAP2A,188,1.0,731,228,108359,97067
frangieh_context_holdout_1_Co-culture,Co-culture::TGFB1+ctrl,test,context_unseen_row,Co-culture,Co-culture,TGFB1+ctrl,TGFB1,189,1.0,731,261,109727,97917
frangieh_context_holdout_1_Co-culture,Co-culture::TIMM50+ctrl,test,context_unseen_row,Co-culture,Co-culture,TIMM50+ctrl,TIMM50,190,1.0,731,106,108744,98279
frangieh_context_holdout_1_Co-culture,Co-culture::TIMP1+ctrl,test,context_unseen_row,Co-culture,Co-culture,TIMP1+ctrl,TIMP1,191,1.0,731,248,109914,98433
frangieh_context_holdout_1_Co-culture,Co-culture::TIMP2+ctrl,test,context_unseen_row,Co-culture,Co-culture,TIMP2+ctrl,TIMP2,192,1.0,731,159,108904,99462
frangieh_context_holdout_1_Co-culture,Co-culture::TIMP3+ctrl,test,context_unseen_row,Co-culture,Co-culture,TIMP3+ctrl,TIMP3,193,1.0,731,205,109052,99886
frangieh_context_holdout_1_Co-culture,Co-culture::TM4SF1+ctrl,test,context_unseen_row,Co-culture,Co-culture,TM4SF1+ctrl,TM4SF1,194,1.0,731,231,109481,100515
frangieh_context_holdout_1_Co-culture,Co-culture::TOP1MT+ctrl,test,context_unseen_row,Co-culture,Co-culture,TOP1MT+ctrl,TOP1MT,196,1.0,731,192,109794,101230
frangieh_context_holdout_1_Co-culture,Co-culture::TP53+ctrl,test,context_unseen_row,Co-culture,Co-culture,TP53+ctrl,TP53,197,1.0,731,193,109052,101733
frangieh_context_holdout_1_Co-culture,Co-culture::TPP1+ctrl,test,context_unseen_row,Co-culture,Co-culture,TPP1+ctrl,TPP1,198,1.0,731,216,108208,102325
frangieh_context_holdout_1_Co-culture,Co-culture::TRIM22+ctrl,test,context_unseen_row,Co-culture,Co-culture,TRIM22+ctrl,TRIM22,200,1.0,731,174,109450,102813
frangieh_context_holdout_1_Co-culture,Co-culture::TSC22D3+ctrl,test,context_unseen_row,Co-culture,Co-culture,TSC22D3+ctrl,TSC22D3,201,1.0,731,270,109368,103605
frangieh_context_holdout_1_Co-culture,Co-culture::TTLL1+ctrl,test,context_unseen_row,Co-culture,Co-culture,TTLL1+ctrl,TTLL1,202,1.0,731,240,109901,104319
frangieh_context_holdout_1_Co-culture,Co-culture::TXNDC17+ctrl,test,context_unseen_row,Co-culture,Co-culture,TXNDC17+ctrl,TXNDC17,203,1.0,731,158,110080,104932
frangieh_context_holdout_1_Co-culture,Co-culture::UBC+ctrl,test,context_unseen_row,Co-culture,Co-culture,UBC+ctrl,UBC,204,1.0,731,83,108482,105325
frangieh_context_holdout_1_Co-culture,Co-culture::UCN2+ctrl,test,context_unseen_row,Co-culture,Co-culture,UCN2+ctrl,UCN2,205,1.0,731,169,109474,105639
frangieh_context_holdout_1_Co-culture,Co-culture::UQCRFS1+ctrl,test,context_unseen_row,Co-culture,Co-culture,UQCRFS1+ctrl,UQCRFS1,206,1.0,731,112,108934,106160
frangieh_context_holdout_1_Co-culture,Co-culture::UQCRH+ctrl,test,context_unseen_row,Co-culture,Co-culture,UQCRH+ctrl,UQCRH,207,1.0,731,74,110120,106409
frangieh_context_holdout_1_Co-culture,Co-culture::VAT1+ctrl,test,context_unseen_row,Co-culture,Co-culture,VAT1+ctrl,VAT1,208,1.0,731,166,110034,106532
frangieh_context_holdout_1_Co-culture,Co-culture::VDAC2+ctrl,test,context_unseen_row,Co-culture,Co-culture,VDAC2+ctrl,VDAC2,209,1.0,731,240,108242,107084
frangieh_context_holdout_1_Co-culture,Control::AHNAK+ctrl,test,perturbation_unseen_column,Control,Control,AHNAK+ctrl,AHNAK,29,1.0,480,155,108576,3332
frangieh_context_holdout_1_Co-culture,Control::ARMC6+ctrl,test,perturbation_unseen_column,Control,Control,ARMC6+ctrl,ARMC6,31,1.0,480,139,108948,4947
frangieh_context_holdout_1_Co-culture,Control::CD47+ctrl,test,perturbation_unseen_column,Control,Control,CD47+ctrl,CD47,45,1.0,480,148,108424,12470
frangieh_context_holdout_1_Co-culture,Control::CDKN2B+ctrl,test,perturbation_unseen_column,Control,Control,CDKN2B+ctrl,CDKN2B,53,1.0,480,149,109991,18668
frangieh_context_holdout_1_Co-culture,Control::CKS1B+ctrl,test,perturbation_unseen_column,Control,Control,CKS1B+ctrl,CKS1B,56,1.0,480,147,109848,20541
frangieh_context_holdout_1_Co-culture,Control::CTSL+ctrl,test,perturbation_unseen_column,Control,Control,CTSL+ctrl,CTSL,65,1.0,480,148,108256,26241
frangieh_context_holdout_1_Co-culture,Control::EIF3K+ctrl,test,perturbation_unseen_column,Control,Control,EIF3K+ctrl,EIF3K,75,1.0,480,123,109130,32175
frangieh_context_holdout_1_Co-culture,Control::FGFR1+ctrl,test,perturbation_unseen_column,Control,Control,FGFR1+ctrl,FGFR1,81,1.0,480,186,108814,35417
frangieh_context_holdout_1_Co-culture,Control::FKBP4+ctrl,test,perturbation_unseen_column,Control,Control,FKBP4+ctrl,FKBP4,82,1.0,480,119,109347,35802
frangieh_context_holdout_1_Co-culture,Control::GSN+ctrl,test,perturbation_unseen_column,Control,Control,GSN+ctrl,GSN,94,1.0,480,177,109920,41682
frangieh_context_holdout_1_Co-culture,Control::JAK2+ctrl,test,perturbation_unseen_column,Control,Control,JAK2+ctrl,JAK2,12,1.0,480,172,108876,52530
frangieh_context_holdout_1_Co-culture,Control::MC1R+ctrl,test,perturbation_unseen_column,Control,Control,MC1R+ctrl,MC1R,118,1.0,480,147,109063,58822
frangieh_context_holdout_1_Co-culture,Control::MRPL47+ctrl,test,perturbation_unseen_column,Control,Control,MRPL47+ctrl,MRPL47,122,1.0,480,72,108914,61512
frangieh_context_holdout_1_Co-culture,Control::MT2A+ctrl,test,perturbation_unseen_column,Control,Control,MT2A+ctrl,MT2A,123,1.0,480,105,108694,61910
frangieh_context_holdout_1_Co-culture,Control::NOLC1+ctrl,test,perturbation_unseen_column,Control,Control,NOLC1+ctrl,NOLC1,15,1.0,480,57,109227,64333
frangieh_context_holdout_1_Co-culture,Control::NONO+ctrl,test,perturbation_unseen_column,Control,Control,NONO+ctrl,NONO,131,1.0,480,133,109339,64901
frangieh_context_holdout_1_Co-culture,Control::NPC2+ctrl,test,perturbation_unseen_column,Control,Control,NPC2+ctrl,NPC2,133,1.0,480,140,108836,66119
frangieh_context_holdout_1_Co-culture,Control::PFN1+ctrl,test,perturbation_unseen_column,Control,Control,PFN1+ctrl,PFN1,140,1.0,480,74,110154,69131
frangieh_context_holdout_1_Co-culture,Control::PTMA+ctrl,test,perturbation_unseen_column,Control,Control,PTMA+ctrl,PTMA,146,1.0,480,124,108431,72208
frangieh_context_holdout_1_Co-culture,Control::RTP4+ctrl,test,perturbation_unseen_column,Control,Control,RTP4+ctrl,RTP4,157,1.0,480,189,109533,76516
frangieh_context_holdout_1_Co-culture,Control::SAT1+ctrl,test,perturbation_unseen_column,Control,Control,SAT1+ctrl,SAT1,19,1.0,480,155,109181,78612
frangieh_context_holdout_1_Co-culture,Control::SDC3+ctrl,test,perturbation_unseen_column,Control,Control,SDC3+ctrl,SDC3,162,1.0,480,143,109634,80212
frangieh_context_holdout_1_Co-culture,Control::SERPINA3+ctrl,test,perturbation_unseen_column,Control,Control,SERPINA3+ctrl,SERPINA3,164,1.0,480,121,109683,81624
frangieh_context_holdout_1_Co-culture,Control::SERPINE2+ctrl,test,perturbation_unseen_column,Control,Control,SERPINE2+ctrl,SERPINE2,165,1.0,480,130,109045,82435
frangieh_context_holdout_1_Co-culture,Control::SET+ctrl,test,perturbation_unseen_column,Control,Control,SET+ctrl,SET,21,1.0,480,114,110113,83499
frangieh_context_holdout_1_Co-culture,Control::SHMT2+ctrl,test,perturbation_unseen_column,Control,Control,SHMT2+ctrl,SHMT2,22,1.0,480,115,108640,84398
frangieh_context_holdout_1_Co-culture,Control::SLC22A18+ctrl,test,perturbation_unseen_column,Control,Control,SLC22A18+ctrl,SLC22A18,169,1.0,480,182,108708,86558
frangieh_context_holdout_1_Co-culture,Control::ST6GALNAC2+ctrl,test,perturbation_unseen_column,Control,Control,ST6GALNAC2+ctrl,ST6GALNAC2,182,1.0,480,109,108358,92981
frangieh_context_holdout_1_Co-culture,Control::STAT1+ctrl,test,perturbation_unseen_column,Control,Control,STAT1+ctrl,STAT1,183,1.0,480,125,109130,93368
frangieh_context_holdout_1_Co-culture,Control::WBP2+ctrl,test,perturbation_unseen_column,Control,Control,WBP2+ctrl,WBP2,210,1.0,480,138,108547,108057
frangieh_context_holdout_1_Co-culture,IFNγ::AHNAK+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,AHNAK+ctrl,AHNAK,29,1.0,789,224,109859,3280
frangieh_context_holdout_1_Co-culture,IFNγ::ARMC6+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,ARMC6+ctrl,ARMC6,31,1.0,789,204,110066,4929
frangieh_context_holdout_1_Co-culture,IFNγ::CD47+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,CD47+ctrl,CD47,45,1.0,789,253,109516,12420
frangieh_context_holdout_1_Co-culture,IFNγ::CDKN2B+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,CDKN2B+ctrl,CDKN2B,53,1.0,789,253,109872,18749
frangieh_context_holdout_1_Co-culture,IFNγ::CKS1B+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,CKS1B+ctrl,CKS1B,56,1.0,789,241,109384,20536
frangieh_context_holdout_1_Co-culture,IFNγ::CTSL+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,CTSL+ctrl,CTSL,65,1.0,789,219,109756,25799
frangieh_context_holdout_1_Co-culture,IFNγ::EIF3K+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,EIF3K+ctrl,EIF3K,75,1.0,789,198,109888,32283
frangieh_context_holdout_1_Co-culture,IFNγ::FGFR1+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,FGFR1+ctrl,FGFR1,81,1.0,789,316,108562,35183
frangieh_context_holdout_1_Co-culture,IFNγ::FKBP4+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,FKBP4+ctrl,FKBP4,82,1.0,789,181,109184,35882
frangieh_context_holdout_1_Co-culture,IFNγ::GSN+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,GSN+ctrl,GSN,94,1.0,789,258,109636,41788
frangieh_context_holdout_1_Co-culture,IFNγ::JAK2+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,JAK2+ctrl,JAK2,12,1.0,789,244,110064,51976
frangieh_context_holdout_1_Co-culture,IFNγ::MC1R+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,MC1R+ctrl,MC1R,118,1.0,789,233,109788,58994
frangieh_context_holdout_1_Co-culture,IFNγ::MRPL47+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,MRPL47+ctrl,MRPL47,122,1.0,789,138,109088,61312
frangieh_context_holdout_1_Co-culture,IFNγ::MT2A+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,MT2A+ctrl,MT2A,123,1.0,789,170,108593,61772
frangieh_context_holdout_1_Co-culture,IFNγ::NOLC1+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,NOLC1+ctrl,NOLC1,15,1.0,789,89,108203,64324
frangieh_context_holdout_1_Co-culture,IFNγ::NONO+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,NONO+ctrl,NONO,131,1.0,789,192,109035,64725
frangieh_context_holdout_1_Co-culture,IFNγ::NPC2+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,NPC2+ctrl,NPC2,133,1.0,789,232,109213,65877
frangieh_context_holdout_1_Co-culture,IFNγ::PFN1+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,PFN1+ctrl,PFN1,140,1.0,789,104,109931,69145
frangieh_context_holdout_1_Co-culture,IFNγ::PTMA+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,PTMA+ctrl,PTMA,146,1.0,789,216,108918,72043
frangieh_context_holdout_1_Co-culture,IFNγ::RTP4+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,RTP4+ctrl,RTP4,157,1.0,789,290,108901,77050
frangieh_context_holdout_1_Co-culture,IFNγ::SAT1+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,SAT1+ctrl,SAT1,19,1.0,789,226,108749,78497
frangieh_context_holdout_1_Co-culture,IFNγ::SDC3+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,SDC3+ctrl,SDC3,162,1.0,789,295,108189,79618
frangieh_context_holdout_1_Co-culture,IFNγ::SERPINA3+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,SERPINA3+ctrl,SERPINA3,164,1.0,789,209,109795,81824
frangieh_context_holdout_1_Co-culture,IFNγ::SERPINE2+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,SERPINE2+ctrl,SERPINE2,165,1.0,789,211,108868,82223
frangieh_context_holdout_1_Co-culture,IFNγ::SET+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,SET+ctrl,SET,21,1.0,789,181,109201,83525
frangieh_context_holdout_1_Co-culture,IFNγ::SHMT2+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,SHMT2+ctrl,SHMT2,22,1.0,789,190,110182,84319
frangieh_context_holdout_1_Co-culture,IFNγ::SLC22A18+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,SLC22A18+ctrl,SLC22A18,169,1.0,789,325,108629,86192
frangieh_context_holdout_1_Co-culture,IFNγ::ST6GALNAC2+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,ST6GALNAC2+ctrl,ST6GALNAC2,182,1.0,789,196,109652,92803
frangieh_context_holdout_1_Co-culture,IFNγ::STAT1+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,STAT1+ctrl,STAT1,183,1.0,789,203,108191,93161
frangieh_context_holdout_1_Co-culture,IFNγ::WBP2+ctrl,test,perturbation_unseen_column,IFNγ,IFNγ,WBP2+ctrl,WBP2,210,1.0,789,280,109268,107781
frangieh_context_holdout_1_Co-culture,Control::CTSO+ctrl,test,random_missing_pair,Control,Control,CTSO+ctrl,CTSO,66,1.0,480,184,109896,26462
frangieh_context_holdout_1_Co-culture,Control::CYP27A1+ctrl,test,random_missing_pair,Control,Control,CYP27A1+ctrl,CYP27A1,68,1.0,480,168,108741,27916
frangieh_context_holdout_1_Co-culture,Control::DDR1+ctrl,test,random_missing_pair,Control,Control,DDR1+ctrl,DDR1,5,1.0,480,131,109906,29118
frangieh_context_holdout_1_Co-culture,Control::DDX17+ctrl,test,random_missing_pair,Control,Control,DDX17+ctrl,DDX17,70,1.0,480,119,109487,29434
frangieh_context_holdout_1_Co-culture,Control::ENPP1+ctrl,test,random_missing_pair,Control,Control,ENPP1+ctrl,ENPP1,8,1.0,480,146,108430,33108
frangieh_context_holdout_1_Co-culture,Control::LGALS3+ctrl,test,random_missing_pair,Control,Control,LGALS3+ctrl,LGALS3,115,1.0,480,142,109943,56929
frangieh_context_holdout_1_Co-culture,Control::MDH2+ctrl,test,random_missing_pair,Control,Control,MDH2+ctrl,MDH2,119,1.0,480,131,108611,59706
frangieh_context_holdout_1_Co-culture,Control::VAT1+ctrl,test,random_missing_pair,Control,Control,VAT1+ctrl,VAT1,208,1.0,480,125,109634,106496
frangieh_context_holdout_1_Co-culture,IFNγ::APOE+ctrl,test,random_missing_pair,IFNγ,IFNγ,APOE+ctrl,APOE,30,1.0,789,244,109469,4612
frangieh_context_holdout_1_Co-culture,IFNγ::C19orf48+ctrl,test,random_missing_pair,IFNγ,IFNγ,C19orf48+ctrl,C19orf48,35,1.0,789,274,109064,9398
frangieh_context_holdout_1_Co-culture,IFNγ::CORO1A+ctrl,test,random_missing_pair,IFNγ,IFNγ,CORO1A+ctrl,CORO1A,58,1.0,789,223,109324,21921
frangieh_context_holdout_1_Co-culture,IFNγ::CYP27A1+ctrl,test,random_missing_pair,IFNγ,IFNγ,CYP27A1+ctrl,CYP27A1,68,1.0,789,239,110009,27826
frangieh_context_holdout_1_Co-culture,IFNγ::E2F1+ctrl,test,random_missing_pair,IFNγ,IFNγ,E2F1+ctrl,E2F1,73,1.0,789,169,109323,30888
frangieh_context_holdout_1_Co-culture,IFNγ::FBXO32+ctrl,test,random_missing_pair,IFNγ,IFNγ,FBXO32+ctrl,FBXO32,80,1.0,789,261,109931,34697
frangieh_context_holdout_1_Co-culture,IFNγ::HLA-F+ctrl,test,random_missing_pair,IFNγ,IFNγ,HLA-F+ctrl,HLA-F,99,1.0,789,256,110129,45187
frangieh_context_holdout_1_Co-culture,IFNγ::HNRNPA1+ctrl,test,random_missing_pair,IFNγ,IFNγ,HNRNPA1+ctrl,HNRNPA1,100,1.0,789,165,108549,45428
frangieh_context_holdout_1_Co-culture,IFNγ::IDH2+ctrl,test,random_missing_pair,IFNγ,IFNγ,IDH2+ctrl,IDH2,103,1.0,789,247,109071,46858
frangieh_context_holdout_1_Co-culture,IFNγ::ITGA3+ctrl,test,random_missing_pair,IFNγ,IFNγ,ITGA3+ctrl,ITGA3,109,1.0,789,227,108307,50838
frangieh_context_holdout_1_Co-culture,IFNγ::KDR+ctrl,test,random_missing_pair,IFNγ,IFNγ,KDR+ctrl,KDR,112,1.0,789,276,108942,54584
frangieh_context_holdout_1_Co-culture,IFNγ::MFGE8+ctrl,test,random_missing_pair,IFNγ,IFNγ,MFGE8+ctrl,MFGE8,120,1.0,789,341,108582,60292
frangieh_context_holdout_1_Co-culture,IFNγ::RNF213+ctrl,test,random_missing_pair,IFNγ,IFNγ,RNF213+ctrl,RNF213,153,1.0,789,217,109090,75270
frangieh_context_holdout_1_Co-culture,IFNγ::S100A6+ctrl,test,random_missing_pair,IFNγ,IFNγ,S100A6+ctrl,S100A6,18,1.0,789,228,109553,77651
frangieh_context_holdout_1_Co-culture,IFNγ::SERPINF1+ctrl,test,random_missing_pair,IFNγ,IFNγ,SERPINF1+ctrl,SERPINF1,166,1.0,789,212,109169,82959
frangieh_context_holdout_1_Co-culture,IFNγ::STAT3+ctrl,test,random_missing_pair,IFNγ,IFNγ,STAT3+ctrl,STAT3,184,1.0,789,203,109575,93866
frangieh_context_holdout_1_Co-culture,IFNγ::STX7+ctrl,test,random_missing_pair,IFNγ,IFNγ,STX7+ctrl,STX7,185,1.0,789,246,108635,95171
frangieh_context_holdout_1_Co-culture,IFNγ::TGFB1+ctrl,test,random_missing_pair,IFNγ,IFNγ,TGFB1+ctrl,TGFB1,189,1.0,789,272,108769,97563
frangieh_context_holdout_1_Co-culture,IFNγ::TIMP1+ctrl,test,random_missing_pair,IFNγ,IFNγ,TIMP1+ctrl,TIMP1,191,1.0,789,232,108787,98624
frangieh_context_holdout_1_Co-culture,IFNγ::TIMP2+ctrl,test,random_missing_pair,IFNγ,IFNγ,TIMP2+ctrl,TIMP2,192,1.0,789,186,110075,99493
frangieh_context_holdout_1_Co-culture,IFNγ::TSC22D3+ctrl,test,random_missing_pair,IFNγ,IFNγ,TSC22D3+ctrl,TSC22D3,201,1.0,789,259,110114,103251
frangieh_context_holdout_1_Co-culture,IFNγ::UBC+ctrl,test,random_missing_pair,IFNγ,IFNγ,UBC+ctrl,UBC,204,1.0,789,105,108674,105407
frangieh_context_holdout_1_Co-culture,Control::A2M+ctrl,train,source_train_pair,Control,Control,A2M+ctrl,A2M,24,1.0,480,165,108814,548
frangieh_context_holdout_1_Co-culture,Control::ACTA2+ctrl,train,source_train_pair,Control,Control,ACTA2+ctrl,ACTA2,26,1.0,480,183,109533,1437
frangieh_context_holdout_1_Co-culture,Control::AEBP1+ctrl,train,source_train_pair,Control,Control,AEBP1+ctrl,AEBP1,27,1.0,480,181,109620,1843
frangieh_context_holdout_1_Co-culture,Control::AGA+ctrl,train,source_train_pair,Control,Control,AGA+ctrl,AGA,28,1.0,480,155,109754,3064
frangieh_context_holdout_1_Co-culture,Control::APOD+ctrl,train,source_train_pair,Control,Control,APOD+ctrl,APOD,0,1.0,480,133,108617,3874
frangieh_context_holdout_1_Co-culture,Control::APOE+ctrl,train,source_train_pair,Control,Control,APOE+ctrl,APOE,30,1.0,480,164,109096,4685
frangieh_context_holdout_1_Co-culture,Control::B2M+ctrl,train,source_train_pair,Control,Control,B2M+ctrl,B2M,1,1.0,480,150,108846,6633
frangieh_context_holdout_1_Co-culture,Control::BOLA2+ctrl,train,source_train_pair,Control,Control,BOLA2+ctrl,BOLA2,33,1.0,480,94,109050,6779
frangieh_context_holdout_1_Co-culture,Control::BOLA2B+ctrl,train,source_train_pair,Control,Control,BOLA2B+ctrl,BOLA2B,2,1.0,480,103,109832,7196
frangieh_context_holdout_1_Co-culture,Control::BZW2+ctrl,train,source_train_pair,Control,Control,BZW2+ctrl,BZW2,34,1.0,480,150,108936,7821
frangieh_context_holdout_1_Co-culture,Control::C19orf48+ctrl,train,source_train_pair,Control,Control,C19orf48+ctrl,C19orf48,35,1.0,480,154,109738,9059
frangieh_context_holdout_1_Co-culture,Control::C1QBP+ctrl,train,source_train_pair,Control,Control,C1QBP+ctrl,C1QBP,36,1.0,480,99,109915,8123
frangieh_context_holdout_1_Co-culture,Control::C6orf226+ctrl,train,source_train_pair,Control,Control,C6orf226+ctrl,C6orf226,37,1.0,480,118,108507,8627
frangieh_context_holdout_1_Co-culture,Control::CCND1+ctrl,train,source_train_pair,Control,Control,CCND1+ctrl,CCND1,38,1.0,480,98,109440,9837
frangieh_context_holdout_1_Co-culture,Control::CCND2+ctrl,train,source_train_pair,Control,Control,CCND2+ctrl,CCND2,39,1.0,480,115,108485,10439
frangieh_context_holdout_1_Co-culture,Control::CCR10+ctrl,train,source_train_pair,Control,Control,CCR10+ctrl,CCR10,40,1.0,480,131,108668,10747
frangieh_context_holdout_1_Co-culture,Control::CD151+ctrl,train,source_train_pair,Control,Control,CD151+ctrl,CD151,42,1.0,480,144,109620,14726
frangieh_context_holdout_1_Co-culture,Control::CD274+ctrl,train,source_train_pair,Control,Control,CD274+ctrl,CD274,43,1.0,480,148,108313,15299
frangieh_context_holdout_1_Co-culture,Control::CD44+ctrl,train,source_train_pair,Control,Control,CD44+ctrl,CD44,44,1.0,480,180,110088,11515
frangieh_context_holdout_1_Co-culture,Control::CD58+ctrl,train,source_train_pair,Control,Control,CD58+ctrl,CD58,46,1.0,480,141,109762,13199
frangieh_context_holdout_1_Co-culture,Control::CD59+ctrl,train,source_train_pair,Control,Control,CD59+ctrl,CD59,47,1.0,480,175,109927,13372
frangieh_context_holdout_1_Co-culture,Control::CD63+ctrl,train,source_train_pair,Control,Control,CD63+ctrl,CD63,3,1.0,480,117,109194,14169
frangieh_context_holdout_1_Co-culture,Control::CDH19+ctrl,train,source_train_pair,Control,Control,CDH19+ctrl,CDH19,49,1.0,480,170,109380,16424
frangieh_context_holdout_1_Co-culture,Control::CDK4+ctrl,train,source_train_pair,Control,Control,CDK4+ctrl,CDK4,4,1.0,480,140,109592,16874
frangieh_context_holdout_1_Co-culture,Control::CDKN1A+ctrl,train,source_train_pair,Control,Control,CDKN1A+ctrl,CDKN1A,51,1.0,480,163,108316,17742
frangieh_context_holdout_1_Co-culture,Control::CDKN2A+ctrl,train,source_train_pair,Control,Control,CDKN2A+ctrl,CDKN2A,52,1.0,480,124,109548,18317
frangieh_context_holdout_1_Co-culture,Control::CHCHD2+ctrl,train,source_train_pair,Control,Control,CHCHD2+ctrl,CHCHD2,54,1.0,480,162,109087,19319
frangieh_context_holdout_1_Co-culture,Control::CITED1+ctrl,train,source_train_pair,Control,Control,CITED1+ctrl,CITED1,55,1.0,480,166,109533,20397
frangieh_context_holdout_1_Co-culture,Control::CMSS1+ctrl,train,source_train_pair,Control,Control,CMSS1+ctrl,CMSS1,57,1.0,480,143,109721,21402
frangieh_context_holdout_1_Co-culture,Control::CORO1A+ctrl,train,source_train_pair,Control,Control,CORO1A+ctrl,CORO1A,58,1.0,480,143,109991,21909
frangieh_context_holdout_1_Co-culture,Control::CSPG4+ctrl,train,source_train_pair,Control,Control,CSPG4+ctrl,CSPG4,59,1.0,480,162,109412,22602
frangieh_context_holdout_1_Co-culture,Control::CTPS1+ctrl,train,source_train_pair,Control,Control,CTPS1+ctrl,CTPS1,61,1.0,480,63,110116,23460
frangieh_context_holdout_1_Co-culture,Control::CTSB+ctrl,train,source_train_pair,Control,Control,CTSB+ctrl,CTSB,63,1.0,480,145,109125,24546
