source_row_index,task_id,perturbation,guide_id,target_split,logical_x_row_read_count
6060,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
6065,E182::FAM120A::FAM120A_2,FAM120A,FAM120A_2,conformal_calibration,1
6112,E182::ZC3H10::ZC3H10_2,ZC3H10,ZC3H10_2,conformal_calibration,1
6125,E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,1
6148,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
6170,E182::HNRNPK::HNRNPK_1,HNRNPK,HNRNPK_1,conformal_calibration,1
6181,E182::FAM120A::FAM120A_2,FAM120A,FAM120A_2,conformal_calibration,1
6188,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
6226,E182::GPKOW::GPKOW_2,GPKOW,GPKOW_2,conformal_calibration,1
6236,E182::TIA1::TIA1_2,TIA1,TIA1_2,conformal_calibration,1
6248,E182::TIA1::TIA1_2,TIA1,TIA1_2,conformal_calibration,1
6261,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
6262,E182::ZRANB2::ZRANB2_1,ZRANB2,ZRANB2_1,conformal_calibration,1
6277,E182::HNRNPK::HNRNPK_2,HNRNPK,HNRNPK_2,conformal_calibration,1
6361,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
6384,E182::SND1::SND1_2,SND1,SND1_2,conformal_calibration,1
6403,E182::ZC3H10::ZC3H10_2,ZC3H10,ZC3H10_2,conformal_calibration,1
6450,E182::UPF1::UPF1_2,UPF1,UPF1_2,conformal_calibration,1
6502,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
6575,E182::PABPC4::PABPC4_1,PABPC4,PABPC4_1,conformal_calibration,1
6592,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
6598,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
6618,E182::FASTKD2::FASTKD2_2,FASTKD2,FASTKD2_2,conformal_calibration,1
6624,E182::CSTF2T::CSTF2T_2,CSTF2T,CSTF2T_2,conformal_calibration,1
6654,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
6661,E182::SND1::SND1_2,SND1,SND1_2,conformal_calibration,1
6677,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
6695,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
6696,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
6789,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
6796,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
6804,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
6817,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
6843,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
6870,E182::GPKOW::GPKOW_2,GPKOW,GPKOW_2,conformal_calibration,1
6903,E182::KHDRBS2::KHDRBS2_2,KHDRBS2,KHDRBS2_2,conformal_calibration,1
6912,E182::UPF1::UPF1_2,UPF1,UPF1_2,conformal_calibration,1
6917,E182::KHDRBS2::KHDRBS2_2,KHDRBS2,KHDRBS2_2,conformal_calibration,1
6946,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
6950,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
6967,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
6968,E182::HNRNPK::HNRNPK_1,HNRNPK,HNRNPK_1,conformal_calibration,1
6985,E182::GPKOW::GPKOW_1,GPKOW,GPKOW_1,conformal_calibration,1
6991,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
6999,E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,1
7039,E182::GPKOW::GPKOW_2,GPKOW,GPKOW_2,conformal_calibration,1
7067,E182::GPKOW::GPKOW_2,GPKOW,GPKOW_2,conformal_calibration,1
7079,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
7095,E182::UPF1::UPF1_2,UPF1,UPF1_2,conformal_calibration,1
7099,E182::HNRNPK::HNRNPK_2,HNRNPK,HNRNPK_2,conformal_calibration,1
7105,E182::TARDBP::TARDBP_1,TARDBP,TARDBP_1,conformal_calibration,1
7108,E182::CSTF2T::CSTF2T_2,CSTF2T,CSTF2T_2,conformal_calibration,1
7131,E182::ZRANB2::ZRANB2_1,ZRANB2,ZRANB2_1,conformal_calibration,1
7148,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
7173,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
7286,E182::GPKOW::GPKOW_1,GPKOW,GPKOW_1,conformal_calibration,1
7292,E182::HNRNPK::HNRNPK_1,HNRNPK,HNRNPK_1,conformal_calibration,1
7304,E182::SND1::SND1_2,SND1,SND1_2,conformal_calibration,1
7316,E182::TIA1::TIA1_2,TIA1,TIA1_2,conformal_calibration,1
7317,E182::KHDRBS2::KHDRBS2_2,KHDRBS2,KHDRBS2_2,conformal_calibration,1
7322,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
7336,E182::UPF1::UPF1_2,UPF1,UPF1_2,conformal_calibration,1
7514,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
7544,E182::GPKOW::GPKOW_1,GPKOW,GPKOW_1,conformal_calibration,1
7546,E182::FASTKD2::FASTKD2_2,FASTKD2,FASTKD2_2,conformal_calibration,1
7551,E182::SF3B1::SF3B1_1,SF3B1,SF3B1_1,conformal_calibration,1
7560,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
7583,E182::FASTKD2::FASTKD2_2,FASTKD2,FASTKD2_2,conformal_calibration,1
7603,E182::CSTF2T::CSTF2T_2,CSTF2T,CSTF2T_2,conformal_calibration,1
7618,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
7627,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
7661,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
7681,E182::UPF1::UPF1_2,UPF1,UPF1_2,conformal_calibration,1
7696,E182::PABPC4::PABPC4_2,PABPC4,PABPC4_2,conformal_calibration,1
7703,E182::PABPC4::PABPC4_1,PABPC4,PABPC4_1,conformal_calibration,1
7713,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
7722,E182::GPKOW::GPKOW_2,GPKOW,GPKOW_2,conformal_calibration,1
7746,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
7759,E182::CSTF2T::CSTF2T_2,CSTF2T,CSTF2T_2,conformal_calibration,1
7761,E182::FASTKD2::FASTKD2_2,FASTKD2,FASTKD2_2,conformal_calibration,1
7768,E182::UPF1::UPF1_2,UPF1,UPF1_2,conformal_calibration,1
7800,E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,1
7832,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
7861,E182::ZRANB2::ZRANB2_1,ZRANB2,ZRANB2_1,conformal_calibration,1
7881,E182::GPKOW::GPKOW_2,GPKOW,GPKOW_2,conformal_calibration,1
7890,E182::TARDBP::TARDBP_1,TARDBP,TARDBP_1,conformal_calibration,1
7967,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
7972,E182::KHDRBS2::KHDRBS2_1,KHDRBS2,KHDRBS2_1,conformal_calibration,1
8020,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
8070,E182::QKI::QKI_2,QKI,QKI_2,conformal_calibration,1
8110,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
8117,E182::FASTKD2::FASTKD2_1,FASTKD2,FASTKD2_1,conformal_calibration,1
8140,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
8151,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
8157,E182::UPF1::UPF1_2,UPF1,UPF1_2,conformal_calibration,1
8172,E182::HNRNPK::HNRNPK_1,HNRNPK,HNRNPK_1,conformal_calibration,1
8180,E182::CSTF2T::CSTF2T_1,CSTF2T,CSTF2T_1,conformal_calibration,1
8184,E182::CSTF2T::CSTF2T_2,CSTF2T,CSTF2T_2,conformal_calibration,1
8196,E182::PABPC4::PABPC4_2,PABPC4,PABPC4_2,conformal_calibration,1
8201,E182::SND1::SND1_2,SND1,SND1_2,conformal_calibration,1
8219,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
8222,E182::GPKOW::GPKOW_2,GPKOW,GPKOW_2,conformal_calibration,1
8237,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
8245,E182::ZRANB2::ZRANB2_2,ZRANB2,ZRANB2_2,conformal_calibration,1
8254,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
8290,E182::PABPC4::PABPC4_2,PABPC4,PABPC4_2,conformal_calibration,1
8304,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
8308,E182::QKI::QKI_2,QKI,QKI_2,conformal_calibration,1
8326,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
8336,E182::HNRNPK::HNRNPK_1,HNRNPK,HNRNPK_1,conformal_calibration,1
8351,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
8386,E182::SND1::SND1_2,SND1,SND1_2,conformal_calibration,1
8397,E182::QKI::QKI_2,QKI,QKI_2,conformal_calibration,1
8405,E182::LIN28B::LIN28B_2,LIN28B,LIN28B_2,conformal_calibration,1
8411,E182::ZC3H10::ZC3H10_1,ZC3H10,ZC3H10_1,conformal_calibration,1
8424,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
8444,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
8459,E182::SF3B1::SF3B1_1,SF3B1,SF3B1_1,conformal_calibration,1
8462,E182::RBFOX2::RBFOX2_1,RBFOX2,RBFOX2_1,conformal_calibration,1
8465,E182::PABPC4::PABPC4_2,PABPC4,PABPC4_2,conformal_calibration,1
8482,E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,1
8534,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
8536,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
8540,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
8555,E182::TARDBP::TARDBP_1,TARDBP,TARDBP_1,conformal_calibration,1
8558,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
8561,E182::ZC3H10::ZC3H10_2,ZC3H10,ZC3H10_2,conformal_calibration,1
8574,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
8577,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
8589,E182::PABPC3::PABPC3_1,PABPC3,PABPC3_1,conformal_calibration,1
8636,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
8637,E182::SND1::SND1_2,SND1,SND1_2,conformal_calibration,1
8686,E182::LIN28B::LIN28B_2,LIN28B,LIN28B_2,conformal_calibration,1
8690,E182::CSTF2T::CSTF2T_2,CSTF2T,CSTF2T_2,conformal_calibration,1
8702,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
8717,E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,1
8721,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
8740,E182::RBFOX2::RBFOX2_1,RBFOX2,RBFOX2_1,conformal_calibration,1
8757,E182::UPF1::UPF1_2,UPF1,UPF1_2,conformal_calibration,1
8779,E182::ZC3H10::ZC3H10_1,ZC3H10,ZC3H10_1,conformal_calibration,1
8794,E182::FAM120A::FAM120A_2,FAM120A,FAM120A_2,conformal_calibration,1
8815,E182::FASTKD2::FASTKD2_2,FASTKD2,FASTKD2_2,conformal_calibration,1
8820,E182::SF3B1::SF3B1_1,SF3B1,SF3B1_1,conformal_calibration,1
8846,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
8871,E182::SND1::SND1_2,SND1,SND1_2,conformal_calibration,1
8882,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
8893,E182::LIN28B::LIN28B_1,LIN28B,LIN28B_1,conformal_calibration,1
8931,E182::FAM120A::FAM120A_2,FAM120A,FAM120A_2,conformal_calibration,1
8935,E182::ZC3H10::ZC3H10_2,ZC3H10,ZC3H10_2,conformal_calibration,1
8938,E182::HNRNPK::HNRNPK_1,HNRNPK,HNRNPK_1,conformal_calibration,1
8940,E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,1
8943,E182::FASTKD2::FASTKD2_1,FASTKD2,FASTKD2_1,conformal_calibration,1
8958,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
9020,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
9052,E182::ZRANB2::ZRANB2_2,ZRANB2,ZRANB2_2,conformal_calibration,1
9063,E182::HNRNPK::HNRNPK_2,HNRNPK,HNRNPK_2,conformal_calibration,1
9064,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
9080,E182::SF3B1::SF3B1_1,SF3B1,SF3B1_1,conformal_calibration,1
9119,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
9128,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
9141,E182::PABPC3::PABPC3_1,PABPC3,PABPC3_1,conformal_calibration,1
9178,E182::FASTKD2::FASTKD2_2,FASTKD2,FASTKD2_2,conformal_calibration,1
9194,E182::PABPC4::PABPC4_2,PABPC4,PABPC4_2,conformal_calibration,1
9206,E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,1
9235,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
9267,E182::TIA1::TIA1_2,TIA1,TIA1_2,conformal_calibration,1
9286,E182::QKI::QKI_2,QKI,QKI_2,conformal_calibration,1
9293,E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,1
9303,E182::SND1::SND1_1,SND1,SND1_1,conformal_calibration,1
9320,E182::ZRANB2::ZRANB2_1,ZRANB2,ZRANB2_1,conformal_calibration,1
9322,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
9349,E182::HNRNPK::HNRNPK_1,HNRNPK,HNRNPK_1,conformal_calibration,1
9374,E182::RBFOX2::RBFOX2_1,RBFOX2,RBFOX2_1,conformal_calibration,1
9403,E182::SND1::SND1_1,SND1,SND1_1,conformal_calibration,1
9437,E182::KHDRBS2::KHDRBS2_2,KHDRBS2,KHDRBS2_2,conformal_calibration,1
9442,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
9454,E182::CSTF2T::CSTF2T_2,CSTF2T,CSTF2T_2,conformal_calibration,1
9455,E182::KHDRBS2::KHDRBS2_1,KHDRBS2,KHDRBS2_1,conformal_calibration,1
9491,E182::PABPC4::PABPC4_1,PABPC4,PABPC4_1,conformal_calibration,1
9501,E182::TIA1::TIA1_2,TIA1,TIA1_2,conformal_calibration,1
9518,E182::FAM120A::FAM120A_2,FAM120A,FAM120A_2,conformal_calibration,1
9546,E182::KHDRBS2::KHDRBS2_1,KHDRBS2,KHDRBS2_1,conformal_calibration,1
9549,E182::TARDBP::TARDBP_1,TARDBP,TARDBP_1,conformal_calibration,1
9559,E182::ZRANB2::ZRANB2_2,ZRANB2,ZRANB2_2,conformal_calibration,1
9615,E182::ZRANB2::ZRANB2_2,ZRANB2,ZRANB2_2,conformal_calibration,1
9621,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
9656,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
9667,E182::LIN28B::LIN28B_2,LIN28B,LIN28B_2,conformal_calibration,1
9674,E182::TIA1::TIA1_2,TIA1,TIA1_2,conformal_calibration,1
9687,E182::FASTKD2::FASTKD2_1,FASTKD2,FASTKD2_1,conformal_calibration,1
9695,E182::UPF1::UPF1_2,UPF1,UPF1_2,conformal_calibration,1
9696,E182::CSTF2T::CSTF2T_2,CSTF2T,CSTF2T_2,conformal_calibration,1
9714,E182::ZRANB2::ZRANB2_2,ZRANB2,ZRANB2_2,conformal_calibration,1
9725,E182::TARDBP::TARDBP_1,TARDBP,TARDBP_1,conformal_calibration,1
9728,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
9730,E182::SF3B1::SF3B1_1,SF3B1,SF3B1_1,conformal_calibration,1
9735,E182::ZC3H10::ZC3H10_2,ZC3H10,ZC3H10_2,conformal_calibration,1
9764,E182::TIA1::TIA1_2,TIA1,TIA1_2,conformal_calibration,1
9808,E182::TARDBP::TARDBP_1,TARDBP,TARDBP_1,conformal_calibration,1
9815,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
9835,E182::SND1::SND1_2,SND1,SND1_2,conformal_calibration,1
9838,E182::PABPC4::PABPC4_1,PABPC4,PABPC4_1,conformal_calibration,1
9857,E182::SND1::SND1_1,SND1,SND1_1,conformal_calibration,1
9864,E182::FAM120A::FAM120A_2,FAM120A,FAM120A_2,conformal_calibration,1
9869,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
9871,E182::TIA1::TIA1_1,TIA1,TIA1_1,conformal_calibration,1
9896,E182::TARDBP::TARDBP_1,TARDBP,TARDBP_1,conformal_calibration,1
9937,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
9962,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
9966,E182::GPKOW::GPKOW_1,GPKOW,GPKOW_1,conformal_calibration,1
9970,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
9972,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
9975,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
9979,E182::KHDRBS2::KHDRBS2_2,KHDRBS2,KHDRBS2_2,conformal_calibration,1
10003,E182::SF3B1::SF3B1_1,SF3B1,SF3B1_1,conformal_calibration,1
10014,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
10023,E182::HNRNPK::HNRNPK_2,HNRNPK,HNRNPK_2,conformal_calibration,1
10046,E182::FASTKD2::FASTKD2_2,FASTKD2,FASTKD2_2,conformal_calibration,1
10054,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
10058,E182::CSTF2T::CSTF2T_1,CSTF2T,CSTF2T_1,conformal_calibration,1
10065,E182::HNRNPK::HNRNPK_2,HNRNPK,HNRNPK_2,conformal_calibration,1
10077,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
10160,E182::SND1::SND1_1,SND1,SND1_1,conformal_calibration,1
10175,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
10181,E182::PABPC4::PABPC4_2,PABPC4,PABPC4_2,conformal_calibration,1
10222,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
10223,E182::HNRNPK::HNRNPK_2,HNRNPK,HNRNPK_2,conformal_calibration,1
10250,E182::FASTKD2::FASTKD2_2,FASTKD2,FASTKD2_2,conformal_calibration,1
10285,E182::TIA1::TIA1_1,TIA1,TIA1_1,conformal_calibration,1
10308,E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,1
10322,E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,1
10349,E182::TIA1::TIA1_2,TIA1,TIA1_2,conformal_calibration,1
10379,E182::TIA1::TIA1_2,TIA1,TIA1_2,conformal_calibration,1
10428,E182::GPKOW::GPKOW_1,GPKOW,GPKOW_1,conformal_calibration,1
10460,E182::SND1::SND1_1,SND1,SND1_1,conformal_calibration,1
10468,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
10498,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
10502,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
10549,E182::GPKOW::GPKOW_1,GPKOW,GPKOW_1,conformal_calibration,1
10551,E182::RBFOX2::RBFOX2_2,RBFOX2,RBFOX2_2,conformal_calibration,1
10583,E182::GPKOW::GPKOW_1,GPKOW,GPKOW_1,conformal_calibration,1
10587,E182::KHDRBS2::KHDRBS2_2,KHDRBS2,KHDRBS2_2,conformal_calibration,1
10601,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
10623,E182::FASTKD2::FASTKD2_2,FASTKD2,FASTKD2_2,conformal_calibration,1
10632,E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,1
10633,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
10635,E182::GPKOW::GPKOW_1,GPKOW,GPKOW_1,conformal_calibration,1
10637,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
10647,E182::TIA1::TIA1_1,TIA1,TIA1_1,conformal_calibration,1
10657,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
10673,E182::ZC3H10::ZC3H10_2,ZC3H10,ZC3H10_2,conformal_calibration,1
10699,E182::ZRANB2::ZRANB2_2,ZRANB2,ZRANB2_2,conformal_calibration,1
10723,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
10758,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
10772,E182::UPF1::UPF1_2,UPF1,UPF1_2,conformal_calibration,1
10786,E182::FASTKD2::FASTKD2_1,FASTKD2,FASTKD2_1,conformal_calibration,1
10787,E182::FAM120A::FAM120A_2,FAM120A,FAM120A_2,conformal_calibration,1
10789,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
10808,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
10814,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
10825,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
10828,E182::SND1::SND1_1,SND1,SND1_1,conformal_calibration,1
10843,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
10887,E182::QKI::QKI_2,QKI,QKI_2,conformal_calibration,1
10905,E182::TIA1::TIA1_1,TIA1,TIA1_1,conformal_calibration,1
10926,E182::FASTKD2::FASTKD2_1,FASTKD2,FASTKD2_1,conformal_calibration,1
10958,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
10960,E182::RBFOX2::RBFOX2_1,RBFOX2,RBFOX2_1,conformal_calibration,1
10974,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
10979,E182::QKI::QKI_2,QKI,QKI_2,conformal_calibration,1
10984,E182::ZRANB2::ZRANB2_1,ZRANB2,ZRANB2_1,conformal_calibration,1
11010,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
11033,E182::FASTKD2::FASTKD2_2,FASTKD2,FASTKD2_2,conformal_calibration,1
11035,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
11036,E182::SND1::SND1_1,SND1,SND1_1,conformal_calibration,1
11042,E182::TIA1::TIA1_2,TIA1,TIA1_2,conformal_calibration,1
11047,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
11094,E182::CSTF2T::CSTF2T_2,CSTF2T,CSTF2T_2,conformal_calibration,1
11147,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
11162,E182::CSTF2T::CSTF2T_1,CSTF2T,CSTF2T_1,conformal_calibration,1
11198,E182::PABPC3::PABPC3_1,PABPC3,PABPC3_1,conformal_calibration,1
11248,E182::RBFOX2::RBFOX2_2,RBFOX2,RBFOX2_2,conformal_calibration,1
11255,E182::PABPC4::PABPC4_2,PABPC4,PABPC4_2,conformal_calibration,1
11256,E182::FASTKD2::FASTKD2_2,FASTKD2,FASTKD2_2,conformal_calibration,1
11261,E182::FASTKD2::FASTKD2_2,FASTKD2,FASTKD2_2,conformal_calibration,1
11266,E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,1
11272,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
11273,E182::KHDRBS2::KHDRBS2_2,KHDRBS2,KHDRBS2_2,conformal_calibration,1
11346,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
11354,E182::UPF1::UPF1_2,UPF1,UPF1_2,conformal_calibration,1
11362,E182::RBFOX2::RBFOX2_2,RBFOX2,RBFOX2_2,conformal_calibration,1
11406,E182::FAM120A::FAM120A_2,FAM120A,FAM120A_2,conformal_calibration,1
11408,E182::PABPC4::PABPC4_2,PABPC4,PABPC4_2,conformal_calibration,1
11414,E182::TIA1::TIA1_2,TIA1,TIA1_2,conformal_calibration,1
11466,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
11506,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
11522,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
11542,E182::SND1::SND1_2,SND1,SND1_2,conformal_calibration,1
11554,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
11563,E182::GPKOW::GPKOW_2,GPKOW,GPKOW_2,conformal_calibration,1
11570,E182::FASTKD2::FASTKD2_2,FASTKD2,FASTKD2_2,conformal_calibration,1
11571,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
11615,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
11632,E182::LIN28B::LIN28B_2,LIN28B,LIN28B_2,conformal_calibration,1
11637,E182::RBFOX2::RBFOX2_1,RBFOX2,RBFOX2_1,conformal_calibration,1
11658,E182::FASTKD2::FASTKD2_1,FASTKD2,FASTKD2_1,conformal_calibration,1
11669,E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,1
11686,E182::ZRANB2::ZRANB2_1,ZRANB2,ZRANB2_1,conformal_calibration,1
11689,E182::LIN28B::LIN28B_1,LIN28B,LIN28B_1,conformal_calibration,1
11723,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
11755,E182::TIA1::TIA1_2,TIA1,TIA1_2,conformal_calibration,1
11775,E182::LIN28B::LIN28B_2,LIN28B,LIN28B_2,conformal_calibration,1
11791,E182::GPKOW::GPKOW_1,GPKOW,GPKOW_1,conformal_calibration,1
11809,E182::FASTKD2::FASTKD2_2,FASTKD2,FASTKD2_2,conformal_calibration,1
11829,E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,1
11831,E182::SND1::SND1_1,SND1,SND1_1,conformal_calibration,1
11837,E182::UPF1::UPF1_2,UPF1,UPF1_2,conformal_calibration,1
11849,E182::SND1::SND1_2,SND1,SND1_2,conformal_calibration,1
11878,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
11880,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
11883,E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,1
11887,E182::ZC3H10::ZC3H10_1,ZC3H10,ZC3H10_1,conformal_calibration,1
11891,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
11919,E182::RBFOX2::RBFOX2_2,RBFOX2,RBFOX2_2,conformal_calibration,1
