name,wos_name,field,track,track_cn,verdict_a,verdict_b,verdict_a_cn,verdict_b_cn,cas_note,publishes,a_ask,b_ask,a_why,b_why,we_have,we_lack,b_have,b_lack,source_opened,profile_origin,official_scope_verified,care_a,care_b
Human Gene Therapy,HUMAN GENE THERAPY,GENETICS+BIOTECH,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Human Gene Therapy 出现在本次打开的完整名单里，学科来源：遗传学、生物技术与应用微生物。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Human Gene Therapy：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 遗传学 完整名单；2026-09-07 打开 生物技术与应用微生物 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Human Gene Therapy Methods,Human Gene Therapy Methods,GENETICS+BIOTECH,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Human Gene Therapy Methods 出现在本次打开的完整名单里，学科来源：遗传学、生物技术与应用微生物。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Human Gene Therapy Methods：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 遗传学 完整名单；2026-09-07 打开 生物技术与应用微生物 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Human Genetics,HUMAN GENETICS,GENETICS,genomics,基因组学,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Human Genetics 出现在本次打开的完整名单里，学科来源：遗传学。按刊名和栏目，它日常刊登的是基因组学：基因组发现或能推动基因组实验的方法。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Human Genetics：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 遗传学 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Human Genomics,Human Genomics,GENETICS,genomics,基因组学,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Human Genomics 出现在本次打开的完整名单里，学科来源：遗传学。按刊名和栏目，它日常刊登的是基因组学：基因组发现或能推动基因组实验的方法。人类基因组临床，不对轨。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Human Genomics：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 遗传学 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Human Heredity,HUMAN HEREDITY,GENETICS,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Human Heredity 出现在本次打开的完整名单里，学科来源：遗传学。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Human Heredity：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 遗传学 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Human Mutation,HUMAN MUTATION,GENETICS,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Human Mutation 出现在本次打开的完整名单里，学科来源：遗传学。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Human Mutation：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 遗传学 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Human Vaccines & Immunotherapeutics,Human Vaccines & Immunotherapeutics,BIOTECH,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Human Vaccines & Immunotherapeutics 出现在本次打开的完整名单里，学科来源：生物技术与应用微生物。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Human Vaccines & Immunotherapeutics：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 生物技术与应用微生物 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IEEE Computational Intelligence Magazine,IEEE Computational Intelligence Magazine,CS_AI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IEEE Computational Intelligence Magazine 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IEEE Computational Intelligence Magazine：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IEEE Intelligent Systems,IEEE INTELLIGENT SYSTEMS,CS_AI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IEEE Intelligent Systems 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IEEE Intelligent Systems：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IEEE Journal of Biomedical and Health Informatics,IEEE Journal of Biomedical and Health Informatics,MCB+CS_IA+MEDINFO,medical,医学计算/临床,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IEEE Journal of Biomedical and Health Informatics 出现在本次打开的完整名单里，学科来源：数学与计算生物学、计算机科学跨学科应用、医学信息学。按刊名和栏目，它日常刊登的是医学计算/临床：临床决策、病历、医学影像或健康记录。临床信号和健康信息，不是 K562 扰动。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IEEE Journal of Biomedical and Health Informatics：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 数学与计算生物学 完整名单；2026-09-07 打开 计算机科学跨学科应用 完整名单；2026-09-07 打开 医学信息学 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IEEE Transactions on Affective Computing,IEEE Transactions on Affective Computing,CS_AI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IEEE Transactions on Affective Computing 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IEEE Transactions on Affective Computing：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IEEE Transactions on Autonomous Mental Development,IEEE Transactions on Autonomous Mental Development,CS_AI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IEEE Transactions on Autonomous Mental Development 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IEEE Transactions on Autonomous Mental Development：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IEEE Transactions on Cognitive and Developmental Systems,IEEE Transactions on Cognitive and Developmental Systems,CS_AI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IEEE Transactions on Cognitive and Developmental Systems 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IEEE Transactions on Cognitive and Developmental Systems：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IEEE Transactions on Computational Intelligence and AI in Games,IEEE Transactions on Computational Intelligence and AI in Games,CS_AI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IEEE Transactions on Computational Intelligence and AI in Games 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IEEE Transactions on Computational Intelligence and AI in Games：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,CS_IA,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems 出现在本次打开的完整名单里，学科来源：计算机科学跨学科应用。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学跨学科应用 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IEEE Transactions on Cybernetics,IEEE Transactions on Cybernetics,CS_AI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IEEE Transactions on Cybernetics 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IEEE Transactions on Cybernetics：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IEEE Transactions on Emerging Topics in Computational Intelligence,IEEE Transactions on Emerging Topics in Computational Intelligence,CS_AI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IEEE Transactions on Emerging Topics in Computational Intelligence 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IEEE Transactions on Emerging Topics in Computational Intelligence：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IEEE Transactions on Evolutionary Computation,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,CS_AI,evolution,进化生物学,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IEEE Transactions on Evolutionary Computation 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是进化生物学：系统发育、进化基因组或种群遗传。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IEEE Transactions on Evolutionary Computation：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IEEE Transactions on Fuzzy Systems,IEEE TRANSACTIONS ON FUZZY SYSTEMS,CS_AI,ml,机器学习,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IEEE Transactions on Fuzzy Systems 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是机器学习：新的学习算法或理论。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IEEE Transactions on Fuzzy Systems：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IEEE Transactions on Games,IEEE Transactions on Games,CS_AI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IEEE Transactions on Games 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IEEE Transactions on Games：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IEEE Transactions on Human-Machine Systems,IEEE Transactions on Human-Machine Systems,CS_AI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IEEE Transactions on Human-Machine Systems 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IEEE Transactions on Human-Machine Systems：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IEEE Transactions on Image Processing,IEEE TRANSACTIONS ON IMAGE PROCESSING,CS_AI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IEEE Transactions on Image Processing 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IEEE Transactions on Image Processing：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IEEE Transactions on Industrial Informatics,IEEE Transactions on Industrial Informatics,CS_IA,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IEEE Transactions on Industrial Informatics 出现在本次打开的完整名单里，学科来源：计算机科学跨学科应用。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IEEE Transactions on Industrial Informatics：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学跨学科应用 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
IEEE Transactions on Intelligent Vehicles,IEEE Transactions on Intelligent Vehicles,CS_AI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,IEEE Transactions on Intelligent Vehicles 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,IEEE Transactions on Intelligent Vehicles：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
