dataset,modality,fold_id,heldout_context,source_contexts,split,setting,context,cell_line,perturbation,n_cells,perturbation_seen_in_training,context_seen_in_training,selected_without_expression_values,disjoint_from_E136_and_E237,in_train_fraction_100
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,WDR12,103,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,NRBP1,83,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,INTS13,330,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,NOM1,298,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,CCNH,221,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RPL41,230,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,DNAJC8,134,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,TARS2,133,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,NOLC1,129,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,COX10,146,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,ANKS6,167,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RCC1,145,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,HUWE1,84,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,POLR1C,312,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,TNRC6A,168,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,EIF2B3,73,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,GTF3C6,97,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,PCID2,124,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,TMX2,217,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,CCDC115,100,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RRP7A,130,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,TBCA,133,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,NSMCE2,79,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,MAD2L2,150,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,SMG5,215,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,ZNF207,83,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,MIS18BP1,350,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,NCL,189,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,MYC,120,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,BOP1,328,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,VPS54,269,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,HAUS8,92,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,GLB1,109,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,TOMM22,96,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,EEFSEC,54,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,RPL36A,244,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,HNRNPA1,108,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,GNL3,145,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,SASS6,88,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,SCAP,118,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RPL24,52,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,DDX56,89,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,RPP30,148,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,SF3B3,126,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,HMGCS1,135,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,DSTYK,248,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RBM33,149,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RAN,53,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,CLASRP,274,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,TUBB2A,194,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,PABPC1,78,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,LIN54,271,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,ZNHIT3,372,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,CENPJ,120,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,EIF4B,461,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,TMEM242,482,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,IARS2,88,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,GNL3L,72,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,LAS1L,160,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,ARCN1,129,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RPS9,121,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,GPN1,54,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,LSM7,91,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,IPO11,103,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,MIOS,131,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,PDCD11,167,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,MCM7,137,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,AATF,111,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RPS19BP1,108,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,ESYT1,117,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,DDX55,400,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,TIMM13,51,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,WDR46,109,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,HSPA8,155,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,FAU,134,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,RNF14,165,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,EIF2B4,68,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,NOP58,78,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,C12orf45,113,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,HSPE1,159,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,C9orf16,145,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,GRB2,147,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,CPSF4,114,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,PABPC4,130,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,DNAJA1,159,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,WDR4,137,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,RPAP3,73,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,ARPC4,148,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,HNRNPH1,69,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,SRSF11,264,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RPL8,75,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,PPP1R2,99,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RPS24,87,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,PSMG3,277,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RPL5,60,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,FNBP4,263,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,MRPL49,55,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,ZNF236,477,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,SMC1A,59,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,ACTR6,102,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,COPS4,80,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,PPP2CA,286,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,UBE2M,191,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,NCAPH2,162,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,SPG7,163,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,PSAT1,122,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,SURF6,138,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,CNN2,174,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,RNASEH2C,287,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,HSP90B1,166,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,KIAA1143,134,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,SETDB1,131,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,NKAPD1,150,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,SLC7A5,308,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,ZNF574,205,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,ATP6V1G1,75,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,PYROXD1,145,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,NARS2,216,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,GRWD1,120,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,NOL6,97,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,EIF3A,63,True,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,ARPC2,99,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,TIMM23B,269,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,RBMX2,114,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,RPS7,71,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,TSR1,182,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,EIF2S2,72,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,GAR1,55,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,WDR12,110,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,NRBP1,50,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,INTS13,157,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,NOM1,131,False,True,True,True,False
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,CCNH,98,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,RPL41,109,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,DNAJC8,84,True,True,True,True,True
Nadig_E239_disjoint,CRISPRi_gene_knockdown_cellline_shift,E239_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,TARS2,62,True,True,True,True,False
