permutation_index,median_spearman,source_file,source_commit
175,0.0681761297934117,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
176,-0.1103828096306472,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
177,-0.0608292409438908,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
178,0.0532221654995269,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
179,-0.0341894878258858,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
180,-0.025114364944791,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
181,-0.0017841090237777,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
182,0.2326794448601311,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
183,-0.1055955163842041,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
184,-0.014520175811441,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
185,0.1161132053740381,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
186,0.0848774790485457,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
187,-0.1060687194150492,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
188,0.2013644394820044,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
189,-0.0405643756153083,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
190,-0.2701445827267414,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
191,-0.172949700646756,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
192,-0.1108996172175107,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
193,0.0838210770457921,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
194,-0.0679212377312855,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
195,-0.0359370531932368,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
196,0.1872462064271036,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
197,-0.0069860660220417,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
198,-0.0639023364319884,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
199,-0.0452850042764581,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
