dataset_name,score_name,score_label,score_type,risk_direction,top_fraction,status,n_records,n_top_risk,n_worst_error,hits,precision,recall,random_expected_precision,enrichment_fold,lift_over_random,strategy_label,strategy_role,is_macro_summary,top_percent,source_file,source_commit
SantinhaPlatt2023,predicted_magnitude,predicted_magnitude,risk,score_value_high_is_risky,0.2,ok,546,110,110,32,0.2909090909090909,0.2909090909090909,0.2014652014652014,1.4439669421487602,1.4439669421487604,Magnitude-only,magnitude_competitor,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SantinhaPlatt2023,protocol_v0_2_family_confidence,frozen_v02,confidence,score_value_low_is_risky,0.05,ok,546,28,28,2,0.0714285714285714,0.0714285714285714,0.0512820512820512,1.3928571428571428,1.3928571428571428,Frozen v0.2,frozen_safeconf,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SantinhaPlatt2023,protocol_v0_2_family_confidence,frozen_v02,confidence,score_value_low_is_risky,0.1,ok,546,55,55,6,0.109090909090909,0.109090909090909,0.1007326007326007,1.08297520661157,1.0829752066115703,Frozen v0.2,frozen_safeconf,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SantinhaPlatt2023,protocol_v0_2_family_confidence,frozen_v02,confidence,score_value_low_is_risky,0.2,ok,546,110,110,19,0.1727272727272727,0.1727272727272727,0.2014652014652014,0.8573553719008264,0.8573553719008264,Frozen v0.2,frozen_safeconf,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SantinhaPlatt2023,safeconf_lodo_risk,safeconf_lodo_risk,risk,score_value_high_is_risky,0.05,ok,546,28,28,3,0.1071428571428571,0.1071428571428571,0.0512820512820512,2.0892857142857144,2.0892857142857144,LODO risk,cross_dataset_transfer,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SantinhaPlatt2023,safeconf_lodo_risk,safeconf_lodo_risk,risk,score_value_high_is_risky,0.1,ok,546,55,55,8,0.1454545454545454,0.1454545454545454,0.1007326007326007,1.4439669421487602,1.4439669421487604,LODO risk,cross_dataset_transfer,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SantinhaPlatt2023,safeconf_lodo_risk,safeconf_lodo_risk,risk,score_value_high_is_risky,0.2,ok,546,110,110,24,0.2181818181818181,0.2181818181818181,0.2014652014652014,1.08297520661157,1.0829752066115703,LODO risk,cross_dataset_transfer,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SantinhaPlatt2023,safeconf_perdataset_risk,safeconf_perdataset_risk,risk,score_value_high_is_risky,0.05,ok,546,28,28,2,0.0714285714285714,0.0714285714285714,0.0512820512820512,1.3928571428571428,1.3928571428571428,Per-dataset risk,within_dataset_upper_reference,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SantinhaPlatt2023,safeconf_perdataset_risk,safeconf_perdataset_risk,risk,score_value_high_is_risky,0.1,ok,546,55,55,20,0.3636363636363636,0.3636363636363636,0.1007326007326007,3.6099173553719006,3.609917355371901,Per-dataset risk,within_dataset_upper_reference,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SantinhaPlatt2023,safeconf_perdataset_risk,safeconf_perdataset_risk,risk,score_value_high_is_risky,0.2,ok,546,110,110,69,0.6272727272727273,0.6272727272727273,0.2014652014652014,3.1135537190082645,3.1135537190082645,Per-dataset risk,within_dataset_upper_reference,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,random,random,risk,score_value_high_is_risky,0.05,ok,1128,57,57,1,0.0175438596491228,0.0175438596491228,0.050531914893617,0.3471837488457987,0.3471837488457987,Random,baseline,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,random,random,risk,score_value_high_is_risky,0.1,ok,1128,113,113,10,0.0884955752212389,0.0884955752212389,0.100177304964539,0.8833894588456417,0.8833894588456417,Random,baseline,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,random,random,risk,score_value_high_is_risky,0.2,ok,1128,226,226,45,0.1991150442477876,0.1991150442477876,0.200354609929078,0.993813141201347,0.9938131412013468,Random,baseline,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,predicted_magnitude,predicted_magnitude,risk,score_value_high_is_risky,0.05,ok,1128,57,57,27,0.4736842105263157,0.4736842105263157,0.050531914893617,9.373961218836564,9.373961218836566,Magnitude-only,magnitude_competitor,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,predicted_magnitude,predicted_magnitude,risk,score_value_high_is_risky,0.1,ok,1128,113,113,71,0.6283185840707964,0.6283185840707964,0.100177304964539,6.2720651578040565,6.2720651578040565,Magnitude-only,magnitude_competitor,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,predicted_magnitude,predicted_magnitude,risk,score_value_high_is_risky,0.2,ok,1128,226,226,151,0.668141592920354,0.668141592920354,0.200354609929078,3.3347952071422977,3.3347952071422977,Magnitude-only,magnitude_competitor,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,protocol_v0_2_family_confidence,frozen_v02,confidence,score_value_low_is_risky,0.05,ok,1128,57,57,24,0.4210526315789473,0.4210526315789473,0.050531914893617,8.33240997229917,8.33240997229917,Frozen v0.2,frozen_safeconf,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,protocol_v0_2_family_confidence,frozen_v02,confidence,score_value_low_is_risky,0.1,ok,1128,113,113,56,0.495575221238938,0.495575221238938,0.100177304964539,4.946980969535594,4.946980969535594,Frozen v0.2,frozen_safeconf,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,protocol_v0_2_family_confidence,frozen_v02,confidence,score_value_low_is_risky,0.2,ok,1128,226,226,127,0.5619469026548672,0.5619469026548672,0.200354609929078,2.8047615318349126,2.8047615318349126,Frozen v0.2,frozen_safeconf,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,safeconf_lodo_risk,safeconf_lodo_risk,risk,score_value_high_is_risky,0.05,ok,1128,57,57,10,0.175438596491228,0.175438596491228,0.050531914893617,3.4718374884579872,3.4718374884579872,LODO risk,cross_dataset_transfer,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,safeconf_lodo_risk,safeconf_lodo_risk,risk,score_value_high_is_risky,0.1,ok,1128,113,113,37,0.3274336283185841,0.3274336283185841,0.100177304964539,3.2685409977288744,3.2685409977288744,LODO risk,cross_dataset_transfer,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,safeconf_lodo_risk,safeconf_lodo_risk,risk,score_value_high_is_risky,0.2,ok,1128,226,226,113,0.5,0.5,0.200354609929078,2.495575221238938,2.495575221238938,LODO risk,cross_dataset_transfer,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,safeconf_perdataset_risk,safeconf_perdataset_risk,risk,score_value_high_is_risky,0.05,ok,1128,57,57,23,0.4035087719298245,0.4035087719298245,0.050531914893617,7.98522622345337,7.98522622345337,Per-dataset risk,within_dataset_upper_reference,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,safeconf_perdataset_risk,safeconf_perdataset_risk,risk,score_value_high_is_risky,0.1,ok,1128,113,113,72,0.6371681415929203,0.6371681415929203,0.100177304964539,6.36040410368862,6.36040410368862,Per-dataset risk,within_dataset_upper_reference,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,safeconf_perdataset_risk,safeconf_perdataset_risk,risk,score_value_high_is_risky,0.2,ok,1128,226,226,160,0.7079646017699115,0.7079646017699115,0.200354609929078,3.5335578353825667,3.5335578353825667,Per-dataset risk,within_dataset_upper_reference,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
