dataset,modality,fold_id,heldout_context,source_contexts,split,setting,context,cell_line,perturbation,n_cells,perturbation_seen_in_training,context_seen_in_training,selected_without_expression_values,disjoint_from_E136,in_train_fraction_100
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,SMC5,68,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,POLR3E,91,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,GTF2E2,744,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,NISCH,127,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,RNF123,180,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,TNPO3,93,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,TSEN2,118,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,SBNO1,99,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,MED8,109,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,KTI12,195,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,DERL2,78,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RPS15,123,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,USF2,141,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,SLC7A6OS,56,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RPL35,85,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,LONP1,63,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RPP21,198,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,PSMD14,50,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,POP1,88,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,DOLK,82,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,SRP9,167,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,ACIN1,223,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,PGAM5,97,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,INTS3,92,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,NOP14,223,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,FBRSL1,135,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,GSK3B,61,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,ELAC2,104,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,TUBB,88,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,POP7,118,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,PHF5A,129,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,DCTN3,172,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,TARDBP,827,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,RNPS1,74,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,DOHH,143,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,UTP18,91,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,SRRM1,89,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,MRPL16,176,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,TAF11,76,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,TINF2,100,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,TUBE1,102,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,NOL8,198,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,NUDC,206,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,EIF4H,138,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,AURKAIP1,103,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,DNAJA3,99,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RPL10A,113,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,DYNLRB1,224,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,GTF2E1,67,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,MED19,267,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,PPP1R37,478,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,BRIX1,151,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,NDUFAB1,193,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,MVK,293,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,EIF4E,55,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,NOC3L,188,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,SUPT20H,148,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,PET117,153,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,SETX,147,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,CCNK,238,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,NSA2,88,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,GTF2H4,126,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,DCUN1D5,78,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,GPN3,188,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,UNC45A,124,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,CDK1,126,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,DDX6,115,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RRP9,165,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,MRPL36,1192,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,UQCRC1,138,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,RPS8,130,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RPS14,115,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,MON1A,162,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,CDCA5,92,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,SRPRB,166,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,TMEM214,455,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,EIF2B5,138,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,EXOSC8,92,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,MRPS16,156,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,POLR2D,106,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,XPO5,134,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,EMC3,86,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,TRAPPC11,422,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,BRCA2,161,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,IK,361,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,ZNF292,158,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,DESI1,98,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,PMPCA,98,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,SRP68,217,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,PCNX3,144,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,SCAF1,85,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,CPSF1,124,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,VPS35,133,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,HERC1,136,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,NXF1,145,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,DDX18,84,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,RBM28,148,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,MRGBP,176,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,CTDP1,107,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,RPS26,55,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,PPA1,134,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,SNAPC5,135,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,SRA1,322,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,EXOSC3,129,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,ETF1,68,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,CHAF1B,52,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,ILF2,91,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,CSE1L,55,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,EXOSC5,167,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,SETD1A,66,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,DDX21,203,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,TAF5,80,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,DAP3,109,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,DPY19L4,168,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,WTAP,248,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,USP5,102,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,RPL35A,139,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,LRR1,66,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,CS,131,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,PELO,107,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,UBQLN4,76,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,RPS27,91,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,CENPT,70,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,CHMP6,67,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,EGLN2,55,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,EIF4G2,65,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,HSPA9,104,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,MRPL27,60,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,SMC5,75,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,POLR3E,54,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,GTF2E2,476,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,NISCH,74,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,RNF123,56,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,TNPO3,56,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,TSEN2,58,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,SBNO1,65,True,True,True,True,True
