task_id,row_index,cell_type,sm_name,sm_lincs_id,SMILES,dose_uM,split,drug_support_rows,cell_type_support_rows,pair_support_rows,nearest_train_smiles_jaccard,predicted_l2,predicted_abs_mean,true_l2_diagnostic,de_adj_gene_count,rmse_all,mae_all,rmse_de_adj,risk_low_drug_support,risk_low_pair_support,risk_low_cell_type_support,risk_low_smiles_similarity,risk_predicted_magnitude,risk_oracle_true_magnitude_diagnostic,risk_safeconf_op_smoke
64,64,Myeloid cells,TL_HRAS26,LSM-2013,Cc1onc(C(=O)N2CCN(C(c3ccc(Cl)cc3)c3ccc(Cl)cc3)CC2)c1[N+](=O)[O-],1.0,public_test,4,17,0,1.0,38.533355712890625,0.21304284036159515,59.69821548461914,0,0.5332306027412415,0.4137451946735382,,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6386737787767649,-0.4797773759186219,-0.7477827238947677
65,65,B cells,BMS-387032,LSM-1132,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,1.0,private_test,4,17,0,1.0,275.62152099609375,1.6465052366256714,351.802734375,13789,1.190380334854126,0.921718418598175,1.2564165592193604,-0.10910894511800284,-0.0,-0.0,-0.0,4.638588337438305,4.721606316843132,4.529479392320303
66,66,B cells,CGP 60474,LSM-1025,OCCCNc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1,1.0,private_test,3,17,0,1.0,298.0911865234375,1.8967103958129883,384.730224609375,13087,1.2260750532150269,1.0015918016433716,1.2580547332763672,9.165151389911676,-0.0,-0.0,-0.0,5.138732722586473,5.307932442160359,14.30388411249815
67,67,B cells,TIE2 Kinase Inhibitor,LSM-1194,COc1ccc2cc(-c3[nH]c(-c4ccc([S+](C)[O-])cc4)nc3-c3ccncc3)ccc2c1,1.0,private_test,4,17,0,1.0,40.86680221557617,0.23714306950569153,58.79472732543945,0,0.5173412561416626,0.3863745331764221,,-0.10910894511800284,-0.0,-0.0,-0.0,-0.5867344134603747,-0.4958654138428969,-0.6958433585783775
68,68,Myeloid cells,TIE2 Kinase Inhibitor,LSM-1194,COc1ccc2cc(-c3[nH]c(-c4ccc([S+](C)[O-])cc4)nc3-c3ccncc3)ccc2c1,1.0,private_test,4,17,0,1.0,40.86680221557617,0.23714306950569153,53.362525939941406,0,0.48774558305740356,0.36516985297203064,,-0.10910894511800284,-0.0,-0.0,-0.0,-0.5867344134603747,-0.5925943648692612,-0.6958433585783775
69,69,B cells,PD-0325901,LSM-1101,O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,1.0,public_test,4,17,0,1.0,51.374656677246094,0.25904136896133423,65.78933715820312,73,0.553508460521698,0.41275882720947266,1.369377613067627,-0.10910894511800284,-0.0,-0.0,-0.0,-0.3528437753214628,-0.371315305342107,-0.46195272043946567
70,70,Myeloid cells,PD-0325901,LSM-1101,O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,1.0,public_test,4,17,0,1.0,51.374656677246094,0.25904136896133423,104.90232849121094,3392,0.8099110126495361,0.6365773677825928,1.2800889015197754,-0.10910894511800284,-0.0,-0.0,-0.0,-0.3528437753214628,0.32515346572468007,-0.46195272043946567
71,71,B cells,Isoniazid,LSM-46042,NNC(=O)c1ccncc1,1.0,public_test,4,17,0,1.0,39.689453125,0.23291157186031342,62.42292404174805,0,0.5025010108947754,0.3777555823326111,,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6129406129382619,-0.4312596237441094,-0.7220495580562647
72,72,Myeloid cells,Isoniazid,LSM-46042,NNC(=O)c1ccncc1,1.0,public_test,4,17,0,1.0,39.689453125,0.23291157186031342,55.65341567993164,1,0.4817696809768677,0.3566220998764038,3.103588819503784,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6129406129382619,-0.5518014439628506,-0.7220495580562647
73,73,B cells,GSK-1070916,LSM-1062,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,1.0,private_test,4,17,0,1.0,38.43413162231445,0.21130110323429108,61.39203643798828,4,0.5285912752151489,0.4046039879322052,2.4209864139556885,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6408823729239592,-0.44961621059745593,-0.7499913180419621
74,74,Myeloid cells,GSK-1070916,LSM-1062,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,1.0,private_test,4,17,0,1.0,38.43413162231445,0.21130110323429108,58.578948974609375,2,0.5071164965629578,0.38089853525161743,2.081925630569458,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6408823729239592,-0.49970768920214864,-0.7499913180419621
75,75,B cells,Masitinib,LSM-1130,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,1.0,public_test,4,17,0,1.0,50.0758056640625,0.299465149641037,62.75229263305664,6,0.5831201076507568,0.44823989272117615,2.6553101539611816,-0.10910894511800284,-0.0,-0.0,-0.0,-0.3817544433773472,-0.4253946942105018,-0.49086338849535005
76,76,Myeloid cells,Masitinib,LSM-1130,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,1.0,public_test,4,17,0,1.0,50.0758056640625,0.299465149641037,55.706459045410156,0,0.5644757151603699,0.4300021827220917,,-0.10910894511800284,-0.0,-0.0,-0.0,-0.3817544433773472,-0.5508569228124857,-0.49086338849535005
77,77,B cells,Saracatinib,LSM-1032,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,1.0,private_test,4,17,0,1.0,50.42634963989258,0.26388952136039734,72.86701202392578,231,0.5811274647712708,0.437961220741272,1.2180454730987549,-0.10910894511800284,-0.0,-0.0,-0.0,-0.37395180826266006,-0.2452860923429929,-0.4830607533806629
78,78,Myeloid cells,Saracatinib,LSM-1032,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,1.0,private_test,4,17,0,1.0,50.42634963989258,0.26388952136039734,87.2535171508789,1186,0.6736912727355957,0.5121960043907166,1.2504589557647705,-0.10910894511800284,-0.0,-0.0,-0.0,-0.37395180826266006,0.010888421654337552,-0.4830607533806629
79,79,B cells,CC-401,LSM-1186,c1cc(OCCN2CCCCC2)cc(-c2[nH]nc3ccc(-c4nc[nH]n4)cc23)c1,1.0,private_test,4,17,0,1.0,49.307010650634766,0.2758610248565674,64.72738647460938,15,0.5477510094642639,0.417354017496109,1.0651501417160034,-0.10910894511800284,-0.0,-0.0,-0.0,-0.39886678129033826,-0.39022501954010813,-0.5079757264083411
80,80,Myeloid cells,CC-401,LSM-1186,c1cc(OCCN2CCCCC2)cc(-c2[nH]nc3ccc(-c4nc[nH]n4)cc23)c1,1.0,private_test,4,17,0,1.0,49.307010650634766,0.2758610248565674,63.213932037353516,26,0.5321576595306396,0.40323859453201294,0.9810242652893066,-0.10910894511800284,-0.0,-0.0,-0.0,-0.39886678129033826,-0.417174473316394,-0.5079757264083411
81,81,B cells,Decitabine,LSM-5855,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,1.0,private_test,4,17,0,1.0,55.79629135131836,0.3357958197593689,60.59942626953125,8,0.5762912034988403,0.4564072787761688,2.5015623569488525,-0.10910894511800284,-0.0,-0.0,-0.0,-0.2544241636577942,-0.4637298902508566,-0.36353310877579703
82,82,Myeloid cells,Decitabine,LSM-5855,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,1.0,private_test,4,17,0,1.0,55.79629135131836,0.3357958197593689,57.12525177001953,0,0.5137386322021484,0.38656896352767944,,-0.10910894511800284,-0.0,-0.0,-0.0,-0.2544241636577942,-0.5255930707871028,-0.36353310877579703
83,83,B cells,Ketoconazole,LSM-5430,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1.0,private_test,4,17,0,1.0,69.4502944946289,0.4106403887271881,64.32213592529297,171,0.623735249042511,0.4999738335609436,1.239022970199585,-0.10910894511800284,-0.0,-0.0,-0.0,0.049495491871208074,-0.39744114754355103,-0.05961345324679477
84,84,Myeloid cells,Ketoconazole,LSM-5430,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1.0,private_test,4,17,0,1.0,69.4502944946289,0.4106403887271881,79.00592041015625,227,0.6049178242683411,0.45514237880706787,1.253516674041748,-0.10910894511800284,-0.0,-0.0,-0.0,0.049495491871208074,-0.13597310364705173,-0.05961345324679477
85,85,B cells,HYDROXYUREA,LSM-45988,NC(O)=NO,1.0,private_test,4,17,0,1.0,41.960182189941406,0.24059827625751495,84.79115295410156,348,0.6288411021232605,0.4917862117290497,1.5480495691299438,-0.10910894511800284,-0.0,-0.0,-0.0,-0.5623972530185892,-0.03295787359439998,-0.6715061981365921
86,86,Myeloid cells,HYDROXYUREA,LSM-45988,NC(O)=NO,1.0,private_test,4,17,0,1.0,41.960182189941406,0.24059827625751495,68.95885467529297,2,0.5368431806564331,0.41050153970718384,2.9246838092803955,-0.10910894511800284,-0.0,-0.0,-0.0,-0.5623972530185892,-0.3148770249966374,-0.6715061981365921
87,87,B cells,BAY 61-3606,LSM-1167,COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC,1.0,private_test,4,17,0,1.0,178.14369201660156,1.1217479705810547,88.08953094482422,589,1.0984948873519897,0.9123134613037109,1.4789891242980957,-0.10910894511800284,-0.0,-0.0,-0.0,2.468863613178481,0.02577497161689696,2.359754668060478
88,88,Myeloid cells,BAY 61-3606,LSM-1167,COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC,1.0,private_test,4,17,0,1.0,178.14369201660156,1.1217479705810547,115.48436737060547,4341,1.1865167617797852,0.9211235046386719,1.3556753396987915,-0.10910894511800284,-0.0,-0.0,-0.0,2.468863613178481,0.5135834313840237,2.359754668060478
89,89,B cells,Navitoclax,LSM-4738,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,1.0,public_test,4,17,0,1.0,41.240684509277344,0.23023322224617004,130.78598022460938,6308,0.9335514307022095,0.779585063457489,1.3202511072158813,-0.10910894511800284,-0.0,-0.0,-0.0,-0.5784122989334183,0.786052888118575,-0.6875212440514211
90,90,Myeloid cells,Navitoclax,LSM-4738,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,1.0,public_test,4,17,0,1.0,41.240684509277344,0.23023322224617004,57.34432601928711,6,0.5112043023109436,0.3842752277851105,1.30269455909729,-0.10910894511800284,-0.0,-0.0,-0.0,-0.5784122989334183,-0.5216921067350129,-0.6875212440514211
91,91,B cells,GW843682X,LSM-1014,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,1.0,public_test,4,17,0,1.0,38.032535552978516,0.2057434469461441,59.258907318115234,10,0.5038126707077026,0.37637585401535034,1.7078192234039307,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6498213586392346,-0.48759995374805964,-0.7589303037572375
92,92,Myeloid cells,GW843682X,LSM-1014,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,1.0,public_test,4,17,0,1.0,38.032535552978516,0.2057434469461441,52.612571716308594,10,0.469026654958725,0.34860867261886597,1.2737574577331543,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6498213586392346,-0.6059484878521562,-0.7589303037572375
93,93,B cells,Prednisolone,LSM-24954,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.0,private_test,4,17,0,1.0,73.16830444335938,0.3780570328235626,82.17015838623047,490,0.666824221611023,0.49623873829841614,1.3097354173660278,-0.10910894511800284,-0.0,-0.0,-0.0,0.13225336815199482,-0.07962883389288779,0.023144423033991973
94,94,Myeloid cells,Prednisolone,LSM-24954,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.0,private_test,4,17,0,1.0,73.16830444335938,0.3780570328235626,78.10822296142578,1136,0.7171320915222168,0.5157723426818848,1.3560734987258911,-0.10910894511800284,-0.0,-0.0,-0.0,0.13225336815199482,-0.15195802879849296,0.023144423033991973
95,95,B cells,Tamatinib,LSM-1040,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,1.0,public_test,4,17,0,1.0,70.18470001220703,0.4095871150493622,77.73946380615234,355,0.6083627343177795,0.4697260856628418,1.3233646154403687,-0.10910894511800284,-0.0,-0.0,-0.0,0.06584236608664971,-0.15852436972359057,-0.04326657903135313
96,96,Myeloid cells,Tamatinib,LSM-1040,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,1.0,public_test,4,17,0,1.0,70.18470001220703,0.4095871150493622,223.56031799316406,8441,1.4381026029586792,1.1223771572113037,1.9918819665908813,-0.10910894511800284,-0.0,-0.0,-0.0,0.06584236608664971,2.4380469394575113,-0.04326657903135313
97,97,B cells,Tosedostat,LSM-6286,CC(C)C[C@@H](C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1)[C@H](O)C(=O)NO,1.0,private_test,4,17,0,1.0,47.67235565185547,0.26811695098876953,62.05499267578125,30,0.5363458395004272,0.4047525227069855,1.3513972759246826,-0.10910894511800284,-0.0,-0.0,-0.0,-0.4352519922005293,-0.43781122456926963,-0.5443609373185321
98,98,Myeloid cells,Tosedostat,LSM-6286,CC(C)C[C@@H](C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1)[C@H](O)C(=O)NO,1.0,private_test,4,17,0,1.0,47.67235565185547,0.26811695098876953,62.488983154296875,31,0.5355931520462036,0.40179651975631714,1.1375102996826172,-0.10910894511800284,-0.0,-0.0,-0.0,-0.4352519922005293,-0.43008333659841574,-0.5443609373185321
99,99,B cells,GSK256066,LSM-45984,COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1,1.0,private_test,4,17,0,1.0,46.41111755371094,0.24037159979343414,68.88919067382812,119,0.5881006121635437,0.44635334610939026,1.4086909294128418,-0.10910894511800284,-0.0,-0.0,-0.0,-0.46332544760440736,-0.31611750290012286,-0.5724343927224103
100,100,Myeloid cells,GSK256066,LSM-45984,COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1,1.0,private_test,4,17,0,1.0,46.41111755371094,0.24037159979343414,62.42018508911133,212,0.5568087697029114,0.41805315017700195,1.3120523691177368,-0.10910894511800284,-0.0,-0.0,-0.0,-0.46332544760440736,-0.4313083951346856,-0.5724343927224103
101,101,B cells,MGCD-265,LSM-1124,Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2)c1,1.0,private_test,4,17,0,1.0,37.624576568603516,0.20972613990306854,62.746273040771484,1,0.5318208336830139,0.4017448425292969,2.0704522132873535,-0.10910894511800284,-0.0,-0.0,-0.0,-0.658901974243308,-0.42550188258700494,-0.7680109193613108
102,102,Myeloid cells,MGCD-265,LSM-1124,Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2)c1,1.0,private_test,4,17,0,1.0,37.624576568603516,0.20972613990306854,68.2718734741211,0,0.5800922513008118,0.4479919373989105,,-0.10910894511800284,-0.0,-0.0,-0.0,-0.658901974243308,-0.3271098135566467,-0.7680109193613108
103,103,B cells,AZD-8330,LSM-1165,Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n(C)c1=O,1.0,private_test,4,17,0,1.0,46.25570297241211,0.2538379728794098,65.51527404785156,22,0.5620008707046509,0.44110170006752014,1.4729316234588623,-0.10910894511800284,-0.0,-0.0,-0.0,-0.4667847661292947,-0.37619543317575116,-0.5758937112472975
104,104,Myeloid cells,AZD-8330,LSM-1165,Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n(C)c1=O,1.0,private_test,4,17,0,1.0,46.25570297241211,0.2538379728794098,128.60494995117188,4510,0.9466385245323181,0.7359995245933533,1.5336450338363647,-0.10910894511800284,-0.0,-0.0,-0.0,-0.4667847661292947,0.7472161890467104,-0.5758937112472975
105,105,B cells,RN-486,LSM-47132,CN1CCN(c2ccc(Nc3cc(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)cn(C)c3=O)nc2)CC1,1.0,private_test,4,17,0,1.0,38.095455169677734,0.21096296608448029,60.875038146972656,5,0.525248646736145,0.3988303542137146,2.004082202911377,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6484208530122375,-0.4588221841657167,-0.7575297981302404
106,106,Myeloid cells,RN-486,LSM-47132,CN1CCN(c2ccc(Nc3cc(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)cn(C)c3=O)nc2)CC1,1.0,private_test,4,17,0,1.0,38.095455169677734,0.21096296608448029,61.12057113647461,1,0.5258499979972839,0.40050849318504333,1.671364426612854,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6484208530122375,-0.45445008032945333,-0.7575297981302404
107,107,B cells,Amiodarone,LSM-2379,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,1.0,private_test,4,17,0,1.0,40.85631561279297,0.23851430416107178,60.476680755615234,42,0.500956118106842,0.37581342458724976,0.7856945991516113,-0.10910894511800284,-0.0,-0.0,-0.0,-0.5869678310648742,-0.46591556857198524,-0.696076776182877
108,108,Myeloid cells,Amiodarone,LSM-2379,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,1.0,private_test,4,17,0,1.0,40.85631561279297,0.23851430416107178,54.287811279296875,0,0.49406346678733826,0.36898866295814514,,-0.10910894511800284,-0.0,-0.0,-0.0,-0.5869678310648742,-0.5761181936222112,-0.696076776182877
109,109,B cells,RVX-208,LSM-45724,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,1.0,private_test,4,17,0,1.0,48.6647834777832,0.26891884207725525,62.23015594482422,17,0.533496618270874,0.4018726646900177,1.825599193572998,-0.10910894511800284,-0.0,-0.0,-0.0,-0.41316189013832755,-0.4346921650811388,-0.5222708352563303
110,110,Myeloid cells,RVX-208,LSM-45724,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,1.0,private_test,4,17,0,1.0,48.6647834777832,0.26891884207725525,63.75624084472656,43,0.5653368234634399,0.4327063262462616,1.5284056663513184,-0.10910894511800284,-0.0,-0.0,-0.0,-0.41316189013832755,-0.40751780590903425,-0.5222708352563303
111,111,B cells,GO-6976,LSM-1211,Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O,1.0,public_test,4,17,0,1.0,73.53944396972656,0.44547921419143677,70.7005615234375,50,0.6134716272354126,0.4830877482891083,1.6040024757385254,-0.10910894511800284,-0.0,-0.0,-0.0,0.1405144323851589,-0.28386317546112183,0.03140548726715606
112,112,Myeloid cells,GO-6976,LSM-1211,Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O,1.0,public_test,4,17,0,1.0,73.53944396972656,0.44547921419143677,79.2872085571289,163,0.6052590608596802,0.4525856375694275,1.1824983358383179,-0.10910894511800284,-0.0,-0.0,-0.0,0.1405144323851589,-0.1309643225909127,0.03140548726715606
113,113,B cells,Scriptaid,LSM-2499,O=C1c2cccc3cccc(c23)C(=O)N1CCCCCC(O)=NO,1.0,public_test,4,17,0,1.0,133.6725616455078,0.7585626840591431,93.92515563964844,1698,0.9093040227890015,0.7018911838531494,1.3067572116851807,-0.10910894511800284,-0.0,-0.0,-0.0,1.4789963572895124,0.1296875137440774,1.3698874121715097
114,114,Myeloid cells,Scriptaid,LSM-2499,O=C1c2cccc3cccc(c23)C(=O)N1CCCCCC(O)=NO,1.0,public_test,4,17,0,1.0,133.6725616455078,0.7585626840591431,146.14454650878906,6914,1.1161003112792969,0.8929442763328552,1.341834545135498,-0.10910894511800284,-0.0,-0.0,-0.0,1.4789963572895124,1.0595364908995089,1.3698874121715097
115,115,B cells,HMN-214,LSM-42802,COc1ccc(S(=O)(=O)N(C(C)=O)c2ccccc2/C=C/c2cc[n+]([O-])cc2)cc1,1.0,private_test,4,17,0,1.0,46.375770568847656,0.2582669258117676,63.38471984863281,16,0.5211018919944763,0.3987288475036621,1.2677403688430786,-0.10910894511800284,-0.0,-0.0,-0.0,-0.46411222371328065,-0.414133325785075,-0.5732211688312835
116,116,Myeloid cells,HMN-214,LSM-42802,COc1ccc(S(=O)(=O)N(C(C)=O)c2ccccc2/C=C/c2cc[n+]([O-])cc2)cc1,1.0,private_test,4,17,0,1.0,46.375770568847656,0.2582669258117676,56.8055305480957,7,0.4993719756603241,0.37687554955482483,1.7238951921463013,-0.10910894511800284,-0.0,-0.0,-0.0,-0.46411222371328065,-0.5312862136260486,-0.5732211688312835
117,117,B cells,SB525334,LSM-1121,Cc1cccc(-c2[nH]c(C(C)(C)C)nc2-c2ccc3nccnc3c2)n1,1.0,private_test,4,17,0,1.0,41.300201416015625,0.22333228588104248,64.79606628417969,4,0.5393145084381104,0.41544392704963684,1.937803864479065,-0.10910894511800284,-0.0,-0.0,-0.0,-0.5770875330311259,-0.38900206673240073,-0.6861964781491288
118,118,Myeloid cells,SB525334,LSM-1121,Cc1cccc(-c2[nH]c(C(C)(C)C)nc2-c2ccc3nccnc3c2)n1,1.0,private_test,4,17,0,1.0,41.300201416015625,0.22333228588104248,62.11869812011719,265,0.5345780849456787,0.3965139091014862,1.31345796585083,-0.10910894511800284,-0.0,-0.0,-0.0,-0.5770875330311259,-0.43667684821464214,-0.6861964781491288
119,119,B cells,AVL-292,LSM-45948,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,1.0,private_test,4,17,0,1.0,47.402496337890625,0.2602362036705017,66.69605255126953,120,0.544306755065918,0.41230350732803345,1.1701302528381348,-0.10910894511800284,-0.0,-0.0,-0.0,-0.44125869579365606,-0.35516980140609455,-0.5503676409116589
120,120,Myeloid cells,AVL-292,LSM-45948,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,1.0,private_test,4,17,0,1.0,47.402496337890625,0.2602362036705017,88.52348327636719,702,0.7649522423744202,0.5952406525611877,1.513136625289917,-0.10910894511800284,-0.0,-0.0,-0.0,-0.44125869579365606,0.03350218032047265,-0.5503676409116589
121,121,B cells,BMS-777607,LSM-1144,CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,1.0,private_test,4,17,0,1.0,38.670318603515625,0.209877148270607,59.995479583740234,0,0.5117725133895874,0.38280096650123596,,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6356251699473902,-0.4744841177263643,-0.744734115065393
122,122,Myeloid cells,BMS-777607,LSM-1144,CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,1.0,private_test,4,17,0,1.0,38.670318603515625,0.209877148270607,65.06000518798828,12,0.5506987571716309,0.42272481322288513,1.927392840385437,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6356251699473902,-0.3843022164343962,-0.744734115065393
123,123,B cells,AZD4547,LSM-6308,COc1cc(CCc2cc(NC(=O)c3ccc(N4C[C@@H](C)N[C@@H](C)C4)cc3)[nH]n2)cc(OC)c1,1.0,private_test,4,17,0,1.0,44.36320495605469,0.261167973279953,76.3222885131836,289,0.5381174087524414,0.4168534576892853,1.2615388631820679,-0.10910894511800284,-0.0,-0.0,-0.0,-0.508909214115998,-0.18375942081637686,-0.6180181592340008
124,124,Myeloid cells,AZD4547,LSM-6308,COc1cc(CCc2cc(NC(=O)c3ccc(N4C[C@@H](C)N[C@@H](C)C4)cc3)[nH]n2)cc(OC)c1,1.0,private_test,4,17,0,1.0,44.36320495605469,0.261167973279953,67.5676498413086,0,0.5226036906242371,0.39671581983566284,,-0.10910894511800284,-0.0,-0.0,-0.0,-0.508909214115998,-0.3396496309264115,-0.6180181592340008
125,125,B cells,Tivozanib,LSM-1005,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,1.0,public_test,4,17,0,1.0,42.65434646606445,0.24404914677143097,66.42252349853516,20,0.5946592688560486,0.46769949793815613,1.7204099893569946,-0.10910894511800284,-0.0,-0.0,-0.0,-0.5469460944487881,-0.3600404194978436,-0.6560550395667909
126,126,Myeloid cells,Tivozanib,LSM-1005,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,1.0,public_test,4,17,0,1.0,42.65434646606445,0.24404914677143097,57.31230926513672,1,0.5270630717277527,0.4007342755794525,0.4879213869571686,-0.10910894511800284,-0.0,-0.0,-0.0,-0.5469460944487881,-0.522262215761623,-0.6560550395667909
127,127,B cells,Quizartinib,LSM-1037,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,1.0,public_test,4,17,0,1.0,53.11008834838867,0.32417720556259155,62.13295364379883,1,0.6418446898460388,0.5183756351470947,0.05841916799545288,-0.10910894511800284,-0.0,-0.0,-0.0,-0.31421541189193075,-0.4364230060327713,-0.4233243570099336
128,128,Myeloid cells,Quizartinib,LSM-1037,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,1.0,public_test,4,17,0,1.0,53.11008834838867,0.32417720556259155,56.77073669433594,7,0.5497211217880249,0.42490360140800476,1.610857367515564,-0.10910894511800284,-0.0,-0.0,-0.0,-0.31421541189193075,-0.531905773310513,-0.4233243570099336
129,129,B cells,IKK Inhibitor VII,LSM-2309,O=C(c1ccc(Nc2nccc(-c3cc4ccccc4s3)n2)cc1)N1CCC(N2CCCC2)CC1,1.0,private_test,4,17,0,1.0,85.73603820800781,0.5271651148796082,80.3572998046875,175,0.6410055160522461,0.503197968006134,1.3782639503479004,-0.10910894511800284,-0.0,-0.0,-0.0,0.41199413548904323,-0.1119096527557394,0.3028851903710404
130,130,Myeloid cells,IKK Inhibitor VII,LSM-2309,O=C(c1ccc(Nc2nccc(-c3cc4ccccc4s3)n2)cc1)N1CCC(N2CCCC2)CC1,1.0,private_test,4,17,0,1.0,85.73603820800781,0.5271651148796082,143.4962158203125,5747,0.8717362284660339,0.6676867008209229,1.1997995376586914,-0.10910894511800284,-0.0,-0.0,-0.0,0.41199413548904323,1.0123787676694487,0.3028851903710404
