dataset,context_identity,fold_id,heldout_context,context,perturbation,split,setting,n_cells,selected_without_expression
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep1,PDCD1LG2,train,source_train,185,True
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep1,POU2F2,train,source_train,352,True
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep1,SMAD4,train,source_train,369,True
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep1,STAT1,train,source_train,248,True
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep1,TNFRSF14,train,source_train,414,True
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep2,ATF2,train,source_train,286,True
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep2,BRD4,train,source_train,83,True
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep2,IRF1,train,source_train,267,True
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep2,IRF7,train,source_train,121,True
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep2,JAK2,train,source_train,329,True
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep2,MARCH8,train,source_train,224,True
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep2,MYC,train,source_train,35,True
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep2,NFKBIA,train,source_train,194,True
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep2,PDCD1LG2,train,source_train,175,True
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep2,POU2F2,train,source_train,152,True
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep2,SMAD4,train,source_train,159,True
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep2,STAT1,train,source_train,88,True
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep2,STAT2,train,source_train,183,True
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep2,STAT3,train,source_train,110,True
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep2,TNFRSF14,train,source_train,257,True
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep1,STAT3,val,source_validation,218,True
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep2,CAV1,val,source_validation,239,True
Papalexi,technical_replicate,Papalexi_holdout_rep3,rep3,rep2,IFNGR1,val,source_validation,331,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,endothelial,HAND2,test,context_and_perturbation_unseen,95,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,endothelial,SPI1,test,context_and_perturbation_unseen,119,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,endothelial,ASCL3,test,context_unseen,119,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,endothelial,CDX2,test,context_unseen,197,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,endothelial,FOXP1,test,context_unseen,99,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,endothelial,HOXA10,test,context_unseen,100,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,endothelial,KLF4,test,context_unseen,267,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,endothelial,LMX1A,test,context_unseen,130,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,endothelial,MYOG,test,context_unseen,90,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,endothelial,SNAI2,test,context_unseen,134,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,hPSC,HAND2,test,perturbation_unseen,97,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,hPSC,SPI1,test,perturbation_unseen,72,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,multilineage,HAND2,test,perturbation_unseen,52,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,multilineage,SPI1,test,perturbation_unseen,51,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,multilineage,FOXP1,test,random_pair,64,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,hPSC,ASCL3,train,source_train,136,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,hPSC,CDX2,train,source_train,53,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,hPSC,FOXP1,train,source_train,112,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,hPSC,HOXA10,train,source_train,103,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,hPSC,KLF4,train,source_train,75,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,hPSC,LMX1A,train,source_train,125,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,hPSC,MYOG,train,source_train,100,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,hPSC,SNAI2,train,source_train,132,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,multilineage,ASCL3,train,source_train,67,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,multilineage,CDX2,train,source_train,69,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,multilineage,HOXA10,train,source_train,42,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,multilineage,KLF4,train,source_train,101,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,multilineage,MYOG,train,source_train,56,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,multilineage,SNAI2,train,source_train,36,True
Parekh,biological_cell_state,Parekh_holdout_endothelial,endothelial,multilineage,LMX1A,val,source_validation,57,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,hPSC,SNAI2,test,context_and_perturbation_unseen,132,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,hPSC,SPI1,test,context_and_perturbation_unseen,72,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,hPSC,ASCL3,test,context_unseen,136,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,hPSC,CDX2,test,context_unseen,53,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,hPSC,FOXP1,test,context_unseen,112,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,hPSC,HAND2,test,context_unseen,97,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,hPSC,HOXA10,test,context_unseen,103,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,hPSC,KLF4,test,context_unseen,75,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,hPSC,LMX1A,test,context_unseen,125,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,hPSC,MYOG,test,context_unseen,100,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,endothelial,SNAI2,test,perturbation_unseen,134,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,endothelial,SPI1,test,perturbation_unseen,119,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,multilineage,SNAI2,test,perturbation_unseen,36,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,multilineage,SPI1,test,perturbation_unseen,51,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,endothelial,FOXP1,test,random_pair,99,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,endothelial,ASCL3,train,source_train,119,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,endothelial,CDX2,train,source_train,197,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,endothelial,HAND2,train,source_train,95,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,endothelial,HOXA10,train,source_train,100,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,endothelial,KLF4,train,source_train,267,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,endothelial,LMX1A,train,source_train,130,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,endothelial,MYOG,train,source_train,90,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,multilineage,ASCL3,train,source_train,67,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,multilineage,CDX2,train,source_train,69,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,multilineage,FOXP1,train,source_train,64,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,multilineage,HOXA10,train,source_train,42,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,multilineage,KLF4,train,source_train,101,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,multilineage,LMX1A,train,source_train,57,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,multilineage,MYOG,train,source_train,56,True
Parekh,biological_cell_state,Parekh_holdout_hPSC,hPSC,multilineage,HAND2,val,source_validation,52,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,multilineage,ASCL3,test,context_and_perturbation_unseen,67,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,multilineage,MYOG,test,context_and_perturbation_unseen,56,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,multilineage,CDX2,test,context_unseen,69,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,multilineage,FOXP1,test,context_unseen,64,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,multilineage,HAND2,test,context_unseen,52,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,multilineage,HOXA10,test,context_unseen,42,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,multilineage,KLF4,test,context_unseen,101,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,multilineage,LMX1A,test,context_unseen,57,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,multilineage,SNAI2,test,context_unseen,36,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,multilineage,SPI1,test,context_unseen,51,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,endothelial,ASCL3,test,perturbation_unseen,119,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,endothelial,MYOG,test,perturbation_unseen,90,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,hPSC,ASCL3,test,perturbation_unseen,136,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,hPSC,MYOG,test,perturbation_unseen,100,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,hPSC,CDX2,test,random_pair,53,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,endothelial,CDX2,train,source_train,197,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,endothelial,FOXP1,train,source_train,99,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,endothelial,HOXA10,train,source_train,100,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,endothelial,KLF4,train,source_train,267,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,endothelial,LMX1A,train,source_train,130,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,endothelial,SNAI2,train,source_train,134,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,endothelial,SPI1,train,source_train,119,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,hPSC,FOXP1,train,source_train,112,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,hPSC,HAND2,train,source_train,97,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,hPSC,HOXA10,train,source_train,103,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,hPSC,KLF4,train,source_train,75,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,hPSC,LMX1A,train,source_train,125,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,hPSC,SNAI2,train,source_train,132,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,hPSC,SPI1,train,source_train,72,True
Parekh,biological_cell_state,Parekh_holdout_multilineage,multilineage,endothelial,HAND2,val,source_validation,95,True
