target,gene,split
RPE1,PSMB2,calibration_pool
RPE1,RPS29,calibration_pool
RPE1,PMPCB,calibration_pool
RPE1,SPC24,calibration_pool
RPE1,RUVBL1,calibration_pool
RPE1,TCOF1,calibration_pool
RPE1,MRGBP,calibration_pool
RPE1,RPL11,calibration_pool
RPE1,SNRPD3,calibration_pool
RPE1,RCL1,calibration_pool
RPE1,PFDN2,calibration_pool
RPE1,KRI1,calibration_pool
RPE1,TADA3,calibration_pool
RPE1,DARS,calibration_pool
RPE1,SRSF10,calibration_pool
RPE1,TUBGCP2,calibration_pool
RPE1,CCNH,calibration_pool
RPE1,EXOC7,calibration_pool
RPE1,POLD2,calibration_pool
RPE1,RPL7,calibration_pool
RPE1,IK,calibration_pool
RPE1,PHAX,calibration_pool
RPE1,FARSA,calibration_pool
RPE1,SLU7,calibration_pool
RPE1,DDX59,calibration_pool
RPE1,RBM48,calibration_pool
RPE1,RPL9,calibration_pool
RPE1,MRPL38,calibration_pool
RPE1,HSCB,calibration_pool
RPE1,SF3A2,calibration_pool
RPE1,CINP,calibration_pool
RPE1,UQCRB,calibration_pool
RPE1,RPL35,calibration_pool
RPE1,EEF2,calibration_pool
RPE1,POLR3D,calibration_pool
RPE1,MRPS14,calibration_pool
RPE1,RPL23A,calibration_pool
RPE1,SMC4,calibration_pool
RPE1,PPP1R8,calibration_pool
RPE1,RPL18,calibration_pool
RPE1,CLNS1A,calibration_pool
RPE1,LSM4,calibration_pool
RPE1,ALG13,calibration_pool
RPE1,ATR,calibration_pool
RPE1,NDC80,calibration_pool
RPE1,USP39,calibration_pool
RPE1,SBNO1,calibration_pool
RPE1,PPP1R11,calibration_pool
RPE1,DNAJC8,calibration_pool
RPE1,POLR1C,calibration_pool
RPE1,COPS2,calibration_pool
RPE1,LSM5,calibration_pool
RPE1,GRSF1,calibration_pool
RPE1,FTSJ3,calibration_pool
RPE1,BCAS2,calibration_pool
RPE1,CCNK,calibration_pool
RPE1,WDTC1,calibration_pool
RPE1,SNRPB,calibration_pool
RPE1,BNIP1,calibration_pool
RPE1,PABPN1,calibration_pool
RPE1,GPN2,calibration_pool
RPE1,CWC15,calibration_pool
RPE1,NUF2,calibration_pool
RPE1,XRCC5,calibration_pool
RPE1,TIMM13,calibration_pool
RPE1,ZBTB17,calibration_pool
RPE1,SNRPC,calibration_pool
RPE1,RPLP0,calibration_pool
RPE1,RPTOR,calibration_pool
RPE1,NUTF2,calibration_pool
RPE1,EIF3B,calibration_pool
RPE1,RFC5,calibration_pool
RPE1,MCM4,calibration_pool
RPE1,RAN,calibration_pool
RPE1,RPL35A,calibration_pool
RPE1,TBCB,calibration_pool
RPE1,CDC6,calibration_pool
RPE1,PSMC1,calibration_pool
RPE1,EBNA1BP2,calibration_pool
RPE1,MAD2L1,calibration_pool
RPE1,HAUS5,calibration_pool
RPE1,SNRPD1,calibration_pool
RPE1,CHEK1,calibration_pool
RPE1,RPL39,calibration_pool
RPE1,SDE2,calibration_pool
RPE1,TIMM9,calibration_pool
RPE1,ZC3H18,calibration_pool
RPE1,EXOSC2,calibration_pool
RPE1,MCM2,calibration_pool
RPE1,PPIH,calibration_pool
RPE1,HMGCS1,calibration_pool
RPE1,RSL1D1,calibration_pool
RPE1,EXOSC7,calibration_pool
RPE1,CENPK,calibration_pool
RPE1,GTF2E1,calibration_pool
RPE1,CNOT2,calibration_pool
RPE1,MCM3,calibration_pool
RPE1,EIF4E,calibration_pool
RPE1,SDHC,calibration_pool
RPE1,PSMC2,calibration_pool
RPE1,PDCD7,calibration_pool
hepg2,GLE1,evaluation
hepg2,DHX33,evaluation
hepg2,TSEN2,evaluation
hepg2,NOL8,evaluation
hepg2,GINS2,evaluation
hepg2,HSPA9,evaluation
hepg2,FARSA,evaluation
hepg2,SCFD1,evaluation
hepg2,SNIP1,evaluation
hepg2,NOL11,evaluation
hepg2,PPP1R11,evaluation
hepg2,PRPF18,evaluation
hepg2,CCT7,evaluation
hepg2,MARS,evaluation
hepg2,EIF2B1,evaluation
hepg2,TCOF1,evaluation
hepg2,CSNK2B,evaluation
hepg2,MED11,evaluation
hepg2,LSM4,evaluation
hepg2,COPS4,evaluation
hepg2,POLA1,evaluation
hepg2,EIF3B,evaluation
hepg2,DNMT1,evaluation
hepg2,NUP54,evaluation
hepg2,MRPL37,evaluation
hepg2,MAK16,evaluation
hepg2,ISCU,evaluation
hepg2,TOMM22,evaluation
hepg2,AHCTF1,evaluation
hepg2,MRPS23,evaluation
hepg2,UPF2,evaluation
hepg2,RNASEH2C,evaluation
hepg2,SMC1A,evaluation
hepg2,NRBP1,evaluation
hepg2,MRPL54,evaluation
hepg2,AKIRIN2,evaluation
hepg2,IGBP1,evaluation
hepg2,UBA1,evaluation
hepg2,SART3,evaluation
hepg2,PFDN2,evaluation
hepg2,MRPL3,evaluation
hepg2,LSM5,evaluation
hepg2,RPL10,evaluation
hepg2,SEC61G,evaluation
hepg2,STRAP,evaluation
hepg2,SRRM1,evaluation
hepg2,MYBL2,evaluation
hepg2,SETDB1,evaluation
hepg2,DNAJC17,evaluation
hepg2,RPSA,evaluation
hepg2,POLR3D,evaluation
hepg2,RBBP4,evaluation
hepg2,TIMM13,evaluation
hepg2,RPS27,evaluation
hepg2,EIF2S1,evaluation
hepg2,ARL2,evaluation
hepg2,ACTB,evaluation
hepg2,CDC6,evaluation
hepg2,SMG5,evaluation
hepg2,PNN,evaluation
hepg2,POLR3F,evaluation
hepg2,HDAC7,evaluation
hepg2,SRSF1,evaluation
hepg2,EIF1AX,evaluation
hepg2,RNF113A,evaluation
hepg2,NDUFB8,evaluation
hepg2,RPS15A,evaluation
hepg2,RPLP0,evaluation
hepg2,MRPS35,evaluation
hepg2,DDX10,evaluation
hepg2,RPS24,evaluation
hepg2,ESF1,evaluation
hepg2,CPSF6,evaluation
hepg2,HSPE1,evaluation
hepg2,MRGBP,evaluation
hepg2,RPS4X,evaluation
hepg2,ABT1,evaluation
hepg2,PSMB6,evaluation
hepg2,SNRPB,evaluation
hepg2,PSMB2,evaluation
hepg2,SPCS3,evaluation
hepg2,DNM1L,calibration_pool
hepg2,MRPL38,calibration_pool
hepg2,CD3EAP,calibration_pool
hepg2,XRN2,calibration_pool
hepg2,HSPA8,calibration_pool
hepg2,PAM16,calibration_pool
hepg2,CCNH,calibration_pool
hepg2,HNRNPH1,calibration_pool
hepg2,MZT1,calibration_pool
hepg2,COX7C,calibration_pool
hepg2,RBM42,calibration_pool
hepg2,ATP6V1A,calibration_pool
hepg2,TSR1,calibration_pool
hepg2,YTHDC1,calibration_pool
hepg2,WDR33,calibration_pool
hepg2,TIMM44,calibration_pool
hepg2,NFS1,calibration_pool
hepg2,EBNA1BP2,calibration_pool
hepg2,KAT8,calibration_pool
hepg2,ATRIP,calibration_pool
hepg2,GARS,calibration_pool
hepg2,RPL34,calibration_pool
hepg2,CWC15,calibration_pool
hepg2,DNAJC8,calibration_pool
hepg2,PMPCB,calibration_pool
hepg2,POP7,calibration_pool
hepg2,PPP2R1A,calibration_pool
hepg2,BYSL,calibration_pool
hepg2,TPX2,calibration_pool
hepg2,MCM2,calibration_pool
hepg2,POLR2I,calibration_pool
hepg2,NUMA1,calibration_pool
hepg2,POLR2G,calibration_pool
hepg2,SNRNP200,calibration_pool
hepg2,DTL,calibration_pool
hepg2,RPL7,calibration_pool
hepg2,MED17,calibration_pool
hepg2,EIF4G2,calibration_pool
hepg2,CUL7,calibration_pool
hepg2,KRI1,calibration_pool
hepg2,DDX23,calibration_pool
hepg2,KPNB1,calibration_pool
hepg2,MRPS9,calibration_pool
hepg2,SBNO1,calibration_pool
hepg2,TRMT112,calibration_pool
hepg2,PSMA3,calibration_pool
hepg2,MRPL51,calibration_pool
hepg2,CMTR1,calibration_pool
hepg2,MRPL14,calibration_pool
hepg2,RSL1D1,calibration_pool
hepg2,PTCD1,calibration_pool
hepg2,SAP18,calibration_pool
hepg2,IARS,calibration_pool
hepg2,TIMM9,calibration_pool
hepg2,RPL5,calibration_pool
hepg2,SRBD1,calibration_pool
hepg2,UBL5,calibration_pool
hepg2,SETD1A,calibration_pool
hepg2,PSMC4,calibration_pool
hepg2,POLD2,calibration_pool
hepg2,GRSF1,calibration_pool
hepg2,MRPL18,calibration_pool
hepg2,PGD,calibration_pool
hepg2,MED19,calibration_pool
hepg2,ACTR6,calibration_pool
hepg2,RFC2,calibration_pool
hepg2,ZBTB17,calibration_pool
hepg2,DDX52,calibration_pool
hepg2,NAA20,calibration_pool
hepg2,HMGCS1,calibration_pool
hepg2,SDAD1,calibration_pool
hepg2,RPS28,calibration_pool
hepg2,RPL38,calibration_pool
hepg2,RPL23A,calibration_pool
hepg2,MAX,calibration_pool
hepg2,SARS2,calibration_pool
hepg2,ZFC3H1,calibration_pool
hepg2,PPP1R8,calibration_pool
hepg2,ORC1,calibration_pool
hepg2,RPAP1,calibration_pool
hepg2,UPF1,calibration_pool
hepg2,NUTF2,calibration_pool
hepg2,RAE1,calibration_pool
hepg2,RFC4,calibration_pool
hepg2,FAM32A,calibration_pool
hepg2,TBCB,calibration_pool
hepg2,MRPS7,calibration_pool
hepg2,METAP2,calibration_pool
hepg2,TMX2,calibration_pool
hepg2,TTI1,calibration_pool
hepg2,EXOSC2,calibration_pool
hepg2,THOC7,calibration_pool
hepg2,GPN1,calibration_pool
hepg2,RPL12,calibration_pool
hepg2,PRIM2,calibration_pool
hepg2,PAXBP1,calibration_pool
hepg2,NAA10,calibration_pool
hepg2,THOC6,calibration_pool
hepg2,QARS,calibration_pool
hepg2,DDX55,calibration_pool
hepg2,DHX16,calibration_pool
hepg2,DDX18,calibration_pool
hepg2,CHCHD4,calibration_pool
hepg2,CPSF1,calibration_pool
hepg2,TERF2,calibration_pool
hepg2,RPL4,calibration_pool
hepg2,BRIX1,calibration_pool
hepg2,SLC39A9,calibration_pool
hepg2,EIF2S3,calibration_pool
hepg2,DNTTIP2,calibration_pool
hepg2,POP4,calibration_pool
hepg2,EXOSC7,calibration_pool
hepg2,RPS29,calibration_pool
hepg2,RPL11,calibration_pool
hepg2,RPS10,calibration_pool
hepg2,SF3A2,calibration_pool
hepg2,OGFOD1,calibration_pool
hepg2,SRSF7,calibration_pool
hepg2,TUBGCP2,calibration_pool
hepg2,PRMT5,calibration_pool
hepg2,EIF4E,calibration_pool
hepg2,DLD,calibration_pool
hepg2,SURF6,calibration_pool
hepg2,CSTF3,calibration_pool
hepg2,NOL12,calibration_pool
hepg2,RPL35A,calibration_pool
hepg2,GTF2F2,calibration_pool
hepg2,UTP23,calibration_pool
hepg2,RINT1,calibration_pool
hepg2,ICE1,calibration_pool
hepg2,RPS3,calibration_pool
hepg2,RPAP2,calibration_pool
hepg2,SUPT16H,calibration_pool
hepg2,RCL1,calibration_pool
hepg2,CUL2,calibration_pool
hepg2,TTK,calibration_pool
hepg2,TADA3,calibration_pool
hepg2,EEF2,calibration_pool
hepg2,OPA1,calibration_pool
hepg2,XRCC5,calibration_pool
hepg2,ZCRB1,calibration_pool
hepg2,IMPDH2,calibration_pool
hepg2,CPSF3,calibration_pool
hepg2,YEATS2,calibration_pool
hepg2,PELP1,calibration_pool
hepg2,PET117,calibration_pool
hepg2,EXOSC3,calibration_pool
hepg2,SF3B5,calibration_pool
hepg2,ERCC2,calibration_pool
hepg2,RBM39,calibration_pool
hepg2,PHB2,calibration_pool
hepg2,RRP12,calibration_pool
hepg2,MCM6,calibration_pool
hepg2,AARS,calibration_pool
hepg2,MED26,calibration_pool
hepg2,RPS15,calibration_pool
hepg2,DDX46,calibration_pool
hepg2,SFPQ,calibration_pool
hepg2,RPL9,calibration_pool
hepg2,NELFCD,calibration_pool
hepg2,CHEK1,calibration_pool
hepg2,POP5,calibration_pool
hepg2,LAS1L,calibration_pool
hepg2,SLU7,calibration_pool
hepg2,ALG13,calibration_pool
hepg2,RPL35,calibration_pool
hepg2,SNRNP70,calibration_pool
hepg2,GPN3,calibration_pool
hepg2,RPS6,calibration_pool
hepg2,RUVBL1,calibration_pool
hepg2,DDB1,calibration_pool
hepg2,TIMM23B,calibration_pool
hepg2,ZNF236,calibration_pool
hepg2,MRPL41,calibration_pool
hepg2,NUP85,calibration_pool
hepg2,RNMT,calibration_pool
hepg2,TAF6,calibration_pool
hepg2,WDR12,calibration_pool
hepg2,KRR1,calibration_pool
hepg2,MED4,calibration_pool
hepg2,RPA1,calibration_pool
hepg2,HSPA5,calibration_pool
hepg2,LSM6,calibration_pool
hepg2,COPS2,calibration_pool
hepg2,EIF6,calibration_pool
hepg2,RPL14,calibration_pool
hepg2,GNL3L,calibration_pool
hepg2,NACA,calibration_pool
hepg2,NRDE2,calibration_pool
hepg2,SLC7A6OS,calibration_pool
hepg2,NDUFB4,calibration_pool
hepg2,PRRC2A,calibration_pool
hepg2,RPL26,calibration_pool
hepg2,UFM1,calibration_pool
hepg2,LSM7,calibration_pool
hepg2,NUP133,calibration_pool
hepg2,SNRPD3,calibration_pool
hepg2,PABPN1,calibration_pool
hepg2,MPHOSPH10,calibration_pool
hepg2,DENR,calibration_pool
hepg2,EXOC7,calibration_pool
hepg2,RBM17,calibration_pool
hepg2,RPL37A,calibration_pool
hepg2,ZNF574,calibration_pool
hepg2,INTS9,calibration_pool
hepg2,THAP11,calibration_pool
hepg2,MYBBP1A,calibration_pool
hepg2,RBM48,calibration_pool
hepg2,PCID2,calibration_pool
hepg2,GTF2E1,calibration_pool
hepg2,RAN,calibration_pool
hepg2,MICOS10,calibration_pool
hepg2,WBP11,calibration_pool
hepg2,ATP6V0B,calibration_pool
hepg2,ETF1,calibration_pool
hepg2,EIF3I,calibration_pool
hepg2,RPL18,calibration_pool
hepg2,POLR3E,calibration_pool
hepg2,NFRKB,calibration_pool
hepg2,RABGGTA,calibration_pool
hepg2,MNAT1,calibration_pool
hepg2,MIOS,calibration_pool
hepg2,CCT4,calibration_pool
hepg2,MAD2L1,calibration_pool
hepg2,INTS3,calibration_pool
hepg2,HGS,calibration_pool
hepg2,CDC73,calibration_pool
hepg2,PDAP1,calibration_pool
hepg2,KANSL1,calibration_pool
hepg2,WDHD1,calibration_pool
hepg2,DKC1,calibration_pool
hepg2,SKA3,calibration_pool
hepg2,FAM136A,calibration_pool
hepg2,SDC1,calibration_pool
hepg2,PNO1,calibration_pool
hepg2,USP39,calibration_pool
hepg2,ATR,calibration_pool
hepg2,EIF3J,calibration_pool
hepg2,POLR2H,calibration_pool
hepg2,MRPL36,calibration_pool
hepg2,PSMC1,calibration_pool
hepg2,TPR,calibration_pool
hepg2,RPS3A,calibration_pool
hepg2,SLBP,calibration_pool
hepg2,DHX36,calibration_pool
hepg2,RRN3,calibration_pool
hepg2,CDC123,calibration_pool
hepg2,IPO9,calibration_pool
hepg2,CWC22,calibration_pool
hepg2,DYNC1I2,calibration_pool
hepg2,MRPS21,calibration_pool
hepg2,UBA52,calibration_pool
hepg2,NDUFA2,calibration_pool
hepg2,CPSF4,calibration_pool
hepg2,PSMB3,calibration_pool
hepg2,RPS20,calibration_pool
hepg2,LSG1,calibration_pool
hepg2,ARGLU1,calibration_pool
hepg2,EIF2B5,calibration_pool
hepg2,NOC3L,calibration_pool
hepg2,CCDC59,calibration_pool
hepg2,TAF10,calibration_pool
hepg2,UBAP1,calibration_pool
hepg2,RSL24D1,calibration_pool
hepg2,DDX41,calibration_pool
hepg2,INTS4,calibration_pool
hepg2,PAF1,calibration_pool
hepg2,RPL32,calibration_pool
hepg2,RPS19BP1,calibration_pool
hepg2,PDRG1,calibration_pool
hepg2,MCM3AP,calibration_pool
hepg2,SDHC,calibration_pool
hepg2,SSU72,calibration_pool
hepg2,GNL3,calibration_pool
hepg2,RPL17,calibration_pool
hepg2,ILF2,calibration_pool
hepg2,SS18L2,calibration_pool
hepg2,DHX37,calibration_pool
hepg2,UXT,calibration_pool
hepg2,ZMAT2,calibration_pool
hepg2,SNRPC,calibration_pool
hepg2,POLR2F,calibration_pool
hepg2,GFM1,calibration_pool
hepg2,NUP160,calibration_pool
hepg2,DARS,calibration_pool
hepg2,TAF7,calibration_pool
hepg2,U2SURP,calibration_pool
hepg2,ZNHIT6,calibration_pool
hepg2,SEC61A1,calibration_pool
hepg2,ISG20L2,calibration_pool
hepg2,RARS2,calibration_pool
hepg2,LETM1,calibration_pool
hepg2,COX11,calibration_pool
hepg2,UBQLN4,calibration_pool
hepg2,RPS2,calibration_pool
hepg2,RPS11,calibration_pool
hepg2,EIF2S2,calibration_pool
hepg2,NELFA,calibration_pool
hepg2,ABCF1,calibration_pool
hepg2,CSE1L,calibration_pool
hepg2,RPS27A,calibration_pool
hepg2,POLR2D,calibration_pool
hepg2,MCM3,calibration_pool
hepg2,UTP20,calibration_pool
hepg2,TRMT5,calibration_pool
hepg2,SCAF1,calibration_pool
hepg2,RBM28,calibration_pool
hepg2,TAF1C,calibration_pool
hepg2,TCERG1,calibration_pool
hepg2,PHAX,calibration_pool
hepg2,GFER,calibration_pool
hepg2,RFC5,calibration_pool
hepg2,RMI1,calibration_pool
hepg2,MED30,calibration_pool
hepg2,UQCC2,calibration_pool
hepg2,DAP3,calibration_pool
hepg2,RRP7A,calibration_pool
hepg2,SMN2,calibration_pool
hepg2,DDX5,calibration_pool
hepg2,POLRMT,calibration_pool
hepg2,INO80B,calibration_pool
hepg2,RPP30,calibration_pool
hepg2,ECD,calibration_pool
hepg2,MED29,calibration_pool
jurkat,CCDC59,evaluation
jurkat,DNAJC8,evaluation
jurkat,RRP7A,evaluation
jurkat,RPS2,evaluation
jurkat,RPL37A,evaluation
jurkat,PGD,evaluation
jurkat,RPL9,evaluation
jurkat,EIF5,evaluation
jurkat,ZMAT5,evaluation
jurkat,CNOT2,evaluation
jurkat,SRRM1,evaluation
jurkat,RPS4X,evaluation
jurkat,PNN,evaluation
jurkat,RPS6,evaluation
jurkat,PPP2R1A,evaluation
jurkat,RPS15A,evaluation
jurkat,POP5,evaluation
jurkat,RPAP1,evaluation
jurkat,MCM2,evaluation
jurkat,COX7C,evaluation
jurkat,PELP1,evaluation
jurkat,LSM6,evaluation
jurkat,MRPL51,evaluation
jurkat,OXA1L,evaluation
jurkat,MNAT1,evaluation
jurkat,RPL32,evaluation
jurkat,GNL3,evaluation
jurkat,CHMP1A,evaluation
jurkat,RFC2,evaluation
jurkat,POLR3F,evaluation
jurkat,PAXBP1,evaluation
jurkat,INO80B,evaluation
jurkat,PHAX,evaluation
jurkat,RABGGTA,evaluation
jurkat,RPS19BP1,evaluation
jurkat,SUPT5H,evaluation
jurkat,ETF1,evaluation
jurkat,RPS3,evaluation
jurkat,CCDC84,evaluation
jurkat,ZCRB1,evaluation
jurkat,DR1,evaluation
jurkat,MED17,evaluation
jurkat,EIF4E,evaluation
jurkat,SART3,evaluation
jurkat,MRPS2,evaluation
jurkat,EIF3E,evaluation
jurkat,USP36,evaluation
jurkat,DYNC1I2,evaluation
jurkat,POP4,evaluation
jurkat,ALG13,evaluation
jurkat,SBNO1,evaluation
jurkat,PRRC2A,evaluation
jurkat,NUP85,evaluation
jurkat,ACTR6,evaluation
jurkat,TAF10,evaluation
jurkat,EIF6,evaluation
jurkat,XRN2,evaluation
jurkat,PDCD2,evaluation
jurkat,EIF3J,evaluation
jurkat,RNMT,evaluation
jurkat,FTSJ3,evaluation
jurkat,SF3A2,evaluation
jurkat,KARS,evaluation
jurkat,TAF6,evaluation
jurkat,CD3EAP,evaluation
jurkat,PSMB6,evaluation
jurkat,SLC7A6OS,evaluation
jurkat,NDUFB8,evaluation
jurkat,BDP1,evaluation
jurkat,ERCC2,evaluation
jurkat,SCAF1,evaluation
jurkat,DDB1,evaluation
jurkat,NELFA,evaluation
jurkat,KIF20A,evaluation
jurkat,TRA2B,evaluation
jurkat,RPL35,evaluation
jurkat,NOL12,evaluation
jurkat,SNAPC1,evaluation
jurkat,CSNK2B,evaluation
jurkat,SEC61A1,evaluation
jurkat,GINS2,evaluation
jurkat,UXT,evaluation
jurkat,DAP3,evaluation
jurkat,CPSF1,evaluation
jurkat,FBL,evaluation
jurkat,LSG1,calibration_pool
jurkat,SSBP1,calibration_pool
jurkat,IPO9,calibration_pool
jurkat,ABCF1,calibration_pool
jurkat,HNRNPH1,calibration_pool
jurkat,DIS3,calibration_pool
jurkat,POLR2I,calibration_pool
jurkat,TSEN2,calibration_pool
jurkat,CUL2,calibration_pool
jurkat,NDUFA8,calibration_pool
jurkat,RPS24,calibration_pool
jurkat,TTI1,calibration_pool
jurkat,DNM1L,calibration_pool
jurkat,LSM3,calibration_pool
jurkat,CPSF3,calibration_pool
jurkat,ORC1,calibration_pool
jurkat,POP7,calibration_pool
jurkat,PET117,calibration_pool
jurkat,CCNH,calibration_pool
jurkat,MED4,calibration_pool
jurkat,COPS2,calibration_pool
jurkat,DDX52,calibration_pool
jurkat,MARS,calibration_pool
jurkat,UBQLN4,calibration_pool
jurkat,RPL18,calibration_pool
jurkat,RPS28,calibration_pool
jurkat,RPL4,calibration_pool
jurkat,CSTF3,calibration_pool
jurkat,TCOF1,calibration_pool
jurkat,COX17,calibration_pool
jurkat,MRPL36,calibration_pool
jurkat,CDC123,calibration_pool
jurkat,TSR1,calibration_pool
jurkat,TOMM22,calibration_pool
jurkat,NOC3L,calibration_pool
jurkat,WDHD1,calibration_pool
jurkat,MED22,calibration_pool
jurkat,NAT10,calibration_pool
jurkat,MRPL37,calibration_pool
jurkat,PPP1R11,calibration_pool
jurkat,HMGCS1,calibration_pool
jurkat,LSM5,calibration_pool
jurkat,UTP23,calibration_pool
jurkat,INTS9,calibration_pool
jurkat,UFM1,calibration_pool
jurkat,MCM3,calibration_pool
jurkat,COX11,calibration_pool
jurkat,STRAP,calibration_pool
jurkat,SAMM50,calibration_pool
jurkat,EXOSC2,calibration_pool
jurkat,CLNS1A,calibration_pool
jurkat,TAF7,calibration_pool
jurkat,RBM28,calibration_pool
jurkat,CPSF6,calibration_pool
jurkat,KRR1,calibration_pool
jurkat,UQCRFS1,calibration_pool
jurkat,METAP2,calibration_pool
jurkat,MED26,calibration_pool
jurkat,RPS15,calibration_pool
jurkat,DUT,calibration_pool
jurkat,THOC7,calibration_pool
jurkat,RNF113A,calibration_pool
jurkat,EIF3I,calibration_pool
jurkat,PRPF18,calibration_pool
jurkat,RRP12,calibration_pool
jurkat,NUP133,calibration_pool
jurkat,ABT1,calibration_pool
jurkat,MAD2L1,calibration_pool
jurkat,GINS3,calibration_pool
jurkat,ARGLU1,calibration_pool
jurkat,THAP11,calibration_pool
jurkat,ZBTB17,calibration_pool
jurkat,RPL17,calibration_pool
jurkat,SNIP1,calibration_pool
jurkat,ISG20L2,calibration_pool
jurkat,MAX,calibration_pool
jurkat,ZNHIT6,calibration_pool
jurkat,DAD1,calibration_pool
jurkat,MTBP,calibration_pool
jurkat,AKIRIN2,calibration_pool
jurkat,ICE1,calibration_pool
jurkat,UBA3,calibration_pool
jurkat,INTS3,calibration_pool
jurkat,OGFOD1,calibration_pool
jurkat,NELFCD,calibration_pool
jurkat,MRPL14,calibration_pool
jurkat,PPP4R2,calibration_pool
jurkat,RBBP4,calibration_pool
jurkat,TIMM13,calibration_pool
jurkat,POLR3E,calibration_pool
jurkat,U2AF1,calibration_pool
jurkat,DNMT1,calibration_pool
jurkat,IMPDH2,calibration_pool
jurkat,RCL1,calibration_pool
jurkat,RPS11,calibration_pool
jurkat,DDX10,calibration_pool
jurkat,POLD3,calibration_pool
jurkat,UQCRQ,calibration_pool
jurkat,TBCB,calibration_pool
jurkat,ILF2,calibration_pool
jurkat,MICOS10,calibration_pool
jurkat,SETDB1,calibration_pool
jurkat,MAK16,calibration_pool
jurkat,DDX5,calibration_pool
jurkat,NCBP2,calibration_pool
jurkat,SUGP1,calibration_pool
jurkat,SUPT16H,calibration_pool
jurkat,EIF2B5,calibration_pool
jurkat,PPIE,calibration_pool
jurkat,MYBBP1A,calibration_pool
jurkat,CNOT3,calibration_pool
jurkat,PSMD4,calibration_pool
jurkat,MRPS7,calibration_pool
jurkat,SDAD1,calibration_pool
jurkat,YEATS2,calibration_pool
jurkat,RPS10,calibration_pool
jurkat,RPS3A,calibration_pool
jurkat,SFSWAP,calibration_pool
jurkat,POLRMT,calibration_pool
jurkat,NOL8,calibration_pool
jurkat,MRPS22,calibration_pool
jurkat,TBL3,calibration_pool
jurkat,GPN3,calibration_pool
jurkat,DHX36,calibration_pool
jurkat,SUPV3L1,calibration_pool
jurkat,NFRKB,calibration_pool
jurkat,RPL26,calibration_pool
jurkat,CWF19L2,calibration_pool
jurkat,DNTTIP2,calibration_pool
jurkat,EIF2B1,calibration_pool
jurkat,RPL35A,calibration_pool
jurkat,RRP1,calibration_pool
jurkat,ZC3H18,calibration_pool
jurkat,RPL5,calibration_pool
jurkat,CHD4,calibration_pool
jurkat,TMX2,calibration_pool
jurkat,INTS4,calibration_pool
jurkat,RPTOR,calibration_pool
jurkat,EIF3D,calibration_pool
jurkat,TIMM23B,calibration_pool
jurkat,SPCS3,calibration_pool
jurkat,HSCB,calibration_pool
jurkat,NOL11,calibration_pool
jurkat,EXOSC3,calibration_pool
jurkat,MRPL43,calibration_pool
jurkat,EXOC7,calibration_pool
jurkat,NRBP1,calibration_pool
jurkat,SAP18,calibration_pool
jurkat,MRPS11,calibration_pool
jurkat,TSG101,calibration_pool
jurkat,PPP1R8,calibration_pool
jurkat,SRRM2,calibration_pool
jurkat,RINT1,calibration_pool
jurkat,MPHOSPH10,calibration_pool
jurkat,PTCD1,calibration_pool
jurkat,BRIX1,calibration_pool
jurkat,FAM136A,calibration_pool
jurkat,MRPS23,calibration_pool
jurkat,CYCS,calibration_pool
jurkat,RPL7,calibration_pool
jurkat,RPSA,calibration_pool
jurkat,SEC61G,calibration_pool
jurkat,TRMT5,calibration_pool
jurkat,DDX59,calibration_pool
jurkat,KRI1,calibration_pool
jurkat,RPP30,calibration_pool
jurkat,POLR1B,calibration_pool
jurkat,CHCHD4,calibration_pool
jurkat,SETD1A,calibration_pool
jurkat,PGAM1,calibration_pool
jurkat,MRPL3,calibration_pool
jurkat,HEATR1,calibration_pool
jurkat,PRMT5,calibration_pool
jurkat,UTP20,calibration_pool
jurkat,MRPL38,calibration_pool
jurkat,PDCD7,calibration_pool
jurkat,RPLP0,calibration_pool
jurkat,PMPCB,calibration_pool
jurkat,RPS29,calibration_pool
jurkat,DMAP1,calibration_pool
jurkat,DKC1,calibration_pool
jurkat,CSE1L,calibration_pool
jurkat,CXXC1,calibration_pool
jurkat,RPS27,calibration_pool
jurkat,SSU72,calibration_pool
jurkat,SRSF1,calibration_pool
jurkat,WDR33,calibration_pool
jurkat,EEF2,calibration_pool
jurkat,EXOSC10,calibration_pool
jurkat,TAF1C,calibration_pool
jurkat,MED29,calibration_pool
jurkat,EIF4G2,calibration_pool
jurkat,AARS,calibration_pool
jurkat,ZFC3H1,calibration_pool
jurkat,CSNK1A1,calibration_pool
jurkat,SMC1A,calibration_pool
jurkat,GPN2,calibration_pool
jurkat,TRMT10C,calibration_pool
jurkat,MED11,calibration_pool
jurkat,HBS1L,calibration_pool
jurkat,MIOS,calibration_pool
jurkat,EIF3M,calibration_pool
jurkat,PNO1,calibration_pool
jurkat,TELO2,calibration_pool
jurkat,SDHC,calibration_pool
jurkat,PAF1,calibration_pool
jurkat,CCT4,calibration_pool
jurkat,RPL21,calibration_pool
jurkat,SRSF10,calibration_pool
jurkat,IARS,calibration_pool
jurkat,UBAP1,calibration_pool
jurkat,CPSF4,calibration_pool
jurkat,DNAJC17,calibration_pool
jurkat,XRCC5,calibration_pool
jurkat,PDAP1,calibration_pool
jurkat,GMPS,calibration_pool
jurkat,LSM7,calibration_pool
jurkat,DHX33,calibration_pool
jurkat,RPL10,calibration_pool
jurkat,POLR2F,calibration_pool
