local_path,file_name,source_name,dataset_family,study_family,perturbation_type_manifest,modality_manifest,scan_status,scan_error,n_obs,n_vars,obs_columns,var_columns,obsm_keys,layers,perturbation_label_columns,has_perturbation_label,has_control_like,control_columns,has_batch,has_cell_type,has_donor,has_condition,modality,perturbation_type,suitable_perturbation_prediction,suitable_perturbation_generalization,suitable_combination_task,file_size_bytes
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/DixitRegev2016_K562_TFs_13_days.h5ad,DixitRegev2016_K562_TFs_13_days.h5ad,scPerturb Zenodo,official_scperturb,DixitRegev2016,genetic_single,RNA,ok,,19268,21713,"perturbation,target,moi,time,cell_line,celltype,perturbation_type,cancer,disease,tissue_type,organism,guide_id,ncounts,ngenes,percent_mito,percent_ribo,nperts","gene_id,mt,ribo,ncounts,ncells",,,"perturbation,target,perturbation_type,guide_id,ngenes,nperts",True,True,perturbation,False,True,False,True,RNA,genetic_single,True,True,False,121166672
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/DixitRegev2016_K562_TFs_7_days.h5ad,DixitRegev2016_K562_TFs_7_days.h5ad,scPerturb Zenodo,official_scperturb,DixitRegev2016,genetic_single,RNA,ok,,33013,23111,"perturbation,target,moi,time,cell_line,celltype,perturbation_type,cancer,disease,tissue_type,organism,guide_id,ncounts,ngenes,percent_mito,percent_ribo,nperts","gene_id,mt,ribo,ncounts,ncells",,,"perturbation,target,perturbation_type,guide_id,ngenes,nperts",True,True,perturbation,False,True,False,True,RNA,genetic_single,True,True,False,256685252
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/DixitRegev2016_K562_TFs_High_MOI.h5ad,DixitRegev2016_K562_TFs_High_MOI.h5ad,scPerturb Zenodo,official_scperturb,DixitRegev2016,genetic_single,RNA,ok,,51898,23529,"perturbation,grna_lenient,target,moi,cell_line,celltype,perturbation_type,cancer,disease,tissue_type,organism,guide_id,ncounts,ngenes,percent_mito,percent_ribo,nperts","gene_id,mt,ribo,ncounts,ncells",,,"perturbation,grna_lenient,target,perturbation_type,guide_id,ngenes,nperts",True,True,perturbation,False,True,False,True,RNA,genetic_combinatorial,True,True,True,319735470
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/FrangiehIzar2021_RNA.h5ad,FrangiehIzar2021_RNA.h5ad,scPerturb Zenodo,official_scperturb,FrangiehIzar2021,genetic_single,multimodal,ok,,218331,23712,"library_preparation_protocol,perturbation_2,MOI,sgRNA,UMI_count,guide_id,umap_x,umap_y,perturbation,tissue_type,cancer,disease,perturbation_type,celltype,organism,perturbation_type_2,nperts,ngenes,ncounts,percent_mito,percent_ribo","ensembl_id,ncounts,ncells",,,"perturbation_2,sgRNA,guide_id,perturbation,perturbation_type,perturbation_type_2,nperts,ngenes",True,True,"perturbation_2,perturbation",False,True,False,True,multimodal,genetic_single,True,True,False,1458928348
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/FrangiehIzar2021_protein.h5ad,FrangiehIzar2021_protein.h5ad,scPerturb Zenodo,official_scperturb,FrangiehIzar2021,genetic_single,protein,ok,,218331,24,"library_preparation_protocol,perturbation_2,MOI,sgRNA,UMI_count,guide_id,umap_x,umap_y,perturbation,tissue_type,cancer,disease,perturbation_type,celltype,organism,perturbation_type_2,nperts,ngenes,ncounts,percent_mito,percent_ribo","Target,Clone,TotalSeq A#,Barcode,Isotype_control,ncounts,ncells",,,"perturbation_2,sgRNA,guide_id,perturbation,perturbation_type,perturbation_type_2,nperts,ngenes",True,True,"perturbation_2,perturbation",False,True,False,True,protein,genetic_single,True,True,False,24714445
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/GasperiniShendure2019_atscale.h5ad,GasperiniShendure2019_atscale.h5ad,scPerturb Zenodo,official_scperturb,GasperiniShendure2019,enhancer_regulatory,RNA,ok,,207324,13135,"sample,total_umis,Size_Factor,gene,all_gene,barcode,read_count,umi_count,proportion,guide_count,sample_directory,ko_barcode_file,id,prep_batch,within_batch_chip,within_chip_lane,percent.mito,tissue_type,cell_line,cancer,disease,perturbation_type,celltype,organism,perturbation,nperts,ngenes,ncounts,percent_mito,percent_ribo","ensembl_id,ncounts,ncells",,,"gene,all_gene,guide_count,perturbation_type,perturbation,nperts,ngenes",True,True,"gene,all_gene,perturbation",True,True,False,True,RNA,enhancer_regulatory,True,True,False,1866293566
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/GasperiniShendure2019_highMOI.h5ad,GasperiniShendure2019_highMOI.h5ad,scPerturb Zenodo,official_scperturb,GasperiniShendure2019,enhancer_regulatory,RNA,ok,,47650,32738,"sample,total_umis,Size_Factor,gene,all_gene,barcode,read_count,umi_count,proportion,guide_count,sample_directory,ko_barcode_file,sample_name,tissue_type,cell_line,cancer,disease,perturbation_type,celltype,organism,perturbation,nperts,ngenes,ncounts,percent_mito,percent_ribo","ensembl_id,ncounts,ncells",,,"gene,all_gene,guide_count,perturbation_type,perturbation,nperts,ngenes",True,True,"gene,all_gene,perturbation",True,True,False,True,RNA,enhancer_regulatory,True,True,False,418337592
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/GasperiniShendure2019_lowMOI.h5ad,GasperiniShendure2019_lowMOI.h5ad,scPerturb Zenodo,official_scperturb,GasperiniShendure2019,enhancer_regulatory,RNA,ok,,41284,32738,"sample,total_umis,Size_Factor,gene,all_gene,barcode,read_count,umi_count,proportion,guide_count,sample_directory,ko_barcode_file,sample_name,tissue_type,cell_line,cancer,disease,perturbation_type,celltype,organism,perturbation,nperts,ngenes,ncounts,percent_mito,percent_ribo","ensembl_id,ncounts,ncells",,,"gene,all_gene,guide_count,perturbation_type,perturbation,nperts,ngenes",True,True,"gene,all_gene,perturbation",True,True,False,True,RNA,enhancer_regulatory,True,True,False,322716827
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/GehringPachter2019.h5ad,GehringPachter2019.h5ad,scPerturb Zenodo,official_scperturb,GehringPachter2019,genetic_single,RNA,ok,,20382,13256,"batch,disease,cancer,tissue_type,celltype,perturbation,perturbation_2,perturbation_3,perturbation_4,dose_unit,dose_unit_2,dose_unit_3,dose_unit_4,organism,perturbation_type,dose_value,dose_value_2,dose_value_3,dose_value_4,nperts,ncounts,ngenes,percent_mito,percent_ribo","ensembl_id,ncounts,ncells",,,"perturbation,perturbation_2,perturbation_3,perturbation_4,dose_unit,dose_unit_2,dose_unit_3,dose_unit_4,perturbation_type,dose_value,dose_value_2,dose_value_3,dose_value_4,nperts,ngenes",True,False,,True,True,False,True,RNA,genetic_single,True,True,False,73274146
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/JoungZhang2023_atlas.h5ad,JoungZhang2023_atlas.h5ad,scPerturb Zenodo,official_scperturb,JoungZhang2023,enhancer_regulatory,RNA,ok,,1145823,37528,"perturbation,batch,louvain,ncounts,ngenes,percent_mito,disease,cancer,tissue_type,cell_line,celltype,organism,perturbation_type,nperts,percent_ribo","ncounts,ncells",,,"perturbation,ngenes,perturbation_type,nperts",True,False,,True,True,False,True,RNA,enhancer_regulatory,True,True,False,5804454475
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/JoungZhang2023_combinatorial.h5ad,JoungZhang2023_combinatorial.h5ad,scPerturb Zenodo,official_scperturb,JoungZhang2023,enhancer_regulatory,RNA,ok,,167947,37302,"ngenes,percent_mito,ncounts,batch,TF,louvain,perturbation,disease,cancer,tissue_type,cell_line,celltype,organism,perturbation_type,nperts,percent_ribo","n_cells-0,n_cells-1,n_cells-2,n_cells-3,n_cells-4,n_cells-5,n_cells-6,n_cells-7,n_cells-8,ncounts,ncells","X_pca,X_pca_harmony,X_umap",,"ngenes,perturbation,perturbation_type,nperts",True,False,,True,True,False,True,RNA,enhancer_regulatory,True,True,True,834073300
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/LaraAstiasoHuntly2023_exvivo.h5ad,LaraAstiasoHuntly2023_exvivo.h5ad,scPerturb Zenodo,official_scperturb,LaraAstiasoHuntly2023,genetic_single,RNA,ok,,146793,32287,"time,perturbation,guide_id,sample,cellcycle_phase,Mixscape_classification,celltype,organism,disease,cancer,perturbation_type,tissue_type,tissue,ncounts,ngenes,percent_mito,percent_ribo,nperts","ncounts,ncells",X_umap,,"perturbation,guide_id,perturbation_type,ngenes,nperts",True,True,"perturbation,guide_id",True,True,False,True,RNA,genetic_single,True,True,False,1080740763
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/LaraAstiasoHuntly2023_invivo.h5ad,LaraAstiasoHuntly2023_invivo.h5ad,scPerturb Zenodo,official_scperturb,LaraAstiasoHuntly2023,genetic_single,RNA,ok,,135836,32287,"time,perturbation,guide_id,sample,cellcycle_phase,Mixscape_classification,celltype,organism,disease,cancer,perturbation_type,tissue_type,tissue,ncounts,ngenes,percent_mito,percent_ribo,nperts","ncounts,ncells",X_umap,,"perturbation,guide_id,perturbation_type,ngenes,nperts",True,True,"perturbation,guide_id",True,True,False,True,RNA,genetic_single,True,True,False,760312556
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/LaraAstiasoHuntly2023_leukemia.h5ad,LaraAstiasoHuntly2023_leukemia.h5ad,scPerturb Zenodo,official_scperturb,LaraAstiasoHuntly2023,genetic_single,RNA,ok,,182949,32287,"perturbation,guide_id,sample,cellcycle_phase,Mixscape_classification,celltype,organism,disease,cancer,perturbation_type,tissue_type,tissue,ncounts,ngenes,percent_mito,percent_ribo,nperts","ncounts,ncells",X_umap,,"perturbation,guide_id,perturbation_type,ngenes,nperts",True,False,,True,True,False,True,RNA,genetic_single,True,True,False,1176002572
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/LiangWang2023.h5ad,LiangWang2023.h5ad,scPerturb Zenodo,official_scperturb,LiangWang2023,chemical_single,RNA,ok,,41383,17444,"guide_id,guide_sequence,perturbation,sample,medium,perturbation_type,nperts,organism,tissue_type,disease,celltype,cancer,cell_line,ncounts,ngenes,percent_mito,percent_ribo","ncounts,ncells",,,"guide_id,guide_sequence,perturbation,perturbation_type,nperts,ngenes",True,True,"guide_id,perturbation",True,True,False,True,RNA,chemical_single,True,True,False,364166137
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/LotfollahiTheis2023.h5ad,LotfollahiTheis2023.h5ad,scPerturb Zenodo,official_scperturb,LotfollahiTheis2023,chemical_single,RNA,ok,,63430,58347,"perturbation,Size_Factor,ncounts,RT_well,Well,nperts,perturbation_type,disease,cancer,tissue_type,cell_line,celltype,organism,ngenes,percent_mito,percent_ribo","ensembl_id,ncounts,ncells",,,"perturbation,nperts,perturbation_type,ngenes",True,True,perturbation,False,True,False,True,RNA,chemical_single,True,True,False,235963662
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/McFarlandTsherniak2020.h5ad,McFarlandTsherniak2020.h5ad,scPerturb Zenodo,official_scperturb,McFarlandTsherniak2020,genetic_single,RNA,ok,,182875,32738,"DepMap_ID,cancer,cell_det_rate,cell_line,cell_quality,channel,disease,dose_unit,dose_value,doublet_CL1,doublet_CL2,doublet_GMM_prob,doublet_dev_imp,doublet_z_margin,hash_assignment,hash_tag,num_SNPs,organism,percent.mito,perturbation,perturbation_type,sex,singlet_ID,singlet_dev,singlet_dev_z,singlet_margin,singlet_z_margin,time,tissue_type,tot_reads,nperts,ngenes,ncounts,percent_mito,percent_ribo,chembl-ID","ensembl_id,ncounts,ncells",,,"dose_unit,dose_value,perturbation,perturbation_type,nperts,ngenes",True,False,,False,False,False,True,RNA,genetic_single,True,False,False,1459410830
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/NadigOConner2024_hepg2.h5ad,NadigOConner2024_hepg2.h5ad,scPerturb Zenodo,official_scperturb,NadigOConner2024,genetic_single,RNA,ok,,145473,9624,"batch,gene,gene_id,transcript,gene_transcript,guide_id,percent_mito,UMI_count,z_gemgroup_UMI,disease,cancer,cell_line,organism,perturbation_type,tissue_type,perturbation,ncounts,ngenes,nperts,percent_ribo","chr,start,end,class,strand,length,in_matrix,mean,std,cv,fano,ensembl_id,ncounts,ncells",,,"gene,gene_id,gene_transcript,guide_id,perturbation_type,perturbation,ngenes,nperts",True,True,perturbation,True,False,False,True,RNA,genetic_combinatorial,True,True,True,850590740
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/NadigOConner2024_jurkat.h5ad,NadigOConner2024_jurkat.h5ad,scPerturb Zenodo,official_scperturb,NadigOConner2024,genetic_single,RNA,ok,,262956,8882,"batch,gene,gene_id,transcript,gene_transcript,guide_id,percent_mito,UMI_count,z_gemgroup_UMI,disease,cancer,cell_line,organism,perturbation_type,tissue_type,perturbation,ncounts,ngenes,nperts,percent_ribo","chr,start,end,class,strand,length,in_matrix,mean,std,cv,fano,ensembl_id,ncounts,ncells",,,"gene,gene_id,gene_transcript,guide_id,perturbation_type,perturbation,ngenes,nperts",True,True,perturbation,True,False,False,True,RNA,genetic_combinatorial,True,True,True,1293665804
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/NormanWeissman2019_filtered.h5ad,NormanWeissman2019_filtered.h5ad,scPerturb Zenodo,official_scperturb,NormanWeissman2019,genetic_combinatorial,RNA,ok,,111445,33694,"guide_id,read_count,UMI_count,coverage,gemgroup,good_coverage,number_of_cells,tissue_type,cell_line,cancer,disease,perturbation_type,celltype,organism,perturbation,nperts,ngenes,ncounts,percent_mito,percent_ribo","ensemble_id,ncounts,ncells",,,"guide_id,perturbation_type,perturbation,nperts,ngenes",True,True,perturbation,False,True,False,True,RNA,genetic_combinatorial,True,True,True,698680199
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/PapalexiSatija2021_eccite_RNA.h5ad,PapalexiSatija2021_eccite_RNA.h5ad,scPerturb Zenodo,official_scperturb,PapalexiSatija2021,genetic_single,multimodal,ok,,20729,18649,"hto,guide_id,hto_barcode,gdo_barcode,perturbation,tissue_type,cell_line,cancer,disease,perturbation_type,celltype,organism,nperts,ngenes,ncounts,percent_mito,percent_ribo","ensembl_id,ncounts,ncells",,,"guide_id,perturbation,perturbation_type,nperts,ngenes",True,True,perturbation,False,True,False,True,multimodal,genetic_single,True,True,False,147215278
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/PapalexiSatija2021_eccite_arrayed_RNA.h5ad,PapalexiSatija2021_eccite_arrayed_RNA.h5ad,scPerturb Zenodo,official_scperturb,PapalexiSatija2021,genetic_single,multimodal,ok,,8984,16826,"perturbation,hto,guide_id,hto_barcode,gdo_barcode,tissue_type,cell_line,cancer,disease,perturbation_type,celltype,organism,nperts,ngenes,ncounts,percent_mito,percent_ribo","ensembl_id,ncounts,ncells",,,"perturbation,guide_id,perturbation_type,nperts,ngenes",True,False,,False,True,False,True,multimodal,genetic_single,True,True,False,52339395
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/PapalexiSatija2021_eccite_arrayed_protein.h5ad,PapalexiSatija2021_eccite_arrayed_protein.h5ad,scPerturb Zenodo,official_scperturb,PapalexiSatija2021,genetic_single,protein,ok,,8984,4,"perturbation,hto,guide_id,hto_barcode,gdo_barcode,tissue_type,cell_line,cancer,disease,perturbation_type,celltype,organism,nperts,ngenes,ncounts,percent_mito,percent_ribo","adt_barcode,ncounts,ncells",,,"perturbation,guide_id,perturbation_type,nperts,ngenes",True,False,,False,True,False,True,protein,genetic_single,True,True,False,550922
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/PapalexiSatija2021_eccite_protein.h5ad,PapalexiSatija2021_eccite_protein.h5ad,scPerturb Zenodo,official_scperturb,PapalexiSatija2021,genetic_single,protein,ok,,20729,4,"hto,guide_id,hto_barcode,gdo_barcode,perturbation,tissue_type,cell_line,cancer,disease,perturbation_type,celltype,organism,nperts,ngenes,ncounts,percent_mito,percent_ribo","adt_barcode,ncounts,ncells",,,"guide_id,perturbation,perturbation_type,nperts,ngenes",True,True,perturbation,False,True,False,True,protein,genetic_single,True,True,False,1191551
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/ReplogleWeissman2022_K562_essential.h5ad,ReplogleWeissman2022_K562_essential.h5ad,scPerturb Zenodo,official_scperturb,ReplogleWeissman2022,genetic_single,RNA,ok,,310385,8563,"batch,gene,gene_id,transcript,gene_transcript,guide_id,percent_mito,UMI_count,z_gemgroup_UMI,core_scale_factor,core_adjusted_UMI_count,disease,cancer,cell_line,sex,age,perturbation,organism,perturbation_type,tissue_type,ncounts,ngenes,nperts,percent_ribo","chr,start,end,class,strand,length,in_matrix,mean,std,cv,fano,ensembl_id,ncounts,ncells",,,"gene,gene_id,gene_transcript,guide_id,perturbation,perturbation_type,ngenes,nperts",True,True,perturbation,True,False,False,True,RNA,genetic_combinatorial,True,True,True,1546729675
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/ReplogleWeissman2022_K562_gwps.h5ad,ReplogleWeissman2022_K562_gwps.h5ad,scPerturb Zenodo,official_scperturb,ReplogleWeissman2022,genetic_single,RNA,ok,,1989578,8248,"batch,gene,gene_id,transcript,gene_transcript,guide_id,percent_mito,UMI_count,z_gemgroup_UMI,core_scale_factor,core_adjusted_UMI_count,disease,cancer,cell_line,sex,age,perturbation,organism,perturbation_type,tissue_type,ncounts,ngenes,nperts,percent_ribo","chr,start,end,class,strand,length,in_matrix,mean,std,cv,fano,ensembl_id,ncounts,ncells",,,"gene,gene_id,gene_transcript,guide_id,perturbation,perturbation_type,ngenes,nperts",True,True,perturbation,True,False,False,True,RNA,genetic_combinatorial,True,True,True,8805466154
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/ReplogleWeissman2022_rpe1.h5ad,ReplogleWeissman2022_rpe1.h5ad,scPerturb Zenodo,official_scperturb,ReplogleWeissman2022,genetic_single,RNA,ok,,247914,8749,"batch,gene,gene_id,transcript,gene_transcript,guide_id,percent_mito,UMI_count,z_gemgroup_UMI,core_scale_factor,core_adjusted_UMI_count,disease,cancer,cell_line,sex,age,perturbation,organism,perturbation_type,tissue_type,ncounts,ngenes,nperts,percent_ribo,celltype","chr,start,end,class,strand,length,in_matrix,mean,std,cv,fano,ensembl_id,ncounts,ncells",,,"gene,gene_id,gene_transcript,guide_id,perturbation,perturbation_type,ngenes,nperts",True,True,perturbation,True,True,False,True,RNA,genetic_combinatorial,True,True,True,1236886900
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/SantinhaPlatt2023.h5ad,SantinhaPlatt2023.h5ad,scPerturb Zenodo,official_scperturb,SantinhaPlatt2023,chemical_single,RNA,ok,,100134,30556,"lane,ncounts,ngenes,cell_name,cell_types,cell_types_broad,cell_types_neuro,gRNA_read_count,gRNA_umi_count,perturbation,guide_id,organism,disease,cancer,perturbation_type,tissue_type,tissue,nperts,percent_mito,percent_ribo","ncounts,ncells","X_                  PC_1      PC_2       PC_3  ...     PC_98     PC_99    PC_100
cell_1       -0.428428 -4.463254   0.100310  ... -0.641669  1.227418 -0.454204
cell_2        4.139502  1.393753   0.186957  ...  0.402678  0.711063  0.037375
cell_3      -12.298305  6.439156  12.151755  ... -0.074885  0.210391  1.422239
cell_4      -12.192108  7.323824  12.618806  ... -0.854454  0.314702 -1.688906
cell_6       -9.994801  5.290492 -12.062013  ... -1.682159  0.960742 -1.595370
...                ...       ...        ...  ...       ...       ...       ...
cell_124663   0.367358 -5.101667   0.640387  ... -0.352796  0.705056  0.718862
cell_124664   7.065134  6.448562  -0.300802  ... -0.843333 -0.009109 -0.771481
cell_124665 -14.642433  9.186456  15.003849  ... -0.753239  0.513335  0.324936
cell_124667 -12.871223  8.755009  12.485940  ... -0.498347  0.347534 -0.061858
cell_124669   5.756670  5.862547  -0.283254  ...  0.420650  0.030694  1.161153

[100134 rows x 100 columns],X_                UMAP_1     UMAP_2
cell_1      -10.322540   0.814391
cell_2        7.234101  -7.167637
cell_3        1.106861 -14.269105
cell_4        1.420699 -14.104980
cell_6        3.513667  -6.896054
...                ...        ...
cell_124663  -5.355252  -4.509854
cell_124664  10.420510   2.426538
cell_124665   0.719588 -14.046050
cell_124667   1.117913 -14.060175
cell_124669  12.063221   3.559322

[100134 rows x 2 columns]",,"ngenes,gRNA_read_count,gRNA_umi_count,perturbation,guide_id,perturbation_type,nperts",True,True,perturbation,False,True,False,True,RNA,chemical_single,True,True,False,939335004
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/SchiebingerLander2019_GSE106340.h5ad,SchiebingerLander2019_GSE106340.h5ad,scPerturb Zenodo,official_scperturb,SchiebingerLander2019,genetic_single,RNA,ok,,68339,27998,"GSM,perturbation,age,ncounts,ngenes,organism,percent_mito,percent_ribo,tissue_type,cancer,disease,perturbation_type,celltype,nperts","ncounts,ncells",,,"perturbation,ngenes,perturbation_type,nperts",True,True,perturbation,False,True,False,True,RNA,genetic_combinatorial,True,True,True,378858726
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/SchiebingerLander2019_GSE115943.h5ad,SchiebingerLander2019_GSE115943.h5ad,scPerturb Zenodo,official_scperturb,SchiebingerLander2019,genetic_single,RNA,ok,,259155,27998,"age,replicate,perturbation,GSM,cancer,organism,disease,tissue_type,perturbation_type,celltype,ncounts,ngenes,percent_mito,percent_ribo,nperts","ncounts,ncells",,,"perturbation,perturbation_type,ngenes,nperts",True,False,,False,True,False,True,RNA,genetic_combinatorial,True,True,True,1640956517
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/SchraivogelSteinmetz2020_TAP_SCREEN__chromosome_11_screen.h5ad,SchraivogelSteinmetz2020_TAP_SCREEN__chromosome_11_screen.h5ad,scPerturb Zenodo,official_scperturb,SchraivogelSteinmetz2020,genetic_single,RNA,ok,,120310,3185,"replicate,tissue_type,cell_line,cancer,disease,celltype,organism,perturbation,perturbation_type,ncounts,ngenes,percent_mito,percent_ribo,nperts","ncounts,ncells",,,"perturbation,perturbation_type,ngenes,nperts",True,True,perturbation,False,True,False,True,RNA,genetic_combinatorial,True,True,True,21815981
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/SchraivogelSteinmetz2020_TAP_SCREEN__chromosome_8_screen.h5ad,SchraivogelSteinmetz2020_TAP_SCREEN__chromosome_8_screen.h5ad,scPerturb Zenodo,official_scperturb,SchraivogelSteinmetz2020,genetic_single,RNA,ok,,112260,4191,"replicate,tissue_type,cell_line,cancer,disease,celltype,organism,perturbation,perturbation_type,ncounts,ngenes,percent_mito,percent_ribo,nperts","ncounts,ncells",,,"perturbation,perturbation_type,ngenes,nperts",True,True,perturbation,False,True,False,True,RNA,genetic_combinatorial,True,True,True,21015792
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/ShifrutMarson2018.h5ad,ShifrutMarson2018.h5ad,scPerturb Zenodo,official_scperturb,ShifrutMarson2018,genetic_single,RNA,ok,,52236,33694,"sample,patient,guide_id,guide_counts,target,perturbation,perturbation_2,disease,cancer,tissue_type,organism,perturbation_type,perturbation_type_2,nperts,celltype,ncounts,ngenes,percent_mito,percent_ribo","ncounts,ncells",,,"guide_id,guide_counts,target,perturbation,perturbation_2,perturbation_type,perturbation_type_2,nperts,ngenes",True,True,"target,perturbation,perturbation_2",True,True,True,True,RNA,genetic_single,True,True,False,871481676
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/SrivatsanTrapnell2020_sciplex2.h5ad,SrivatsanTrapnell2020_sciplex2.h5ad,scPerturb Zenodo,official_scperturb,SrivatsanTrapnell2020,chemical_single,RNA,ok,,24262,58347,"ncounts,hash_umis,pval_demultiplexing,qval_demultiplexing,top_to_second_best_ratio,top_oligo,perturbation,dose_value,well,celltype,cell_line,cancer,disease,tissue_type,organism,perturbation_type,ngenes,percent_mito,percent_ribo,nperts,chembl-ID","ensembl_id,ncounts,ncells",,,"perturbation,dose_value,perturbation_type,ngenes,nperts",True,True,perturbation,False,True,False,True,RNA,chemical_single,True,True,False,145178504
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/SrivatsanTrapnell2020_sciplex3.h5ad,SrivatsanTrapnell2020_sciplex3.h5ad,scPerturb Zenodo,official_scperturb,SrivatsanTrapnell2020,chemical_single,RNA,ok,,799317,110983,"ncounts,well,plate,cell_line,replicate,time,dose_value,pathway_level_1,pathway_level_2,perturbation,target,pathway,dose_unit,celltype,disease,cancer,tissue_type,organism,perturbation_type",ensembl_id,,,"dose_value,perturbation,target,dose_unit,perturbation_type",True,True,"perturbation,target",False,True,False,True,RNA,chemical_combinatorial,True,True,True,2526631614
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/SrivatsanTrapnell2020_sciplex4.h5ad,SrivatsanTrapnell2020_sciplex4.h5ad,scPerturb Zenodo,official_scperturb,SrivatsanTrapnell2020,chemical_single,RNA,ok,,98437,58347,"hash_UMI_counts,dose_value,perturbation,dose_value_2,perturbation_2,cell_line,plate_id,well_id,celltype,cancer,disease,tissue_type,organism,perturbation_type,perturbation_type_2,nperts,ncounts,ngenes,percent_mito,percent_ribo,chembl-ID","ensembl_id,ncounts,ncells",,,"dose_value,perturbation,dose_value_2,perturbation_2,perturbation_type,perturbation_type_2,nperts,ngenes",True,True,"perturbation,perturbation_2",False,True,False,True,RNA,chemical_single,True,True,False,253335945
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/SunshineHein2023.h5ad,SunshineHein2023.h5ad,scPerturb Zenodo,official_scperturb,SunshineHein2023,chemical_single,RNA,ok,,90380,33538,"guide_id,nperts,read_count,UMI_count,coverage,gem_group,good_coverage,number_of_cells,matched_library_element,match_type,perturbation,perturbation_type,disease,cancer,tissue_type,cell_line,celltype,organism,ncounts,ngenes,percent_mito,percent_ribo","ensembl_id,ncounts,ncells","SCOV_expression,lentivirus_capture",,"guide_id,nperts,perturbation,perturbation_type,ngenes",True,True,perturbation,False,True,False,True,RNA,chemical_combinatorial,True,True,True,743672579
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/TianKampmann2019_day7neuron.h5ad,TianKampmann2019_day7neuron.h5ad,scPerturb Zenodo,official_scperturb,TianKampmann2019,genetic_single,RNA,ok,,182790,33752,"batch,cancer,celltype,disease,guide_id,organism,perturbation,perturbation_type,sgRNA_read_count,sgRNA_umi_count,tissue_type,nperts,ngenes,ncounts,percent_mito,percent_ribo,percent_hemo","ensemble_id,ncounts,ncells",,,"guide_id,perturbation,perturbation_type,sgRNA_read_count,sgRNA_umi_count,nperts,ngenes",True,True,"guide_id,perturbation",True,True,False,True,RNA,genetic_single,True,True,False,268921535
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/TianKampmann2019_iPSC.h5ad,TianKampmann2019_iPSC.h5ad,scPerturb Zenodo,official_scperturb,TianKampmann2019,genetic_single,RNA,ok,,275708,33752,"guide_id,sgRNA_read_count,sgRNA_umi_count,perturbation,tissue_type,celltype,cancer,disease,perturbation_type,organism,batch,nperts,ngenes,ncounts,percent_mito,percent_ribo","ensemble_id,ncounts,ncells",,,"guide_id,sgRNA_read_count,sgRNA_umi_count,perturbation,perturbation_type,nperts,ngenes",True,True,"guide_id,perturbation",True,True,False,True,RNA,genetic_single,True,True,False,350848489
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/TianKampmann2021_CRISPRa.h5ad,TianKampmann2021_CRISPRa.h5ad,scPerturb Zenodo,official_scperturb,TianKampmann2021,genetic_single,RNA,ok,,21193,33538,"guide_id,perturbation,tissue_type,celltype,cancer,disease,perturbation_type,organism,batch,nperts,ngenes,ncounts,percent_mito,percent_ribo,percent_hemo","ensembl_id,ncounts,ncells",,,"guide_id,perturbation,perturbation_type,nperts,ngenes",True,True,perturbation,True,True,False,True,RNA,genetic_single,True,True,False,154788473
