target,condition,source_context,n_source_perturbed_cells,n_source_batches,n_source_control_cells
K562,SDHC+ctrl,hepg2,34,25,4976
K562,SEC16A+ctrl,hepg2,77,39,4976
K562,SEC61A1+ctrl,hepg2,80,42,4976
K562,SEC61G+ctrl,hepg2,70,39,4976
K562,SENP6+ctrl,hepg2,25,22,4976
K562,SEPHS2+ctrl,hepg2,52,33,4976
K562,SEPSECS+ctrl,hepg2,51,32,4976
K562,SET+ctrl,hepg2,18,16,4976
K562,SETD1A+ctrl,hepg2,78,38,4976
K562,SETD2+ctrl,hepg2,26,23,4976
K562,SETD5+ctrl,hepg2,46,28,4976
K562,SETDB1+ctrl,hepg2,62,37,4976
K562,SF1+ctrl,hepg2,27,23,4976
K562,SF3A2+ctrl,hepg2,96,47,4976
K562,SF3A3+ctrl,hepg2,21,17,4976
K562,SF3B1+ctrl,hepg2,43,31,4976
K562,SF3B5+ctrl,hepg2,94,45,4976
K562,SFPQ+ctrl,hepg2,52,29,4976
K562,SFSWAP+ctrl,hepg2,25,23,4976
K562,SGPP1+ctrl,hepg2,29,24,4976
K562,SHOC2+ctrl,hepg2,58,34,4976
K562,SIRT7+ctrl,hepg2,200,53,4976
K562,SKA3+ctrl,hepg2,57,33,4976
K562,SLBP+ctrl,hepg2,43,27,4976
K562,SLC16A5+ctrl,hepg2,54,33,4976
K562,SLC25A3+ctrl,hepg2,28,21,4976
K562,SLC25A42+ctrl,hepg2,69,39,4976
K562,SLC2A8+ctrl,hepg2,63,31,4976
K562,SLC35A4+ctrl,hepg2,28,25,4976
K562,SLC39A10+ctrl,hepg2,29,24,4976
K562,SLC39A9+ctrl,hepg2,45,29,4976
K562,SLC7A6OS+ctrl,hepg2,47,32,4976
K562,SLU7+ctrl,hepg2,290,56,4976
K562,SMAGP+ctrl,hepg2,40,28,4976
K562,SMARCC1+ctrl,hepg2,19,16,4976
K562,SMC1A+ctrl,hepg2,69,36,4976
K562,SMC4+ctrl,hepg2,26,22,4976
K562,SMG1+ctrl,hepg2,18,14,4976
K562,SMG5+ctrl,hepg2,153,52,4976
K562,SMG6+ctrl,hepg2,38,28,4976
K562,SMG7+ctrl,hepg2,32,22,4976
K562,SMG8+ctrl,hepg2,26,24,4976
K562,SMN2+ctrl,hepg2,446,56,4976
K562,SMNDC1+ctrl,hepg2,37,28,4976
K562,SMUG1+ctrl,hepg2,47,32,4976
K562,SNAPC1+ctrl,hepg2,27,21,4976
K562,SNIP1+ctrl,hepg2,34,25,4976
K562,SNRNP200+ctrl,hepg2,92,45,4976
K562,SNRNP40+ctrl,hepg2,60,36,4976
K562,SNRNP70+ctrl,hepg2,57,36,4976
K562,SNRPB+ctrl,hepg2,37,26,4976
K562,SNRPC+ctrl,hepg2,100,45,4976
K562,SNRPD1+ctrl,hepg2,29,21,4976
K562,SNRPD3+ctrl,hepg2,36,24,4976
K562,SNRPF+ctrl,hepg2,28,20,4976
K562,SP1+ctrl,hepg2,77,40,4976
K562,SPAG7+ctrl,hepg2,40,26,4976
K562,SPATA5L1+ctrl,hepg2,34,26,4976
K562,SPCS3+ctrl,hepg2,41,24,4976
K562,SPEN+ctrl,hepg2,22,19,4976
K562,SPG7+ctrl,hepg2,51,34,4976
K562,SPRTN+ctrl,hepg2,38,26,4976
K562,SPTLC1+ctrl,hepg2,29,24,4976
K562,SPTSSA+ctrl,hepg2,38,26,4976
K562,SRBD1+ctrl,hepg2,136,49,4976
K562,SRP19+ctrl,hepg2,29,21,4976
K562,SRP9+ctrl,hepg2,81,45,4976
K562,SRRM1+ctrl,hepg2,35,26,4976
K562,SRRM2+ctrl,hepg2,27,22,4976
K562,SRSF1+ctrl,hepg2,30,24,4976
K562,SRSF7+ctrl,hepg2,52,33,4976
K562,SS18L2+ctrl,hepg2,34,27,4976
K562,SSU72+ctrl,hepg2,178,52,4976
K562,STAG2+ctrl,hepg2,29,20,4976
K562,STARD7+ctrl,hepg2,23,22,4976
K562,STAT5B+ctrl,hepg2,91,43,4976
K562,STIL+ctrl,hepg2,110,47,4976
K562,STRAP+ctrl,hepg2,42,32,4976
K562,STRIP1+ctrl,hepg2,31,23,4976
K562,STT3B+ctrl,hepg2,45,28,4976
K562,STX18+ctrl,hepg2,26,21,4976
K562,STX5+ctrl,hepg2,53,31,4976
K562,SUGP1+ctrl,hepg2,29,21,4976
K562,SUMO2+ctrl,hepg2,44,26,4976
K562,SUPT16H+ctrl,hepg2,40,30,4976
K562,SUPT20H+ctrl,hepg2,77,40,4976
K562,SUPT5H+ctrl,hepg2,29,24,4976
K562,SUPV3L1+ctrl,hepg2,25,21,4976
K562,SURF6+ctrl,hepg2,63,37,4976
K562,TACC3+ctrl,hepg2,63,41,4976
K562,TADA1+ctrl,hepg2,63,37,4976
K562,TADA2B+ctrl,hepg2,39,24,4976
K562,TADA3+ctrl,hepg2,33,27,4976
K562,TAF10+ctrl,hepg2,47,29,4976
K562,TAF11+ctrl,hepg2,55,33,4976
K562,TAF13+ctrl,hepg2,130,49,4976
K562,TAF1B+ctrl,hepg2,41,28,4976
K562,TAF1C+ctrl,hepg2,40,27,4976
K562,TAF6+ctrl,hepg2,44,29,4976
K562,TAF7+ctrl,hepg2,44,33,4976
K562,TARDBP+ctrl,hepg2,190,50,4976
K562,TARS2+ctrl,hepg2,61,34,4976
K562,TAZ+ctrl,hepg2,49,31,4976
K562,TBCB+ctrl,hepg2,43,30,4976
K562,TBCC+ctrl,hepg2,38,26,4976
K562,TBCD+ctrl,hepg2,60,36,4976
K562,TBPL1+ctrl,hepg2,71,40,4976
K562,TCERG1+ctrl,hepg2,33,22,4976
K562,TCOF1+ctrl,hepg2,114,46,4976
K562,TERF2+ctrl,hepg2,72,36,4976
K562,TFAM+ctrl,hepg2,1057,56,4976
K562,TFB1M+ctrl,hepg2,37,28,4976
K562,TFB2M+ctrl,hepg2,28,21,4976
K562,TFPT+ctrl,hepg2,39,29,4976
K562,TGS1+ctrl,hepg2,48,31,4976
K562,THAP11+ctrl,hepg2,83,42,4976
K562,THOC6+ctrl,hepg2,59,33,4976
K562,THOC7+ctrl,hepg2,201,53,4976
K562,THRAP3+ctrl,hepg2,34,26,4976
K562,THUMPD1+ctrl,hepg2,29,21,4976
K562,TIGD1+ctrl,hepg2,41,29,4976
K562,TIMM10+ctrl,hepg2,53,30,4976
K562,TIMM13+ctrl,hepg2,66,37,4976
K562,TIMM22+ctrl,hepg2,24,17,4976
K562,TIMM23B+ctrl,hepg2,260,52,4976
K562,TIMM44+ctrl,hepg2,44,29,4976
K562,TIMM9+ctrl,hepg2,31,21,4976
K562,TLN1+ctrl,hepg2,23,22,4976
K562,TMEM127+ctrl,hepg2,39,25,4976
K562,TMEM199+ctrl,hepg2,32,22,4976
K562,TMEM214+ctrl,hepg2,236,53,4976
K562,TMEM242+ctrl,hepg2,202,54,4976
K562,TMX2+ctrl,hepg2,68,33,4976
K562,TNRC6A+ctrl,hepg2,81,43,4976
K562,TOMM20+ctrl,hepg2,28,22,4976
K562,TOMM22+ctrl,hepg2,66,36,4976
K562,TONSL+ctrl,hepg2,82,41,4976
K562,TOP1+ctrl,hepg2,29,21,4976
K562,TOP3A+ctrl,hepg2,38,27,4976
K562,TOPBP1+ctrl,hepg2,33,26,4976
K562,TOX4+ctrl,hepg2,23,17,4976
K562,TP53I13+ctrl,hepg2,46,29,4976
K562,TP53RK+ctrl,hepg2,32,24,4976
K562,TPI1+ctrl,hepg2,28,21,4976
K562,TPP2+ctrl,hepg2,25,18,4976
K562,TPR+ctrl,hepg2,65,38,4976
K562,TPRKB+ctrl,hepg2,44,32,4976
K562,TPX2+ctrl,hepg2,95,43,4976
K562,TRA2B+ctrl,hepg2,28,23,4976
K562,TRAPPC1+ctrl,hepg2,30,20,4976
K562,TRAPPC3+ctrl,hepg2,64,38,4976
K562,TRAPPC4+ctrl,hepg2,37,28,4976
K562,TRAPPC5+ctrl,hepg2,99,43,4976
K562,TRAPPC8+ctrl,hepg2,45,26,4976
K562,TRIAP1+ctrl,hepg2,35,27,4976
K562,TRMT112+ctrl,hepg2,60,32,4976
K562,TRMT5+ctrl,hepg2,37,25,4976
K562,TRNP1+ctrl,hepg2,14,14,4976
K562,TRNT1+ctrl,hepg2,220,52,4976
K562,TSEN2+ctrl,hepg2,56,32,4976
K562,TSEN54+ctrl,hepg2,42,29,4976
K562,TSR1+ctrl,hepg2,150,52,4976
K562,TTC4+ctrl,hepg2,37,29,4976
K562,TTF2+ctrl,hepg2,24,19,4976
K562,TTI1+ctrl,hepg2,37,27,4976
K562,TTK+ctrl,hepg2,72,39,4976
K562,TUBA1B+ctrl,hepg2,76,39,4976
K562,TUBB2A+ctrl,hepg2,84,43,4976
K562,TUBE1+ctrl,hepg2,52,35,4976
K562,TUBGCP2+ctrl,hepg2,57,33,4976
K562,TUBGCP3+ctrl,hepg2,25,22,4976
K562,TUBGCP4+ctrl,hepg2,38,26,4976
K562,TUBGCP5+ctrl,hepg2,82,43,4976
K562,TUFM+ctrl,hepg2,42,28,4976
K562,TVP23C+ctrl,hepg2,32,26,4976
K562,U2SURP+ctrl,hepg2,52,33,4976
K562,UBA1+ctrl,hepg2,34,26,4976
K562,UBA5+ctrl,hepg2,27,19,4976
K562,UBA52+ctrl,hepg2,78,41,4976
K562,UBAP1+ctrl,hepg2,36,24,4976
K562,UBE2L3+ctrl,hepg2,42,30,4976
K562,UBE2N+ctrl,hepg2,32,25,4976
K562,UBE3C+ctrl,hepg2,30,21,4976
K562,UBE3D+ctrl,hepg2,59,37,4976
K562,UBL5+ctrl,hepg2,78,43,4976
K562,UBQLN4+ctrl,hepg2,69,37,4976
K562,UBR5+ctrl,hepg2,42,26,4976
K562,UCHL5+ctrl,hepg2,34,24,4976
K562,UFM1+ctrl,hepg2,32,28,4976
K562,UHRF1+ctrl,hepg2,59,34,4976
K562,UMPS+ctrl,hepg2,34,26,4976
K562,UPF1+ctrl,hepg2,32,23,4976
K562,UPF2+ctrl,hepg2,34,27,4976
K562,UPF3A+ctrl,hepg2,22,18,4976
K562,UQCC2+ctrl,hepg2,30,20,4976
K562,UQCRC1+ctrl,hepg2,21,17,4976
K562,URB1+ctrl,hepg2,74,40,4976
K562,URM1+ctrl,hepg2,38,26,4976
K562,UROD+ctrl,hepg2,49,31,4976
K562,USP10+ctrl,hepg2,40,26,4976
K562,USP14+ctrl,hepg2,83,41,4976
K562,USP39+ctrl,hepg2,59,35,4976
K562,USP8+ctrl,hepg2,36,27,4976
K562,UTP11+ctrl,hepg2,35,24,4976
K562,UTP20+ctrl,hepg2,83,43,4976
K562,UTP23+ctrl,hepg2,88,46,4976
K562,UTP25+ctrl,hepg2,26,22,4976
K562,UXS1+ctrl,hepg2,45,32,4976
K562,UXT+ctrl,hepg2,42,31,4976
K562,VARS2+ctrl,hepg2,30,23,4976
K562,VEZT+ctrl,hepg2,28,23,4976
K562,VHL+ctrl,hepg2,27,21,4976
K562,VMP1+ctrl,hepg2,10,10,4976
K562,VPS13D+ctrl,hepg2,35,27,4976
K562,VPS25+ctrl,hepg2,20,18,4976
K562,VPS37A+ctrl,hepg2,29,24,4976
K562,VPS37C+ctrl,hepg2,30,24,4976
K562,VPS41+ctrl,hepg2,68,39,4976
K562,WAC+ctrl,hepg2,24,22,4976
K562,WARS+ctrl,hepg2,30,26,4976
K562,WBP1+ctrl,hepg2,34,23,4976
K562,WBP11+ctrl,hepg2,39,26,4976
K562,WBP1L+ctrl,hepg2,31,27,4976
K562,WDHD1+ctrl,hepg2,55,32,4976
K562,WDR1+ctrl,hepg2,94,46,4976
K562,WDR12+ctrl,hepg2,108,49,4976
K562,WDR18+ctrl,hepg2,143,51,4976
K562,WDR26+ctrl,hepg2,72,43,4976
K562,WDR33+ctrl,hepg2,46,34,4976
K562,WDR83OS+ctrl,hepg2,44,32,4976
K562,WEE1+ctrl,hepg2,28,25,4976
K562,WNK1+ctrl,hepg2,28,24,4976
K562,WTAP+ctrl,hepg2,135,49,4976
K562,XPO5+ctrl,hepg2,54,33,4976
K562,XRCC2+ctrl,hepg2,36,27,4976
K562,XRCC5+ctrl,hepg2,40,26,4976
K562,XRN2+ctrl,hepg2,32,25,4976
K562,YARS+ctrl,hepg2,56,36,4976
K562,YARS2+ctrl,hepg2,34,27,4976
K562,YBX3+ctrl,hepg2,19,15,4976
K562,YEATS2+ctrl,hepg2,41,29,4976
K562,YPEL5+ctrl,hepg2,40,32,4976
K562,YTHDC1+ctrl,hepg2,49,32,4976
K562,YY1+ctrl,hepg2,24,21,4976
K562,ZBTB17+ctrl,hepg2,126,49,4976
K562,ZBTB44+ctrl,hepg2,28,20,4976
K562,ZC3H13+ctrl,hepg2,68,42,4976
K562,ZC3H4+ctrl,hepg2,60,35,4976
K562,ZCRB1+ctrl,hepg2,33,25,4976
K562,ZDHHC7+ctrl,hepg2,424,55,4976
K562,ZFC3H1+ctrl,hepg2,35,26,4976
K562,ZMAT2+ctrl,hepg2,146,53,4976
K562,ZMAT5+ctrl,hepg2,29,23,4976
K562,ZNF236+ctrl,hepg2,196,52,4976
K562,ZNF292+ctrl,hepg2,74,38,4976
K562,ZNF317+ctrl,hepg2,28,19,4976
K562,ZNF574+ctrl,hepg2,62,39,4976
K562,ZNF720+ctrl,hepg2,52,32,4976
K562,ZNF787+ctrl,hepg2,52,31,4976
K562,ZNF84+ctrl,hepg2,86,41,4976
K562,ZNHIT1+ctrl,hepg2,30,23,4976
K562,ZNHIT2+ctrl,hepg2,67,43,4976
K562,ZNHIT3+ctrl,hepg2,134,51,4976
K562,ZNHIT6+ctrl,hepg2,48,35,4976
K562,AAMP+ctrl,jurkat,39,28,12013
K562,AARS+ctrl,jurkat,54,35,12013
K562,ABCB10+ctrl,jurkat,87,42,12013
K562,ABCE1+ctrl,jurkat,41,27,12013
K562,ABCF1+ctrl,jurkat,93,45,12013
K562,ABT1+ctrl,jurkat,152,51,12013
K562,ACD+ctrl,jurkat,39,29,12013
K562,ACTB+ctrl,jurkat,128,48,12013
K562,ACTR10+ctrl,jurkat,72,40,12013
K562,ACTR6+ctrl,jurkat,100,46,12013
K562,ADNP2+ctrl,jurkat,60,36,12013
K562,AFG3L2+ctrl,jurkat,103,50,12013
K562,AHCTF1+ctrl,jurkat,23,18,12013
K562,AKIRIN2+ctrl,jurkat,63,38,12013
K562,ALDOA+ctrl,jurkat,75,44,12013
K562,ALG13+ctrl,jurkat,98,45,12013
K562,ANAPC1+ctrl,jurkat,25,21,12013
K562,ANAPC10+ctrl,jurkat,43,33,12013
K562,ANKRD39+ctrl,jurkat,36,27,12013
K562,ANLN+ctrl,jurkat,52,31,12013
K562,AP2A1+ctrl,jurkat,59,34,12013
K562,AP2S1+ctrl,jurkat,23,19,12013
K562,ARGLU1+ctrl,jurkat,54,35,12013
K562,ARID5B+ctrl,jurkat,131,48,12013
K562,ARL2+ctrl,jurkat,39,26,12013
K562,ARL6IP6+ctrl,jurkat,59,31,12013
K562,ASCC3+ctrl,jurkat,99,46,12013
K562,ATF4+ctrl,jurkat,41,26,12013
K562,ATIC+ctrl,jurkat,32,26,12013
K562,ATL2+ctrl,jurkat,63,37,12013
K562,ATP11B+ctrl,jurkat,184,51,12013
K562,ATP2A2+ctrl,jurkat,124,49,12013
K562,ATP5F1B+ctrl,jurkat,63,38,12013
K562,ATP5MD+ctrl,jurkat,36,25,12013
K562,ATP5ME+ctrl,jurkat,120,47,12013
K562,ATP5MF+ctrl,jurkat,214,50,12013
K562,ATP5PD+ctrl,jurkat,142,51,12013
K562,ATP6V0B+ctrl,jurkat,27,21,12013
K562,ATP6V0D1+ctrl,jurkat,43,31,12013
K562,ATP6V1A+ctrl,jurkat,26,21,12013
K562,ATP6V1D+ctrl,jurkat,54,29,12013
K562,ATP6V1F+ctrl,jurkat,28,21,12013
K562,ATP6V1G1+ctrl,jurkat,67,41,12013
K562,ATR+ctrl,jurkat,119,51,12013
K562,ATRIP+ctrl,jurkat,52,37,12013
K562,AURKAIP1+ctrl,jurkat,84,49,12013
K562,BANF1+ctrl,jurkat,31,23,12013
K562,BCS1L+ctrl,jurkat,78,39,12013
K562,BDP1+ctrl,jurkat,52,31,12013
K562,BET1+ctrl,jurkat,82,41,12013
K562,BMP2K+ctrl,jurkat,37,26,12013
K562,BNIP1+ctrl,jurkat,109,47,12013
K562,BOD1L1+ctrl,jurkat,47,35,12013
K562,BRCA1+ctrl,jurkat,130,48,12013
K562,BRD8+ctrl,jurkat,53,36,12013
K562,BRF1+ctrl,jurkat,95,46,12013
K562,BRF2+ctrl,jurkat,57,40,12013
K562,BRIX1+ctrl,jurkat,126,49,12013
K562,BUB1B+ctrl,jurkat,42,26,12013
K562,BUB3+ctrl,jurkat,21,17,12013
K562,BUD23+ctrl,jurkat,31,22,12013
K562,BYSL+ctrl,jurkat,100,45,12013
K562,C5orf30+ctrl,jurkat,93,44,12013
K562,CABIN1+ctrl,jurkat,136,51,12013
K562,CALR+ctrl,jurkat,68,39,12013
K562,CARF+ctrl,jurkat,75,43,12013
K562,CARS+ctrl,jurkat,62,41,12013
K562,CASC3+ctrl,jurkat,54,36,12013
K562,CAST+ctrl,jurkat,88,49,12013
K562,CCAR1+ctrl,jurkat,65,36,12013
K562,CCDC115+ctrl,jurkat,97,46,12013
K562,CCDC59+ctrl,jurkat,187,53,12013
K562,CCDC6+ctrl,jurkat,783,55,12013
K562,CCDC84+ctrl,jurkat,55,35,12013
K562,CCNH+ctrl,jurkat,216,51,12013
K562,CCNL1+ctrl,jurkat,67,40,12013
K562,CCP110+ctrl,jurkat,42,29,12013
K562,CCT4+ctrl,jurkat,46,31,12013
K562,CCT7+ctrl,jurkat,31,25,12013
K562,CD3EAP+ctrl,jurkat,170,49,12013
K562,CDC123+ctrl,jurkat,39,28,12013
K562,CDC5L+ctrl,jurkat,21,20,12013
K562,CDC73+ctrl,jurkat,22,19,12013
K562,CDK12+ctrl,jurkat,32,23,12013
K562,CENPK+ctrl,jurkat,27,21,12013
K562,CENPN+ctrl,jurkat,42,30,12013
K562,CENPP+ctrl,jurkat,75,41,12013
K562,CEP152+ctrl,jurkat,47,30,12013
K562,CEP192+ctrl,jurkat,29,24,12013
K562,CEP85+ctrl,jurkat,45,32,12013
K562,CHCHD1+ctrl,jurkat,56,35,12013
K562,CHCHD3+ctrl,jurkat,68,41,12013
K562,CHCHD4+ctrl,jurkat,158,49,12013
K562,CHD4+ctrl,jurkat,69,39,12013
K562,CHEK1+ctrl,jurkat,21,20,12013
K562,CHMP1A+ctrl,jurkat,40,28,12013
K562,CHMP2A+ctrl,jurkat,21,18,12013
K562,CHMP4B+ctrl,jurkat,69,39,12013
K562,CHMP5+ctrl,jurkat,66,38,12013
K562,CHTF18+ctrl,jurkat,144,53,12013
K562,CIAO1+ctrl,jurkat,123,46,12013
K562,CINP+ctrl,jurkat,61,35,12013
K562,CLCC1+ctrl,jurkat,58,34,12013
K562,CLNS1A+ctrl,jurkat,56,33,12013
K562,CLOCK+ctrl,jurkat,424,55,12013
K562,CLP1+ctrl,jurkat,25,19,12013
K562,CLPB+ctrl,jurkat,82,41,12013
K562,CMTR1+ctrl,jurkat,86,44,12013
K562,CNOT10+ctrl,jurkat,91,48,12013
K562,CNOT11+ctrl,jurkat,87,40,12013
K562,CNOT2+ctrl,jurkat,151,54,12013
K562,CNOT3+ctrl,jurkat,154,53,12013
K562,CNOT9+ctrl,jurkat,28,22,12013
K562,COA5+ctrl,jurkat,92,43,12013
K562,COASY+ctrl,jurkat,88,48,12013
K562,COG1+ctrl,jurkat,118,51,12013
K562,COG4+ctrl,jurkat,56,28,12013
K562,COMTD1+ctrl,jurkat,88,40,12013
K562,COPE+ctrl,jurkat,64,38,12013
K562,COPS2+ctrl,jurkat,55,32,12013
K562,COPS4+ctrl,jurkat,73,43,12013
K562,COQ2+ctrl,jurkat,141,47,12013
K562,COQ4+ctrl,jurkat,79,41,12013
K562,COQ5+ctrl,jurkat,60,38,12013
K562,COTL1+ctrl,jurkat,94,44,12013
K562,COX10+ctrl,jurkat,143,51,12013
K562,COX11+ctrl,jurkat,242,54,12013
K562,COX17+ctrl,jurkat,71,38,12013
K562,COX5A+ctrl,jurkat,145,50,12013
K562,COX7B+ctrl,jurkat,46,27,12013
K562,COX7C+ctrl,jurkat,105,43,12013
K562,CPOX+ctrl,jurkat,38,31,12013
K562,CPSF1+ctrl,jurkat,121,48,12013
K562,CPSF2+ctrl,jurkat,28,22,12013
K562,CPSF3+ctrl,jurkat,337,55,12013
K562,CPSF4+ctrl,jurkat,108,48,12013
K562,CPSF6+ctrl,jurkat,47,34,12013
K562,CRCP+ctrl,jurkat,43,28,12013
K562,CRKL+ctrl,jurkat,39,29,12013
K562,CRLS1+ctrl,jurkat,52,34,12013
K562,CSE1L+ctrl,jurkat,36,27,12013
K562,CSNK1A1+ctrl,jurkat,93,49,12013
K562,CSNK2B+ctrl,jurkat,121,49,12013
K562,CSTF3+ctrl,jurkat,49,34,12013
K562,CTCF+ctrl,jurkat,25,19,12013
K562,CTPS1+ctrl,jurkat,21,18,12013
K562,CTU2+ctrl,jurkat,105,47,12013
K562,CUL2+ctrl,jurkat,102,42,12013
K562,CUL3+ctrl,jurkat,75,38,12013
K562,CWC15+ctrl,jurkat,28,18,12013
K562,CWC25+ctrl,jurkat,47,32,12013
K562,CWF19L2+ctrl,jurkat,102,43,12013
K562,CXXC1+ctrl,jurkat,149,49,12013
K562,CYCS+ctrl,jurkat,71,38,12013
K562,CYREN+ctrl,jurkat,78,40,12013
K562,DAD1+ctrl,jurkat,72,38,12013
K562,DAP3+ctrl,jurkat,96,45,12013
K562,DARS+ctrl,jurkat,30,26,12013
K562,DAXX+ctrl,jurkat,56,35,12013
K562,DBF4+ctrl,jurkat,54,33,12013
K562,DCTN5+ctrl,jurkat,56,31,12013
K562,DDB1+ctrl,jurkat,80,42,12013
K562,DDX10+ctrl,jurkat,124,48,12013
K562,DDX18+ctrl,jurkat,78,40,12013
K562,DDX23+ctrl,jurkat,51,35,12013
K562,DDX3X+ctrl,jurkat,48,33,12013
K562,DDX42+ctrl,jurkat,61,33,12013
K562,DDX46+ctrl,jurkat,113,44,12013
K562,DDX5+ctrl,jurkat,149,52,12013
K562,DDX52+ctrl,jurkat,213,54,12013
K562,DDX55+ctrl,jurkat,385,55,12013
K562,DDX59+ctrl,jurkat,44,31,12013
K562,DENR+ctrl,jurkat,52,33,12013
K562,DEPDC5+ctrl,jurkat,100,44,12013
K562,DGCR8+ctrl,jurkat,36,27,12013
K562,DHPS+ctrl,jurkat,55,36,12013
K562,DHX16+ctrl,jurkat,81,45,12013
K562,DHX29+ctrl,jurkat,35,27,12013
K562,DHX33+ctrl,jurkat,113,45,12013
K562,DHX36+ctrl,jurkat,106,46,12013
K562,DHX37+ctrl,jurkat,131,48,12013
K562,DHX8+ctrl,jurkat,105,46,12013
K562,DHX9+ctrl,jurkat,56,37,12013
K562,DIS3+ctrl,jurkat,49,32,12013
K562,DKC1+ctrl,jurkat,91,40,12013
K562,DLD+ctrl,jurkat,47,31,12013
K562,DMAP1+ctrl,jurkat,33,24,12013
K562,DNAJC17+ctrl,jurkat,79,40,12013
K562,DNAJC8+ctrl,jurkat,124,53,12013
K562,DNM1L+ctrl,jurkat,41,28,12013
K562,DNMT1+ctrl,jurkat,155,51,12013
K562,DNTTIP2+ctrl,jurkat,65,36,12013
K562,DPAGT1+ctrl,jurkat,90,42,12013
K562,DPM2+ctrl,jurkat,81,44,12013
K562,DPY19L4+ctrl,jurkat,167,53,12013
K562,DR1+ctrl,jurkat,55,38,12013
K562,DSTYK+ctrl,jurkat,247,55,12013
K562,DTL+ctrl,jurkat,25,18,12013
K562,DUT+ctrl,jurkat,31,22,12013
K562,DYNC1H1+ctrl,jurkat,15,13,12013
K562,DYNC1I2+ctrl,jurkat,39,28,12013
K562,DYNLL2+ctrl,jurkat,159,53,12013
K562,EBNA1BP2+ctrl,jurkat,36,24,12013
K562,EDC4+ctrl,jurkat,129,47,12013
K562,EEF2+ctrl,jurkat,98,47,12013
K562,EEFSEC+ctrl,jurkat,52,32,12013
K562,EFR3A+ctrl,jurkat,99,46,12013
K562,EHMT2+ctrl,jurkat,116,46,12013
K562,EIF1AD+ctrl,jurkat,67,38,12013
K562,EIF2B1+ctrl,jurkat,249,53,12013
K562,EIF2B5+ctrl,jurkat,126,48,12013
K562,EIF2S1+ctrl,jurkat,28,21,12013
K562,EIF2S2+ctrl,jurkat,25,22,12013
K562,EIF2S3+ctrl,jurkat,24,19,12013
K562,EIF3B+ctrl,jurkat,124,50,12013
K562,EIF3D+ctrl,jurkat,48,31,12013
K562,EIF3E+ctrl,jurkat,33,24,12013
K562,EIF3I+ctrl,jurkat,61,34,12013
K562,EIF3J+ctrl,jurkat,82,41,12013
K562,EIF3L+ctrl,jurkat,137,51,12013
K562,EIF3M+ctrl,jurkat,90,41,12013
K562,EIF4A1+ctrl,jurkat,60,35,12013
K562,EIF4E+ctrl,jurkat,53,33,12013
K562,EIF4G2+ctrl,jurkat,109,50,12013
K562,EIF4H+ctrl,jurkat,117,47,12013
K562,EIF5+ctrl,jurkat,32,29,12013
K562,EIF6+ctrl,jurkat,114,46,12013
K562,ELL+ctrl,jurkat,89,44,12013
K562,ELOB+ctrl,jurkat,185,53,12013
K562,ELOF1+ctrl,jurkat,158,49,12013
K562,ELP2+ctrl,jurkat,95,44,12013
K562,ELP6+ctrl,jurkat,94,49,12013
K562,EMC7+ctrl,jurkat,63,39,12013
K562,EMG1+ctrl,jurkat,41,28,12013
K562,ENO1+ctrl,jurkat,63,40,12013
K562,ENY2+ctrl,jurkat,94,41,12013
K562,ERCC2+ctrl,jurkat,89,46,12013
K562,ESF1+ctrl,jurkat,193,54,12013
K562,ESYT1+ctrl,jurkat,99,40,12013
K562,ESYT2+ctrl,jurkat,56,36,12013
K562,ETF1+ctrl,jurkat,40,31,12013
K562,EXOC3+ctrl,jurkat,51,36,12013
K562,EXOC4+ctrl,jurkat,44,31,12013
K562,EXOC5+ctrl,jurkat,96,41,12013
K562,EXOC7+ctrl,jurkat,90,47,12013
K562,EXOC8+ctrl,jurkat,56,32,12013
K562,EXOSC1+ctrl,jurkat,78,43,12013
K562,EXOSC10+ctrl,jurkat,53,30,12013
K562,EXOSC2+ctrl,jurkat,114,46,12013
K562,EXOSC3+ctrl,jurkat,117,49,12013
K562,EXOSC7+ctrl,jurkat,67,41,12013
K562,FAM133B+ctrl,jurkat,45,29,12013
K562,FAM136A+ctrl,jurkat,462,55,12013
K562,FAM32A+ctrl,jurkat,27,22,12013
K562,FARSA+ctrl,jurkat,128,49,12013
K562,FASN+ctrl,jurkat,29,22,12013
K562,FBL+ctrl,jurkat,42,32,12013
K562,FBXW7+ctrl,jurkat,106,48,12013
K562,FNBP4+ctrl,jurkat,248,54,12013
K562,FTSJ3+ctrl,jurkat,42,30,12013
K562,FUNDC2+ctrl,jurkat,66,34,12013
K562,FXN+ctrl,jurkat,52,31,12013
K562,FYN+ctrl,jurkat,214,54,12013
K562,GABPB1+ctrl,jurkat,93,47,12013
K562,GARS+ctrl,jurkat,99,45,12013
K562,GART+ctrl,jurkat,15,13,12013
K562,GEMIN4+ctrl,jurkat,112,46,12013
K562,GEMIN6+ctrl,jurkat,69,39,12013
K562,GEMIN7+ctrl,jurkat,34,24,12013
K562,GEMIN8+ctrl,jurkat,57,35,12013
K562,GFER+ctrl,jurkat,110,45,12013
K562,GFM1+ctrl,jurkat,1353,55,12013
K562,GFOD2+ctrl,jurkat,216,53,12013
K562,GINS2+ctrl,jurkat,155,47,12013
K562,GINS3+ctrl,jurkat,69,39,12013
K562,GLB1+ctrl,jurkat,107,46,12013
K562,GLE1+ctrl,jurkat,27,19,12013
K562,GLRX3+ctrl,jurkat,60,38,12013
