e176_global_target_rank,panel_id,panel_target_rank,ensembl_core,perturbed_gene_name,n_identity_complete_guides,eligible_guide_ids,expression_axis_id_unique,expression_axis_gene_name,target_name_matches_expression_axis,expression_axis_name_unique,scgpt_token,in_scgpt_vocabulary,eligible_target,target_selection_sha256,column_unseen_sha256,e176_selection_sha256,e176_column_unseen_sha256,target_stratum,e176_calibration_sha256,heldout_donor_partition,perturbation_support_contexts_pretruth,excluded_all_e168_e170_e172_e174_targets,selection_used_expression_effect_error_or_prior_outcome
44,H01,44,ENSG00000107796,ACTA2,2,ACTA2-1+ACTA2-2,True,ACTA2,True,True,ACTA2,True,True,7364859de39a9e0d6a846a6c60d3d8e5fee25f30fda3f11f232522954a03f081,f278d9bdac919e1e78b20a09147929ed4ea64debe2fbc130164f801f5db5e324,04584b1942ac80f6fcbaea744c5bed095f6fd595ac07967b5edff7a6aef96ae2,b416088f79db005ff76764e0d941698debd978ccad8aae759521889a15f6e258,DONOR_UNSEEN_ONLY,ac6f253f581be23412f16908aabfef24a70997fcff91d62a6d8a0acb2ed9be12,EVALUATION_80PCT,6,True,False
45,H01,45,ENSG00000163806,SPDYA,2,SPDYA-1+SPDYA-2,True,SPDYA,True,True,SPDYA,True,True,e5ee7e324b8891f40b3e461e47d0be000f89bb15a7c1f7651f66846d3ba97cd1,33f9951fabdced6b3d1fffaf69637955565b46385e2c7802f20f3ccfa3086365,045ce2e9ea8a58a832bcee84512f21ee300d7c3e8fef3b98f3194b97b17745d4,760f5194bdda7db36a2cda6af3189b8b512fc00f2835b3c984a21eee949bc368,DONOR_UNSEEN_ONLY,bcbcf3584de2a00395c8c8e473c9bdd8cfd67b37edbfb47efc03107658360e85,EVALUATION_80PCT,6,True,False
46,H01,46,ENSG00000146904,EPHA1,2,EPHA1-1+EPHA1-2,True,EPHA1,True,True,EPHA1,True,True,5c5054154c767665030049766295734423bc449a6f897919aa5e95292af8acc3,ebba8769f7bc205deff3abe3e62a601a0d8e039b9fc79ca83df8c7e066ad773e,0470a731c4af957f6ff24fd447532c74bb5482252226d99674cc81016b5981a8,8c78d1ed34c53188bf067b3fc1746044eab88a834c2067e2f4051376cc6bb786,DONOR_UNSEEN_ONLY,b6b85fae11713a52e2a13e8f426c0868ba65f67bcfc660cd141d8f422632266d,EVALUATION_80PCT,6,True,False
47,H01,47,ENSG00000127483,HP1BP3,2,HP1BP3-1+HP1BP3-2,True,HP1BP3,True,True,HP1BP3,True,True,38b01f8a5797ed4bc664a2697a5b8397880f957a5fcb090eeb2298d18f24ecc2,191e3d3330341eac9c815ecb9a0c9f13069f5a6b5ca869384d293fca9334a1ee,047499125f3aa278560210a5857366fecc517c7d296543fb7b3e7811b85d3ebd,8a68a3de9247b11f6f47c439e53acaa13ed8f6a37afc5570d11f8291b9750f1f,DONOR_UNSEEN_ONLY,de68b259e11c6627523207dd27fe6a44cd021a57079f0af81aaa902ceab99811,EVALUATION_80PCT,6,True,False
48,H01,48,ENSG00000135637,CCDC142,2,CCDC142-1+CCDC142-2,True,CCDC142,True,True,CCDC142,True,True,b55ba0f31da6aff110628f9b18d22ec2147f6c8aa2d9cc3677c24433c2b5c5ad,7f17007fd3e9d1b9d3720fc39785fb1f3c29da278fae8530dc497d396e1afd05,0491a968a0c82402c40258c352624d58d697ee9ea7e9f3992a65cb48f4456ab5,2da86b865c289626bd4281e1cf277eea77b7eda0508aee2c6040cd12df1799a3,COLUMN_UNSEEN,6d877ac31a187f5ddc11a832f07402f29db767522c759212430ba64b1ba10df2,EVALUATION_80PCT,0,True,False
49,H01,49,ENSG00000137942,FNBP1L,2,FNBP1L-1+FNBP1L-2,True,FNBP1L,True,True,FNBP1L,True,True,4a1577ae638f1a493c62fe31bea2cc83de2334ed73ed75c410d509d71760c735,4cce56b4c2050ca710e09025280f4338785b2ab1be044f8b59626b8e639f9ec7,04b8af36181763393b1d63b1ede8503d975f04bd64dc4d27faafe1870a3d86c2,9db7e8084710f43fe10a5b0f4f15a9143047d763e62bb02bed62d886ae01d5a1,DONOR_UNSEEN_ONLY,ac89069a602e236ba67f325f71e5aca734d58ec045e054ec2eee1753c4bdca6b,EVALUATION_80PCT,6,True,False
50,H01,50,ENSG00000166016,ABTB2,2,ABTB2-1+ABTB2-2,True,ABTB2,True,True,ABTB2,True,True,9315c08d7d701ee23ba39c9df78e54de0df4e9036302aef0f227010aa3893564,113d23116be51a0a225997f5f2267e226be6e9d0da16880405c5f51b41874f35,04d3b1a30966481e790a82e98ccb494b796c1648606411ae19931da3957760aa,70750762021b5b26fb89d8b79337f3fbbb8bea298edd1e5cd4bbc27308c69e81,DONOR_UNSEEN_ONLY,cd61ab7211899d228113f18d01249a8e34f120b76c5a7e05cd0675b0c03b08e8,EVALUATION_80PCT,6,True,False
51,H01,51,ENSG00000187187,ZNF546,2,ZNF546-1+ZNF546-2,True,ZNF546,True,True,ZNF546,True,True,b1e93296b6f4f5192e667668e14448cd0572c85b20e40e24585605f82ba4b28b,550b8d7346dd201111882d4bf3655d7fd55c6e3eca1a8d8d89e3736919b20318,04e69ab101326841e99a82b2395334a169a3790ad4710c8151bbd128783f6706,79f318c4c80fb69ab2cf5847300e6e94bb7fd331a97bcb4b428fde757d573a5a,DONOR_UNSEEN_ONLY,743528a5b87e6eb99566de98b319de3cd72ed0988151f44bb5fb78d25149e539,EVALUATION_80PCT,6,True,False
52,H01,52,ENSG00000070476,ZXDC,2,ZXDC-1+ZXDC-2,True,ZXDC,True,True,ZXDC,True,True,c9be153f555a4d9354ed29c1dfc602ccbf898651b9a5231ec8e3d3b688b9487d,b6630734816ed552816c10a0d50ab087e753ee8c31656f1d003079898ad397e1,056c93773cf64a87f29bb7435a8aa417c36f14f14170cb18e424470b046f6ea2,2f7b958514fe00d1ee078b87995c5d07ef8e9a07bfe12304415d8d908b81a455,COLUMN_UNSEEN,c8acfd1f8913bae78791d4ce9ba90ef70a9ae7786f40cc7330ba881225571e6c,EVALUATION_80PCT,0,True,False
53,H01,53,ENSG00000168874,ATOH8,2,ATOH8-1+ATOH8-2,True,ATOH8,True,True,ATOH8,True,True,20470d1cc4d3a98cb8ed48664de829884aa5555f7ee6e72afd0fa135310fa56c,39e4f693ef7ee3bd626ecdcca073ddb8c8e3eed359c9a7186bc5924f460e0eeb,056ed3e026b6a084c6355bed6f2266c42703f853595dfe6eea0703d85f202adc,65ccf4854124f56bed5c556eb60ab5136b7e331ddb506911004d699762b4ee29,DONOR_UNSEEN_ONLY,fcc73e470eff7713cd6af5de200f7cfd0574776aa80feca3ee11825395dc794f,EVALUATION_80PCT,6,True,False
54,H01,54,ENSG00000213988,ZNF90,2,ZNF90-1+ZNF90-2,True,ZNF90,True,True,ZNF90,True,True,ed90fb6ecf28190bff4445dcccf43239b6dacf052449b2426b9b1d07d482c201,4599479cb53e4c9e66b32391b5f188e7e40c1fb757853ac390df6efb2018ee6d,05713ee6c8f1e988addd2411f307e0a13c6768c35df3522f776ae58f25f6659a,aec56f1f13282a9e17ac82aae246af298bb477fa0fc94de909541c790bdea0e1,DONOR_UNSEEN_ONLY,5318d7176073b79edb89aac155604227921a42fb1add3a9944e214c6a936a5cf,EVALUATION_80PCT,6,True,False
55,H01,55,ENSG00000176014,TUBB6,2,TUBB6-1+TUBB6-2,True,TUBB6,True,True,TUBB6,True,True,1ace5e15c5e64fa59b74bfaac11fa52524e55cea68af669c5ecb748f6528cd00,bf9a2acf3e37da84b8d0eb6718b86b3c7c15fe20972c414259a03d9da2368f23,05a5809a333f1d280d9f7a22d82bc9a1339dc972fdefc0a21f918d8c2095ac10,fef07b77ab37615c9060c3c08a7e425161768b31c360facf580a945c9bcbaf97,DONOR_UNSEEN_ONLY,5b162aa531cd81a1a5d2f3f96575cbeca409efc5451c2814aaad70758ba2f12e,EVALUATION_80PCT,6,True,False
56,H01,56,ENSG00000162885,B3GALNT2,2,B3GALNT2-1+B3GALNT2-2,True,B3GALNT2,True,True,B3GALNT2,True,True,36f573d217e741afe047de0c8848f66dd2dec4aeab4b499ed21e7bb7f6e1ce8d,fea07231ba47063a97871b01666aabd7d61215af11dc865fdb6cf749c479319a,05ce14b281a8b11710b0faf3c974d9bb9cc245e12abd676a478e3c261a5b1a05,7ce689faaaeae7d8e6091ba0be68db3fc7ef6d29ecf05b967f3671caade0a51b,DONOR_UNSEEN_ONLY,26179cfbaaf3beb1426c61a8f237ac7295f8ebafca5809ab42f97a2905a7bf40,CALIBRATION_20PCT,6,True,False
57,H01,57,ENSG00000198492,YTHDF2,2,YTHDF2-1+YTHDF2-2,True,YTHDF2,True,True,YTHDF2,True,True,cf240af605a4bd8e45cfd9bce8a04d26f91ad092b3fa3365d1726421d29d436a,0cd3c857f12e9d84e344ddf89f16afa275d3d808a13c0f4762bafdea3da39ebf,05d069cfd7e62a6001ba1b1cea4e56db664b2207bfb35b08c5b3a8032955b3e9,da69d647b7b08972ef8fbefe8e3fe6f6ed2be0da4fb13154da4aa08a9b858739,DONOR_UNSEEN_ONLY,fe028dca90c691dac0192e02e7d5b54f105b19cb2bb481a043203e679f4add6c,EVALUATION_80PCT,6,True,False
58,H01,58,ENSG00000064195,DLX3,2,DLX3-1+DLX3-2,True,DLX3,True,True,DLX3,True,True,5fe5a3be04bf0f75d0493a1ace6be163dd63687518316a77226157ed4edb202e,4aca813d058745115c2bcd236ae9e2baa11f364233187f2962ba910f9e3af8d3,05d69636af1594a4aebbf81b7cc7e3453884585de21638dfce90f3880059185d,67b6a594cead5d0b4fe4c1bb9c1892a3d6d7a09213c4b653f0fba0daa1681526,DONOR_UNSEEN_ONLY,24368b3b8e98e47732ff38fa7b9e20aa96effa9c1c7f5c174b2ea4f1ee7c791e,CALIBRATION_20PCT,6,True,False
59,H01,59,ENSG00000068383,INPP5A,2,INPP5A-1+INPP5A-2,True,INPP5A,True,True,INPP5A,True,True,fc6f7ce25e16214c46a0cd86ef617a9ee650d3229aa7560f2f111e0fd4109e42,0e0b880e0175db1ec61ea2c3f756f112f4199953de275d0192b18c9dab83071a,05fef3c9f0f25eda9f3a2cfd2b2b39f60ded8ad8293c259a799f17b138ef814d,9a88a991067816babf85ecb59248c450209656b251f335c683292e15a6d06406,DONOR_UNSEEN_ONLY,dab438e6040e5466e02837dfba3e3a7fafaddc6ac160e125b4d7b1514e85ee28,EVALUATION_80PCT,6,True,False
60,H01,60,ENSG00000091436,MAP3K20,2,MAP3K20-1+MAP3K20-2,True,MAP3K20,True,True,MAP3K20,True,True,79284465687614cc1fbec46a95fe96e0ca248f6047bba52df8d5fac8d39de72a,c32a66b56b2b4f9d5e56de97b418685058f9c78378baed16712881cd02873a9c,0622375f53a3ef2c1d561a273ce2c0a7fd6d0ab9ad54f97726807b5ed79b51e7,46409f8599ec5a41dfd940ba4661626296e9bffbdecaae571b521aa4ddc18ad3,DONOR_UNSEEN_ONLY,a0f53b7a1e185e19d9061bd3831ffc367aff3a103edfb92ce02bbd7221959de7,EVALUATION_80PCT,6,True,False
61,H01,61,ENSG00000160791,CCR5,2,CCR5-1+CCR5-2,True,CCR5,True,True,CCR5,True,True,258954c64aa83404e146c6c7918a72fe93ab0c5d2b2dfab0bbf53a164fb96c2c,18aa72aa625676ce6bfcf87e7899ff4a534322a80626d4e276d45e9a6b67e7c4,062feb733b8e60ccf247d8743d39ed8be7e65e20ab5014c5a7c2e96d95e354ac,b4a3bfaf71146bd5094857058f9cf3fb40e12c78270c737e2efcde925cb3ceb5,DONOR_UNSEEN_ONLY,d2d79ae6c5a699b802204c74433a0d654193e6a6d3b70a5aaf56d6d237321fec,EVALUATION_80PCT,6,True,False
62,H01,62,ENSG00000147437,GNRH1,2,GNRH1-1+GNRH1-2,True,GNRH1,True,True,GNRH1,True,True,3e8d9c16a61eb68f25bedd1509561ca46abb39cfbae9528386a53b8f0aa01b26,da92da68d941cdd7e611bcb68ea11a24a229d8587ac3e6c0511ea840c179ada1,067a06f9460e58171723f477a4e43032ae1eb1ad07f6a7d511b5b1e619dd8961,d537103f4a79906c65121e59309761ed57959ab720ba0363801e27577f7b11f4,DONOR_UNSEEN_ONLY,c3348476fc91769f44a89682729fdfc313407908be83ecdc07a6cbc63f590c73,EVALUATION_80PCT,6,True,False
63,H01,63,ENSG00000136404,TM6SF1,2,TM6SF1-1+TM6SF1-2,True,TM6SF1,True,True,TM6SF1,True,True,5d09c38bd62c51a2dd0360a1ccb050176ceb3dc3eebfada81306add7ffe3a13b,64b129939e6a5bc72416865a0b67a87a5a5243bbc16e400f315b45f1a9b2655c,06a2eb32d39723b2d2e17fed2609dcd608618f1f98f04028674e236c58ac5339,796ffa4404b7ea19b99392f60324a9a0d261f484411f6cbcd09430e76673f4a0,DONOR_UNSEEN_ONLY,f61cfd40933875374deae704410e5dbf03a1d69b28216012d1f24b1e4a0f8a73,EVALUATION_80PCT,6,True,False
64,H01,64,ENSG00000222011,FAM185A,2,FAM185A-1+FAM185A-2,True,FAM185A,True,True,FAM185A,True,True,dcdb4bc7f254c22a0b289b03c454f000fc9e8c36974a5b42c3c1113afcfedb39,d2a0278381b11970060e78ff27781ce9f68419525702d63cd8605d103c34d7b5,06c1f8f753b353d5b994cbd66135ed48bd2a726c0db013b18c2e2a52dfbd868c,4a668dda158f274a32d5231d509cb70409bff300ae257aa4f67999c704419b4a,DONOR_UNSEEN_ONLY,31fc3a3fea2e826c3f35250b7577000c5ab9d3366c5099ff72f5133c898f799d,CALIBRATION_20PCT,6,True,False
65,H01,65,ENSG00000133805,AMPD3,2,AMPD3-1+AMPD3-2,True,AMPD3,True,True,AMPD3,True,True,2bcb5919d25c6df4938af7664d9b55db5febe0959fc679b20f120d4641b18ad4,9ccda3e7b5598c577807d4cf26c5e730f37fef3ee277d6d4258201cb6b61d24e,06ea327cf44c75903f7211617677d687397bc6cfc2dca54b7c3292568ec68999,8855667defadeabbd3a91bd1310c1fe618e8e8e098948db27b71f4d78d0fcfc4,DONOR_UNSEEN_ONLY,1d8480934bccbccb0501dc6fd3d8957afc9c26419f5d49538be19ac97edae422,CALIBRATION_20PCT,6,True,False
66,H01,66,ENSG00000164031,DNAJB14,2,DNAJB14-1+DNAJB14-2,True,DNAJB14,True,True,DNAJB14,True,True,9c475931a3f440cc9a1dcb879e33ab166b5fae2b01f42f7727f835fc334767ab,53f480b5e2d94635a4a52927f62c83f4db617d08d005fca04775acf8be7ffdcb,06f30e9d304896dc511986803ec5bf873068314d3306bb7f71b6d0baef3dbc6d,3b32f095a8a66aaba4c75408eeb9a5f3752f22e78525fe6d5c77f391a530bb64,COLUMN_UNSEEN,1edafce11b86009ac23a455063537b72b362a76299c764c7975f548a0d06e12c,CALIBRATION_20PCT,0,True,False
67,H01,67,ENSG00000135709,KIAA0513,2,KIAA0513-1+KIAA0513-2,True,KIAA0513,True,True,KIAA0513,True,True,c55039c2f7ef64c2358b47955ab64324b8a92228b3c74a3fad37705c33efca3f,e18d944ef5d26cee2950ae8ba09eac156c3c4d53c4325909e618cd962f05ddc7,070fc77144b27b418603e7b63f156d5c355cb9b0b6ac395838ad2c9681c6c14e,c84a7fc30957a6fb7d7e969203f2cb72591306ba334068671ee8afc47e940210,DONOR_UNSEEN_ONLY,4dcc0bc7ff15605049b92cc558a64a6f2533581266e769b3809127e9022b4953,EVALUATION_80PCT,6,True,False
68,H01,68,ENSG00000111752,PHC1,2,PHC1-1+PHC1-2,True,PHC1,True,True,PHC1,True,True,3f6bcf3c2cfea77292e27866a817f5e1cdcf7b77aeb5c67045e2b17a7df7b630,25ca3bed6c41872da76ef93c1a2f1b5aef5f0b87bd2727a988749a0842cfc881,071481eff44bcc7eb7fcdeaad9061dd79a4189d0f1266e0601accd0f6d24aa63,5bde557ebf4adad99f436d77bce90fa23a6388b98eab95fdb3d4492518f5fa5d,DONOR_UNSEEN_ONLY,1600f986cbf637cde1acf8c8b9dd6607a0eb3ca5873dffaf6ba754c06bf26db9,CALIBRATION_20PCT,6,True,False
69,H01,69,ENSG00000131873,CHSY1,2,CHSY1-1+CHSY1-2,True,CHSY1,True,True,CHSY1,True,True,7cf782db8b674762536bd40ea508edd84e9dfd5c004d537ddd90fe4253ab68fd,e417c69ab12f87f2a6a55e662db12ad57a0afb99c68db6c70da919253d1fdf67,07275db6db157a07a34b3c8299d2e054dfa85d5ee686355fa3538bd4255d8619,478b59c7dabafcb25aae7c7df083a469f1ecac115430ae3303a24a3d73d45816,DONOR_UNSEEN_ONLY,5fc65c327db7d971cc56b94de28089692919515144910c1f1c8d67d56a9abc62,EVALUATION_80PCT,6,True,False
70,H01,70,ENSG00000016391,CHDH,2,CHDH-1+CHDH-2,True,CHDH,True,True,CHDH,True,True,72e08c739a2f86b540dd962e47a4183bb98a5d74736f502be6aa9a37067686cd,b5631e81c7e74825f6ef5821e4a6b984ef4103282007224b2cd9f341395f9a12,074a19728e8852a5c911fb82b62782af73446c9fe46d69107ee5aa8273925bb4,d16ed453c9e1f3fb93f3e7567d20e04fb7cb8b76fee7333433fa50775dd6e95a,DONOR_UNSEEN_ONLY,79fd713ea161da428370a2b4d0fafcc3599806f3bc7b8bb29e95214d4caa402d,EVALUATION_80PCT,6,True,False
71,H01,71,ENSG00000115604,IL18R1,2,IL18R1-1+IL18R1-2,True,IL18R1,True,True,IL18R1,True,True,804406fbd9398ac48e1b25c51bebc9a2cbf82065176e4a77026fc731b512ac94,79fbf2a93b9cc6dce938642da086a033b9bdd6e65df274b6deffe4b03611205a,077436f307548140618f93940e10274fce9fc1bbd069bd2a11b2b117dfc150f2,8580d4b555d1064c4d5eaefa59293491ae41e62265cd3fcfb5aca789a12ff664,DONOR_UNSEEN_ONLY,50cc20fd0191ec77571fe8d795f058a2110b2c87b716e595e56400e54596fbde,EVALUATION_80PCT,6,True,False
72,H01,72,ENSG00000135905,DOCK10,2,DOCK10-1+DOCK10-2,True,DOCK10,True,True,DOCK10,True,True,29dc330785c1857c2911bf45b0114d68275ab8cbb17901e51e747fc0c3e29afa,7116068152775ee9a40539d18547189ec68e1178c5805d1154a5353d2c4f5172,077e8a20735f0cae08f91edcaba6338fd4209120a228c82328358720a53844ff,c7ca736a6c242fe9b9936a97a7bae22d16d3ec4143b6d7a9703b3e73e25e9e52,DONOR_UNSEEN_ONLY,fce3f32b542caf901026cde64ecb7ad85d44b3ea9ab7ea038a5d895327222462,EVALUATION_80PCT,6,True,False
73,H01,73,ENSG00000093217,XYLB,2,XYLB-1+XYLB-2,True,XYLB,True,True,XYLB,True,True,6c1af9cdb0414933f3532e25273076959cd274060ae4aae15612babd9c95ad7e,f4ba0cdf342f5ca5f9a77b8141bc1d7b1481440b11520ded9062904c37058f87,0780f920290b740e93bf9c1ca41a6436bdf0a867247e7f0c7cc4b67e39de607b,154485edf451f7df53be883f2274d585c227bfdc9a39946ff968384c0a29a1f1,COLUMN_UNSEEN,f962657c5b67a0d83d67b4af6ec00cca6159c9a0e8ba056d77fe48a0c572a729,EVALUATION_80PCT,0,True,False
74,H01,74,ENSG00000168275,COA6,2,COA6-1+COA6-2,True,COA6,True,True,COA6,True,True,51a316a3d8fcd5937ee585df9c9e3e30714681401c807cd31aef7b668d8ec661,ebe5aa3ed96ab26651a3e9c1cb7db09e27cd5d3c22d34963471870bf2b9560fe,0790b8b67b89ef7fd66f22d5b75a58938700868ed48df34e93b20e4dc229e8ec,66e95630adfdb863b4777dbbd357190f698655b14af6fde598149285846e4929,DONOR_UNSEEN_ONLY,e679430551f5fcb17fc00bc3acd2a6273027478da0f99f9b2ac3be463d54e014,EVALUATION_80PCT,6,True,False
75,H01,75,ENSG00000137124,ALDH1B1,2,ALDH1B1-1+ALDH1B1-2,True,ALDH1B1,True,True,ALDH1B1,True,True,50d6f8adcceae1101c0b17d5a4d729e9fddc7153c0d59d5ca2ca6cc0739628f0,572d4ef642d1912ba7673f68ba463180d93810a7a2f09b0145eae14729f68ffc,07930c67c2cab5ab8b1dfcbcece2be0234b23f6d14797fc0fa63d49a8e666bbf,d4a6494551ffd9803391e5d9308ac649d06f1d2a7e95b5a4577031cb002a1889,DONOR_UNSEEN_ONLY,02d6f0a376950e6db4a36728fbb9410572a6d86497fe786d26b5740b85fec601,CALIBRATION_20PCT,6,True,False
76,H01,76,ENSG00000103769,RAB11A,2,RAB11A-1+RAB11A-2,True,RAB11A,True,True,RAB11A,True,True,6f9ef42a4190eb1981f159d50004219352ec1f05400445eab613c30c6aa6b953,c3eeb530d6a959ece015b7b65292f53f621c557fffd165810d59e16823e22b75,079c30d43f08f8d6a494a39abe9f3c54bc37348984ce95e7e404fb635baec492,ce8559ee9143e976b9621c66286e60fb6daf28b8013b9d2bfa6d5ba9aec0b7ed,DONOR_UNSEEN_ONLY,0e2052079e9d8dd5bc9e1bbf659e45ef64f9ab0b0efe913e1fafc0f77abd3951,CALIBRATION_20PCT,6,True,False
77,H01,77,ENSG00000049769,PPP1R3F,2,PPP1R3F-1+PPP1R3F-2,True,PPP1R3F,True,True,PPP1R3F,True,True,2b535723f979d6a27b4e0b7302d6f49d4619c18b56f1b6b254e3610ea9af1829,b65b36bc269e92f97e26dd2113591a48d4b45be3b147645d079f7e409aca1bde,07a6c1a1bec54d1c42155a8607c00db8a158d0cd9f39b56914ee2ee167876256,6ec770bf01422cfd5667fd7347d4e6890e0f42d8897f7bb0c8315f26087e6581,DONOR_UNSEEN_ONLY,cf669852165ddc400801dd261adc4794c2e6411bc03ddda1d5f9f682a1409b9d,EVALUATION_80PCT,6,True,False
78,H01,78,ENSG00000125648,SLC25A23,2,SLC25A23-1+SLC25A23-2,True,SLC25A23,True,True,SLC25A23,True,True,c4d6bd4cf346b6caa4ee5d73391110f8be7ddd79a230ba775ae6aeb0623217e3,fb4b63547facb8245e6076a1ac171f0172332364359e4b07ad173458b2cf89b6,07ad749f5ddb5e4c89b21c730817b4102b5ed2a90fe57f7a00aa9ebe1431cd13,96c80443d00876d34965d918bdd3dea2c0968e1326879c38f5b60a318738b2ae,DONOR_UNSEEN_ONLY,fcdbd5c1bac8f9b58088f6e02e92c6667dcf35a1edddc849e7c8950b4be7079f,EVALUATION_80PCT,6,True,False
79,H01,79,ENSG00000162783,IER5,2,IER5-1+IER5-2,True,IER5,True,True,IER5,True,True,fbbe8046f91da1c098f430bd2b0f875a0ebea7e77e1a8f6499271f8136092df6,b88c14ab8f2b360959f8bde1bad04130e2f9474d774ec3f914c09768a674bc17,07b9673e7ca42c2b3de125e19dd88676bc7b344f7ed7af85bdeacadb0680d8f7,82913ad5ee52b94e112ebe28031e0d2c362f2eed3002d603547a50d0b158b548,DONOR_UNSEEN_ONLY,4e4f74f5dd917d2a6ffa6d360cb8425186f0965b96def16ca4c4c7d154bd0469,EVALUATION_80PCT,6,True,False
80,H01,80,ENSG00000049239,H6PD,2,H6PD-1+H6PD-2,True,H6PD,True,True,H6PD,True,True,e509b873c95f8c437fe29b3a3581107b468fe73f6bc54d5450124a05388e3510,8b4280af4d197078d411d657a3bf942d9cda83f868074ea365f412cc25da5a54,07c23daf33bcf0ffe073ce7feda34978e9139e82249f692e52ee5a067bf0c0cc,2b9776b234258f906297c25a167a6bf8e1b692b13fa80d4ce02f7aef7b60bdbd,COLUMN_UNSEEN,353c4088d816b8c6ec1d42e4ff18678de203180f429ad327bdade6a774706272,EVALUATION_80PCT,0,True,False
81,H01,81,ENSG00000079385,CEACAM1,2,CEACAM1-1+CEACAM1-2,True,CEACAM1,True,True,CEACAM1,True,True,c6bd2d8baa3aa0cae1ccbccb444b3c495dc8c95d443f7f27f0d2fcbe2ac4673f,eb37c20994b7025f802f065ccaef0c651db3cf9988a9fd240420e570fa7d7cd1,07eddc3d3ed79b8793e6ff2afdfba337319c32e73b3ce4479614553e77adf070,6b3e3751083a27fd72bb86c0118fb19ca44a81143ae71bfec180fcc434c5341c,DONOR_UNSEEN_ONLY,ad0e498b75dca929dbcaa5fcbe4f45736109fb2692548f5b03e0b6102280ea47,EVALUATION_80PCT,6,True,False
82,H01,82,ENSG00000162600,OMA1,2,OMA1-1+OMA1-2,True,OMA1,True,True,OMA1,True,True,67791c9ff28093e334ff300873b2f640883f048c4e5ebd20c1cdfc5a71eaa660,94b14d1c1d3db733ac69bd48bdcc44b0f05a668b7bc40577c335d17b5b2320bb,07fd9b2f0df12aab58d20ef1b537d24fceddcd27a3681922cc90b1df3f3e2f76,44256da44db70483d0c599f9dd6e986b1457dfc9216a5883d4dd6c768bee1067,COLUMN_UNSEEN,0693de9a309ea1f3b9c9deb35b7c7ebbcff1d40d5a187e1dd2ee00d867dd795b,CALIBRATION_20PCT,0,True,False
83,H01,83,ENSG00000130830,MPP1,2,MPP1-1+MPP1-2,True,MPP1,True,True,MPP1,True,True,23b2729607802061da4e602ca8042b8bc283c51087b67478498d4fca48b1c4c1,6918fc664c35f03daffebd0f00881a6ee016859362b07f3a243fa2185f399771,0807340a0706cf9182acd40b5bec3b6f75231ad9b3ff81cbc545dfa0a17bc56d,06442e3f492c10df4641cbae2c7a696965c1921b932b706cbadec179f1eb81e2,COLUMN_UNSEEN,a1671c3528b5855a1b7284167f98f1b62625f36e79fde0b6f8c5151fcc94a76e,EVALUATION_80PCT,0,True,False
84,H01,84,ENSG00000164822,DEFA6,2,DEFA6-1+DEFA6-2,True,DEFA6,True,True,DEFA6,True,True,b96db917a17953f68427c0ff31c4c93b8d8c6f1bdf50fd70d95b70c221c6140c,82074062939fda82cedcb5594e976da8eec689fe95fe1189a417059bdb799ef5,082905bedbce8e3abd2a584fe56a739a200f1310f7c31f8767b1f12298213c14,a678f7df091ddd9780709c226087ed6fb9b741d754f4fd1ed2828ed16086b647,DONOR_UNSEEN_ONLY,b46fbf3c2f3a8a09f9cb277b36781e5bd4ddd44fa0dcfa56689b00561b364b82,EVALUATION_80PCT,6,True,False
85,H01,85,ENSG00000165813,CCDC186,2,CCDC186-1+CCDC186-2,True,CCDC186,True,True,CCDC186,True,True,19087e9fe125ea32105b50646984716a410e431ca348872bd7c58af428bdb1b4,f60b4307789ee2b89ebe82a3c13be229ea494a9d301a783b805f00fc8163b6b6,083d14e8a833fca1f330f9c5d5da5eb18b00dd76b59178fce95c075623b4eb24,d7046ac2c2cb3d3f0cfc9bd15a0181778725ed9db539a6c40cd357875be55390,DONOR_UNSEEN_ONLY,daa55903ad7e604fd9112c5558419ae31149875146e250569b3562dae8ce7fbf,EVALUATION_80PCT,6,True,False
86,H01,86,ENSG00000197461,PDGFA,2,PDGFA-1+PDGFA-2,True,PDGFA,True,True,PDGFA,True,True,303322b35bb788fe9b10e7b550e480152fdd83eb7d87d345a88cf3f49e935c2e,1ddc7295bc8ec3c9744fc927f8d24c01883c9b4038f58ff36afe29540b3399b9,08461bb07545483f9be34475f793e4f67654607308fcfa6b1fe5d1c0aeacfa72,5eae60a80e0c2b87a40c5369be5e04c83aaa0537a7cb83b8198718c7caced419,DONOR_UNSEEN_ONLY,468bd6de318d84a4bf8106a85f5c8b748575201db5ec9a5c740d6d15d1c6761f,EVALUATION_80PCT,6,True,False
87,H01,87,ENSG00000204428,LY6G5C,2,LY6G5C-1+LY6G5C-2,True,LY6G5C,True,True,LY6G5C,True,True,3fb9dc58be94726b8d0a6ffb3268a5fa6c06d8e15479a34137ef5d87393f57e2,63924b929481ec79d1a24bc591bd073cf03ea1df11a8e2717086bafdc028d26d,0855a8f5062748003d32ed21bf5cb0202194d0785ed55c1cb8c2c3229c251b15,7590a08a7b4e68e2ce9c0dc49b33eb6ba04fdc66aa8e4a52fee72f0521906260,DONOR_UNSEEN_ONLY,998f96cf28230ee86843e7ea79a52c1320c9899cac5c55467510a0d7f205eaa0,EVALUATION_80PCT,6,True,False
