panel,split,condition,n_cells,is_single_gene,condition_selected_before_prescribe_run,prescribe_prediction_or_uncertainty_used_for_selection,source_split_csv,split_csv_sha256
Norman_P1,train,KIF18B+KIF2C,96,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,KIF18B+ctrl,254,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,KIF2C+ctrl,634,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,KLF1+MAP2K6,263,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,KLF1+SET,667,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,KLF1+TGFBR2,337,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,KLF1+ctrl,1960,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,KMT2A+ctrl,241,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,LHX1+ctrl,375,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,LYL1+ctrl,432,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,MAML2+ctrl,626,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,MAP2K3+MAP2K6,571,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,MAP2K3+SLC38A2,338,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,MAP2K3+ctrl,579,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,MAP2K6+SPI1,302,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,MAP2K6+ctrl,878,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,MAP4K3+ctrl,363,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,MAP4K5+ctrl,366,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,MAP7D1+ctrl,751,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,MAPK1+PRTG,500,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,MAPK1+TGFBR2,497,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,NCL+ctrl,237,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,NIT1+ctrl,192,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,OSR2+PTPN12,339,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,OSR2+UBASH3B,796,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,PLK4+STIL,81,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,PLK4+ctrl,113,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,PRTG+TGFBR2,265,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,PRTG+ctrl,685,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,PTPN1+ctrl,419,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,PTPN12+PTPN9,364,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,PTPN12+SAMD1,351,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,PTPN12+SNAI1,283,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,PTPN12+UBASH3A,311,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,PTPN12+UBASH3B,298,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,PTPN12+ZBTB10,265,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,PTPN12+ZBTB25,303,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,PTPN9+UBASH3B,325,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,PTPN9+ctrl,445,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,RHOXF2+SET,321,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,RHOXF2+ZBTB25,263,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,RHOXF2+ctrl,328,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,RREB1+ctrl,331,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,RUNX1T1+ctrl,779,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,S1PR2+SGK1,358,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,SAMD1+TGFBR2,72,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,SAMD1+UBASH3B,240,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,SAMD1+ZBTB1,191,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,SAMD1+ctrl,498,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,SET+ctrl,986,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,SGK1+TBX2,349,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,SGK1+TBX3,300,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,SGK1+ctrl,483,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,SLC38A2+ctrl,332,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,SLC4A1+ctrl,1000,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,SLC6A9+ctrl,558,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,SNAI1+UBASH3B,299,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,SNAI1+ZBTB10,100,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,TBX2+TBX3,1167,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,TBX2+ctrl,690,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,TBX3+ctrl,691,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,TGFBR2+ctrl,646,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,TMSB4X+ctrl,543,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,TP73+ctrl,248,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,UBASH3A+UBASH3B,554,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,UBASH3A+ctrl,819,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,UBASH3B+ZBTB25,255,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,UBASH3B+ctrl,1202,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,ZBTB1+ctrl,693,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,ZBTB10+ctrl,162,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,ZBTB25+ctrl,740,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,ZC3HAV1+ctrl,516,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,train,ZNF318+ctrl,650,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,val,AHR+FEV,276,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,val,AHR+KLF1,481,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,val,AHR+ctrl,558,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,val,ARID1A+ctrl,232,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,val,ARRDC3+ctrl,495,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,val,ATL1+ctrl,379,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,val,BAK1+BCL2L11,175,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,val,BAK1+KLF1,395,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,val,BAK1+TMSB4X,329,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,val,BAK1+ctrl,1457,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,val,BCL2L11+TGFBR2,463,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,val,BCORL1+ctrl,533,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,val,BPGM+SAMD1,301,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,val,BPGM+ZBTB1,358,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,val,BPGM+ctrl,464,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,val,CBFA2T3+FEV,159,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,val,CBFA2T3+POU3F2,216,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,val,CBFA2T3+PRDM1,106,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,val,CBFA2T3+ctrl,658,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,val,CBL+CNN1,348,False,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,BCL2L11+ctrl,582,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,CKS1B+ctrl,241,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,CLDN6+ctrl,670,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,FEV+ctrl,704,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,FOSB+ctrl,630,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,FOXA1+ctrl,851,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,FOXA3+ctrl,494,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,IER5L+ctrl,405,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,IGDCC3+ctrl,613,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,IKZF3+ctrl,681,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,JUN+ctrl,266,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,MAPK1+ctrl,765,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,MEIS1+ctrl,776,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,MIDN+ctrl,298,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,OSR2+ctrl,1003,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,POU3F2+ctrl,359,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,PRDM1+ctrl,297,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,PTPN12+ctrl,445,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
